"word","sentiment","13th"
"suckers",-0.3,0
"sucks",-0.3,0
"sudden",0,0
"suffers",-0.6,0
"suffocating",-0.5,0
"suitable",0.6,0
"super",1,0
"superb",1,0
"superfine",0.4,0
"superior",0.7,0
"supernatural",0.4,0
"supporting",0.5,0
"supportive",0.5,0
"sure",0.5,0
"surprised",0.1,0
"surprising",0.7,0
"surreal",0.5,0
"suspenseful",0,0
"sweet",0.5,0
"swill",-0.1,0
"sympathetic",0.5,0
"talented",0.7,0
"tame",-0.2,0
"tasteless",-0.6,0
"technical",0,0
"tedious",-0.5,0
"teen",0,0
"teenage",0,0
"ten",0,0
"tense",-0.5,0
"terminally",-0.4,0
"terrestrial",0,0
"terrible",-1,0
"terrific",1,0
"terrifying",-1,0
"thanks",0.2,0
"theatrical",0,0
"thematic",0,0
"theoretical",0,0
"thick",-0.9,0
"thin",-0.5,0
"third",0,0
"thought-provoking",0.4,0
"thoughtful",0.5,0
"thrilled",0.6,0
"thrilling",0,0
"tidy",0.6,0
"tight",0,0
"tiny",0,0
"tired",-0.4,0
"tiresome",-0.5,0
"titular",0,0
"toilet",0,0
"toneless",-0.1,0
"top",0.5,0
"top-notch",1,0
"topical",0,0
"total",0,0
"touching",0.5,0
"tough",-1,0
"traditional",0,0
"tragic",-0.5,0
"trapped",-0.2,0
"tremendous",0,0
"trendy",0.6,0
"tries",-0.1,0
"trouble",-0.2,0
"troubled",-0.5,0
"true",0.6,0
"truthful",0.5,0
"twisted",-0.5,0
"two-dimensional",-0.1,0
"typical",-0.5,0
"ugliness",-0.3,0
"ugly",-0.7,0
"ugly-duckling",-0.1,0
"ultimate",0,0
"unable",-0.5,0
"unadulterated",0.4,0
"unaffected",-0.1,0
"unanswered",-0.1,0
"unappealing",-0.4,0
"unappetizing",-0.8,0
"unashamed",-0.5,0
"unavowed",0,0
"unaware",0,0
"unbefitting",-0.6,0
"unbelievable",-0.5,0
"unblemished",0.1,0
"unblinking",0.5,0
"unbranded",-0.1,0
"uncared-for",-0.2,0
"unchaste",-0.7,0
"uncivil",-0.9,0
"uncomfortable",-0.5,0
"uncommon",0.8,0
"uncontroversial",0.3,0
"uncooked",-0.1,0
"uncritical",0,0
"uncut",-0.5,0
"undeserved",-0.3,0
"undignified",-0.6,0
"unengaging",-0.2,0
"uneven",0,0
"unexcelled",0.5,0
"unexpected",0.1,0
"unexplained",-0.1,0
"unfair",-0.5,0
"unfaithful",-0.6,0
"unfocused",-0.4,0
"unforgettable",0.8,0
"unfortunate",-0.5,0
"unfortunately",-0.1,0
"unfruitful",-0.6,0
"ungraded",-0.4,0
"unhampered",0.6,0
"unhappy",-0.6,0
"unhealthy",-0.4,0
"unhesitating",0.1,0
"unilateral",-0.5,0
"unimportant",-0.4,0
"uninspired",-0.5,0
"unintelligent",-0.7,0
"uninterrupted",0,0
"unique",0,0
"universal",0,0
"unknown",0,0
"unlikely",-0.5,0
"unnecessary",-0.4,0
"unnoticed",-0.2,0
"unoriginal",-0.2,0
"unpaid",0.2,0
"unplayable",-0.4,0
"unpleasant",-0.7,0
"unprecedented",0.6,0
"unpredictable",0,0
"unprocessed",-0.1,0
"unpropitious",-0.6,0
"unread",0.1,0
"unrealistic",-0.5,0
"unsalted",0.4,0
"unschooled",-0.2,0
"unsettling",-0.5,0
"unstirred",-0.4,0
"unthinkable",0.1,0
"untraceable",-0.3,0
"unusual",0.2,0
"unwed",0,0
"upper",0,0
"urban",0,0
"urinates",-0.1,0
"used to",-0.1,0
"useful",0.3,0
"useless",-0.5,0
"usual",-0.5,0
"utter",0,0
"vacuum",0,0
"vague",-0.5,0
"vapid",-0.3,0
"vaporific",0,0
"various",0,0
"vast",0,0
"very",0.2,0
"veteran",0,0
"vibrant",0.5,0
"vicious",-1,0
"victim",-0.1,0
"violent",-1,0
"visual",0,0
"vital",0.1,0
"vivid",0,0
"vocational",0.3,0
"vulgar",-0.7,0
"vulnerable",-0.5,0
"wacky",0.5,0
"wan",-0.2,0
"wants",0.2,0
"warm",0.6,0
"wary",-0.5,0
"waste",-0.2,0
"wasted",-0.2,0
"wastes",-0.2,0
"weak",0,0
"wealthy",0.5,0
"weird",-0.5,0
"welcome",0.8,0
"well-advised",0.8,0
"well-intentioned",-0.05,0
"well-off",0.4,0
"western",0,0
"wet",-0.1,0
"whaddupwitdat",-0.1,0
"whimsical",-0.5,0
"white",0,0
"whole",0.2,0
"wide",-0.1,0
"wild",0.1,0
"willing",0,0
"win",0.8,0
"winning",0.5,0
"wins",0.3,0
"wise",0.7,0
"witty",0.5,0
"womanly",0,0
"won't",-0.1,0
"wonderful",1,0
"wonky",-0.3,0
"wooden",0,0
"workmanlike",0.5,0
"worse",-0.4,0
"worst",-1,0
"worth",0.3,0
"worthless",-0.8,0
"worthwhile",0.5,0
"worthy",0.5,0
"wow",0.1,0
"wrong",-0.5,0
"wtf",-0.5,0
"yarn",-0.1,0
"yaaawwnnnn",-0.5,0
"yellow",0,0
"young",0.1,0
"younger",0,0
"youngish",0.4,0
