SOURCE,TARGET,SOURCE_NAME,SOURCE_TYPE,TARGET_NAME,TARGET_TYPE,SIZE_DISORDER,DISORDER_TYPE
943,941,Oligodendroglioma,D,Bannayan-Riley-Ruvalcaba syndrome,D,11.619047,Cancer
943,191,Oligodendroglioma,D,Cowden disease,D,11.619047,Cancer
943,248,Oligodendroglioma,D,Endometrial carcinoma,D,11.619047,Cancer
943,942,Oligodendroglioma,D,Lhermitte-Duclos syndrome,D,11.619047,Cancer
943,790,Oligodendroglioma,D,Meningioma,D,11.619047,Cancer
943,139,Oligodendroglioma,D,Prostate cancer,D,11.619047,Cancer
943,634,Oligodendroglioma,D,Thyroid carcinoma,D,11.619047,Cancer
943,944,Oligodendroglioma,D,VATER association with hydrocephalus,D,11.619047,Cancer
1132,114,Oligodontia-colorectal cancer syndrome,D,Colon cancer,D,11.619047,Cancer
253,252,Orolaryngeal cancer,D,Li Fraumeni syndrome,D,11.619047,Cancer
253,200,Orolaryngeal cancer,D,Melanoma,D,11.619047,Cancer
253,59,Orolaryngeal cancer,D,Pancreatic cancer,D,11.619047,Cancer
198,137,Papillary serous carcinoma of the peritoneum,D,Breast cancer,D,11.619047,Cancer
198,197,Papillary serous carcinoma of the peritoneum,D,Ovarian cancer,D,11.619047,Cancer
1025,200,Peutz-Jeghers syndrome,D,Melanoma,D,11.619047,Cancer
1025,59,Peutz-Jeghers syndrome,D,Pancreatic cancer,D,11.619047,Cancer
925,923,"Pigmented adrenocortical disease, primary isolated",D,Adrenocortical carcinoma,D,11.619047,Cancer
925,815,"Pigmented adrenocortical disease, primary isolated",D,Carney complex,D,11.619047,Cancer
925,924,"Pigmented adrenocortical disease, primary isolated",D,"Myxoma, intracardiac",D,11.619047,Cancer
925,634,"Pigmented adrenocortical disease, primary isolated",D,Thyroid carcinoma,D,11.619047,Cancer
334,114,Pilomatricoma,D,Colon cancer,D,11.619047,Cancer
334,224,Pilomatricoma,D,Hepatic adenoma,D,11.619047,Cancer
334,197,Pilomatricoma,D,Ovarian cancer,D,11.619047,Cancer
956,474,Retinoblastoma,D,Bladder cancer,D,11.619047,Cancer
1120,742,Salivary adenoma,D,Lipoma,D,11.619047,Cancer
1120,1121,Salivary adenoma,D,Uterine leiomyoma,D,11.619047,Cancer
836,790,Schwannomatosis,D,Meningioma,D,11.619047,Cancer
836,795,Schwannomatosis,D,Neurofibromatosis,D,11.619047,Cancer
1153,114,Sezary syndrome,D,Colon cancer,D,11.619047,Cancer
1153,692,Sezary syndrome,D,Germ cell tumor,D,11.619047,Cancer
1153,155,Sezary syndrome,D,Lymphoma,D,11.619047,Cancer
1153,1152,Sezary syndrome,D,Mesothelioma,D,11.619047,Cancer
701,474,Stomach cancer,D,Bladder cancer,D,11.619047,Cancer
701,137,Stomach cancer,D,Breast cancer,D,11.619047,Cancer
701,47,Stomach cancer,D,Leukemia,D,11.619047,Cancer
701,314,Stomach cancer,D,Lung cancer,D,11.619047,Cancer
701,59,Stomach cancer,D,Pancreatic cancer,D,11.619047,Cancer
1121,742,Uterine leiomyoma,D,Lipoma,D,11.619047,Cancer
1121,1120,Uterine leiomyoma,D,Salivary adenoma,D,11.619047,Cancer
835,47,Watson syndrome,D,Leukemia,D,11.619047,Cancer
835,834,Watson syndrome,D,Neurobromatosis-Noonan syndrome,D,11.619047,Cancer
835,795,Watson syndrome,D,Neurofibromatosis,D,11.619047,Cancer
835,833,Watson syndrome,D,Neurofibromatosis,D,11.619047,Cancer
784,114,Cafe-au-lait spots,D,Colon cancer,D,12.187026,Cancer
784,384,Cafe-au-lait spots,D,Glioblastoma,D,12.187026,Cancer
784,155,Cafe-au-lait spots,D,Lymphoma,D,12.187026,Cancer
784,794,Cafe-au-lait spots,D,Lynch cancer family syndrome II,D,12.187026,Cancer
784,785,Cafe-au-lait spots,D,Muir-Torre syndrome,D,12.187026,Cancer
784,795,Cafe-au-lait spots,D,Neurofibromatosis,D,12.187026,Cancer
784,197,Cafe-au-lait spots,D,Ovarian cancer,D,12.187026,Cancer
784,118,Cafe-au-lait spots,D,Turcot syndrome,D,12.187026,Cancer
485,114,Cancer susceptibility,D,Colon cancer,D,12.187026,Cancer
485,248,Cancer susceptibility,D,Endometrial carcinoma,D,12.187026,Cancer
485,197,Cancer susceptibility,D,Ovarian cancer,D,12.187026,Cancer
191,941,Cowden disease,D,Bannayan-Riley-Ruvalcaba syndrome,D,12.187026,Cancer
191,248,Cowden disease,D,Endometrial carcinoma,D,12.187026,Cancer
191,942,Cowden disease,D,Lhermitte-Duclos syndrome,D,12.187026,Cancer
191,790,Cowden disease,D,Meningioma,D,12.187026,Cancer
191,943,Cowden disease,D,Oligodendroglioma,D,12.187026,Cancer
191,192,Cowden disease,D,Polyposis,D,12.187026,Cancer
191,139,Cowden disease,D,Prostate cancer,D,12.187026,Cancer
191,634,Cowden disease,D,Thyroid carcinoma,D,12.187026,Cancer
191,944,Cowden disease,D,VATER association with hydrocephalus,D,12.187026,Cancer
691,692,Gastrointestinal stromal tumor,D,Germ cell tumor,D,12.187026,Cancer
691,884,Gastrointestinal stromal tumor,D,Hypereosinophilic syndrome,D,12.187026,Cancer
691,47,Gastrointestinal stromal tumor,D,Leukemia,D,12.187026,Cancer
691,693,Gastrointestinal stromal tumor,D,Mast cell leukemia,D,12.187026,Cancer
691,694,Gastrointestinal stromal tumor,D,Mastocytosis with associated hematologic disorder,D,12.187026,Cancer
691,695,Gastrointestinal stromal tumor,D,Piebaldism,D,12.187026,Cancer
692,114,Germ cell tumor,D,Colon cancer,D,12.187026,Cancer
692,691,Germ cell tumor,D,Gastrointestinal stromal tumor,D,12.187026,Cancer
692,47,Germ cell tumor,D,Leukemia,D,12.187026,Cancer
692,155,Germ cell tumor,D,Lymphoma,D,12.187026,Cancer
692,693,Germ cell tumor,D,Mast cell leukemia,D,12.187026,Cancer
692,694,Germ cell tumor,D,Mastocytosis with associated hematologic disorder,D,12.187026,Cancer
692,1152,Germ cell tumor,D,Mesothelioma,D,12.187026,Cancer
692,695,Germ cell tumor,D,Piebaldism,D,12.187026,Cancer
692,1153,Germ cell tumor,D,Sezary syndrome,D,12.187026,Cancer
1067,1065,Li-Fraumeni syndrome,D,Adrenal cortical carcinoma,D,12.187026,Cancer
1067,137,Li-Fraumeni syndrome,D,Breast cancer,D,12.187026,Cancer
1067,114,Li-Fraumeni syndrome,D,Colon cancer,D,12.187026,Cancer
1067,224,Li-Fraumeni syndrome,D,Hepatic adenoma,D,12.187026,Cancer
1067,1066,Li-Fraumeni syndrome,D,Histiocytoma,D,12.187026,Cancer
1067,1068,Li-Fraumeni syndrome,D,Multiple malignancy syndrome,D,12.187026,Cancer
1067,1069,Li-Fraumeni syndrome,D,Nasopharyngeal carcinoma,D,12.187026,Cancer
1067,1070,Li-Fraumeni syndrome,D,Osteosarcoma,D,12.187026,Cancer
1067,59,Li-Fraumeni syndrome,D,Pancreatic cancer,D,12.187026,Cancer
1067,139,Li-Fraumeni syndrome,D,Prostate cancer,D,12.187026,Cancer
1067,634,Li-Fraumeni syndrome,D,Thyroid carcinoma,D,12.187026,Cancer
853,187,Medullary thyroid carcinoma,D,Central hypoventilation syndrome,D,12.187026,Cancer
853,961,Medullary thyroid carcinoma,D,"Colonic aganglionosis, total, with small bowel involvement",D,12.187026,Cancer
853,411,Medullary thyroid carcinoma,D,Hirschsprung disease,D,12.187026,Cancer
853,852,Medullary thyroid carcinoma,D,Insensitivity to pain,D,12.187026,Cancer
853,772,Medullary thyroid carcinoma,D,Multiple endocrine neoplasia,D,12.187026,Cancer
1145,938,Medulloblastoma,D,Basal cell carcinoma,D,12.187026,Cancer
785,784,Muir-Torre syndrome,D,Cafe-au-lait spots,D,12.187026,Cancer
785,114,Muir-Torre syndrome,D,Colon cancer,D,12.187026,Cancer
785,384,Muir-Torre syndrome,D,Glioblastoma,D,12.187026,Cancer
785,155,Muir-Torre syndrome,D,Lymphoma,D,12.187026,Cancer
785,794,Muir-Torre syndrome,D,Lynch cancer family syndrome II,D,12.187026,Cancer
785,795,Muir-Torre syndrome,D,Neurofibromatosis,D,12.187026,Cancer
785,197,Muir-Torre syndrome,D,Ovarian cancer,D,12.187026,Cancer
785,118,Muir-Torre syndrome,D,Turcot syndrome,D,12.187026,Cancer
772,769,Multiple endocrine neoplasia,D,Adrenal adenoma,D,12.187026,Cancer
772,770,Multiple endocrine neoplasia,D,"Angiofibroma, sporadic",D,12.187026,Cancer
772,771,Multiple endocrine neoplasia,D,Carcinoid tumor of lung,D,12.187026,Cancer
772,187,Multiple endocrine neoplasia,D,Central hypoventilation syndrome,D,12.187026,Cancer
772,961,Multiple endocrine neoplasia,D,"Colonic aganglionosis, total, with small bowel involvement",D,12.187026,Cancer
772,411,Multiple endocrine neoplasia,D,Hirschsprung disease,D,12.187026,Cancer
772,227,Multiple endocrine neoplasia,D,Hyperparathyroidism,D,12.187026,Cancer
772,742,Multiple endocrine neoplasia,D,Lipoma,D,12.187026,Cancer
772,853,Multiple endocrine neoplasia,D,Medullary thyroid carcinoma,D,12.187026,Cancer
772,773,Multiple endocrine neoplasia,D,Parathyroid adenoma,D,12.187026,Cancer
772,774,Multiple endocrine neoplasia,D,"Prolactinoma, hyperparathyroidism, carcinoid syndrome",D,12.187026,Cancer
838,187,Neuroblastoma,D,Central hypoventilation syndrome,D,12.187026,Cancer
838,411,Neuroblastoma,D,Hirschsprung disease,D,12.187026,Cancer
1070,1065,Osteosarcoma,D,Adrenal cortical carcinoma,D,12.187026,Cancer
1070,137,Osteosarcoma,D,Breast cancer,D,12.187026,Cancer
1070,114,Osteosarcoma,D,Colon cancer,D,12.187026,Cancer
1070,224,Osteosarcoma,D,Hepatic adenoma,D,12.187026,Cancer
1070,1066,Osteosarcoma,D,Histiocytoma,D,12.187026,Cancer
1070,1067,Osteosarcoma,D,Li-Fraumeni syndrome,D,12.187026,Cancer
1070,1068,Osteosarcoma,D,Multiple malignancy syndrome,D,12.187026,Cancer
1070,1069,Osteosarcoma,D,Nasopharyngeal carcinoma,D,12.187026,Cancer
1070,59,Osteosarcoma,D,Pancreatic cancer,D,12.187026,Cancer
1070,139,Osteosarcoma,D,Prostate cancer,D,12.187026,Cancer
1070,634,Osteosarcoma,D,Thyroid carcinoma,D,12.187026,Cancer
773,769,Parathyroid adenoma,D,Adrenal adenoma,D,12.187026,Cancer
773,770,Parathyroid adenoma,D,"Angiofibroma, sporadic",D,12.187026,Cancer
773,771,Parathyroid adenoma,D,Carcinoid tumor of lung,D,12.187026,Cancer
773,227,Parathyroid adenoma,D,Hyperparathyroidism,D,12.187026,Cancer
773,742,Parathyroid adenoma,D,Lipoma,D,12.187026,Cancer
773,772,Parathyroid adenoma,D,Multiple endocrine neoplasia,D,12.187026,Cancer
773,774,Parathyroid adenoma,D,"Prolactinoma, hyperparathyroidism, carcinoid syndrome",D,12.187026,Cancer
192,191,Polyposis,D,Cowden disease,D,12.187026,Cancer
192,748,Polyposis,D,Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome,D,12.187026,Cancer
192,59,Polyposis,D,Pancreatic cancer,D,12.187026,Cancer
156,154,T-cell lymphoblastic leukemia,D,Ataxia-telangiectasia,D,12.187026,Cancer
156,137,T-cell lymphoblastic leukemia,D,Breast cancer,D,12.187026,Cancer
156,114,T-cell lymphoblastic leukemia,D,Colon cancer,D,12.187026,Cancer
156,155,T-cell lymphoblastic leukemia,D,Lymphoma,D,12.187026,Cancer
181,114,von Hippel-Lindau syndrome,D,Colon cancer,D,12.187026,Cancer
181,1089,von Hippel-Lindau syndrome,D,"Hemangioblastoma, cerebellar",D,12.187026,Cancer
181,47,von Hippel-Lindau syndrome,D,Leukemia,D,12.187026,Cancer
181,985,von Hippel-Lindau syndrome,D,Pheochromocytoma,D,12.187026,Cancer
181,681,von Hippel-Lindau syndrome,D,Polycythemia,D,12.187026,Cancer
181,775,von Hippel-Lindau syndrome,D,Renal cell carcinoma,D,12.187026,Cancer
113,112,Adenomas,D,"Adenoma, periampullary",D,13.181497,Cancer
113,114,Adenomas,D,Colon cancer,D,13.181497,Cancer
113,115,Adenomas,D,"Desmoid disease, hereditary",D,13.181497,Cancer
113,116,Adenomas,D,Gardner syndrome,D,13.181497,Cancer
113,117,Adenomas,D,Gastric cancer,D,13.181497,Cancer
113,118,Adenomas,D,Turcot syndrome,D,13.181497,Cancer
742,769,Lipoma,D,Adrenal adenoma,D,13.181497,Cancer
742,770,Lipoma,D,"Angiofibroma, sporadic",D,13.181497,Cancer
742,771,Lipoma,D,Carcinoid tumor of lung,D,13.181497,Cancer
742,227,Lipoma,D,Hyperparathyroidism,D,13.181497,Cancer
742,47,Lipoma,D,Leukemia,D,13.181497,Cancer
742,772,Lipoma,D,Multiple endocrine neoplasia,D,13.181497,Cancer
742,773,Lipoma,D,Parathyroid adenoma,D,13.181497,Cancer
742,774,Lipoma,D,"Prolactinoma, hyperparathyroidism, carcinoid syndrome",D,13.181497,Cancer
742,1120,Lipoma,D,Salivary adenoma,D,13.181497,Cancer
742,1121,Lipoma,D,Uterine leiomyoma,D,13.181497,Cancer
795,784,Neurofibromatosis,D,Cafe-au-lait spots,D,13.181497,Cancer
795,114,Neurofibromatosis,D,Colon cancer,D,13.181497,Cancer
795,384,Neurofibromatosis,D,Glioblastoma,D,13.181497,Cancer
795,47,Neurofibromatosis,D,Leukemia,D,13.181497,Cancer
795,155,Neurofibromatosis,D,Lymphoma,D,13.181497,Cancer
795,794,Neurofibromatosis,D,Lynch cancer family syndrome II,D,13.181497,Cancer
795,790,Neurofibromatosis,D,Meningioma,D,13.181497,Cancer
795,785,Neurofibromatosis,D,Muir-Torre syndrome,D,13.181497,Cancer
795,834,Neurofibromatosis,D,Neurobromatosis-Noonan syndrome,D,13.181497,Cancer
795,833,Neurofibromatosis,D,Neurofibromatosis,D,13.181497,Cancer
795,197,Neurofibromatosis,D,Ovarian cancer,D,13.181497,Cancer
795,836,Neurofibromatosis,D,Schwannomatosis,D,13.181497,Cancer
795,835,Neurofibromatosis,D,Watson syndrome,D,13.181497,Cancer
201,199,Nonsmall cell lung cancer,D,Adenocarcinoma,D,13.181497,Cancer
201,114,Nonsmall cell lung cancer,D,Colon cancer,D,13.181497,Cancer
201,117,Nonsmall cell lung cancer,D,Gastric cancer,D,13.181497,Cancer
201,670,Nonsmall cell lung cancer,D,Macrocytic anemia,D,13.181497,Cancer
201,200,Nonsmall cell lung cancer,D,Melanoma,D,13.181497,Cancer
201,671,Nonsmall cell lung cancer,D,Myelodysplastic syndrome,D,13.181497,Cancer
201,237,Nonsmall cell lung cancer,D,Myelogenous leukemia,D,13.181497,Cancer
984,986,Paragangliomas,D,"Carcinoid tumors, intestinal",D,13.181497,Cancer
984,987,Paragangliomas,D,Merkel cell carcinoma,D,13.181497,Cancer
984,985,Paragangliomas,D,Pheochromocytoma,D,13.181497,Cancer
985,986,Pheochromocytoma,D,"Carcinoid tumors, intestinal",D,13.181497,Cancer
985,1089,Pheochromocytoma,D,"Hemangioblastoma, cerebellar",D,13.181497,Cancer
985,987,Pheochromocytoma,D,Merkel cell carcinoma,D,13.181497,Cancer
985,984,Pheochromocytoma,D,Paragangliomas,D,13.181497,Cancer
985,681,Pheochromocytoma,D,Polycythemia,D,13.181497,Cancer
985,775,Pheochromocytoma,D,Renal cell carcinoma,D,13.181497,Cancer
985,181,Pheochromocytoma,D,von Hippel-Lindau syndrome,D,13.181497,Cancer
574,575,Pituitary ACTH-secreting adenoma,D,Acromegaly,D,13.181497,Cancer
574,576,Pituitary ACTH-secreting adenoma,D,McCune-Albright syndrome,D,13.181497,Cancer
574,577,Pituitary ACTH-secreting adenoma,D,Osseous heteroplasia,D,13.181497,Cancer
574,578,Pituitary ACTH-secreting adenoma,D,Pseudohypoparathyroidism,D,13.181497,Cancer
574,579,Pituitary ACTH-secreting adenoma,D,Somatotrophinoma,D,13.181497,Cancer
574,226,Pituitary ACTH-secreting adenoma,D,Ventricular tachycardia,D,13.181497,Cancer
132,119,Squamous cell carcinoma,D,Autoimmune disease,D,13.181497,Cancer
118,112,Turcot syndrome,D,"Adenoma, periampullary",D,13.181497,Cancer
118,113,Turcot syndrome,D,Adenomas,D,13.181497,Cancer
118,784,Turcot syndrome,D,Cafe-au-lait spots,D,13.181497,Cancer
118,114,Turcot syndrome,D,Colon cancer,D,13.181497,Cancer
118,115,Turcot syndrome,D,"Desmoid disease, hereditary",D,13.181497,Cancer
118,116,Turcot syndrome,D,Gardner syndrome,D,13.181497,Cancer
118,117,Turcot syndrome,D,Gastric cancer,D,13.181497,Cancer
118,785,Turcot syndrome,D,Muir-Torre syndrome,D,13.181497,Cancer
118,912,Turcot syndrome,D,Neuroectodermal tumors,D,13.181497,Cancer
199,114,Adenocarcinoma,D,Colon cancer,D,14.426924,Cancer
199,117,Adenocarcinoma,D,Gastric cancer,D,14.426924,Cancer
199,384,Adenocarcinoma,D,Glioblastoma,D,14.426924,Cancer
199,868,Adenocarcinoma,D,Leprosy,D,14.426924,Cancer
199,200,Adenocarcinoma,D,Melanoma,D,14.426924,Cancer
199,201,Adenocarcinoma,D,Nonsmall cell lung cancer,D,14.426924,Cancer
199,197,Adenocarcinoma,D,Ovarian cancer,D,14.426924,Cancer
199,364,Adenocarcinoma,D,Parkinson disease,D,14.426924,Cancer
938,939,Basal cell carcinoma,D,Basal cell nevus syndrome,D,14.426924,Cancer
938,954,Basal cell carcinoma,D,Capillary malformations,D,14.426924,Cancer
938,940,Basal cell carcinoma,D,Holoprosencephaly,D,14.426924,Cancer
938,1145,Basal cell carcinoma,D,Medulloblastoma,D,14.426924,Cancer
938,955,Basal cell carcinoma,D,Parkes Weber syndrome,D,14.426924,Cancer
474,473,Bladder cancer,D,Achondroplasia,D,14.426924,Cancer
474,137,Bladder cancer,D,Breast cancer,D,14.426924,Cancer
474,475,Bladder cancer,D,Cervical carcinoma,D,14.426924,Cancer
474,114,Bladder cancer,D,Colon cancer,D,14.426924,Cancer
474,633,Bladder cancer,D,Costello syndrome,D,14.426924,Cancer
474,476,Bladder cancer,D,Crouzon syndrome,D,14.426924,Cancer
474,477,Bladder cancer,D,Hypochondroplasia,D,14.426924,Cancer
474,47,Bladder cancer,D,Leukemia,D,14.426924,Cancer
474,314,Bladder cancer,D,Lung cancer,D,14.426924,Cancer
474,478,Bladder cancer,D,Muenke syndrome,D,14.426924,Cancer
474,59,Bladder cancer,D,Pancreatic cancer,D,14.426924,Cancer
474,956,Bladder cancer,D,Retinoblastoma,D,14.426924,Cancer
474,701,Bladder cancer,D,Stomach cancer,D,14.426924,Cancer
474,479,Bladder cancer,D,"Thanatophoric dysplasia, types I and II",D,14.426924,Cancer
474,634,Bladder cancer,D,Thyroid carcinoma,D,14.426924,Cancer
248,941,Endometrial carcinoma,D,Bannayan-Riley-Ruvalcaba syndrome,D,14.426924,Cancer
248,137,Endometrial carcinoma,D,Breast cancer,D,14.426924,Cancer
248,485,Endometrial carcinoma,D,Cancer susceptibility,D,14.426924,Cancer
248,114,Endometrial carcinoma,D,Colon cancer,D,14.426924,Cancer
248,191,Endometrial carcinoma,D,Cowden disease,D,14.426924,Cancer
248,117,Endometrial carcinoma,D,Gastric cancer,D,14.426924,Cancer
248,942,Endometrial carcinoma,D,Lhermitte-Duclos syndrome,D,14.426924,Cancer
248,249,Endometrial carcinoma,D,Listeria monocytogenes,D,14.426924,Cancer
248,790,Endometrial carcinoma,D,Meningioma,D,14.426924,Cancer
248,943,Endometrial carcinoma,D,Oligodendroglioma,D,14.426924,Cancer
248,197,Endometrial carcinoma,D,Ovarian cancer,D,14.426924,Cancer
248,139,Endometrial carcinoma,D,Prostate cancer,D,14.426924,Cancer
248,634,Endometrial carcinoma,D,Thyroid carcinoma,D,14.426924,Cancer
248,944,Endometrial carcinoma,D,VATER association with hydrocephalus,D,14.426924,Cancer
968,114,Esophageal cancer,D,Colon cancer,D,14.426924,Cancer
968,1050,Esophageal cancer,D,Loeys-Dietz syndrome,D,14.426924,Cancer
314,474,Lung cancer,D,Bladder cancer,D,14.426924,Cancer
314,137,Lung cancer,D,Breast cancer,D,14.426924,Cancer
314,47,Lung cancer,D,Leukemia,D,14.426924,Cancer
314,59,Lung cancer,D,Pancreatic cancer,D,14.426924,Cancer
314,497,Lung cancer,D,Rhabdomyosarcoma,D,14.426924,Cancer
314,701,Lung cancer,D,Stomach cancer,D,14.426924,Cancer
790,941,Meningioma,D,Bannayan-Riley-Ruvalcaba syndrome,D,14.426924,Cancer
790,191,Meningioma,D,Cowden disease,D,14.426924,Cancer
790,882,Meningioma,D,Dermatobrosarcoma protuberans,D,14.426924,Cancer
790,248,Meningioma,D,Endometrial carcinoma,D,14.426924,Cancer
790,883,Meningioma,D,Giant-cell fibroblastoma,D,14.426924,Cancer
790,942,Meningioma,D,Lhermitte-Duclos syndrome,D,14.426924,Cancer
790,795,Meningioma,D,Neurofibromatosis,D,14.426924,Cancer
790,943,Meningioma,D,Oligodendroglioma,D,14.426924,Cancer
790,139,Meningioma,D,Prostate cancer,D,14.426924,Cancer
790,836,Meningioma,D,Schwannomatosis,D,14.426924,Cancer
790,634,Meningioma,D,Thyroid carcinoma,D,14.426924,Cancer
790,944,Meningioma,D,VATER association with hydrocephalus,D,14.426924,Cancer
237,117,Myelogenous leukemia,D,Gastric cancer,D,14.426924,Cancer
237,670,Myelogenous leukemia,D,Macrocytic anemia,D,14.426924,Cancer
237,671,Myelogenous leukemia,D,Myelodysplastic syndrome,D,14.426924,Cancer
237,201,Myelogenous leukemia,D,Nonsmall cell lung cancer,D,14.426924,Cancer
497,137,Rhabdomyosarcoma,D,Breast cancer,D,14.426924,Cancer
497,871,Rhabdomyosarcoma,D,Craniofacial-deafness-hand syndrome,D,14.426924,Cancer
497,314,Rhabdomyosarcoma,D,Lung cancer,D,14.426924,Cancer
497,782,Rhabdomyosarcoma,D,Waardenburg syndrome,D,14.426924,Cancer
203,137,Wilms tumor,D,Breast cancer,D,14.426924,Cancer
203,1099,Wilms tumor,D,Denys-Drash syndrome,D,14.426924,Cancer
203,202,Wilms tumor,D,Fanconi anemia,D,14.426924,Cancer
203,1100,Wilms tumor,D,Frasier syndrome,D,14.426924,Cancer
203,1101,Wilms tumor,D,Mesangial sclerosis,D,14.426924,Cancer
203,59,Wilms tumor,D,Pancreatic cancer,D,14.426924,Cancer
203,139,Wilms tumor,D,Prostate cancer,D,14.426924,Cancer
203,563,Wilms tumor,D,Simpson-Golabi-Behmel syndrome,D,14.426924,Cancer
203,1102,Wilms tumor,D,WAGR syndrome,D,14.426924,Cancer
384,199,Glioblastoma,D,Adenocarcinoma,D,15.860395,Cancer
384,784,Glioblastoma,D,Cafe-au-lait spots,D,15.860395,Cancer
384,114,Glioblastoma,D,Colon cancer,D,15.860395,Cancer
384,87,Glioblastoma,D,Diabetes mellitus,D,15.860395,Cancer
384,220,Glioblastoma,D,Epilepsy,D,15.860395,Cancer
384,117,Glioblastoma,D,Gastric cancer,D,15.860395,Cancer
384,919,Glioblastoma,D,Insulin resistance,D,15.860395,Cancer
384,736,Glioblastoma,D,Lipodystrophy,D,15.860395,Cancer
384,155,Glioblastoma,D,Lymphoma,D,15.860395,Cancer
384,794,Glioblastoma,D,Lynch cancer family syndrome II,D,15.860395,Cancer
384,785,Glioblastoma,D,Muir-Torre syndrome,D,15.860395,Cancer
384,795,Glioblastoma,D,Neurofibromatosis,D,15.860395,Cancer
384,70,Glioblastoma,D,Obesity,D,15.860395,Cancer
384,197,Glioblastoma,D,Ovarian cancer,D,15.860395,Cancer
200,199,Melanoma,D,Adenocarcinoma,D,15.860395,Cancer
200,137,Melanoma,D,Breast cancer,D,15.860395,Cancer
200,114,Melanoma,D,Colon cancer,D,15.860395,Cancer
200,252,Melanoma,D,Li Fraumeni syndrome,D,15.860395,Cancer
200,201,Melanoma,D,Nonsmall cell lung cancer,D,15.860395,Cancer
200,253,Melanoma,D,Orolaryngeal cancer,D,15.860395,Cancer
200,59,Melanoma,D,Pancreatic cancer,D,15.860395,Cancer
200,1025,Melanoma,D,Peutz-Jeghers syndrome,D,15.860395,Cancer
775,1306,Renal cell carcinoma,D,Birt-Hogg-Dube syndrome,D,19.15717,Cancer
775,114,Renal cell carcinoma,D,Colon cancer,D,19.15717,Cancer
775,1089,Renal cell carcinoma,D,"Hemangioblastoma, cerebellar",D,19.15717,Cancer
775,224,Renal cell carcinoma,D,Hepatic adenoma,D,19.15717,Cancer
775,985,Renal cell carcinoma,D,Pheochromocytoma,D,19.15717,Cancer
775,1307,Renal cell carcinoma,D,"Pneumothorax, primary spontaneous",D,19.15717,Cancer
775,681,Renal cell carcinoma,D,Polycythemia,D,19.15717,Cancer
775,181,Renal cell carcinoma,D,von Hippel-Lindau syndrome,D,19.15717,Cancer
224,1065,Hepatic adenoma,D,Adrenal cortical carcinoma,D,20.97745,Cancer
224,119,Hepatic adenoma,D,Autoimmune disease,D,20.97745,Cancer
224,137,Hepatic adenoma,D,Breast cancer,D,20.97745,Cancer
224,114,Hepatic adenoma,D,Colon cancer,D,20.97745,Cancer
224,87,Hepatic adenoma,D,Diabetes mellitus,D,20.97745,Cancer
224,1066,Hepatic adenoma,D,Histiocytoma,D,20.97745,Cancer
224,1067,Hepatic adenoma,D,Li-Fraumeni syndrome,D,20.97745,Cancer
224,541,Hepatic adenoma,D,MODY,D,20.97745,Cancer
224,1068,Hepatic adenoma,D,Multiple malignancy syndrome,D,20.97745,Cancer
224,1069,Hepatic adenoma,D,Nasopharyngeal carcinoma,D,20.97745,Cancer
224,1070,Hepatic adenoma,D,Osteosarcoma,D,20.97745,Cancer
224,197,Hepatic adenoma,D,Ovarian cancer,D,20.97745,Cancer
224,59,Hepatic adenoma,D,Pancreatic cancer,D,20.97745,Cancer
224,334,Hepatic adenoma,D,Pilomatricoma,D,20.97745,Cancer
224,775,Hepatic adenoma,D,Renal cell carcinoma,D,20.97745,Cancer
224,634,Hepatic adenoma,D,Thyroid carcinoma,D,20.97745,Cancer
197,199,Ovarian cancer,D,Adenocarcinoma,D,20.97745,Cancer
197,137,Ovarian cancer,D,Breast cancer,D,20.97745,Cancer
197,784,Ovarian cancer,D,Cafe-au-lait spots,D,20.97745,Cancer
197,485,Ovarian cancer,D,Cancer susceptibility,D,20.97745,Cancer
197,114,Ovarian cancer,D,Colon cancer,D,20.97745,Cancer
197,248,Ovarian cancer,D,Endometrial carcinoma,D,20.97745,Cancer
197,117,Ovarian cancer,D,Gastric cancer,D,20.97745,Cancer
197,384,Ovarian cancer,D,Glioblastoma,D,20.97745,Cancer
197,224,Ovarian cancer,D,Hepatic adenoma,D,20.97745,Cancer
197,249,Ovarian cancer,D,Listeria monocytogenes,D,20.97745,Cancer
197,155,Ovarian cancer,D,Lymphoma,D,20.97745,Cancer
197,794,Ovarian cancer,D,Lynch cancer family syndrome II,D,20.97745,Cancer
197,785,Ovarian cancer,D,Muir-Torre syndrome,D,20.97745,Cancer
197,795,Ovarian cancer,D,Neurofibromatosis,D,20.97745,Cancer
197,198,Ovarian cancer,D,Papillary serous carcinoma of the peritoneum,D,20.97745,Cancer
197,334,Ovarian cancer,D,Pilomatricoma,D,20.97745,Cancer
59,1065,Pancreatic cancer,D,Adrenal cortical carcinoma,D,22.891994,Cancer
59,474,Pancreatic cancer,D,Bladder cancer,D,22.891994,Cancer
59,137,Pancreatic cancer,D,Breast cancer,D,22.891994,Cancer
59,114,Pancreatic cancer,D,Colon cancer,D,22.891994,Cancer
59,202,Pancreatic cancer,D,Fanconi anemia,D,22.891994,Cancer
59,224,Pancreatic cancer,D,Hepatic adenoma,D,22.891994,Cancer
59,1066,Pancreatic cancer,D,Histiocytoma,D,22.891994,Cancer
