"EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"COL3955","26-January-2018",2018,"Protests","Excessive force against protesters","Protesters (Colombia)","Indigenous Group (Colombia)","Military Forces of Colombia (2010-2018)","","South America","Colombia","Choco","Quibdo","","San Francisco De Quibdo",5.692,-76.626,"El Espectador; Front Line Defenders","Local partner-Other","On 26 January 2018, during a peaceful protest on the road from Quibdo to Medellin, an indigenous leader was killed by a military soldier. The killing occurred while the indigenous community was protesting against the Ministry of Education and the Governorate of Choco, demanding for the signature of the contracts that would allow to initiate the school activities. The Military Forces, after an investigation, asked for forgiveness to the community.",1
"COL4239","26-January-2018",2018,"Protests","Excessive force against protesters","Protesters (Colombia)","Indigenous Group (Colombia)","Military Forces of Colombia (2010-2018)","","South America","Colombia","Choco","Quibdo","","Quibdo",5.692,-76.658,"El Espectador; ProtectDefenders.eu","Local partner-Other","On 26 January 2018, in Quibdo, Choco, during a demonstration in the city against the local government and the Education ministry, an indigenous movement leader that led the demonstration was killed by military forces when they tried to disperse the demonstrators from the area. [size=no report]",1
"COL3680","05-November-2018",2018,"Protests","Excessive force against protesters","Protesters (Colombia)","Students (Colombia)","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Antioquia","Medellin","","Medellin",6.25,-75.577,"El Espectador; El Colombiano","Subnational-National","On 5 November 2018, a group of students staged a protest in the vicinity of Universidad de Antioquia, blocking via Regional (Medellin, Medellin, Antioquia), while another group of students blocked Avenida Las Vegas (Medellin, Medellin, Antioquia), all protesting against the lack of resources for higher public education. It was reported that the students who were blocking Avenida Las Vegas were locked inside Politecnico Jaime Isaza Cadavid, had teargas used against them, and were beaten by ESMAD, resulting in multiple injuries.",0
"COL274","04-March-2019",2019,"Protests","Excessive force against protesters","Protesters (Colombia)","Raizal Indigenous Group (Colombia)","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Cauca","Cajibio","","Cajibio",2.623,-76.571,"El Espectador","National","On March 4, 2019, police intervened after a group of around 400 indigenous blocked the Panamerican road as a protest. Social organizations denounced excesive used of force by the police members . [size=400]",0
"COL309","13-March-2019",2019,"Protests","Excessive force against protesters","Protesters (Colombia)","Indigenous Group (Colombia)","Police Forces of Colombia (2018-)","","South America","Colombia","Cauca","Santander de Quilichao","","Mondomo",2.892,-76.553,"El Espectador","National","March 13, 2019. In Mondomo, Santander de Quilichao municipality, Cauca, several indigenous groups blocked the Pan-American road in a protest. The protesters claimed that the National Government has not complied with the agreements reached with the previous government, and are also protesting due to the precarious security situation of the social leaders. They ask for the presence of president Ivan tuque to negotiate with him. The Police Forces of Colombia used the force to disperse the protest, with no positive results. 17 people resulted injured, some of them seriously injured. [size=large group]",0
"COL444","02-April-2019",2019,"Protests","Excessive force against protesters","Protesters (Colombia)","Raizal Indigenous Group (Colombia)","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Cauca","Cajibio","","El Cairo",2.602,-76.528,"El Espectador","National","On April 2, 2019, indigenous communities informed that one of their members died and one more was injured after the ESMAD of the Colombian police intervened the indigenous protest. The event took place in the area of El Cairo, from the municipality of Cajibio in Cauca. Indigenous groups have been protesting in the area for 22 days to claim improvements in the policies that affect their groups.",1
"COL765","03-June-2019",2019,"Protests","Excessive force against protesters","Protesters (Colombia)","Indigenous Group (Colombia)","Police Forces of Colombia (2018-)","","South America","Colombia","Putumayo","Mocoa","","Mocoa",1.152,-76.65,"El Espectador","National","On June 3, 2019, a demonstrator was severely injured when the ESMAD police members intervened in a demonstration of Indigenous people in the department of Putumayo. The group was demonstrating against forced eradication of coca crops. The victim was remitted to a regional hospital [size=no report]",0
"COL1189","04-September-2019",2019,"Protests","Excessive force against protesters","Protesters (Colombia)","Students (Colombia)","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Cundinamarca","Soacha","","Soacha",4.585,-74.214,"El Espectador","National","On 04 September 2019, in Soacha, Cundinamarca department, police forces of Colombia -ESMAD dispersed a group of students that demonstrated against the new dean of a local university. One student was reported injured with a gunshot on his leg, while at least 13 persons were reported missing. [size=no report]",0
"COL1466","22-October-2019",2019,"Protests","Excessive force against protesters","Protesters (Colombia)","Farmers (Colombia)","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","Police Forces of Colombia (2018-) DIRAN: Anti-Narcotics Directorate","South America","Colombia","Putumayo","San Miguel","","Brisas del Rio San Miguel",0.284,-76.675,"El Colombiano; El Tiempo (Colombia)","National","On 22 October 2019, in Brisas de San Miguel, Putumayo, around 1500 farmers staged a protest against the eradication of illicit crops. Security forces shot at the farmers. During the event, the protesters were attacked by ESMAD and Anti-Narcotics forces. One person was killed and 33 persons were wounded (including three policemen). [size=around 1500]",1
"COL1623","21-November-2019",2019,"Protests","Excessive force against protesters","Protesters (Colombia)","","Unidentified Armed Group (Colombia)","","South America","Colombia","Valle del Cauca","Candelaria","","Candelaria",3.408,-76.346,"AFP","International","On November 21 2019, in Candelaria, Valle del Cauca, one person was killed during demonstrations against the government of President Ivan Duque. Demonstrators were demanding policy changes, including policies to overcome national unemployment rates, economic inequality, and violence against social activists. The identification of the perpetrators is unknown. [size=no report]",1
"COL1619","21-November-2019",2019,"Protests","Excessive force against protesters","Protesters (Colombia)","","Unidentified Armed Group (Colombia)","","South America","Colombia","Valle del Cauca","Buenaventura","","Buenaventura",3.876,-77.012,"AFP","International","On November 21 2019, in Buenaventura, Valle del Cauca, two people were killed during demonstrations against the government of President Ivan Duque. Demonstrators were demanding policy changes, including policies to overcome national unemployment rates, economic inequality, and violence against social activists. The identification of the perpetrators is unknown. [size=no report]",2
"COL1655","23-November-2019",2019,"Protests","Excessive force against protesters","Protesters (Colombia)","","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Bogota, D.C.","Bogota, D.C.","","Bogota - Santa Fe",4.611,-74.059,"Efecto Cocuyo; EFE; Amnesty International","Other-Regional","On 23 November 2019, in Bogota- Santa Fe, Bogota DC, Mobile Anti-Disturbance Squadron (Esmad) officers fired tear gas against protesters. People were protesting after two days of demonstrations against the government of President Ivan Duque. During the protest, one man was injured in the head by Esmad officers and died on November 25. The protest took place within the framework of a national strike that began on November 21. [size=no report]",1
"COL2712","03-July-2020",2020,"Protests","Excessive force against protesters","Protesters (Colombia)","","Police Forces of Colombia (2018-)","Police Forces of Colombia (2010-2018) DIRAN: Anti-Narcotics Directorate","South America","Colombia","Putumayo","Puerto Asis","","Puerto Asis",0.505,-76.497,"El Espectador; INDEPAZ","Other-National","On 3 July 2020, in the rural area of Puerto Asis municipality (Putumayo), farmers staged a protest against an operation to the eradicate illicit coca crops, carried out by police forces and DIRAN officers, near Puerto Vega-Teteye area. During the event, security forces shot and killed one farmer, and injured three others. [size=at least 4]",1
"COL2769","09-September-2020",2020,"Protests","Excessive force against protesters","Protesters (Colombia)","","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Cundinamarca","Soacha","","Soacha",4.585,-74.214,"Vanguardia Liberal","National","On 9 September 2020, in Soacha, Cundinamarca department, people protested after ESMAD officers killed a man on September 8 for ignoring the quarantine implemented due to the coronavirus outbreak. ESMAD officers attacked and killed 3 protesters. 3 fatalities. [size=at least 3]",3
"COL6059","22-April-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","Nasa Indigenous Group (Colombia); La Laguna Siberia Communal Group (Colombia)","Unidentified Communal Militia (Colombia)","Farmers (Colombia)","South America","Colombia","Cauca","Caldono","","Caldono",2.798,-76.484,"El Tiempo (Colombia); El Colombiano; El Universal (Colombia); Vanguardia Liberal","National","On 22 April 2021, in the rural area of Caldono municipality, Cauca department, armed farmers opened fire on a group of Nasa indigenous people from the La Laguna Siberia reserve land who were protesting against illegal crops and the killing of one of their leaders. The group was carrying out eradication of coca plants when the farmers shot at the group, injuring 22 people. A second source claimed there were 8 people injured. [size=no report]",0
"COL6203","28-April-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Valle del Cauca","Yumbo","","Yumbo",3.529,-76.5,"El Pais (Colombia); INDEPAZ","Other-National","On 28 April 2021, in Yumbo (Valle del Cauca), protesters rallied to demonstrate opposition to tax reforms advanced by the Duque government. The event was part of a country-wide movement organized by the National Strike Committee. One person was killed following the intervention of police ESMAD forces. 1 fatality. [size=no report]",1
"COL7273","30-April-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","Civilians (Colombia)","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Risaralda","La Virginia","","La Virginia",4.9,-75.882,"Caracol Radio; INDEPAZ","Other-National","On 30 April 2021, in La Virginia (Risaralda), peaceful protesters rallied during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms, among others. ESMAD police forces use tear gas to disperse the groups. One elderly person died from gas inhalation. There were no reports of violence by protesters. [size=no report]",1
"COL6540","01-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee; Labour Group (Colombia)","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Cundinamarca","Madrid","","Madrid",4.733,-74.261,"INDEPAZ; El Tiempo (Colombia)","Other-National","On 1 May 2021, in Madrid (Cundinamarca), ESMAD police reportedly beat protesters and fired tear gas canisters at close range, resulting in the deaths of two protesters. According to authorities, the ESMAD intervention was intended to prevent a separate, small group of people from attacking a police station two blocks away, but instead violently confronted the much larger peaceful protest, after which ESMAD officers allegedly failed to offer first aid to the victims. The demonstration was held in commemoration of International Workers' Day and as part of the ongoing nationwide anti-government demonstration organized by the National Strike Committee. 2 fatalities. [size=no report]",2
"COL6562","01-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","Labour Group (Colombia)","Police Forces of Colombia (2018-)","","South America","Colombia","Antioquia","Medellin","","Medellin",6.25,-75.577,"El Colombiano; INDEPAZ","Other-Subnational","On 1 May 2021, in Medellin (Antioquia), police shot at protesters, killing one and injuring another participant in an anti-police demonstration in the Kennedy neighborhood. Authorities claim two officers were attacked by demonstrators and that the event was entirely unrelated to anti-government and International Workers' Day demonstrations occurring elsewhere in the city. 1 fatality. [size=no report]",1
"COL6508","01-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Police Forces of Colombia (2018-)","","South America","Colombia","Tolima","Ibague","","Ibague",4.44,-75.194,"El Nuevo Dia (Colombia); INDEPAZ; El Tiempo (Colombia)","Other-National","On 1 May 2021, in Ibague (Tolima), police shot at protesters, injuring two and killing a bystander who happened to be walking through the demonstration of at least 300 people, which was organized as part of the ongoing nationwide anti-government demonstration organized by the National Strike Committee. 1 fatality. [size=at least 300]",1
"COL6570","01-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee; Labour Group (Colombia)","Police Forces of Colombia (2018-)","","South America","Colombia","Cordoba","Montelibano","","Montelibano",7.974,-75.417,"El Heraldo (Colombia)","National","On 1 May 2021, in Montelibano (Cordoba), police detained and beat a teacher while protesters marched in an International Workers' Day protest that was also part of a nationwide anti-government demonstration organized by the National Strike Committee. [size=no report]",0
"COL6307","01-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee; Labour Group (Colombia)","Police Forces of Colombia (2018-)","","South America","Colombia","Bogota, D.C.","Bogota, D.C.","","Bogota",4.65,-74.107,"El Tiempo (Colombia)","National","On 1 May 2021, across Bogota (Bogota, D.C.), about 20,800 people participated in 20 reported demonstrations across the city in commemoration of International Workers' Day and as part of the ongoing nationwide anti-government demonstration organized by the National Strike Committee. Some citizens also held pot banging demonstrations for the same purpose. Police were reported to have intervened in a number of demonstrations, resulting in 83 arrests, while 12 people were reported injured across the city. [size=about 20,800]",0
"COL6398","01-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Police Forces of Colombia (2018-)","Military Forces of Colombia (2018-)","South America","Colombia","Tolima","Cajamarca","","Cajamarca",4.442,-75.427,"El Tiempo (Colombia)","National","On 1 May 2021, in Cajamarca (Tolima), military and police forces shot at protesters blocking a bridge as part of the ongoing nationwide anti-government demonstration organized by the National Strike Committee. No injuries or fatalities occurred. [size=no report]",0
"COL6592","02-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Valle del Cauca","Palmira","","Palmira",3.532,-76.299,"El Tiempo (Colombia)","National","On 2 May 2021, in Palmira (Valle del Cauca), ESMAD police reportedly shot at protesters participating in the ongoing nationwide anti-government demonstration organized by the National Strike Committee. Five protesters were reported injured in the attack. No fatalities. [size=no report]",0
"COL6406","02-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Valle del Cauca","Cali","","Santiago de Cali",3.438,-76.519,"INDEPAZ; El Tiempo (Colombia)","Other-National","On 2 May 2021, in Santiago De Cali (Valle del Cauca), ESMAD police reportedly shot and killed a person while attempting to forcibly disperse protesters participating in a nationwide anti-government demonstration organized by the National Strike Committee. 1 fatality. [size=no report]",1
"COL6552","03-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","Unidentified Armed Group (Colombia)","South America","Colombia","Caldas","Manizales","","Manizales",5.058,-75.491,"La Patria; El Tiempo (Colombia); El Colombiano","Subnational-National","On 3 May 2021, in Manizales (Caldas), conflicting reports indicate one person may have been killed and multiple others wounded by unidentified gunmen while ESMAD police used tear gas to disperse protesters in the Fatima and Palermo neighborhoods. The demonstrators had gathered as part of an ongoing nationwide anti-government demonstration organized by the National Strike Committee. Two civilians were also reported injured when ESMAD officers accidentally launched tear gas onto a public bus. In total, reports indicate that at least 8 demonstrators were injured and 16 arrested during the event. 1 fatality. [size=no report]",1
"COL6459","04-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee; Labour Group (Colombia)","Unidentified Armed Group (Colombia)","","South America","Colombia","Risaralda","Dosquebradas","","Dosquebradas",4.827,-75.682,"El Diario (Colombia)","Subnational","On 4 May 2021, in Dosquebradas (Risaralda), unidentified armed men in a vehicle shot and injured three participants in a group of protesters - including taxi and truck drivers - that were blocking roads as part of ongoing nationwide anti-government demonstrations organized by the National Strike Committee. [size=no report]",0
"COL6532","04-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Police Forces of Colombia (2018-)","","South America","Colombia","Santander","Lebrija","","Lebrija",7.114,-73.22,"Vanguardia Liberal","Subnational","Around 4 May 2021 (as reported), in Lebrija (Santander), police beat and shot at protesters participating in the ongoing nationwide anti-government demonstrations organized by the National Strike Committee. [size=no report]",0
"COL6651","04-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Unidentified Armed Group (Colombia)","","South America","Colombia","Valle del Cauca","Cali","","Santiago de Cali",3.438,-76.519,"El Tiempo (Colombia)","National","On 4 May 2021, in Santiago De Cali, Valle del Cauca department, a group of people marched through the streets joining a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. The demonstration was organized by the National Strike Committee. According to local sources, unidentified perpetrators killed one protester. No further information on the incident was found. 1 fatality. [size=no report]",1
"COL6604","05-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Unidentified Armed Group (Colombia)","","South America","Colombia","Risaralda","Pereira","","Pereira",4.806,-75.717,"El Universal (Colombia); El Tiempo (Colombia)","National","On 5 May 2021, in Pereira, Risaralda department, three protesters were attacked in a drive-by shooting by unidentified armed men who were in a car. The victims were taken to hospital, but one died. The victims had joined a nationwide strike to demand improvements in health, education, security, among other issues in different areas of the city. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. 1 fatality. [size=no report]",1
"COL6610","05-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Unidentified Armed Group (Colombia)","","South America","Colombia","Quindio","Pijao","","Pijao",4.334,-75.704,"El Tiempo (Colombia)","National","On 5 May 2021, around Pijao municipality, between Quindio and Valle del Cauca departments, an unidentified armed man shot towards protesters during an anti-government protest in the Barragan sector. One civilian was killed and two others were taken to hospital. The group joined a nationwide strike to demand improvements in health, education, security, among other issues in different areas of the city. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. 1 fatality. [size=no report]",1
"COL6498","05-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Valle del Cauca","Buga","","Guadalajara de Buga",3.9,-76.302,"El Tiempo (Colombia)","National","On 5 May 2021, in Guadalajara de Buga, Valle del Cauca department, a group of citizens participated of an anti-government demonstration organized by the CNP. ESMAD police reportedly intervened with force to disperse the crowd. At least 53 people were injured. The group joined a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, demonstrators rallied against the increasing number of reports on police brutality across the country. [size=at least 53]",0
"COL6661","06-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","Civilians (Colombia); Journalists (Colombia); CNP: National Strike Committee","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Cundinamarca","Sibate","","Sibate",4.491,-74.26,"El Universal (Colombia)","National","On 6 May 2021, in Sibate, Cundinamarca department, three journalists were directly shot by ESMAD police officers while covering an anti-government demonstration under the context of a nationwide strike organized by the CNP to demand improvements in health, education, security, and against police abuse. The attack was recorded on the live broadcast by the journalists. The targeted victims were unharmed. [size=no report]",0
"COL6594","07-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","","Unidentified Armed Group (Colombia)","","South America","Colombia","Valle del Cauca","Palmira","","Palmira",3.532,-76.299,"El Tiempo (Colombia)","National","On 7 May 2021, near Palmira municipality, Valle del Cauca department, unidentified armed individuals opened fire on a group of protesters during an anti-government protest in the La Luna neighborhood. Protesters joined a nationwide strike to demand improvements in health, education, security, among other issues, when a vehicle without identification shot at them. No fatalities or injuries reported. [size=no report]",0
"COL6654","07-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Unidentified Armed Group (Colombia)","","South America","Colombia","Valle del Cauca","Cali","","Santiago de Cali",3.438,-76.519,"El Tiempo (Colombia)","National","On 7 May 2021, in Santiago de Cali, Valle del Cauca department, unidentified armed individuals opened fire on a group of citizens during an anti-government protest in the La Luna neighborhood. Protesters joined a nationwide strike organized by the CNP to demand improvements in health, education, security, among other issues, when a vehicle without identification shot at them. The targeted victims were unharmed. [size=no report]",0
"COL6831","09-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","Indigenous Group (Colombia); CNP: National Strike Committee","Rioters (Colombia)","Labour Group (Colombia)","South America","Colombia","Valle del Cauca","Jamundi","","Jamundi",3.262,-76.542,"ProtectDefenders.eu; El Pais (Colombia)","Local partner-Other","On 9 May 2021, in Jamundi (Valle del Cauca), rioters - locals and business owners - blocked the road to Cali in order to demonstrate against other protests conducted by indigenous groups in the region, which blocked numerous roads in connection with the nationwide anti-government demonstrations called by the National Strike Committee. The rioters attacked and opened fire on the group of indigenous people, resulting in seven people injured, including an indigenous local leader, who reportedly received two shots in her thorax. [size=no report]",0
"COL7078","15-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Unidentified Armed Group (Colombia)","","South America","Colombia","Antioquia","Medellin","","Medellin",6.25,-75.577,"El Tiempo (Colombia)","National","On 15 May 2021, in Medellin (Antioquia), unidentified armed men in a van fired shots into a crowd of protesters in El Poblado neighborhood. The demonstration had been held as part of ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. Several other protests were held in multiple locations in the city. No injuries or fatalities were reported. [size=no report]",0
"COL7117","16-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Unidentified Armed Group (Colombia)","","South America","Colombia","Valle del Cauca","Cali","","Santiago de Cali",3.438,-76.519,"El Pais (Colombia)","National","On 16 May 2021, in Santiago De Cali (Valle del Cauca), unidentified armed men in a vehicle fired shots during ongoing peaceful protests called by the National Strike Committee to demand health, education, and security reforms among others. [size=no report]",0
"COL7168","18-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee; Students (Colombia)","Unidentified Armed Group (Colombia)","","South America","Colombia","Cordoba","Monteria","","Monteria",8.745,-75.876,"El Universal (Colombia)","National","On 18 May 2021, in Monteria, Cordoba department, nearly 60 students and other citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. A driver used his car to ran over some of the people in the rally. One person was injured. [size=nearly 60]",0
"COL7197","19-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Unidentified Armed Group (Colombia)","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","South America","Colombia","Antioquia","Caucasia","","Caucasia",7.977,-75.198,"El Espectador","National","On 19 May 2021, in Caucasia, Antioquia department, citizens participated in an anti-government protest organized by the National Strike Committee. The group took part in a nationwide strike to demand improvements in health, education, security, among other issues. Additionally, protesters rallied against the increasing number of reports on police brutality across the country. A group of unidentified armed individuals opened fire on protesters, injuring 15 people. Moreover, ESMAD police forces used tear gas to disperse the group. [size=no report]",0
"COL7259","20-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","","Unidentified Armed Group (Colombia)","","South America","Colombia","Valle del Cauca","Tulua","","Tulua",4.085,-76.198,"El Pais (Colombia)","National","Around 20 May 2021 (between 20 - 21 May), in Tulua, Valle del Cauca, four protesters were shot and killed in two different areas of the city while putting up blockades as part of a protest. Perpetrators fired shots from inside a car in Nueva Terminal area and afterwards in Puente de las Mariposas area. Police later located and arrested three suspects. There have been ongoing nationwide anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms, among other issues . 4 fatalities. [size=no report]",4
"COL7289","21-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee; Students (Colombia)","Unidentified Armed Group (Colombia)","","South America","Colombia","Santander","Bucaramanga","","Bucaramanga",7.116,-73.133,"El Tiempo (Colombia)","National","On 21 May 2021, in Bucaramanga (Santander), peaceful protesters including students rallied near a local university during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. Unidentified individuals shoot with an air gun on the group, injuring two people. The two injured students required medical attention due to the severity of the injuries. [size=no report]",0
"COL7269","21-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Police Forces of Colombia (2018-)","","South America","Colombia","Valle del Cauca","Cali","","Santiago de Cali",3.438,-76.519,"El Espectador","National","On 21 May 2021, in Santiago De Cali, Valle del Cauca, police officers shot against protesters in Paso del Comercio neighborhood. There are reports that some officers were dressed as civilians to disguise in the crowd. The actions took place during anti-government demonstrations called by the National Strike Committee. They protested against a tax reform, and also to demand improvements in health, education, and security. They also called for an end to police brutality against protesters. [size=no report]",0
"COL7329","22-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","Civilians (Colombia); Journalists (Colombia); CNP: National Strike Committee","Police Forces of Colombia (2018-)","","South America","Colombia","Valle del Cauca","Cali","","Santiago de Cali",3.438,-76.519,"El Tiempo (Colombia); Vanguardia Liberal; INDEPAZ","Other-National","On 22 May 2021, in Santiago De Cali (Valle del Cauca), conflicting reports indicate between 1-2 people were killed and three injured when police opened fire on protesters - including journalists - in Calipso sector, where a police officer had been killed in a separate demonstration earlier the same day. The event was part of nationwide anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms among others. 3 injured, 1 fatality. [size=no report]",1
"COL7383","24-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee; Students (Colombia)","Unidentified Armed Group (Colombia)","","South America","Colombia","Norte de Santander","Pamplona","","Pamplona",7.373,-72.648,"El Tiempo (Colombia)","National","On 24 May 2021, in Pamplona (Norte de Santander), peaceful protesters and students rallied during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms, among others. Unidentified armed individuals opened fire on protesters in a drive-by shooting. No fatalities or injuries occurred. [size=no report]",0
"COL7446","26-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","","Police Forces of Colombia (2018-) ESMAD: Mobile Anti-Disturbance Squadron","","South America","Colombia","Valle del Cauca","Jamundi","","Jamundi",3.262,-76.542,"El Pais (Colombia); El Tiempo (Colombia)","National","On 26 May 2021, in Jamundi municipality (Valle del Cauca), protesters rallied near the Terranova area, on the Pan-American highway during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms, among others. ESMAD police forces intervened when the group attempted to block the road, resulting in 26 people injured. Protesters accused the use of lethal weapons against the group by security forces. At least six people were reported injured with gunshots. [size=no report]",0
"COL7603","31-May-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee","Unidentified Armed Group (Colombia)","","South America","Colombia","Valle del Cauca","Cali","","Santiago de Cali",3.438,-76.519,"El Tiempo (Colombia); El Pais (Colombia); INDEPAZ","Other-National","On 31 May 2021, in Santiago De Cali (Valle del Cauca), unidentified armed individuals opened fire on a group of protesters who rallied in Puerto Resistencia during the ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms, among others. Police claimed the event is related to criminal clashes, whereas witnesses stated that armed men shot at the group from a vehicle. Three people got killed, and two more were reported injured. Several blockades were reported across the city. 3 fatalities. [size=no report]",3
"COL7647","01-June-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","","Unidentified Armed Group (Colombia)","","South America","Colombia","Valle del Cauca","Cali","","Santiago de Cali",3.438,-76.519,"El Tiempo (Colombia)","National","On 1 June 2021, in Santiago De Cali (Valle del Cauca), unidentified armed individuals on a motorcycle opened fire on a group of protesters who rallied in the Paso del Comercio to protest against increasing cases of police brutality reported during the ongoing political unrest. The group demanded the right for citizens to protest and raised awareness on the growing number of reports of missing protesters. Two people got killed in the attack. 2 fatalities. [size=no report]",2
"COL7660","02-June-2021",2021,"Protests","Excessive force against protesters","Protesters (Colombia)","CNP: National Strike Committee; Misak Indigenous Group (Colombia)","Unidentified Armed Group (Colombia)","","South America","Colombia","Bogota, D.C.","Bogota, D.C.","","Bogota - Chapinero",4.635,-74.066,"El Colombiano; El Espectador","National","On 2 June 2021, in Bogota - Chapinero (Bogota, D.C.), peaceful protesters rallied near the Los Heroes during ongoing anti-government demonstrations called by the National Strike Committee to demand health, education, and security reforms, among others. Approximately 300 Misak indigenous people joined the protest. A driver drove his vehicle into a group of 10 protesters who blocked the street, injuring one person. The driver fled the area. [size=between 10 and 300]",0
