"x","y","population"
16,24,1410
16,25,913
16,26,0
16,27,0
16,28,0
16,29,0
16,30,0
16,31,0
16,32,0
16,33,0
16,34,0
16,35,0
16,36,0
16,37,0
16,38,0
16,39,0
16,40,0
16,41,0
16,42,50
16,43,375
16,44,122
16,45,26
16,46,282
16,47,400
16,48,876
16,49,1641
16,50,2938
16,51,1927
16,52,1475
16,53,2368
16,54,3440
16,55,3922
16,56,2058
16,57,2402
16,58,3533
16,59,845
16,60,4291
16,61,1289
16,62,2920
16,63,1377
16,64,2432
16,65,1231
16,66,2162
16,67,1250
16,68,1110
16,69,724
16,70,747
16,71,857
16,72,682
16,73,1345
16,74,827
16,75,1030
16,76,912
16,77,1057
16,78,646
16,79,1091
16,80,276
16,81,247
16,82,142
16,83,28
16,84,89
16,85,124
16,86,727
16,87,1082
16,88,2026
16,89,2114
16,90,2762
16,91,1661
16,92,1248
16,93,995
16,94,1285
16,95,2900
16,96,2184
16,97,3374
16,98,3582
16,99,5178
16,100,6123
16,101,3347
16,102,5223
16,103,3576
16,104,5236
16,105,14381
16,106,21016
16,107,26390
16,108,26802
16,109,15250
16,110,34668
16,111,27959
16,112,22689
16,113,35705
16,114,35831
16,115,5475
16,116,0
16,117,0
16,118,0
16,119,0
16,120,0
16,121,0
16,122,0
16,123,0
16,124,0
16,125,0
16,126,0
16,127,0
16,128,0
16,129,0
16,130,0
16,131,0
16,132,0
16,133,0
16,134,0
16,135,0
16,136,0
16,137,0
16,138,0
16,139,0
17,0,0
17,1,0
17,2,0
17,3,0
17,4,0
17,5,0
17,6,0
17,7,0
17,8,0
17,9,0
17,10,0
17,11,0
17,12,0
17,13,0
17,14,0
17,15,0
17,16,0
17,17,0
17,18,0
17,19,0
17,20,0
17,21,0
17,22,0
17,23,2652
17,24,2438
17,25,0
17,26,0
17,27,0
17,28,0
17,29,0
17,30,0
17,31,0
17,32,0
17,33,0
17,34,0
17,35,0
17,36,0
17,37,0
17,38,0
17,39,0
17,40,0
17,41,0
17,42,148
17,43,820
17,44,426
17,45,1435
17,46,672
17,47,1024
17,48,863
17,49,2489
17,50,1825
17,51,2585
17,52,3149
17,53,3493
17,54,2215
17,55,5970
17,56,2598
17,57,2786
17,58,1664
17,59,4861
17,60,1877
17,61,3115
17,62,1804
17,63,3726
17,64,1531
17,65,1921
17,66,1669
17,67,1269
17,68,1720
17,69,882
17,70,1383
17,71,578
17,72,838
17,73,564
17,74,1412
17,75,581
17,76,1196
17,77,713
17,78,873
17,79,338
17,80,67
17,81,116
17,82,-46
17,83,-18
17,84,-46
17,85,-62
17,86,26
17,87,686
17,88,784
17,89,2067
17,90,1524
17,91,1793
17,92,654
17,93,813
17,94,969
17,95,1900
17,96,4733
17,97,2872
17,98,5355
17,99,2905
17,100,6569
17,101,9523
17,102,6580
17,103,7651
17,104,7219
17,105,5970
17,106,10223
17,107,23361
17,108,33150
17,109,21220
17,110,20835
17,111,30853
17,112,32212
17,113,25186
17,114,38269
17,115,38023
17,116,8577
17,117,0
17,118,0
17,119,0
17,120,0
17,121,0
17,122,0
17,123,0
17,124,0
17,125,0
17,126,0
17,127,0
17,128,0
17,129,0
17,130,0
17,131,0
17,132,0
17,133,0
17,134,0
17,135,0
17,136,0
17,137,0
17,138,0
17,139,0
18,0,0
18,1,0
18,2,0
18,3,0
18,4,0
18,5,0
18,6,0
18,7,0
18,8,0
18,9,0
18,10,0
18,11,0
18,12,0
18,13,0
18,14,0
18,15,0
18,16,0
18,17,0
18,18,0
18,19,0
18,20,0
18,21,0
18,22,404
18,23,1469
18,24,0
18,25,0
18,26,0
18,27,0
18,28,0
18,29,0
18,30,0
18,31,0
18,32,0
18,33,0
18,34,0
18,35,0
18,36,0
18,37,0
18,38,0
18,39,0
18,40,0
18,41,0
18,42,63
18,43,370
18,44,379
18,45,1121
18,46,577
18,47,2685
18,48,1483
18,49,5315
18,50,1945
18,51,8022
18,52,4436
18,53,14849
18,54,3806
18,55,12786
18,56,3721
18,57,2189
18,58,481
18,59,1049
18,60,865
18,61,762
18,62,1870
18,63,4350
18,64,6549
18,65,1367
18,66,1352
18,67,797
18,68,1267
18,69,363
18,70,708
18,71,331
18,72,484
18,73,712
18,74,443
18,75,540
18,76,657
18,77,225
18,78,222
18,79,711
18,80,107
18,81,-7
18,82,-44
18,83,-156
18,84,-69
18,85,-246
18,86,-81
18,87,51
18,88,434
18,89,1277
18,90,1029
18,91,1929
18,92,643
18,93,723
18,94,471
18,95,1199
18,96,2962
18,97,2416
18,98,2741
18,99,4365
18,100,7023
18,101,3277
18,102,4987
18,103,7670
18,104,3548
18,105,8165
18,106,10097
18,107,8472
18,108,12299
18,109,22250
18,110,26064
18,111,25396
18,112,30578
18,113,39826
18,114,31471
18,115,38174
18,116,44193
18,117,13047
18,118,0
18,119,0
18,120,0
18,121,0
18,122,0
18,123,0
18,124,0
18,125,0
18,126,0
18,127,0
18,128,0
18,129,0
18,130,0
18,131,0
18,132,0
18,133,0
18,134,0
18,135,0
18,136,0
18,137,0
18,138,0
18,139,0
19,0,0
19,1,0
19,2,0
19,3,0
19,4,0
19,5,0
19,6,0
19,7,0
19,8,0
19,9,0
19,10,0
19,11,0
19,12,0
19,13,0
19,14,0
19,15,0
19,16,0
19,17,0
19,18,0
19,19,0
19,20,0
19,21,0
19,22,54
19,23,0
19,24,0
19,25,0
19,26,0
19,27,0
19,28,0
19,29,0
19,30,0
19,31,0
19,32,0
19,33,0
19,34,0
19,35,0
19,36,0
19,37,0
19,38,0
19,39,0
19,40,0
19,41,0
19,42,0
19,43,134
19,44,1128
19,45,1413
19,46,4086
19,47,2042
19,48,3223
19,49,4937
19,50,12474
19,51,7926
19,52,12010
19,53,7225
19,54,3157
19,55,3953
19,56,2215
19,57,666
19,58,898
19,59,431
19,60,735
19,61,1015
19,62,3573
19,63,2136
19,64,5173
19,65,4722
19,66,805
19,67,748
19,68,322
19,69,20
19,70,31
19,71,193
19,72,19
19,73,22
19,74,0
19,75,107
19,76,219
19,77,640
19,78,410
19,79,614
19,80,561
19,81,-46
19,82,-159
19,83,-124
19,84,-224
19,85,-145
19,86,-232
19,87,-108
19,88,-73
19,89,235
19,90,1058
19,91,633
19,92,393
19,93,271
19,94,618
19,95,799
19,96,1284
19,97,1427
19,98,1603
19,99,3643
19,100,2882
19,101,3608
19,102,2742
19,103,2801
19,104,3534
19,105,3678
19,106,5035
19,107,8475
19,108,10135
19,109,4246
19,110,12139
19,111,23238
19,112,25524
19,113,28060
19,114,31162
19,115,37713
19,116,28209
19,117,43336
19,118,15160
19,119,0
19,120,0
19,121,0
19,122,0
19,123,0
19,124,0
19,125,0
19,126,0
19,127,0
19,128,0
19,129,0
19,130,0
19,131,0
19,132,0
19,133,0
19,134,0
19,135,0
19,136,0
19,137,0
19,138,0
19,139,0
20,0,0
20,1,0
20,2,0
20,3,0
20,4,0
20,5,0
20,6,0
20,7,0
20,8,0
20,9,0
20,10,0
20,11,0
20,12,0
20,13,0
20,14,0
20,15,0
20,16,0
20,17,0
20,18,0
20,19,0
20,20,0
20,21,0
20,22,0
20,23,0
20,24,0
20,25,0
20,26,0
20,27,0
20,28,0
20,29,0
20,30,0
20,31,0
20,32,0
20,33,0
20,34,0
20,35,0
20,36,0
20,37,0
20,38,0
20,39,0
20,40,0
20,41,0
20,42,9
20,43,95
20,44,1508
20,45,1869
20,46,8259
20,47,2044
20,48,14630
20,49,5030
20,50,1808
20,51,2205
20,52,361
20,53,18
20,54,357
20,55,2990
20,56,2545
20,57,1225
20,58,964
20,59,522
20,60,479
20,61,2054
20,62,5582
20,63,3384
20,64,2279
20,65,2799
20,66,125
20,67,135
20,68,0
20,69,0
20,70,0
20,71,1324
20,72,711
20,73,311
20,74,110
20,75,414
20,76,512
20,77,1327
20,78,1885
20,79,1258
20,80,1071
20,81,91
20,82,-197
20,83,-116
20,84,-257
20,85,67
20,86,-202
20,87,-65
20,88,444
20,89,385
20,90,1128
20,91,687
20,92,309
20,93,132
20,94,551
20,95,344
20,96,958
20,97,906
20,98,1252
20,99,1582
20,100,2152
20,101,3306
20,102,1944
20,103,3736
20,104,3643
20,105,3778
20,106,21704
20,107,13235
20,108,4237
20,109,3587
20,110,5734
20,111,11415
20,112,16713
20,113,21631
20,114,25998
20,115,24923
20,116,27280
20,117,28138
20,118,42393
20,119,16361
20,120,0
20,121,0
20,122,0
20,123,0
20,124,0
20,125,0
20,126,0
20,127,0
20,128,0
20,129,0
20,130,0
20,131,0
20,132,0
20,133,0
20,134,0
20,135,0
20,136,0
20,137,0
20,138,0
20,139,0
21,0,0
21,1,0
21,2,0
21,3,0
21,4,0
21,5,0
21,6,0
21,7,0
21,8,0
21,9,0
21,10,0
21,11,0
21,12,0
21,13,0
21,14,0
21,15,0
21,16,0
21,17,0
21,18,0
21,19,0
21,20,0
21,21,0
21,22,0
21,23,0
21,24,0
21,25,0
21,26,0
21,27,0
21,28,0
21,29,0
21,30,0
21,31,0
21,32,0
21,33,0
21,34,0
21,35,0
21,36,0
21,37,444
21,38,502
21,39,64
21,40,57
21,41,315
21,42,668
21,43,660
21,44,1638
21,45,2323
21,46,1481
21,47,2012
21,48,5680
21,49,3895
21,50,370
21,51,1472
21,52,3085
21,53,534
21,54,9
21,55,0
21,56,3897
21,57,4422
21,58,8472
21,59,1798
21,60,2665
21,61,1666
21,62,1024
21,63,642
21,64,894
21,65,700
21,66,730
21,67,0
21,68,0
21,69,0
21,70,0
21,71,0
21,72,0
21,73,0
21,74,0
21,75,0
21,76,1894
21,77,7977
21,78,7760
21,79,7360
21,80,1205
21,81,598
21,82,202
21,83,-169
21,84,-196
21,85,-144
21,86,113
21,87,784
21,88,1485
21,89,631
21,90,1599
21,91,673
21,92,545
21,93,189
21,94,472
21,95,552
21,96,869
21,97,1171
21,98,999
21,99,1694
21,100,4282
21,101,3186
21,102,3084
21,103,4361
21,104,4969
21,105,6043
21,106,8557
21,107,8969
21,108,11678
21,109,25461
21,110,22177
21,111,12164
21,112,16329
21,113,19343
21,114,17053
21,115,15059
21,116,25080
21,117,25585
21,118,27588
21,119,44596
21,120,13830
21,121,0
21,122,0
21,123,0
21,124,0
21,125,0
21,126,0
21,127,0
21,128,0
21,129,0
21,130,0
21,131,0
21,132,0
21,133,0
21,134,0
21,135,0
21,136,0
21,137,0
21,138,0
21,139,0
22,0,0
22,1,0
22,2,0
22,3,0
22,4,0
22,5,0
22,6,0
22,7,0
22,8,0
22,9,0
22,10,0
22,11,0
22,12,0
22,13,0
22,14,0
22,15,0
22,16,0
22,17,0
22,18,0
22,19,0
22,20,0
22,21,0
22,22,0
22,23,0
22,24,0
22,25,0
22,26,0
22,27,0
22,28,0
22,29,0
22,30,0
22,31,0
22,32,0
22,33,0
22,34,0
22,35,0
22,36,1942
22,37,5167
22,38,6418
22,39,10223
22,40,5301
22,41,3309
22,42,7597
22,43,6015
22,44,7988
22,45,374
22,46,0
22,47,672
22,48,0
22,49,2264
22,50,0
22,51,929
22,52,1461
22,53,5738
22,54,93
22,55,0
22,56,0
22,57,364
22,58,3803
22,59,6988
22,60,5103
22,61,5085
22,62,4915
22,63,5040
22,64,1790
22,65,985
22,66,230
22,67,0
22,68,0
22,69,0
22,70,0
22,71,0
22,72,0
22,73,0
22,74,0
22,75,0
22,76,0
22,77,104
22,78,2545
22,79,11081
22,80,9617
22,81,10933
22,82,10314
22,83,4252
22,84,116
22,85,-169
22,86,-199
22,87,153
22,88,890
22,89,178
22,90,1186
22,91,772
22,92,556
22,93,391
22,94,652
22,95,661
22,96,1650
22,97,2246
22,98,1246
22,99,1326
22,100,2424
22,101,6802
22,102,6573
22,103,16766
22,104,13322
22,105,19199
22,106,16041
22,107,23772
22,108,23643
22,109,24950
22,110,25883
22,111,32684
22,112,13712
22,113,8377
22,114,9624
22,115,17894
22,116,19639
22,117,18300
22,118,31238
22,119,22584
22,120,49099
22,121,13284
22,122,0
22,123,0
22,124,0
22,125,0
22,126,0
22,127,0
22,128,0
22,129,0
22,130,0
22,131,0
22,132,0
22,133,0
22,134,0
22,135,0
22,136,0
22,137,0
22,138,0
22,139,0
23,0,0
23,1,0
23,2,0
23,3,0
23,4,0
23,5,0
23,6,0
23,7,0
23,8,0
23,9,0
23,10,0
23,11,0
23,12,0
23,13,0
23,14,0
23,15,0
23,16,0
23,17,0
23,18,0
23,19,0
23,20,0
23,21,0
23,22,0
23,23,0
23,24,0
23,25,0
23,26,0
23,27,0
23,28,0
23,29,0
23,30,0
23,31,0
23,32,0
23,33,0
23,34,0
23,35,0
23,36,2111
23,37,6480
23,38,4493
23,39,7685
23,40,6397
23,41,3013
23,42,2956
23,43,2617
23,44,1225
23,45,0
23,46,0
23,47,0
23,48,291
23,49,461
23,50,682
23,51,0
23,52,52
23,53,3239
23,54,4504
23,55,1575
23,56,0
23,57,0
23,58,31
23,59,5674
23,60,5254
23,61,3972
23,62,4372
23,63,3980
23,64,973
23,65,1144
23,66,800
23,67,226
23,68,0
23,69,434
23,70,2087
23,71,5827
23,72,4423
23,73,1280
23,74,285
23,75,0
23,76,0
23,77,0
23,78,2611
23,79,5858
23,80,10437
23,81,6456
23,82,5052
23,83,10267
23,84,8240
23,85,946
23,86,-197
23,87,-140
23,88,113
23,89,461
23,90,1525
23,91,758
23,92,212
23,93,373
23,94,691
23,95,662
23,96,841
23,97,1145
23,98,2233
23,99,1696
23,100,2462
23,101,4281
23,102,14198
23,103,13202
23,104,14949
23,105,24572
23,106,22965
23,107,24460
23,108,24389
23,109,11679
23,110,8556
23,111,9452
23,112,10963
23,113,9599
23,114,13293
23,115,13477
23,116,22029
23,117,18314
23,118,18847
23,119,15292
23,120,32434
23,121,55863
23,122,7157
23,123,0
23,124,0
23,125,0
23,126,0
23,127,0
23,128,0
23,129,0
23,130,0
23,131,0
23,132,0
23,133,0
23,134,0
23,135,0
23,136,0
23,137,0
23,138,0
23,139,0
24,0,0
24,1,0
24,2,0
24,3,0
24,4,0
24,5,0
24,6,0
24,7,0
24,8,0
24,9,0
24,10,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
24,25,0
24,26,0
24,27,0
24,28,0
24,29,0
24,30,0
24,31,0
24,32,0
24,33,0
24,34,0
24,35,171
24,36,5785
24,37,3385
24,38,7043
24,39,5515
24,40,5647
24,41,8428
24,42,480
24,43,0
24,44,0
24,45,0
24,46,0
24,47,0
24,48,0
24,49,2943
24,50,0
24,51,0
24,52,0
24,53,0
24,54,49
24,55,4038
24,56,308
24,57,117
24,58,278
24,59,9806
24,60,2843
24,61,957
24,62,1026
24,63,0
24,64,56
24,65,641
24,66,175
24,67,1330
24,68,4933
24,69,1986
24,70,10481
24,71,3267
24,72,7930
24,73,3483
24,74,6156
24,75,4812
24,76,6639
24,77,8864
24,78,8624
24,79,13540
24,80,4963
24,81,14021
24,82,5128
24,83,3010
24,84,605
24,85,3672
24,86,-87
24,87,-196
24,88,-105
24,89,357
24,90,543
24,91,857
24,92,292
24,93,740
24,94,549
24,95,1165
24,96,477
24,97,1694
24,98,998
24,99,4537
24,100,2065
24,101,2460
24,102,7289
24,103,3823
24,104,12454
24,105,14840
24,106,22899
24,107,23149
24,108,8125
24,109,9452
24,110,8900
24,111,5694
24,112,7339
24,113,8880
24,114,7954
24,115,10928
24,116,13764
24,117,16054
24,118,16063
24,119,19555
24,120,23521
24,121,31314
24,122,32221
24,123,362
24,124,0
24,125,0
24,126,0
24,127,0
24,128,0
24,129,0
24,130,0
24,131,0
24,132,0
24,133,0
24,134,0
24,135,0
24,136,0
24,137,0
24,138,0
24,139,0
25,0,0
25,1,0
25,2,0
25,3,0
25,4,0
25,5,0
25,6,0
25,7,0
25,8,0
25,9,0
25,10,0
25,11,0
25,12,0
25,13,0
25,14,0
25,15,0
25,16,0
25,17,0
25,18,0
25,19,0
25,20,0
25,21,0
25,22,0
25,23,0
25,24,0
25,25,0
25,26,0
25,27,0
25,28,0
25,29,0
25,30,0
25,31,0
25,32,0
25,33,0
25,34,391
25,35,1263
25,36,2960
25,37,2488
25,38,4463
25,39,4251
25,40,6127
25,41,8
25,42,0
25,43,12
25,44,22
25,45,0
25,46,0
25,47,0
25,48,220
25,49,311
25,50,0
25,51,0
25,52,0
25,53,0
25,54,0
25,55,1953
25,56,190
25,57,0
25,58,0
25,59,2197
25,60,4657
25,61,1632
25,62,0
25,63,0
25,64,597
25,65,2729
25,66,4061
25,67,3934
25,68,8901
25,69,2307
25,70,6937
25,71,5641
25,72,5622
25,73,6654
25,74,8047
25,75,10991
25,76,10632
25,77,11684
25,78,9531
25,79,15144
25,80,6664
25,81,12250
25,82,4743
25,83,8681
25,84,2234
25,85,-59
25,86,-172
25,87,-112
25,88,-198
25,89,-120
25,90,649
25,91,376
25,92,380
25,93,349
25,94,825
25,95,849
25,96,1117
25,97,1448
25,98,1021
25,99,3816
25,100,4567
25,101,14237
25,102,14568
25,103,17484
25,104,34857
25,105,18551
25,106,31844
25,107,6436
25,108,11039
25,109,11192
25,110,6557
25,111,9755
25,112,9510
25,113,11943
25,114,8524
25,115,9710
25,116,26185
25,117,30561
25,118,43985
25,119,29337
25,120,24497
25,121,25988
25,122,34837
25,123,16323
25,124,0
25,125,0
25,126,0
25,127,0
25,128,0
25,129,0
25,130,0
25,131,0
25,132,0
25,133,0
25,134,0
25,135,0
25,136,0
25,137,0
25,138,0
25,139,0
26,0,0
26,1,0
26,2,0
26,3,0
26,4,0
26,5,0
26,6,0
26,7,0
26,8,0
26,9,0
26,10,0
26,11,0
26,12,0
26,13,0
26,14,0
26,15,0
26,16,0
26,17,0
26,18,0
26,19,0
26,20,0
26,21,0
26,22,0
26,23,0
26,24,0
26,25,0
26,26,0
26,27,0
26,28,0
26,29,0
26,30,0
26,31,0
26,32,0
26,33,0
26,34,632
26,35,1412
26,36,4347
26,37,3172
26,38,4532
26,39,4280
26,40,3248
26,41,0
26,42,0
26,43,0
26,44,0
26,45,0
26,46,0
26,47,0
26,48,0
26,49,0
26,50,0
26,51,812
26,52,400
26,53,0
26,54,2647
26,55,597
26,56,0
26,57,0
26,58,0
26,59,595
26,60,5957
26,61,1035
26,62,1580
26,63,0
26,64,153
26,65,233
26,66,6204
26,67,2475
26,68,6195
26,69,6894
26,70,5841
26,71,5899
26,72,9294
26,73,9282
26,74,7314
26,75,9683
26,76,4947
26,77,8752
26,78,3270
26,79,16435
26,80,6180
26,81,12625
26,82,10558
26,83,8213
26,84,12453
26,85,4910
26,86,-174
26,87,-168
26,88,-168
26,89,-172
26,90,-126
26,91,1217
26,92,3254
26,93,1910
26,94,1346
26,95,758
26,96,1095
26,97,926
26,98,1412
26,99,1830
26,100,2697
26,101,13499
26,102,4421
26,103,11253
26,104,21822
26,105,30546
26,106,45040
26,107,20396
26,108,12699
26,109,12288
26,110,7228
26,111,9578
26,112,11923
26,113,9374
26,114,15672
26,115,30099
26,116,39069
26,117,34050
26,118,42625
26,119,51673
26,120,53403
26,121,30038
26,122,30754
26,123,30481
26,124,3381
26,125,0
26,126,0
26,127,0
26,128,0
26,129,0
26,130,0
26,131,0
26,132,0
26,133,0
26,134,0
26,135,0
26,136,0
26,137,0
26,138,0
26,139,0
27,0,0
27,1,0
27,2,0
27,3,0
27,4,0
27,5,0
27,6,0
27,7,0
27,8,0
27,9,0
27,10,0
27,11,0
27,12,0
27,13,0
27,14,0
27,15,0
27,16,0
27,17,0
27,18,0
27,19,0
27,20,0
27,21,0
27,22,0
27,23,628
27,24,0
27,25,0
27,26,0
27,27,0
27,28,0
27,29,0
27,30,0
27,31,0
27,32,0
27,33,110
27,34,710
27,35,590
27,36,771
27,37,3671
27,38,5563
27,39,440
27,40,0
27,41,0
27,42,0
27,43,0
27,44,109
27,45,0
27,46,371
27,47,0
27,48,1165
27,49,0
27,50,0
27,51,0
27,52,1613
27,53,1228
27,54,0
27,55,0
27,56,0
27,57,0
27,58,0
27,59,0
27,60,2941
27,61,775
27,62,0
27,63,169
27,64,0
27,65,1604
27,66,2354
27,67,5137
27,68,3970
27,69,7008
27,70,6806
27,71,6022
27,72,7308
27,73,3049
27,74,3047
27,75,2942
27,76,3485
27,77,2297
27,78,3481
27,79,3359
27,80,5597
27,81,8627
27,82,6895
27,83,8612
27,84,7345
27,85,7548
27,86,2419
27,87,271
27,88,-170
27,89,-113
27,90,-93
27,91,194
27,92,2553
27,93,6859
27,94,8790
27,95,4429
27,96,1243
27,97,1437
27,98,1894
27,99,1481
27,100,1653
27,101,1818
27,102,2862
27,103,4893
27,104,13436
27,105,22867
27,106,25742
27,107,31007
27,108,17111
27,109,23000
27,110,13058
27,111,6433
27,112,11062
27,113,14074
27,114,26991
27,115,27024
27,116,42762
27,117,37212
27,118,29768
27,119,32759
27,120,34762
27,121,41728
27,122,35010
27,123,27213
27,124,18262
27,125,1022
27,126,0
27,127,0
27,128,0
27,129,0
27,130,0
27,131,0
27,132,0
27,133,0
27,134,0
27,135,0
27,136,0
27,137,0
27,138,0
27,139,0
28,0,0
28,1,0
28,2,0
28,3,0
28,4,0
28,5,0
28,6,0
28,7,0
28,8,0
28,9,0
28,10,0
28,11,0
28,12,0
28,13,0
28,14,0
28,15,0
28,16,0
28,17,0
28,18,0
28,19,0
28,20,0
28,21,0
28,22,0
28,23,0
28,24,0
28,25,0
28,26,0
28,27,0
28,28,0
28,29,0
28,30,0
28,31,0
28,32,0
28,33,0
28,34,0
28,35,378
28,36,125
28,37,0
28,38,0
28,39,0
28,40,1084
28,41,1589
28,42,5212
28,43,2025
28,44,5337
28,45,2443
28,46,6770
28,47,1604
28,48,4628
28,49,244
28,50,0
28,51,0
28,52,0
28,53,0
28,54,0
28,55,0
28,56,0
28,57,0
28,58,0
28,59,0
28,60,0
28,61,269
28,62,13
28,63,0
28,64,0
28,65,0
28,66,0
28,67,1368
28,68,2779
28,69,0
28,70,924
28,71,2866
28,72,0
28,73,598
28,74,982
28,75,2938
28,76,1503
28,77,1721
28,78,2509
28,79,628
28,80,2591
28,81,997
28,82,9116
28,83,3494
28,84,19857
28,85,3522
28,86,13984
28,87,4482
28,88,14541
28,89,3726
28,90,12578
28,91,7602
28,92,8527
28,93,4432
28,94,11631
28,95,3893
28,96,7592
28,97,1328
28,98,4894
28,99,1539
28,100,5933
28,101,3174
28,102,11455
28,103,8060
28,104,14689
28,105,39051
28,106,7795
28,107,41416
28,108,30070
28,109,26001
28,110,43863
28,111,31026
28,112,15147
28,113,44160
28,114,49015
28,115,40830
28,116,30296
28,117,49143
28,118,45995
28,119,42105
28,120,41392
28,121,46353
28,122,46407
28,123,32660
28,124,29140
28,125,18841
28,126,1526
28,127,0
28,128,0
28,129,0
28,130,0
28,131,0
28,132,0
28,133,0
28,134,0
28,135,0
28,136,0
28,137,0
28,138,0
28,139,0
29,0,0
29,1,0
29,2,0
29,3,0
29,4,0
29,5,0
29,6,0
29,7,0
29,8,0
29,9,0
29,10,0
29,11,0
29,12,0
29,13,0
29,14,0
29,15,0
29,16,0
29,17,0
29,18,0
29,19,0
29,20,0
29,21,0
29,22,0
29,23,0
29,24,0
29,25,0
29,26,0
29,27,0
29,28,0
29,29,0
29,30,0
29,31,0
29,32,0
29,33,0
29,34,0
29,35,2086
29,36,1346
29,37,362
29,38,3283
29,39,1406
29,40,6755
29,41,1707
29,42,7538
29,43,1879
29,44,4125
29,45,3912
29,46,8110
29,47,2475
29,48,2599
29,49,107
29,50,0
29,51,0
29,52,0
29,53,0
29,54,0
29,55,0
29,56,0
29,57,0
29,58,0
29,59,0
29,60,0
29,61,0
29,62,1356
29,63,460
29,64,0
29,65,0
29,66,0
29,67,0
29,68,0
29,69,0
29,70,331
29,71,82
29,72,0
29,73,252
29,74,3919
29,75,2036
29,76,3904
29,77,1196
29,78,1713
29,79,774
29,80,1546
29,81,418
29,82,4686
29,83,2011
29,84,14628
29,85,5638
29,86,12959
29,87,5134
29,88,7316
29,89,5083
29,90,5362
29,91,6394
29,92,4371
29,93,4063
29,94,5824
29,95,6719
29,96,11406
29,97,4363
29,98,6855
29,99,3099
29,100,20163
29,101,9559
29,102,25433
29,103,17188
29,104,19169
29,105,24670
29,106,10277
29,107,25904
29,108,19819
29,109,29315
29,110,49636
29,111,26330
29,112,41463
29,113,52880
29,114,34770
29,115,35504
29,116,44686
29,117,55377
29,118,50083
29,119,47073
29,120,49730
29,121,55813
29,122,44277
29,123,52361
29,124,29710
29,125,22449
29,126,4574
29,127,0
29,128,0
29,129,0
29,130,0
29,131,0
29,132,0
29,133,0
29,134,0
29,135,0
29,136,0
29,137,0
29,138,0
29,139,0
30,0,0
30,1,0
30,2,0
30,3,0
30,4,0
30,5,0
30,6,0
30,7,0
30,8,0
30,9,0
30,10,0
30,11,0
30,12,0
30,13,0
30,14,0
30,15,0
30,16,0
30,17,0
30,18,0
30,19,0
30,20,0
30,21,0
30,22,0
30,23,0
30,24,0
30,25,0
30,26,0
30,27,0
30,28,0
30,29,0
30,30,0
30,31,0
30,32,0
30,33,0
30,34,661
30,35,3489
30,36,4912
30,37,6750
30,38,4951
30,39,8706
30,40,5574
30,41,6734
30,42,5949
30,43,2876
30,44,410
30,45,65
30,46,1408
30,47,1505
30,48,116
30,49,33
30,50,0
30,51,0
30,52,0
30,53,0
30,54,0
30,55,0
30,56,0
30,57,0
30,58,0
30,59,0
30,60,0
30,61,0
30,62,0
30,63,0
30,64,0
30,65,0
30,66,0
30,67,0
30,68,0
30,69,0
30,70,0
30,71,0
30,72,0
30,73,0
30,74,6719
30,75,2326
30,76,3240
30,77,2681
30,78,1565
30,79,1517
30,80,814
30,81,491
30,82,456
30,83,2704
30,84,4695
30,85,11819
30,86,7621
30,87,11959
30,88,7526
30,89,5092
30,90,4079
30,91,5157
30,92,3422
30,93,5798
30,94,5251
30,95,7920
30,96,5911
30,97,5494
30,98,4896
30,99,14461
30,100,10220
30,101,19548
30,102,18120
30,103,20134
30,104,20741
30,105,7687
30,106,6792
30,107,6830
30,108,17455
30,109,29114
30,110,22548
30,111,45668
30,112,42010
30,113,31099
30,114,41436
30,115,45692
30,116,46535
30,117,39887
30,118,46675
30,119,50407
30,120,51178
30,121,51166
30,122,55122
30,123,64793
30,124,44516
30,125,21872
30,126,17451
30,127,728
30,128,0
30,129,0
30,130,0
30,131,0
30,132,0
30,133,0
30,134,0
30,135,0
30,136,0
30,137,0
30,138,0
30,139,0
31,0,0
31,1,0
31,2,0
31,3,0
31,4,0
31,5,0
31,6,0
31,7,0
31,8,0
31,9,0
31,10,0
31,11,0
31,12,0
31,13,0
31,14,0
31,15,0
31,16,0
31,17,0
31,18,0
31,19,0
31,20,0
31,21,0
31,22,0
31,23,0
31,24,0
31,25,0
31,26,0
31,27,0
31,28,0
31,29,0
31,30,0
31,31,100
31,32,1544
31,33,1138
31,34,8722
31,35,9095
31,36,5274
31,37,8614
31,38,7262
31,39,7720
31,40,4551
31,41,7582
31,42,1226
31,43,3113
31,44,158
31,45,712
31,46,132
31,47,1078
31,48,496
31,49,73
31,50,0
31,51,0
31,52,0
31,53,0
31,54,0
31,55,0
31,56,0
31,57,0
31,58,0
31,59,0
31,60,418
31,61,0
31,62,0
31,63,0
31,64,0
31,65,0
31,66,0
31,67,0
31,68,0
31,69,0
31,70,0
31,71,0
31,72,0
31,73,823
31,74,4338
31,75,3257
31,76,2889
31,77,5265
31,78,1252
31,79,3942
31,80,380
31,81,575
31,82,98
31,83,192
31,84,2407
31,85,5726
31,86,4818
31,87,14395
31,88,8768
31,89,12468
31,90,5947
31,91,7655
31,92,4493
31,93,7512
31,94,3428
31,95,8955
31,96,6309
31,97,8482
31,98,2993
31,99,10441
31,100,11603
31,101,20055
31,102,5378
31,103,27160
31,104,9837
