FID,the_geom,NAME,SOURCE,DATE_,Syn_name,POINT_X,POINT_Y,FID_1,STATE,Fmr_County,New_COUNTY,New_PAYAM,New_BOMA,VILLAGE,LAT,LON,Classifica,OBJECTID_1,OBJECTID_2,OBJECTID,HIC_PCODE,NAME2,NAME3,TYPE,NAME1,PCODE,LATITUDE,LONGITUDE,LOCALITY_C,SETTLEMENT,SETTLMENT_,LOCALITY,Long,SetType,AdminUnit,Id,Pop,Cluster,FID_1_1,EASTING,NORTHING,TILE,LCCODE,LOC_COUNT,X,Y,Con_Name,Con_ID,Con_Type,Time,TRMA_PCODE,X__DD_,Y__DD_,HIERARCHY
southernsudan_settlements_imwg_merged_agr.1618,POINT (31.986139000000037 4.582144800000037),,,,,0,0,1406,Central Equatoria,Juba,Juba,Lokiliri,Lokiliri,Goke,4.5821448,31.986139,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1619,POINT (31.24055560000005 4.582777800000031),,,,,0,0,12204,Central Equatoria,Juba,,,,Wawa,4.5827778,31.2405556,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1620,POINT (31.93138890000006 4.583055600000023),,,,,0,0,12355,Central Equatoria,Juba,,,,Fidiya,4.5830556,31.9313889,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1621,POINT (30.01666670000003 4.583333300000049),,,,,0,0,14335,Central Equatoria,Yei,,,,Lantoto,4.5833333,30.0166667,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1622,POINT (31.900000000000034 4.583333300000049),,,,,0,0,12292,Central Equatoria,Juba,,,,Luluba Hills,4.5833333,31.9,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1623,POINT (29.894732000000033 4.586091000000067),,,,,0,0,1820,Central Equatoria,Yei,Yei,Tore,Baka,Wele 2,4.586091,29.894732,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1624,POINT (31.02915500000006 4.586412200000041),,,,,0,0,1354,Central Equatoria,Juba,Juba,Wonduruba,Logwilu,Malakan,4.5864122,31.029155,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1625,POINT (30.982447480000076 4.588199449000058),,,,,0,0,9610,Central Equatoria,Juba,Juba,,,Mangara,4.58819945,30.98244748,Administrative Centres,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1626,POINT (31.875069800000063 4.5885633000000325),,,,,0,0,1404,Central Equatoria,Juba,Juba,Lokiliri,Lokiliri,Muniye,4.5885633,31.8750698,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1627,POINT (31.060493800000074 4.589151233000052),,,,,0,0,9609,Central Equatoria,Juba,Juba,,,Onduraba,4.58915123,31.0604938,Administrative Centres,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1628,POINT (31.49416670000005 4.589444400000048),,,,,0,0,12203,Central Equatoria,Juba,,,,Teteramon,4.5894444,31.4941667,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1629,POINT (30.220000000000027 4.590000000000032),,,,,0,0,14363,Central Equatoria,Yei,,,,Qarambi,4.59,30.22,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1630,POINT (31.050000000000068 4.590000000000032),,,,,0,0,12223,Central Equatoria,Juba,,,,Jigokwe,4.59,31.05,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1631,POINT (31.50388890000005 4.590555600000073),,,,,0,0,12349,Central Equatoria,Juba,,,,Bedden Rapids,4.5905556,31.5038889,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1632,POINT (29.867972000000066 4.590982000000054),,,,,0,0,1819,Central Equatoria,Yei,Yei,Tore,Baka,Wele 1,4.590982,29.867972,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1633,POINT (31.02962720000005 4.591639400000076),,,,,0,0,1356,Central Equatoria,Juba,Juba,Wonduruba,Logwilu,Girim,4.5916394,31.0296272,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1634,POINT (31.938719700000036 4.5924146000000405),,,,,0,0,1405,Central Equatoria,Juba,Juba,Lokiliri,Lokiliri,Lokwe,4.5924146,31.9387197,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1635,POINT (31.838055600000075 4.5938889000000245),,,,,0,0,12302,Central Equatoria,Juba,,,,Lagere,4.5938889,31.8380556,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1636,POINT (32.087777800000026 4.594444400000043),,,,,0,0,12360,Central Equatoria,Juba,,,,Itchire,4.5944444,32.0877778,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1637,POINT (30.91106670000005 4.594601800000021),,,,,0,0,1353,Central Equatoria,Juba,Juba,Wonduruba,Maliyo,Dabu,4.5946018,30.9110667,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1638,POINT (30.145683000000076 4.595434500000067),,,,,0,0,1829,Central Equatoria,Yei,Yei,Tore,Baka,Mujare,4.5954345,30.145683,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1639,POINT (31.89944440000005 4.595833300000038),,,,,0,0,12284,Central Equatoria,Juba,,,,Jaro,4.5958333,31.8994444,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1640,POINT (29.994523000000072 4.596765000000062),,,,,0,0,1822,Central Equatoria,Yei,Yei,Tore,Baka,Angabi,4.596765,29.994523,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1641,POINT (30.951447200000075 4.5981003000000555),,,,,0,0,1348,Central Equatoria,Juba,Juba,Wonduruba,Maliyo,Barau,4.5981003,30.9514472,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1642,POINT (29.861386700000025 4.598275000000058),,,,,0,0,2847,Western Equatoria,Maridi,Maridi,LANDI-ILI,DUKUDU,Aja,4.598275,29.8613867,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1643,POINT (31.56000000000006 4.600000000000023),,,,,0,0,12325,Central Equatoria,Juba,,,,Beyli,4.6,31.56,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1644,POINT (31.333843100000024 4.600834200000065),,,,,0,0,1552,Central Equatoria,Juba,Juba,Bungu,Kworojik,Kworojik,4.6008342,31.3338431,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.2604,POINT (25.26969723332303 11.123416659652378),,,,,0,0,0,,,,,,,0,0,,3743,4536,9820,SD04584,,,5,Tendelti,NC35010418,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1645,POINT (30.960178400000075 4.601018500000066),,,,,0,0,1346,Central Equatoria,Juba,Juba,Wonduruba,Maliyo,Reakodani,4.6010185,30.9601784,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1646,POINT (31.404722200000037 4.601666700000067),,,,,0,0,12257,Central Equatoria,Juba,,,,Gopur,4.6016667,31.4047222,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1647,POINT (29.92128400000007 4.602477000000022),,,,,0,0,1821,Central Equatoria,Yei,Yei,Tore,Baka,Oka,4.602477,29.921284,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1648,POINT (31.03553510000006 4.602505400000041),,,,,0,0,1355,Central Equatoria,Juba,Juba,Wonduruba,Logwilu,Budukiri,4.6025054,31.0355351,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1649,POINT (31.93888890000005 4.603888900000072),,,,,0,0,12359,Central Equatoria,Juba,,,,Irido,4.6038889,31.9388889,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1650,POINT (31.33129260000004 4.604780000000062),,,,,0,0,1553,Central Equatoria,Juba,Juba,Bungu,Yeno-Keji,Yeno-Keji,4.60478,31.3312926,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1651,POINT (30.90029400000003 4.6059704000000465),,,,,0,0,1352,Central Equatoria,Juba,Juba,Wonduruba,Maliyo,Gumbo,4.6059704,30.900294,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1652,POINT (29.856075000000033 4.60601500000007),,,,,0,0,2841,Western Equatoria,Maridi,Maridi,NGAMUNDE,KUWANGA,Ngburugale,4.606015,29.856075,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1653,POINT (30.942090800000074 4.6089406000000395),,,,,0,0,1347,Central Equatoria,Juba,Juba,Wonduruba,Maliyo,Lokonita,4.6089406,30.9420908,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1654,POINT (31.36000000000007 4.6100000000000705),,,,,0,0,12224,Central Equatoria,Juba,,,,Kwarijik,4.61,31.36,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1655,POINT (31.910000000000025 4.6100000000000705),,,,,0,0,12326,Central Equatoria,Juba,,,,Lakoleri,4.61,31.91,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1656,POINT (31.93791900000008 4.615659500000049),,,,,0,0,1403,Central Equatoria,Juba,Juba,Lokiliri,Lokiliri,Sodoni,4.6156595,31.937919,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1657,POINT (30.907356100000072 4.615737100000047),,,,,0,0,1345,Central Equatoria,Juba,Juba,Wonduruba,Katigiri,Kutali,4.6157371,30.9073561,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1658,POINT (32.200000000000045 4.616666700000053),,,,,0,0,12297,Central Equatoria,Juba,,,,River Kudo,4.6166667,32.2,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1659,POINT (31.06311070000004 4.617780000000039),,,,,0,0,1357,Central Equatoria,Juba,Juba,Wonduruba,Logwilu,Mongiling,4.61778,31.0631107,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1660,POINT (29.968180000000075 4.618180000000052),,,,,0,0,14299,Central Equatoria,Yei,,,,Angabi,4.61818,29.96818,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1661,POINT (29.980000000000075 4.620000000000061),,,,,0,0,14298,Central Equatoria,Yei,,,,Garmabe,4.62,29.98,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1662,POINT (31.658333300000038 4.621388900000056),,,,,0,0,12299,Central Equatoria,Juba,,,,Kuju,4.6213889,31.6583333,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1663,POINT (30.954625700000065 4.623975800000039),,,,,0,0,1343,Central Equatoria,Juba,Juba,Wonduruba,Katigiri,Kaya,4.6239758,30.9546257,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1664,POINT (31.248055600000043 4.627500000000055),,,,,0,0,12190,Central Equatoria,Juba,,,,Kolier,4.6275,31.2480556,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1665,POINT (32.08583330000005 4.628611100000057),,,,,0,0,12308,Central Equatoria,Juba,,,,Nyake,4.6286111,32.0858333,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1666,POINT (30.930000000000064 4.630000000000052),,,,,0,0,12228,Central Equatoria,Juba,,,,Mankole,4.63,30.93,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1667,POINT (31.07000000000005 4.630000000000052),,,,,0,0,12225,Central Equatoria,Juba,,,,Mussikidolk,4.63,31.07,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1668,POINT (31.37000000000006 4.630000000000052),,,,,0,0,12226,Central Equatoria,Juba,,,,Bongo,4.63,31.37,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1669,POINT (31.400000000000034 4.630000000000052),,,,,0,0,12227,Central Equatoria,Juba,,,,Kibo,4.63,31.4,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1670,POINT (31.858611100000076 4.630277800000044),,,,,0,0,12295,Central Equatoria,Juba,,,,Koturomi,4.6302778,31.8586111,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1671,POINT (31.90500000000003 4.631388900000047),,,,,0,0,12307,Central Equatoria,Juba,,,,Lerleyrra,4.6313889,31.905,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1672,POINT (30.931201500000043 4.635633700000028),,,,,0,0,1344,Central Equatoria,Juba,Juba,Wonduruba,Katigiri,Rongat,4.6356337,30.9312015,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1673,POINT (31.400000000000034 4.640000000000043),,,,,0,0,12229,Central Equatoria,Juba,,,,Bale,4.64,31.4,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1674,POINT (31.81000000000006 4.640000000000043),,,,,0,0,12327,Central Equatoria,Juba,,,,Tengworo,4.64,31.81,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1675,POINT (32.17000000000007 4.642222200000049),,,,,0,0,12358,Central Equatoria,Juba,,,,Ilyeito,4.6422222,32.17,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1676,POINT (32.07914050000005 4.642686000000026),,,,,0,0,1488,Central Equatoria,Juba,Juba,Lirya,Lirya,Lirya C,4.642686,32.0791405,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1677,POINT (32.078211800000076 4.642838500000039),,,,,0,0,1489,Central Equatoria,Juba,Juba,Lirya,Lirya,Lirya B,4.6428385,32.0782118,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1678,POINT (32.077139000000045 4.642846200000065),,,,,0,0,1490,Central Equatoria,Juba,Juba,Lirya,Lirya,Lirya A,4.6428462,32.077139,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1679,POINT (31.69500000000005 4.644166700000028),,,,,0,0,12287,Central Equatoria,Juba,,,,River Likobi,4.6441667,31.695,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1680,POINT (30.940434400000072 4.6458498000000645),,,,,0,0,1341,Central Equatoria,Juba,Juba,Wonduruba,Katigiri,Menkuya,4.6458498,30.9404344,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1681,POINT (31.880000000000052 4.650000000000034),,,,,0,0,12328,Central Equatoria,Juba,,,,Lomer,4.65,31.88,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1682,POINT (32.08945999000008 4.6502065790000415),,,,,0,0,9616,Central Equatoria,Juba,Juba,,,Liria,4.65020658,32.08945999,Secondary Towns,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1683,POINT (31.73258910000004 4.6518985000000725),,,,,0,0,1534,Central Equatoria,Juba,Juba,Rejaf,Logo East,NYonki,4.6518985,31.7325891,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1684,POINT (31.64611110000004 4.652500000000032),,,,,0,0,12306,Central Equatoria,Juba,,,,Lefureur,4.6525,31.6461111,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1685,POINT (31.906944400000043 4.657500000000027),,,,,0,0,12313,Central Equatoria,Juba,,,,Perichak,4.6575,31.9069444,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1686,POINT (31.567324600000063 4.659422600000028),,,,,0,0,1535,Central Equatoria,Juba,Juba,Rejaf,Kansuk,Luluwu,4.6594226,31.5673246,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1687,POINT (30.930000000000064 4.660000000000025),,,,,0,0,12230,Central Equatoria,Juba,,,,Toboya,4.66,30.93,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1688,POINT (30.96880310000006 4.663381400000048),,,,,0,0,1342,Central Equatoria,Juba,Juba,Wonduruba,Katigiri,Takimur,4.6633814,30.9688031,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1689,POINT (31.395907900000054 4.66503890000007),,,,,0,0,1551,Central Equatoria,Juba,Juba,Bungu,Bele,Bele,4.6650389,31.3959079,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1690,POINT (30.88333330000006 4.666666700000064),,,,,0,0,12189,Central Equatoria,Juba,,,,Luli,4.6666667,30.8833333,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1691,POINT (32.16667000000007 4.666670000000067),,,,,0,0,12344,Central Equatoria,Juba,,,,Lowoi,4.66667,32.16667,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1692,POINT (30.918831500000067 4.67209500000007),,,,,0,0,1339,Central Equatoria,Juba,Juba,Wonduruba,Katigiri,Towongu,4.672095,30.9188315,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1693,POINT (31.58829030000004 4.672940600000061),,,,,0,0,1533,Central Equatoria,Juba,Juba,Rejaf,Logo East,Nyori Island,4.6729406,31.5882903,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1694,POINT (32.03457800000007 4.678271400000028),,,,,0,0,1487,Central Equatoria,Juba,Juba,Lirya,Lyangari,Lyangari,4.6782714,32.034578,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1695,POINT (30.550000000000068 4.680000000000064),,,,,0,0,14364,Central Equatoria,Yei,,,,Njada,4.68,30.55,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1696,POINT (31.690000000000055 4.680000000000064),,,,,0,0,12330,Central Equatoria,Juba,,,,Likiberi,4.68,31.69,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1697,POINT (32.03000000000003 4.680000000000064),,,,,0,0,12329,Central Equatoria,Juba,,,,Ilangari,4.68,32.03,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1698,POINT (32.18182000000007 4.681820000000073),,,,,0,0,12347,Central Equatoria,Juba,,,,Omio,4.68182,32.18182,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1699,POINT (31.400000000000034 4.682730000000049),,,,,0,0,12249,Central Equatoria,Juba,,,,Bungu,4.68273,31.4,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1700,POINT (31.300000000000068 4.683333300000072),,,,,0,0,12199,Central Equatoria,Juba,,,,Papua,4.6833333,31.3,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1701,POINT (31.857742100000053 4.68604920000007),,,,,0,0,1402,Central Equatoria,Juba,Juba,Lokiliri,Jaliete-Ku'duwo,Jaliet-Kudow,4.6860492,31.8577421,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1702,POINT (31.380000000000052 4.690000000000055),,,,,0,0,12231,Central Equatoria,Juba,,,,Dikala,4.69,31.38,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1703,POINT (31.440000000000055 4.690000000000055),,,,,0,0,12232,Central Equatoria,Juba,,,,Mimakimi,4.69,31.44,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1704,POINT (30.933726000000036 4.690555400000051),,,,,0,0,1340,Central Equatoria,Juba,Juba,Wonduruba,Katigiri,Bonga,4.6905554,30.933726,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1705,POINT (31.962941400000034 4.692183000000057),,,,,0,0,1486,Central Equatoria,Juba,Juba,Lirya,Ngulere,Ngulere,4.692183,31.9629414,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1706,POINT (31.59390920000004 4.698320300000034),,,,,0,0,1532,Central Equatoria,Juba,Juba,Rejaf,Logo East,Logo Mononyik,4.6983203,31.5939092,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1707,POINT (31.52000000000004 4.7000000000000455),,,,,0,0,12331,Central Equatoria,Juba,,,,Songola,4.7,31.52,Village,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
southernsudan_settlements_imwg_merged_agr.1708,POINT (31.918206300000065 4.70112752700004),,,,,0,0,9615,Central Equatoria,Juba,Juba,,,Ngangala,4.70112753,31.9182063,Administrative Centres,0,0,0,,,,,,,0,0,,,,,0,,,0,0,,0,0,0,,,,0,0,,,,0,,0,0,0
