"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHL","PISAREAD","GIRL","MEANSCORE","A","2000",421,
"CHL","PISAREAD","GIRL","MEANSCORE","A","2006",451,
"CHL","PISAREAD","GIRL","MEANSCORE","A","2009",461,
"CHL","PISAREAD","GIRL","MEANSCORE","A","2012",452.371,
"CHL","PISAREAD","GIRL","MEANSCORE","A","2015",465,
"CHL","PISAREAD","GIRL","MEANSCORE","A","2018",462,
"EST","PISAREAD","BOY","MEANSCORE","A","2006",478,
"EST","PISAREAD","BOY","MEANSCORE","A","2009",480,
"EST","PISAREAD","BOY","MEANSCORE","A","2012",494.319,
"EST","PISAREAD","BOY","MEANSCORE","A","2015",505,
"EST","PISAREAD","BOY","MEANSCORE","A","2018",508,
"EST","PISAREAD","GIRL","MEANSCORE","A","2006",524,
"EST","PISAREAD","GIRL","MEANSCORE","A","2009",524,
"EST","PISAREAD","GIRL","MEANSCORE","A","2012",537.833,
"EST","PISAREAD","GIRL","MEANSCORE","A","2015",533,
"EST","PISAREAD","GIRL","MEANSCORE","A","2018",538,
"IDN","PISAREAD","BOY","MEANSCORE","A","2000",360,
"IDN","PISAREAD","BOY","MEANSCORE","A","2003",369,
"IDN","PISAREAD","BOY","MEANSCORE","A","2006",384,
"IDN","PISAREAD","BOY","MEANSCORE","A","2009",383,
"IDN","PISAREAD","BOY","MEANSCORE","A","2012",382.254,
"IDN","PISAREAD","BOY","MEANSCORE","A","2015",386,
"IDN","PISAREAD","BOY","MEANSCORE","A","2018",358,
"IDN","PISAREAD","GIRL","MEANSCORE","A","2000",380,
"IDN","PISAREAD","GIRL","MEANSCORE","A","2003",394,
"IDN","PISAREAD","GIRL","MEANSCORE","A","2006",402,
"IDN","PISAREAD","GIRL","MEANSCORE","A","2009",420,
"IDN","PISAREAD","GIRL","MEANSCORE","A","2012",410.408,
"IDN","PISAREAD","GIRL","MEANSCORE","A","2015",409,
"IDN","PISAREAD","GIRL","MEANSCORE","A","2018",383,
"ISR","PISAREAD","BOY","MEANSCORE","A","2000",444,
"ISR","PISAREAD","BOY","MEANSCORE","A","2006",417,
"ISR","PISAREAD","BOY","MEANSCORE","A","2009",452,
"ISR","PISAREAD","BOY","MEANSCORE","A","2012",463.46,
"ISR","PISAREAD","BOY","MEANSCORE","A","2015",467,
"ISR","PISAREAD","BOY","MEANSCORE","A","2018",445,
"ISR","PISAREAD","GIRL","MEANSCORE","A","2000",459,
"ISR","PISAREAD","GIRL","MEANSCORE","A","2006",460,
"ISR","PISAREAD","GIRL","MEANSCORE","A","2009",495,
"ISR","PISAREAD","GIRL","MEANSCORE","A","2012",507.451,
"ISR","PISAREAD","GIRL","MEANSCORE","A","2015",490,
"ISR","PISAREAD","GIRL","MEANSCORE","A","2018",493,
"RUS","PISAREAD","BOY","MEANSCORE","A","2000",443,
"RUS","PISAREAD","BOY","MEANSCORE","A","2003",428,
"RUS","PISAREAD","BOY","MEANSCORE","A","2009",437,
"RUS","PISAREAD","BOY","MEANSCORE","A","2012",455.147,
"RUS","PISAREAD","BOY","MEANSCORE","A","2015",481,
"RUS","PISAREAD","BOY","MEANSCORE","A","2018",466,
"RUS","PISAREAD","GIRL","MEANSCORE","A","2000",481,
"RUS","PISAREAD","GIRL","MEANSCORE","A","2003",456,
"RUS","PISAREAD","GIRL","MEANSCORE","A","2009",482,
"RUS","PISAREAD","GIRL","MEANSCORE","A","2012",495.144,
"RUS","PISAREAD","GIRL","MEANSCORE","A","2015",507,
"RUS","PISAREAD","GIRL","MEANSCORE","A","2018",491,
"SVN","PISAREAD","BOY","MEANSCORE","A","2006",467,
"SVN","PISAREAD","BOY","MEANSCORE","A","2009",456,
"SVN","PISAREAD","BOY","MEANSCORE","A","2012",454.466,
"SVN","PISAREAD","BOY","MEANSCORE","A","2015",484,
"SVN","PISAREAD","BOY","MEANSCORE","A","2018",475,
"SVN","PISAREAD","GIRL","MEANSCORE","A","2006",521,
"SVN","PISAREAD","GIRL","MEANSCORE","A","2009",511,
"SVN","PISAREAD","GIRL","MEANSCORE","A","2012",510.15,
"SVN","PISAREAD","GIRL","MEANSCORE","A","2015",528,
"SVN","PISAREAD","GIRL","MEANSCORE","A","2018",517,
"OAVG","PISAREAD","BOY","MEANSCORE","A","2000",479.552,
"OAVG","PISAREAD","BOY","MEANSCORE","A","2003",477.033,
"OAVG","PISAREAD","BOY","MEANSCORE","A","2006",470.061,
"OAVG","PISAREAD","BOY","MEANSCORE","A","2009",474.088,
"OAVG","PISAREAD","BOY","MEANSCORE","A","2012",477.832,
"OAVG","PISAREAD","BOY","MEANSCORE","A","2015",479,
"OAVG","PISAREAD","BOY","MEANSCORE","A","2018",472,
"OAVG","PISAREAD","GIRL","MEANSCORE","A","2000",510.828,
"OAVG","PISAREAD","GIRL","MEANSCORE","A","2003",511.667,
"OAVG","PISAREAD","GIRL","MEANSCORE","A","2006",508.576,
"OAVG","PISAREAD","GIRL","MEANSCORE","A","2009",513.235,
"OAVG","PISAREAD","GIRL","MEANSCORE","A","2012",515.427,
"OAVG","PISAREAD","GIRL","MEANSCORE","A","2015",506,
"OAVG","PISAREAD","GIRL","MEANSCORE","A","2018",502,
"LVA","PISAREAD","BOY","MEANSCORE","A","2015",467,
"LVA","PISAREAD","BOY","MEANSCORE","A","2018",462,
"LVA","PISAREAD","GIRL","MEANSCORE","A","2015",509,
"LVA","PISAREAD","GIRL","MEANSCORE","A","2018",495,
"SGP","PISAREAD","BOY","MEANSCORE","A","2015",525,
"SGP","PISAREAD","GIRL","MEANSCORE","A","2015",546,
"COL","PISAREAD","BOY","MEANSCORE","A","2015",417,
"COL","PISAREAD","BOY","MEANSCORE","A","2018",407,
"COL","PISAREAD","GIRL","MEANSCORE","A","2015",432,
"COL","PISAREAD","GIRL","MEANSCORE","A","2018",417,
"HKG","PISAREAD","BOY","MEANSCORE","A","2015",513,
"HKG","PISAREAD","GIRL","MEANSCORE","A","2015",541,
"PER","PISAREAD","BOY","MEANSCORE","A","2015",394,
"PER","PISAREAD","GIRL","MEANSCORE","A","2015",401,
"TWN","PISAREAD","BOY","MEANSCORE","A","2015",485,
"TWN","PISAREAD","GIRL","MEANSCORE","A","2015",510,
"MAC","PISAREAD","BOY","MEANSCORE","A","2015",493,
"MAC","PISAREAD","GIRL","MEANSCORE","A","2015",525,
"CRI","PISAREAD","BOY","MEANSCORE","A","2018",419,
"CRI","PISAREAD","GIRL","MEANSCORE","A","2018",434,
"LTU","PISAREAD","BOY","MEANSCORE","A","2018",457,
"LTU","PISAREAD","GIRL","MEANSCORE","A","2018",496,
