Country killed,Country killed (group),Coverage,Date,Date 1 New,Date1,Date2,Freelance,Impunity for murder,Job,Local Foreign,Medium,Name,Nationality,Number,Organization,Point,Sex,Source fire,Taken captive,Threatened,Tortured,Type,Type (group),Type death,Type death (group),Type death (group) 1,Year,Number of Records,X,Y
India,India,,"february 12, 2013",2/12/2013,"february 12, 2013",,Unknown,,,Unknown,,Nemi Chand Jain,India,54,Freelance,54,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2013,1,-49.358638358,-10.581665601
India,India,,"april 27, 2013",4/27/2013,"april 27, 2013",,Unknown,,,Unknown,,Jitendra Singh,India,55,Prabhat Khabhar,55,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2013,1,-46.724001992,-20.267959174
India,India,"Culture, Politics","august 20, 2013",8/20/2013,"august 20, 2013",,No,Yes,Editor,Local,Print,Narendra Dabholkar,India,56,Sadhana,56,Male,Unknown Fire,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2013,1,-42.239262022,-29.247895765
India,India,"Corruption, Crime, Politics","august 23, 2013",8/23/2013,"august 23, 2013",,No,Yes,Print Reporter,Local,Print,Rakesh Sharma,India,57,Aaj,57,Male,Criminal Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2013,1,-36.092987450,-37.182786383
India,India,"Crime, Politics","september  7, 2013",9/7/2013,"september  7, 2013",,No,,"Broadcast, Camera Operator",Local,Television,Rajesh Verma,India,58,IBN 7,58,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2013,1,-28.531579298,-43.782161683
India,India,"Corruption, Culture, Politics","december  6, 2013",12/6/2013,"december  6, 2013",,No,Yes,Print Reporter,Local,Print,Sai Reddy,India,59,Deshbandhu,59,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2013,1,-19.847675584,-48.812504611
India,India,"Corruption, Crime, Human Rights","may 27, 2014",5/27/2014,"may 27, 2014",,No,Yes,"Broadcast, Print Reporter",Local,"Print, Television",Tarun Kumar Acharya,India,60,"Kanak TV, Sambad",60,Male,Local Residents,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2014,1,-10.367546158,-52.103395664
India,India,Corruption,"november 26, 2014",11/26/2014,"november 26, 2014",,No,Yes,Print Reporter,Local,Print,MVN Shankar,India,61,Andhra Prabha,61,Male,Criminal Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2014,1,-0.438004214,-53.551041203
India,India,"Corruption, Crime, Politics","june  8, 2015",6/8/2015,"june  8, 2015",,Yes,Yes,Internet Reporter,Local,"Print, Internet",Jagendra Singh,India,62,Freelance,62,Male,Government Officials,No,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2015,1,9.586668397,-53.119250213
India,India,,"july  4, 2015",7/4/2015,"july  4, 2015",,Unknown,,,Unknown,,Akshay Singh,India,63,Aaj Tak,63,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2015,1,19.357328817,-50.838007862
India,India,,"october  3, 2015",10/3/2015,"october  3, 2015",,Unknown,,,Unknown,,Hemant Yadav,Unknown,64,TV24,64,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2015,1,28.541715443,-46.799863599
India,India,"Corruption, Crime, Politics","february 13, 2016",2/13/2016,"february 13, 2016",,No,Yes,Print Reporter,Local,Print,Karun Misra,Indian,65,Jansandesh Times,65,Male,"Criminal Group, Local Residents",No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2016,1,36.834989310,-41.154406729
India,India,,"may 12, 2016",5/12/2016,"may 12, 2016",,Unknown,,,Unknown,,Akhilesh Pratap,Indian,66,Taaza TV,66,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2016,1,43.968806860,-34.101143047
India,India,"Corruption, Crime, Politics","may 13, 2016",5/13/2016,"may 13, 2016",,No,Yes,Print Reporter,Local,Print,Rajdev Ranjan,Indian,67,Hindustan,67,Male,Criminal Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2016,1,49.718726322,-25.881112643
India,India,,"august 22, 2016",8/22/2016,"august 22, 2016",,Unknown,,,Unknown,,Kishore Dave,Indian,68,Jai Hind,68,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2016,1,53.909819535,-16.767601973
India,India,,"june 19 or 20, 2015",,"june 19 or 20, 2015",,Unknown,,,Unknown,,Sandeep Kothari,India,69,Freelance,69,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2015,1,56.420428189,-7.056303914
Indonesia,Indonesia,"Corruption, Politics","august 16, 1996",8/16/1996,"august 16, 1996",,No,Yes,Print Reporter,Local,Print,Fuad Muhammad Syafruddin,Indonesia,1,Bernas,1,Male,Government Officials,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,1996,1,-3.090169944,-9.510565163
Indonesia,Indonesia,Corruption,"june 11, 1997",6/11/1997,"june 11, 1997",,No,Yes,Print Reporter,Local,Print,Muhammad Sayuti Bochari,Indonesia,2,Pos Makasar,2,Male,Government Officials,No,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,1997,1,7.773190463,-9.498410343
Indonesia,Indonesia,Corruption,"july 25, 1997",7/25/1997,"july 25, 1997",,No,Yes,Print Reporter,Local,Print,Naimullah,Indonesia,3,Sinar Pagi,3,Male,Government Officials,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1997,1,14.091306992,-0.990859251
Indonesia,Indonesia,War,"december 29, 2003",12/29/2003,"december 29, 2003",,No,,Broadcast,Local,Television,Ersa Siregar,Indonesia,4,Rajawali Citra Televisi,4,Male,Military Officials,Yes,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,12.642991314,9.368294483
Indonesia,Indonesia,Corruption,"april 29, 2006",4/29/2006,"april 29, 2006",,No,Yes,Print Reporter,Local,Print,Herliyanto,Indonesia,5,Radar Surabaya and Jimber News Visioner,5,Male,Government Officials,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2006,1,5.037593584,16.425388861
Indonesia,Indonesia,"Corruption, Politics","february 11, 2009",2/11/2009,"february 11, 2009",,No,No,Print Reporter,Local,Print,Anak Agung Prabangsa,Indonesian,6,Radar Bali,6,Male,Government Officials,Yes,Yes,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2009,1,-5.193030175,17.760275011
Indonesia,Indonesia,"Business, Corruption, Politics","july 30, 2010",7/30/2010,"july 30, 2010",,No,Yes,Broadcast,Local,Television,Ardiansyah Matra'is,Indonesia,7,Merauke TV,7,Male,Unknown Fire,Yes,Yes,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2010,1,-14.493130968,13.391292603
Indonesia,Indonesia,Culture,"august 21, 2010",8/21/2010,"august 21, 2010",,Yes,Yes,Broadcast,Local,Television,Ridwan Salamun,Indonesia,8,Sun TV,8,Male,Mob Violence,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2010,1,-20.290584026,4.946738521
Indonesia,Indonesia,Crime,"december 17, 2010",12/17/2010,"december 17, 2010",,No,Yes,Editor,Local,Print,Alfrets Mirulewan,Indonesia,9,Pelangi Weekly,9,Male,Criminal Group,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2010,1,-21.345366462,-5.216451179
Indonesia,Indonesia,"Culture, Human Rights, Politics","april  8, 2012",4/8/2012,"april  8, 2012",,No,,Print Reporter,Local,"Print, Internet",Leiron Kogoya,Indonesia,10,Papua Pos Nabire and Pasifik Pos Dail,10,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2012,1,-17.674835018,-14.730231596
Iran,Iran,"Business, Culture, Human Rights, Politics","february 22, 1997",2/22/1997,"february 22, 1997",,No,Yes,Publisher,Local,Print,Ebrahim Zalzadeh,Iran,1,Mayar,1,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1997,1,-3.090169944,-9.510565163
Iran,Iran,,"november 24, 1998",11/24/1998,"november 24, 1998",,Unknown,,,Unknown,,Majid Sharif,Unknown,2,Iran-e-Farda,2,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,1998,1,7.773190463,-9.498410343
Iran,Iran,Human Rights,"july 10, 2003",7/10/2003,"july 10, 2003",,Yes,Yes,Photographer,Foreign,Print,Zahra Kazemi,Canada,3,freelance,3,Female,Government Officials,Yes,No,Yes,Motive Confirmed,Other,Murder,Murder,Murder,2003,1,14.091306992,-0.990859251
Iran,Iran,"Culture, Politics","march 18, 2009",3/18/2009,"march 18, 2009",,Yes,,Internet Reporter,Local,Internet,Omidreza Mirsayafi,Iran,4,Rooznegar,4,Male,Government Officials,Unknown,,Unknown,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2009,1,12.642991314,9.368294483
Iran,Iran,"Corruption, Human Rights, Politics","november  3, 2012",11/3/2012,"november  3, 2012",,Yes,,Internet Reporter,Local,Internet,Sattar Beheshti,Iran,5,Freelance,5,Male,Government Officials,Yes,Yes,Yes,Motive Confirmed,Other,Dangerous Assignment,Dangerous Assignment,Dangerous Assignment,2012,1,5.037593584,16.425388861
Iraq,Iraq,War,"april  3, 1994",4/3/1994,"april  3, 1994",,Yes,Yes,Print Reporter,Foreign,Print,Lissy Schmidt,Germany,1,"Agence France-Presse, Frankfurter Rundschau, Der Tagesspiegel",1,Female,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,1994,1,-3.090169944,-9.510565163
Iraq,Iraq,War,"march 22, 2003",3/22/2003,"march 22, 2003",,Yes,,Camera Operator,Foreign,Television,Paul Moran,Australia,2,freelance,2,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,7.773190463,-9.498410343
Iraq,Iraq,War,"march 22, 2003",3/22/2003,"march 22, 2003",,No,,Broadcast,Foreign,Television,Terry Lloyd,United Kingdom,3,ITV News,3,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,14.091306992,-0.990859251
Iraq,Iraq,,"march 22, 2003",3/22/2003,"march 22, 2003",,Unknown,,,Unknown,,Hussein Othman,Iraq,4,ITV News,4,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2003,1,12.642991314,9.368294483
Iraq,Iraq,War,"april  2, 2003",4/2/2003,"april  2, 2003",,Yes,,Camera Operator,Foreign,Television,Kaveh Golestan,Iran,5,freelance,5,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,5.037593584,16.425388861
Iraq,Iraq,War,"april  3, 2003",4/3/2003,"april  3, 2003",,No,,"Columnist, Editor",Foreign,Print,Michael Kelly,United States,6,Atlantic Monthly and The Washington Post,6,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,-5.193030175,17.760275011
Iraq,Iraq,,"april  6, 2003",4/6/2003,"april  6, 2003",,Unknown,,,Unknown,,Kamaran Abdurazaq Muhamed,Iraqi,7,BBC,7,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2003,1,-14.493130968,13.391292603
Iraq,Iraq,War,"april  7, 2003",4/7/2003,"april  7, 2003",,No,,Print Reporter,Foreign,Print,Christian Liebig,Germany,8,Focus,8,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,-20.290584026,4.946738521
Iraq,Iraq,War,"april  7, 2003",4/7/2003,"april  7, 2003",,No,,Print Reporter,Foreign,Print,Julio Anguita Parrado,Spain,9,El Mundo,9,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,-21.345366462,-5.216451179
Iraq,Iraq,War,"april  8, 2003",4/8/2003,"april  8, 2003",,No,,Camera Operator,Local,Television,Taras Protsyuk,Iraq,10,Reuters,10,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,-17.674835018,-14.730231596
Iraq,Iraq,War,"april  8, 2003",4/8/2003,"april  8, 2003",,No,,Camera Operator,Foreign,Television,Jos̩ Couso,Spain,11,Telecinco,11,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,-10.251222035,-21.696573791
Iraq,Iraq,War,"april 8, 2003",4/8/2003,"april 8, 2003",,No,,Broadcast,Foreign,Television,Tareq Ayyoub,Jordan,12,Al-Jazeera,12,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,-0.615119571,-24.936340482
Iraq,Iraq,War,"july  5, 2003",7/5/2003,"july  5, 2003",,Yes,Yes,Camera Operator,Foreign,Television,Richard Wild,United Kingdom,13,freelance,13,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2003,1,9.499876598,-24.046943024
Iraq,Iraq,War,"july  6, 2003",7/6/2003,"july  6, 2003",,Yes,,Technician,Foreign,Television,Jeremy Little,Australia,14,NBC News,14,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,18.476275687,-19.322952385
Iraq,Iraq,War,"august 17, 2003",8/17/2003,"august 17, 2003",,No,,Camera Operator,Foreign,Television,Mazen Dana,Palestinian Territory,15,Reuters,15,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,25.030744782,-11.593410284
Iraq,Iraq,War,"august 25, 2003",8/25/2003,"august 25, 2003",,No,,Producer,Local,Television,Ahmad Kareem,Iraq,16,Kurdistan TV,16,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2003,1,28.337408412,-2.022082411
Iraq,Iraq,"Politics, War","october 28, 2003",10/28/2003,"october 28, 2003",,No,Yes,Editor,Local,Print,Ahmed Shawkat,Iraq,17,Bilah Ittijah,17,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2003,1,28.066078448,8.093584670
Iraq,Iraq,,"october 30, 2003",10/30/2003,"october 30, 2003",,Unknown,,,Unknown,,Nabil Hussein,Iraqi,18,Al-Arabiya,18,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2003,1,24.352408974,17.499993484
Iraq,Iraq,,"october 30, 2003",10/30/2003,"october 30, 2003",,Unknown,,,Unknown,,Alahin Hussein,Iraqi,19,Al-Arabiya,19,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2003,1,17.719803248,25.126596375
Iraq,Iraq,,"october 30, 2003",10/30/2003,"october 30, 2003",,Unknown,,,Unknown,,Ali Adnan,Iraqi,20,Al-Arabiya,20,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2003,1,8.972643657,30.180268647
Iraq,Iraq,,"october 30, 2003",10/30/2003,"october 30, 2003",,Unknown,,,Unknown,,Ramziya Moushee,Iraqi,21,Al-Arabiya,21,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2003,1,-0.921789809,32.194744074
Iraq,Iraq,,"october 30, 2003",10/30/2003,"october 30, 2003",,Unknown,,,Unknown,,Hassan Alwan,Iraqi,22,Al-Arabiya,22,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2003,1,-10.948614144,31.039495214
Iraq,Iraq,War,"january 27, 2004",1/27/2004,"january 27, 2004",,No,,Producer,Local,Television,Duraid Isa Mohammed,Iraq,23,CNN,23,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,-20.147423952,26.895236538
Iraq,Iraq,,"january 27, 2004",1/27/2004,"january 27, 2004",,Unknown,,,Unknown,,Yasser Khatab,Iraqi,24,CNN,24,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2004,1,-27.694347153,20.204608015
Iraq,Iraq,"Culture, Sports","february  1, 2004",2/1/2004,"february  1, 2004",,No,,Camera Operator,Local,Television,Haymin Mohamed Salih,Iraq,25,Qulan TV,25,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,-32.960527606,11.606868101
Iraq,Iraq,"Culture, Sports","february  1, 2004",2/1/2004,"february  1, 2004",,No,,Camera Operator,Local,Television,Safir Nader,Iraq,26,Qulan TV,26,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,-35.546225433,1.864887026
Iraq,Iraq,"Culture, Sports","february 1, 2004",2/1/2004,"february 1, 2004",,Yes,,Photographer,Local,Print,Abdel Sattar Abdel Karim,Iraq,27,Al Ta'akhy,27,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,-35.291866418,-8.208346658
Iraq,Iraq,Culture,"february 1, 2004",2/1/2004,"february 1, 2004",,Yes,,Camera Operator,Local,Television,Semko Karim Mohyideen,Iraq,28,freelance,28,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,-32.268908622,-17.817881811
Iraq,Iraq,"Culture, Sports","february 1, 2004",2/1/2004,"february 1, 2004",,Yes,,Camera Operator,Local,Television,Gharib Mohamed Salih,Iraq,29,Kurdistan TV,29,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,-26.754368755,-26.245312397
Iraq,Iraq,"Culture, Sports","february 1, 2004",2/1/2004,"february 1, 2004",,Yes,,Camera Operator,Local,Television,Ayoub Mohamed,Iraq,30,Kurdistan TV,30,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,-19.193333317,-32.894824837
Iraq,Iraq,,"march  5, 2004",3/5/2004,"march  5, 2004",,Unknown,,,Unknown,,Selwan Abdelghani Medhi al-Niem,Iraqi,31,Voice of America,31,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2004,1,-10.153855560,-37.325353384
Iraq,Iraq,War,"march 18, 2004",3/18/2004,"march 18, 2004",,No,,Camera Operator,Local,Television,Ali Abdel Aziz,Iraq,32,Al-Arabiya,32,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,-0.278399502,-39.268608437
Iraq,Iraq,War,"march 18, 2004",3/18/2004,"march 18, 2004",,No,Yes,Broadcast,Local,Television,Nadia Nasrat,Iraq,33,Iraq Media Network/Diyala TV,33,Female,Political Group,No,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2004,1,9.764475747,-38.633718307
Iraq,Iraq,,"march 18, 2004",3/18/2004,"march 18, 2004",,Unknown,,,Unknown,,Muhammad Ahmad Sarham,Iraqi,34,Iraq Media Network,34,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2004,1,19.325113473,-35.499965600
Iraq,Iraq,,"march 18, 2004",3/18/2004,"march 18, 2004",,Unknown,,,Unknown,,Najeed Rashid,Iraqi,35,Iraq Media Network,35,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2004,1,27.812053723,-30.099609654
Iraq,Iraq,War,"march 19, 2004",3/19/2004,"march 19, 2004",,No,,Broadcast,Foreign,Television,Ali al-Khatib,UAE,36,Al-Arabiya,36,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,34.723951730,-22.793083340
Iraq,Iraq,War,"march 26, 2004",3/26/2004,"march 26, 2004",,Yes,,Camera Operator,Local,Television,Burhan Mohamed Mazhour,Iraq,37,ABC,37,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,39.673133082,-14.038962004
Iraq,Iraq,,"march 26, 2004",3/26/2004,"march 26, 2004",,Unknown,,,Unknown,,Omar Kamal,Iraqi,38,Time,38,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2004,1,42.400422974,-4.361055065
Iraq,Iraq,War,"april 19, 2004",4/19/2004,"april 19, 2004",,No,,Broadcast,Local,Television,Asaad Kadhim,Iraq,39,Al-Iraqiya TV,39,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,42.781427537,5.685200264
Iraq,Iraq,,"april 19, 2004",4/19/2004,"april 19, 2004",,Unknown,,,Unknown,,Hussein Saleh,Iraqi,40,Al-Iraqiya  TV,40,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2004,1,40.824888079,15.545125986
Iraq,Iraq,War,"may  7, 2004",5/7/2004,"may  7, 2004",,No,,Broadcast,Foreign,Television,Waldemar Milewicz,Poland,41,TVP,41,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,36.664068466,24.694376741
Iraq,Iraq,War,"may 7, 2004",5/7/2004,"may 7, 2004",,No,,Broadcast,Local,Television,Mounir Bouamrane,Iraq,42,TVP,42,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,30.542372670,32.664461116
Iraq,Iraq,War,"may 21, 2004",5/21/2004,"may 21, 2004",,No,,Camera Operator,Local,Television,Rashid Hamid Wali,Iraq,43,Al-Jazeera,43,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,22.794529571,39.063337141
Iraq,Iraq,War,"may 27, 2004",5/27/2004,"may 27, 2004",,Yes,,Print Reporter,Foreign,Print,Shinsuke Hashida,Japan,44,freelance,44,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,13.824735035,43.590562599
Iraq,Iraq,War,"may 27, 2004",5/27/2004,"may 27, 2004",,Yes,,Print Reporter,Foreign,Print,Kotaro Ogawa,Japan,45,freelance,45,Male,Political Group,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,4.083118986,46.046809006
Iraq,Iraq,,"may 27, 2004",5/27/2004,"may 27, 2004",,Unknown,,,Unknown,,Mohamed Najmedin,Iraqi,46,freelance,46,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2004,1,-5.958178915,46.337839068
Iraq,Iraq,,"may 29, 2004",5/29/2004,"may 29, 2004",,Unknown,,,Unknown,,Mahmood Daoud,Iraqi,47,Al-Sabah al-Jedid,47,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2004,1,-15.828173602,44.473293387
Iraq,Iraq,,"may 29, 2004",5/29/2004,"may 29, 2004",,Unknown,,,Unknown,,Samya Abdel Jabar,Iraqi,48,Al-Sabah al-Jedid,48,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2004,1,-25.078454280,40.560829082
Iraq,Iraq,,"june  1, 2004",6/1/2004,"june  1, 2004",,Unknown,,,Unknown,,Sahar Saad Eddine al-Nuaimi,Unknown,49,freelance,49,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2004,1,-33.302063318,34.796299544
Iraq,Iraq,War,"august 15, 2004",8/15/2004,"august 15, 2004",,No,,Camera Operator,Local,Television,Mahmoud Hamid Abbas,Iraq,50,Zweites Deutsches Fernsehen,50,Male,Unknown Fire,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,-40.149237086,27.450761826
Iraq,Iraq,War,"august 26, 2004",8/26/2004,"august 26, 2004",,Yes,Yes,Print Reporter,Foreign,Print,Enzo Baldoni,Italy,51,freelance,51,Male,Political Group,Yes,No,No,Motive Confirmed,Other,Murder,Murder,Murder,2004,1,-45.339610499,18.855149395
Iraq,Iraq,,"august 28, 2004",8/28/2004,"august 28, 2004",,Unknown,,,Unknown,,Unidentified,Iraqi,52,Freelance,52,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2004,1,-48.670678017,9.383457496
Iraq,Iraq,,"september  2, 2004",9/2/2004,"september  2, 2004",,Unknown,,,Unknown,,Ismail Taher Mohsin,Iraqi,53,The Associated Press,53,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2004,1,-50.022479862,-0.564738198
Iraq,Iraq,War,"september 12, 2004",9/12/2004,"september 12, 2004",,No,,Broadcast,Local,Television,Mazen al-Tumeizi,Iraq,54,Al-Arabiya,54,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,-49.358638358,-10.581665601
Iraq,Iraq,,"october  7, 2004",10/7/2004,"october  7, 2004",,Unknown,,,Unknown,,Ahmed Jassem,Iraqi,55,Nineveh Television,55,,,Unknown,,Unknown,Media Workers,Other,,Unknown,Unknown,2004,1,-46.724001992,-20.267959174
Iraq,Iraq,"Culture, Politics, War","october 14, 2004",10/14/2004,"october 14, 2004",,No,Yes,Broadcast,Local,Television,Dina Mohammed Hassan,Iraq,56,Al-Hurriya,56,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2004,1,-42.239262022,-29.247895765
Iraq,Iraq,War,"october 14, 2004",10/14/2004,"october 14, 2004",,No,Yes,Photographer,Local,Print,Karam Hussein,Iraq,57,European Pressphoto Agency,57,Male,Political Group,No,Yes,No,Motive Confirmed,Other,Murder,Murder,Murder,2004,1,-36.092987450,-37.182786383
Iraq,Iraq,,"october 27, 2004",10/27/2004,"october 27, 2004",,Unknown,,,Unknown,,Liqaa Abdul Razzak,Unknown,58,Al-Sharqiya TV,58,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2004,1,-28.531579298,-43.782161683
Iraq,Iraq,War,"november  1, 2004",11/1/2004,"november  1, 2004",,Yes,,Camera Operator,Local,Television,Dhia Najim,Iraq,59,freelance,59,Male,Military Officials,No,No,No,Motive Confirmed,Other,Crossfire/Combat-Related,Crossfire/Combat-Related,Crossfire/Combat-Related,2004,1,-19.847675584,-48.812504611
Iraq,Iraq,,"february  9, 2005",2/9/2005,"february  9, 2005",,Unknown,,,Unknown,,Abdul-Hussein Khazal,Unknown,60,Al-Hurra,60,,,Unknown,,Unknown,Motive Unconfirmed,Motive Unconfirmed,,Unknown,Unknown,2005,1,-10.367546158,-52.103395664
