Actor1,Actor2,Admin1,Admin2,Admin3,Assoc Actor 1,Assoc Actor 2,Country,Event Date,Event Id Cnty,Event ID Irrespective,Event Id No Cnty,Event Type,Latitude,Location,Longitude,Notes,Region,Source,Source Scale,Year,"Annual Fatalities Per 100,000 Population","Events Per 100,000 Population",Fatalities,Geo Precision,Inter1,Inter2,Interaction,Iso,Latitude1,Long Name of Region,Longitude1,Name of Region for Title Sheet,Number of Records,Population,Rounded Latitude to 30min,Rounded Longitude to 30min,Short Name of Region,Time Precision
Military Forces of Syria (2000-),Civilians (Syria),Hama,As-Suqaylabiyah,Ziyara,,,Syria,5/4/2017,,35885,35885,Remote violence,35.5,Lower Amiqa,36.5,"Regime forces targeted Lower Amiqa in Hama governorate with artillery, killing 2 civilians, and injuring 2 more.",Middle East,WhiteHelmets: WhiteHelmets_https://www.facebook.com/SCD.Hama/posts/918818741487923,Other-Local,2017,0.206043227,0.103021613,2,1,1,7,17,760,35.5731,Middle East: Syria: Hama: As-Suqaylabiyah: Ziyara: Lower Amiqa,36.3923,Middle East: Syria: Hama: As-Suqaylabiyah: Ziyara: Lower Amiqa,1,768450.4,35.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Hama,Muhradah,Kafr Zeita,Military Forces of Syria (2000-) Syrian Arab Air Force,,Syria,6/4/2017,,5182,5182,Remote violence,35.5,Al-Latamna,36.5,"Regime forces artillery shelled and Syrian warplanes bombarded areas in Al-Latamna town in Hama province, killing a civilian. Another civilian died as a result of a drone attack.",Middle East,"SOHR; SHAM; SNHR: SOHR_http://www.syriahr.com/en/?p=64227; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-06-04-2017.html; SNHR_1575,1584",Other-Local,2017,0.206043227,0.103021613,2,1,1,7,17,760,35.3213,Middle East: Syria: Hama: Muhradah: Kafr Zeita: Al-Latamna,36.6204,Middle East: Syria: Hama: Muhradah: Kafr Zeita: Al-Latamna,1,768450.4,35.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Hama,Muhradah,Kafr Zeita,Military Forces of Syria (2000-) Syrian Arab Air Force; Military Forces of Russia,,Syria,3/5/2017,,25479,25479,Remote violence,35.5,Al-Latamna,36.5,"Russian warplanes launched several missile strikes on Al?Latamna city as the Syrian regime forces targeted with rockets and barrel bombs Al-Latamna city in Hama, which killed one child and one woman.",Middle East,"LiveUMap; SNHR: LiveUMap_https://syria.liveuamap.com/en/2017/3-may-helicopters-launched-new-attack-on-ltamenah-hama-this; YouTube_https://www.youtube.com/watch?v=JB2C8rrBXLc; LiveUMap_https://syria.liveuaLiveUMap_https://syria.liveuamap.com/en/2017/3-may-russian-warplanes-launched-several-airtosurface-missile; YouTube_https://www.youtube.com/watch?v=1pEuYSa0X2Emap.com/en/2017/3-may-noth-hama-close-call-with-mlrs-shelling-on-lataminah; LiveUMap_https://twitter.com/QalaatAlMudiq/status/859705028516466689; SNHR_2044,2055",Other-Local,2017,0.206043227,0.103021613,2,1,1,7,17,760,35.3213,Middle East: Syria: Hama: Muhradah: Kafr Zeita: Al-Latamna,36.6204,Middle East: Syria: Hama: Muhradah: Kafr Zeita: Al-Latamna,1,768450.4,35.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Hama,As-Suqaylabiyah,Madiq Castle,,,Syria,7/8/2017,,44092,44092,Remote violence,35.5,Kafr Nabutha,36.5,2 civilians were killed from the detonation of a regime-planted explosive device in Kafr Nabutha.,Middle East,"SNHR: SNHR_3059,3060",Other-Local,2017,0.206043227,0.103021613,2,1,1,7,17,760,35.4322,Middle East: Syria: Hama: As-Suqaylabiyah: Madiq Castle: Kafr Nabutha,36.4908,Middle East: Syria: Hama: As-Suqaylabiyah: Madiq Castle: Kafr Nabutha,1,768450.4,35.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Idleb,Al Ma'ra,Heish,,,Syria,1/11/2017,,15378,15378,Remote violence,35.5,Kafrsajna,36.5,One child and one man were killed in a the explosion of a previously un-exploded regime shell in Kafrsajna town in the southern countryside of Idleb as locals attempted to dismantle it.,Middle East,SOHR; SNHR: SOHR_http://www.syriahr.com/en/?p=77572; SNHR_4147,Other-Local,2017,0.206043227,0.103021613,2,1,1,7,17,760,35.5271,Middle East: Syria: Idleb: Al Ma'ra: Heish: Kafrsajna,36.5896,Middle East: Syria: Idleb: Al Ma'ra: Heish: Kafrsajna,1,768450.4,35.5,36.5,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Idleb,Idleb,Bennsh,,,Syria,10/1/2017,,43303,43303,Remote violence,36,Bennsh,36.5,"A Syrian warplane conducted an airstrike on Bennsh in eastern Idleb countryside, killing 1 civilian and wounding another who later succumbed to his wounds on 21 January 2017.",Middle East,"SNHR: SNHR_119,264",Other-Local,2017,0.288769199,0.1443846,2,1,1,7,17,760,35.9566,Middle East: Syria: Idleb: Idleb: Bennsh: Bennsh,36.7138,Middle East: Syria: Idleb: Idleb: Bennsh: Bennsh,1,548306.4,36,36.5,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Idleb,Idleb,Bennsh,,,Syria,10/2/2017,,23761,23761,Remote violence,36,Bennsh,36.5,"Syrian warplanes bombarded Bennsh town in Idleb with missiles, which killed 2 civilians.",Middle East,"LiveUMap; SNHR: LiveUmap_https://syria.liveuamap.com/en/2017/10-february-snhr-at-least-2-victims-died-in-syrian-government; LiveUmap_https://twitter.com/snhr/status/830089679735242753; SNHR_478,484",Other-Local,2017,0.288769199,0.1443846,2,1,1,7,17,760,35.9566,Middle East: Syria: Idleb: Idleb: Bennsh: Bennsh,36.7138,Middle East: Syria: Idleb: Idleb: Bennsh: Bennsh,1,548306.4,36,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,,Syria,9/3/2017,,3849,3849,Remote violence,36,Jisr-Ash-Shugur,36.5,"Regime forces shelled Jisr-Ash-Shugur in Idleb. Later it was reported that 2 civilians were killed due to the explosion of the regime's rockets, remnants of shelling, that went off in western Jisr-Ash-Shugur.",Middle East,"SOHR; SNHR: SOHR_http://www.syriahr.com/en/?p=62472; SNHR_939,941",Other-Local,2017,0.288769199,0.1443846,2,1,1,7,17,760,35.8143,Middle East: Syria: Idleb: Jisr-Ash-Shugur: Jisr-Ash-Shugur: Jisr-Ash-Shugur,36.3206,Middle East: Syria: Idleb: Jisr-Ash-Shugur: Jisr-Ash-Shugur: Jisr-Ash-Shugur,1,548306.4,36,36.5,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Idleb,Idleb,Abul Thohur,,,Syria,6/1/2017,,43281,43281,Remote violence,36,Baragethi,37,"A regime warplane conducted airstrikes on Baragethi in eastern Idleb countryside, killing 2 civilians.",Middle East,"SNHR: SNHR_55,61",Other-Local,2017,0.051977324,0.025988662,2,1,1,7,17,760,35.7613,Middle East: Syria: Idleb: Idleb: Abul Thohur: Baragethi,37.0414,Middle East: Syria: Idleb: Idleb: Abul Thohur: Baragethi,1,3046213,36,37,,1
Allied Syrian and/or Russian Forces,Civilians (Syria),Aleppo,Jebel Saman,Atareb,,,Syria,7/2/2017,,2311,2311,Remote violence,36,Urum al-Kubra,37,"Alleged regime or Russian warplanes targeted civilians in Urum Al-Kubra, killing two people.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=60467,Other-Local,2017,0.051977324,0.025988662,2,1,1,7,17,760,36.1482,Middle East: Syria: Aleppo: Jebel Saman: Atareb: Urum al-Kubra,36.9478,Middle East: Syria: Aleppo: Jebel Saman: Atareb: Urum al-Kubra,1,3046213,36,37,,1
Military Forces of Syria (2000-),Civilians (Syria),Aleppo,Jebel Saman,Daret Azza,,,Syria,6/3/2017,,43512,43512,Remote violence,36,Bishqatine,37,"Syrian regime forces shelled areas in Bishqatine, causing the death of two civilians.",Middle East,"SNHR: SNHR_884,893",Other-Local,2017,0.051977324,0.025988662,2,1,1,7,17,760,36.2021,Middle East: Syria: Aleppo: Jebel Saman: Daret Azza: Bishqatine,36.9936,Middle East: Syria: Aleppo: Jebel Saman: Daret Azza: Bishqatine,1,3046213,36,37,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Aleppo,Jebel Saman,Atareb,,,Syria,6/4/2017,,35909,35909,Remote violence,36,Kafr Naha,37,"Regime warplanes targeted the towns of Hur and Kafr Naha in Aleppo governorate with airstrikes, killing 3 civilians. The number of fatalities was split between Hur and Kafr Naha, with 1 allocated to Hur and 2 allocated to Kafr Naha.",Middle East,Undisclosed Source: Undisclosed Source,Other-Local,2017,0.051977324,0.025988662,2,1,1,7,17,760,36.1679,Middle East: Syria: Aleppo: Jebel Saman: Atareb: Kafr Naha,36.9845,Middle East: Syria: Aleppo: Jebel Saman: Atareb: Kafr Naha,1,3046213,36,37,,1
Military Forces of Syria (2000-),Civilians (Syria),Aleppo,Jebel Saman,Jebel Saman,,,Syria,11/12/2017,,44542,44542,Remote violence,36,Aleppo - Al-Layramoun,37,A shell from the remnants of the Syrian regime shelling on Al-Layramoun area of Aleppo province exploded and killed one man and one child.,Middle East,"SNHR: SNHR_4862,4868",Other-Local,2017,0.051977324,0.025988662,2,1,1,7,17,760,36.2409,Middle East: Syria: Aleppo: Jebel Saman: Jebel Saman: Aleppo - Al-Layramoun,37.1044,Middle East: Syria: Aleppo: Jebel Saman: Jebel Saman: Aleppo - Al-Layramoun,1,3046213,36,37,,1
Military Forces of Syria (2000-),Civilians (Syria),Aleppo,Jebel Saman,Haritan,,,Syria,10/7/2017,,44005,44005,Remote violence,36.5,Kafr Bssin,37,A cluster bomb from the remnants of Syrian regime shelling on Kafr Bssin village in Aleppo province exploded which killed two children.,Middle East,"SNHR: SNHR_2812,2813",Other-Local,2017,0.193245689,0.096622844,2,1,1,7,17,760,36.2707,Middle East: Syria: Aleppo: Jebel Saman: Haritan: Kafr Bssin,36.9996,Middle East: Syria: Aleppo: Jebel Saman: Haritan: Kafr Bssin,1,819340.4,36.5,37,,1
Military Forces of Syria (2000-),Civilians (Syria),Aleppo,Menbij,Maskana,Military Forces of Syria (2000-) Syrian Arab Air Force,,Syria,8/3/2017,,3784,3784,Remote violence,36,Maskana,38,"Syrian regime forces shelled areas in Maskana town in Aleppo province, amid the regime's aerial bombardment, killing two civilians.",Middle East,"SOHR; SNHR: SOHR_http://www.syriahr.com/en/?p=62456; SNHR_907,914",Other-Local,2017,1.260551769,0.630275885,2,1,1,7,17,760,35.9696,Middle East: Syria: Aleppo: Menbij: Maskana: Maskana,38.0284,Middle East: Syria: Aleppo: Menbij: Maskana: Maskana,1,125606.9,36,38,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Ar-Raqqa,Ath-Thawrah,Mansura,,,Syria,8/5/2017,,43797,43797,Remote violence,36,Debsi Faraj,38,"Syrian regime warplanes targeted with rockets Debsi Faraj village in Ar-Raqqa, which killed two men.",Middle East,"SNHR: SNHR_2124,2127",Other-Local,2017,1.260551769,0.630275885,2,1,1,7,17,760,35.8781,Middle East: Syria: Ar-Raqqa: Ath-Thawrah: Mansura: Debsi Faraj,38.1619,Middle East: Syria: Ar-Raqqa: Ath-Thawrah: Mansura: Debsi Faraj,1,125606.9,36,38,,1
Military Forces of Syria (2000-),Civilians (Syria),Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,,,Syria,6/1/2017,,43284,43284,Remote violence,36,Kisret Elsheikh Jomaa,39,"Military Forces of Syria shelled Kisret Elsheikh Jomaa just south of Ar-Raqqa city, killing 2 female civilians, a woman and a child.",Middle East,"SNHR: SNHR_51,54",Other-Local,2017,0.848480432,0.424240216,2,1,1,7,17,760,35.9062,Middle East: Syria: Ar-Raqqa: Ar-Raqqa: Ar-Raqqa: Kisret Elsheikh Jomaa,38.9643,Middle East: Syria: Ar-Raqqa: Ar-Raqqa: Ar-Raqqa: Kisret Elsheikh Jomaa,1,186608.9,36,39,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,,,Syria,10/1/2017,,43304,43304,Remote violence,35.5,Deir-ez-Zor,40,"A Syrian warplane conducted an airstrike on al-Halabiyeh roundabout in the northern sector of Deir-ez-Zor city, killing 2 male civilians.",Middle East,"SNHR: SNHR_101,132",Other-Local,2017,2.521189447,1.260594723,2,1,1,7,17,760,35.3319,Middle East: Syria: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor,40.1461,Middle East: Syria: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor,1,62801.31,35.5,40,,1
Military Forces of Syria (2000-),Civilians (Syria),Damascus,Damascus,Damascus,Allied Syrian and/or Russian Forces,,Syria,3/2/2017,,2023,2023,Remote violence,33.5,Damascus - Qaboun,36.5,"In addition to regime shelling of the area, Syrian or Russian warplanes targeted Qaboun neighborhood of Damascus with airstrikes, killing up to three people.",Middle East,SOHR; SNHR: SOHR_http://www.syriahr.com/en/?p=60305; SNHR_388,Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.5499,Middle East: Syria: Damascus: Damascus: Damascus: Damascus - Qaboun,36.3397,Middle East: Syria: Damascus: Damascus: Damascus: Damascus - Qaboun,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Rural Damascus,Duma,Duma,,,Syria,8/3/2017,,3775,3775,Remote violence,33.5,Duma,36.5,Syrian warplanes carried out 3 air raids on the city of Duma injuring 11 and killing 3 civilians.,Middle East,"SOHR; SHAM; LiveUMap; SNHR; WhiteHelmets; Undisclosed Source: SOHR_http://www.syriahr.com/en/?p=62439; SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%B9%D8%A7%D8%A1-08-03-2017.html; LiveUMap_https://syria.liveuamap.com/en/2017/8-march-syrian-civil-defense-react-to-civilian-casualties; LiveUMap_https://twitter.com/SCDrifdimashq/status/839451965499314177; SNHR_905,908,913; WhiteHelmets_https://goo.gl/8hUn5g; WhiteHelmets_https://youtu.be/0r2FJapfBYw; WhiteHelmets_https://goo.gl/Nvmwhu; Undisclosed Source",Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.5706,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,36.4046,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Rural Damascus,Duma,Duma,,,Syria,9/3/2017,,3830,3830,Remote violence,33.5,Duma,36.5,Syrian regime forces bombarded areas in the Eastern Ghouta; three people were killed.,Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=62469,Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.5706,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,36.4046,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Rural Damascus,Kafr Batna,Military Forces of Syria (2000-) Syrian Arab Air Force,,Syria,4/4/2017,,5129,5129,Remote violence,33.5,Kafr Batna,36.5,"Regime forces shelled Kafr Batna town in Rural Damascus with artillery, killing one child and injuring others. In addition, regime warplanes bombed the town, killing a child and another civilian, and injuring others. Total fatalities coded as 3.",Middle East,"SOHR; SNHR; Undisclosed Source: SOHR_http://www.syriahr.com/en/?p=64107; SNHR_1470,1482; Undisclosed Source",Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.5126,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Kafr Batna,36.3721,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Kafr Batna,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Duma,Military Forces of Syria (2000-) Syrian Arab Air Force,,Syria,4/4/2017,,5118,5118,Remote violence,33.5,Duma,36.5,"Regime forces shelled places in Duma city in the Eastern Ghouta causing material damage and injuring one person at least. Also regime warplanes bombarded areas in Duma with 11 airstrikes, killing 2 civilians and injuring as many as 28 others. Later it was reported that 1 civilian died due to wounds he sustained as a result of regime airstrike. Total fatalities coded as 3.",Middle East,SOHR; SHAM; WhiteHelmets; Undisclosed Source:  SOHR_http://www.syriahr.com/en/?p=64124; SOHR_http://www.syriahr.com/en/?p=64107; SOHR_http://www.syriahr.com/en/?p=64116; SOHR_http://www.syriahr.com/en/?p=64183; SOHR_http://www.syriahr.com/en/?p=64181; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-04-04-2017.html; SNHR_1644; WhiteHelmets_https://www.youtube.com/watch?v=dvUGEV8X4bA; WhiteHelmets_https://youtu.be/9ZKh4HgETUw; WhiteHelmets_https://youtu.be/iYBkUAyFpjY; Undisclosed Source,Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.5706,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,36.4046,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-) Syrian Arab Air Force,Civilians (Syria),Rural Damascus,Rural Damascus,Arbin,,,Syria,1/5/2017,,39932,39932,Remote violence,33.5,Hamouriya,36.5,Regime warplanes raided Hamouryeh in Eastern Ghouta. 3 People were killed in Hamouryeh.,Middle East,SHAM; LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/1-may-dead-and-wounded-among-civilians-amid-intense-raids ; twiiterlink_https://twitter.com/RadioAlKul/status/858989843669540864; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A5%D8%AB%D9%86%D9%8A%D9%86-01-05-2017.html,Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.5283,Middle East: Syria: Rural Damascus: Rural Damascus: Arbin: Hamouriya,36.3836,Middle East: Syria: Rural Damascus: Rural Damascus: Arbin: Hamouriya,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Duma,Military Forces of Syria (2000-) Syrian Arab Air Force,,Syria,3/7/2017,,8893,8893,Remote violence,33.5,Duma,36.5,"Escalated rocket and artillery shelling was conducted by the Syrian regime forces on Duma city in Eastern Ghota which caused the death of one man and injury of two men and one child. In addition, suspected regime warplanes carried out five strikes on the town, killing a child and a woman and wounding nine people.",Middle East,"SOHR; SHAM; WhiteHelmets: SOHR_http://www.syriahr.com/en/?p=69391; SOHR_http://www.syriahr.com/en/?p=69367; SOHR_http://www.syriahr.com/en/?p=69345; SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A5%D8%AB%D9%86%D9%8A%D9%86-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-03-07-2017.html; SNHR_2757,2758; WhiteHelmets_https://www.facebook.com/SCDrifdimashq/photos/a.960378900654086.1073741828.954981771193799/1776110285747606/?type=3; WhiteHelmets_https://www.youtube.com/watch?v=4yRN25_Lc-s&feature=youtu.be",Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.5706,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,36.4046,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Rural Damascus,Arbin,,,Syria,3/7/2017,,40459,40459,Remote violence,33.5,Arbin,36.5,"Heavy artillery shelling, suspected to be Syrian forces, hit Arbin city. Civilian fatalities and injuries were reported in Duma, Arbin, and Hezzeh. Unknown fatalities are coded 10 and divided 4/3/3 respectively.",Middle East,SHAM: SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A5%D8%AB%D9%86%D9%8A%D9%86-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-03-07-2017.html,Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.5388,Middle East: Syria: Rural Damascus: Rural Damascus: Arbin: Arbin,36.3653,Middle East: Syria: Rural Damascus: Rural Damascus: Arbin: Arbin,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Rural Damascus,Kafr Batna,,,Syria,3/7/2017,,37138,37138,Remote violence,33.5,Hezzeh,36.5,"Heavy artillery shelling, suspected to be Syrian forces, on Hezzeh town. Civilian fatalities and injuries were reported in Duma, Arbin, and Hezzeh. Unknown fatalities are coded 10 and divided 4/3/3 respectively.",Middle East,SHAM: SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A5%D8%AB%D9%86%D9%8A%D9%86-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-03-07-2017.html,Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.5186,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Hezzeh,36.3632,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Hezzeh,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Duma,Military Forces of Syria (2000-) Syrian Arab Air Force,,Syria,4/7/2017,,8948,8948,Remote violence,33.5,Duma,36.5,"One child and one female were killed and ten others were injured as a result of two regime airstrikes that targeted Duma city in Eastern Ghota. Also, regime forces shelled the city with heavy artillery, killing one man. Total number of fatalities coded as 3.",Middle East,SOHR; SHAM; SNHR; WhiteHelmets: SOHR_http://www.syriahr.com/en/?p=69415; SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-04-07-2017.html; SNHR_2766; WhiteHelmets_https://www.facebook.com/SCDrifdimashq/videos/1777407968951171/,Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.5706,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,36.4046,Middle East: Syria: Rural Damascus: Duma: Duma: Duma,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Rural Damascus,Arbin,,,Syria,10/8/2017,,10610,10610,Remote violence,33.5,Hamouriya,36.5,"Regime forces shelled the town of Hamouriya in the Eastern Ghota with artillery, killing between 2 to 3 civilians, including a child and a woman, and injuring 20 others. The town is under the control of Al-Rahman Corps. Later on the 18th of August, 1 civilian died from his injuries due to the shelling. Total fatalities coded as 3.",Middle East,"SOHR; SHAM; LiveUMap; SNHR; Undisclosed Source: SOHR_http://www.syriahr.com/en/?p=71669; LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/10-august-two-civilians-killed-including-a-child-20-injured; SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-10-08-2017.html; SNHR_3148,3089,3091; Undisclosed Source",Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.5283,Middle East: Syria: Rural Damascus: Rural Damascus: Arbin: Hamouriya,36.3836,Middle East: Syria: Rural Damascus: Rural Damascus: Arbin: Hamouriya,1,329997,33.5,36.5,,1
Military Forces of Syria (2000-),Civilians (Syria),Rural Damascus,Duma,Harasta,,,Syria,11/9/2017,,12437,12437,Remote violence,33.5,Modira,36.5,"On September 11 2017, Syrian regime forces shelled the town of Modira in Eastern Ghota, killing two civilians. On September 17, an additional civilian died due to injuries sustained on the day of the shelling.",Middle East,"SOHR; SNHR: SNHR_3444; SOHR_http://www.syriahr.com/en/?p=74040; SNHR_3351,3357",Other-Local,2017,0.719706543,0.239902181,3,1,1,7,17,760,33.545,Middle East: Syria: Rural Damascus: Duma: Harasta: Modira,36.3863,Middle East: Syria: Rural Damascus: Duma: Harasta: Modira,1,329997,33.5,36.5,,1
