id,unit,name,start,end,agency,acres,cause
KNP-0035,TULARE,HIDDEN,09-10-2008,09-30-2008,NP,3668,LIGHTNING
LPF-2754,MONTEREY,CHALK,09-25-2008,10-29-2008,USFS,16269,MISC.
MCP-08-2515,SAN DIEGO,ROBLAR,09-25-2008,09-29-2008,MIL,400,MISC.
STF-2458,TUOLUMNE,DOME ROCK,09-30-2008,11-15-2008,USFS,919,LIGHTNING
MCP-2640,SAN DIEGO,NOVEMBER,10-08-2008,10-09-2008,MIL,1400,HUMAN
LNU-8342,NAPA,DEER,10-10-2008,10-14-2008,CDF,300,EQUIP
ANF-3833,LOS ANGELES,MAREK,10-12-2008,10-16-2008,USFS,4824,MISC.
MRN-2428,MARIN,ANGEL,10-12-2008,10-14-2008,CDF/CC,303,UI
LAC-8231953,LOS ANGELES,SESNON,10-13-2008,10-18-2008,CDF/CC,14703,UI
MCP-2699,SAN DIEGO,JULIETT,10-13-2008,10-17-2008,MIL,4026,UI
YNP-764,MARIPOSA,WAWONA NW,10-14-2008,10-19-2008,NP,450,HUMAN
BTU-12764,BUTTE,LACKERMAN,10-23-2008,10-23-2008,CDF,1310,LIGHTNING
BTU-12769,BUTTE,LONG,10-23-2008,10-23-2008,CDF,420,LIGHTNING
SBC-9981,SANTA BARBARA,TEA INCIDENT,11-13-2008,11-17-2008,CDF/CC,1940,CAMPFIRE
LFD-1460,LOS ANGELES,SAYRE,11-14-2008,11-21-2008,CDF/CC,11262,MISC.
RRU-99962,RIVERSIDE,FREEWAY,11-15-2008,11-22-2008,CDF,30305,MISC.
BDU-1287,SAN BERNARDINO,FORT,02-05-2009,02-07-2009,CAL FIRE,945,DEBRIS
LPF-1479,SANTA BARBARA,JESUSITA,05-05-2009,05-20-2009,USFS,8733,UI
SCU-2013,STANISLAUS,MUSTANG,05-13-2009,05-16-2009,CAL FIRE,570,DEBRIS
JTP-7519,RIVERSIDE,LOST HORSE,05-24-2009,05-26-2009,NPS,450,HUMAN
RRU-046619,RIVERSIDE,OLIVER,05-27-2009,05-27-2009,CAL FIRE,500,OTHER
TUU-126,TULARE,TUU LIGHTNING COMPLEX,05-28-2009,05-31-2009,CAL FIRE,485,LIGHTNING
YNP-1510,MARIPOSA,GROUSE,05-30-2009,07-13-2009,USFS,3047,LIGHTNING
YNP-1659,TUOLUMNE,HARDEN,06-08-2009,07-11-2009,USFS,1661,LIGHTNING
SQF-2025,TULARE,SHOTGUN,06-17-2009,07-11-2009,USFS,900,LIGHTNING
SCU-2565,SAN JOAQUIN,EXPLOSIVE,06-19-2009,06-19-2009,CAL FIRE,2163,EQUIPMENT
KRN-18041,KERN,PARKWAY,06-22-2009,06-22-2009,CAL FIRE/C,690,EQUIPMENT
TCU-5820,CALAVERAS,ROCK,06-28-2009,06-28-2009,CAL FIRE,410,POWERLINE
LNU-4337,YOLO,RUMSEY,06-29-2009,07-02-2009,CAL FIRE,716,UNDETERMINED
SQF-2139,TULARE,LION COMPLEX,06-30-2009,08-21-2009,USFS,3988,LIGHTNING
SRF-1131,TRINITY/HUMBOLDT,BACKBONE,07-01-2009,07-24-2009,USFS,6324,LIGHTNING
MCP-091662,SAN DIEGO,YANKEE,07-11-2009,07-14-2009,MIL,2200,UI
LPF-2787,VENTURA,SULPHUR,07-11-2009,07-13-2009,USFS,350,UI
ANF-2787,LOS  ANGELES,OSITO,07-13-2009,07-14-2009,USFS,304,UI
NEU-14435,PLACER,MAMMOTH,07-16-2009,07-18-2009,CAL FIRE,650,UI
INF-885,INYO,FORK,07-18-2009,07-27-2009,USFS,3268,UI
KNF-4692,SISKIYOU,TENNANT,07-19-2009,07-27-2009,USFS,3225,UI
STF-2207,TUOLUMNE,KNIGHT,07-26-2009,08-11-2009,USFS,6130,UI
MMU-10699,MADERA,ASH,07-27-2009,07-29-2009,CAL FIRE,300,EQUIPMENT
YNP-2968,TUOLUMNE,WILDCAT,07-29-2009,08-31-2009,USFS/NPS,1100,LIGHTNING
LNF-3923,SHASTA,HAT CREEK COMPLEX,08-01-2009,08-12-2009,USFS,11269,LIGHTNING
NOD-3703,LASSEN,W-4,08-01-2009,08-07-2009,BLM,1500,LIGHTNING
LPF-2536,MONTEREY,PONDEROSA,08-01-2009,08-07-2009,USFS,458,UI
LNP-3883,SHASTA,FAIRFIELD,08-02-2009,08-21-2009,USFS,1664,LIGHTNING
LNF-3874,SHASTA,BROWN (H-31)(Part of HAT CR,08-02-2009,08-12-2009,USFS,1000,LIGHTNING
SHU-5629,SHASTA,CHALK (SHU COMPLEX),08-03-2009,08-16-2009,CAL FIRE,6895,LIGHTNING
SHU-5652,SHASTA,CASSEL (SHU COMPLEX),08-03-2009,08-14-2009,CAL FIRE,6319,LIGHTNING
SHU-5639,SHASTA,GOOSE (SHU COMPLEX),08-03-2009,08-17-2009,CAL FIRE,3918,LIGHTNING
SHU-5641,SHASTA,GOMEZ (SHU COMPLEX),08-03-2009,08-17-2009,CAL FIRE,404,LIGHTNING
LPF-2631,SANTA BARBARA,LA BREA,08-08-2009,08-23-2009,USFS,89489,HUMAN
CZU-7246,SANTA CRUZ,LOCKHEED,08-12-2009,08-23-2009,CAL FIRE,7817,UI
SHU-5969,TRINITY,COFFIN,08-12-2009,08-15-2009,CAL FIRE,1300,HUMAN
SCU-3410,SAN JOAQUIN,CORRAL,08-13-2009,08-16-2009,CAL FIRE,12200,OTHER
NEU-16856,YUBA,YUBA,08-14-2009,08-24-2009,CAL FIRE,3891,UNDETERMINED
PNF-782,PLUMAS,ELEPHANT,08-16-2009,08-21-2009,USFS,448,UI
KNF-5754,SISKIYOU,RED ROCK,08-21-2009,09-04-2009,USFS,1364,HUMAN
ANF-3616,LOS ANGELES,MORRIS,08-25-2009,09-03-2009,USFS,2168,UI
ANF-3622,LOS ANGELES,STATION,08-26-2009,10-16-2009,USFS,160577,HUMAN
YNP-3660,MARIPOSA,BIG MEADOWS,08-26-2009,09-10-2009,USFS,7425,HUMAN
BEU-2816,MONTEREY,BRYSON,08-26-2009,08-29-2009,CAL FIRE,3383,STRUCTURE (EX
MCP-2601,SAN DIEGO,RIDGE,08-26-2009,08-29-2009,MIL,500,UI
BEU-2830,MONTEREY,GLORIA,08-27-2009,09-01-2009,CAL FIRE,6437,EQUIPMENT
BDF-11598,RIVERSIDE,COTTONWOOD,08-27-2009,08-31-2009,USFS,2409,UI
LMU-4366,LASSEN,DAY,08-27-2009,08-30-2009,CAL FIRE,853,UNDETERMINED
SCU-3627,SANTA CLARA,PACHECO,08-29-2009,08-30-2009,CAL FIRE,1600,EQUIPMENT
BDU-9598,SAN BERNARDINO,OAK GLEN III,08-30-2009,09-08-2009,CAL FIRE,1159,HUMAN
NEU-18111,PLACER,FORTY NINE,08-30-2009,09-01-2009,CAL FIRE,311,ARSON
BDU-9640,SAN BERNARDINO,PENDLETON,08-31-2009,09-04-2009,MIL,860,HUMAN
LNU-6597,LAKE,OASIS,09-07-2009,09-12-2009,CAL FIRE,1500,OPEN/OUTDOORS
RRU-82718,RIVERSIDE,VAIL,09-19-2009,09-20-2009,CAL FIRE,398,EQUIPMENT
PNF-961,PLUMAS,SILVER,09-19-2009,09-21-2009,USFS,307,UI
VNC-54871,VENTURA,GUIBERSON,09-22-2009,10-01-2009,CALFIRE/CC,17500,UI
BDU-10682,SAN BERNARDINO,CRAFTON,09-23-2009,09-26-2009,CALFIRE,347,UNDETERMINED
SQF-3728,TULARE,POWER,09-27-2009,09-29-2009,USFS,326,UI
LNU-7321,YOLO,SIX (not in nfirs),10-01-2009,10-01-2009,LOCAL,1235,UI
AFV-3254,VANDENBURG AFB,HIGHWAY,10-01-2009,10-03-2009,MIL,617,HUMAN
BDF-13278,SAN BERNARDINO,SHEEP,10-03-2009,10-10-2009,USFS,7128,UI
HIA-0221,HUMBOLDT,MILL CREEK #4,10-07-2009,10-17-2009,BIA,2750,UI
CZU-9867,SANTA CRUZ,LOMA,10-25-2009,10-27-2009,CAL FIRE,485,UNDETERMINED
SLU-8148,SAN  LUIS OBISPO,HERNRICK VMP,11-14-2009,11-14-2009,CAL FIRE,600,DEBRIS
MNF-1745,GLENN,DOE,11-28-2009,11-29-2009,USFS,550,HUMAN
RRU-41963,RIVERSIDE,PEDLEY,05-12-2010,05-13-2010,CALFIRE,850,UI
CND-1112,SAN LUIS OBISPO,COTTON,05-15-2010,05-17-2010,USFS,2044,UI
KRN-1013254,KERN,METZEN,05-15-2010,05-15-2010,CALFIRE/CC,360,OTHER
RRU-044545,RIVERSIDE,MCKINLEY,05-20-2010,05-22-2010,CALFIRE,1000,HUMAN
TUU-0000098,TULARE,BALE,06-04-2010,06-04-2010,CALFIRE,485,EQUIPMENT
MMU-007933,MERCED,CHILDS,06-05-2010,06-05-2010,CALFIRE,462,HUMAN
FKU-0006047,FRESNO,WHITES,06-07-2010,06-07-2010,CALFIRE,350,EQUIPMENT
SCU-002282,STANISLAUS,STUHR,06-08-2010,06-10-2010,CALFIRE,586,EQUIPMENT
MMU-008291,MERCED,ROBINSON,06-11-2010,06-12-2010,CALFIRE,1600,UI
SCU-002461,ALAMEDA,DIABLO,06-18-2010,06-19-2010,CALFIRE,475,
BTU-0007746,BUTTE,PALERMO,07-04-2010,07-05-2010,CALFIRE,900,MISUSE OF FIRE
SBC-006024,SANTA BARBARA,166,07-12-2010,07-12-2010,CALFIRE/CC,350,UNDETERMINE
MCP-2054,SAN DIEGO,ALISO,07-13-2010,07-15-2010,MILITARY/USFS,3225,
RRU-062442,RIVERSIDE,CACTUS,07-15-2010,07-18-2010,CALFIRE,720,LIGHTNING
CND-2466,KERN,BODFISH,07-15-2010,07-18-2010,USFS,552,LIGHTNING
RRU-062475,RIVERSIDE,SKINNER,07-15-2010,07-18-2010,CALFIRE,503,LIGHTNING
KNP-0039,FRESNO,SHEEP,07-16-2010,07-16-2010,NPS,8967,LIGHTNING
CDD-11051,KERN,SAND 2,07-16-2010,07-22-2010,USFS,1254,LIGHTNING
CDD-11175,KERN,INDIAN,07-18-2010,07-24-2010,USFS,1822,LIGHTNING
OVD-903,MONO,PATATO,07-24-2010,07-27-2010,USFS,686,
YNP-2777,TUOLUMME,SLOPE,07-25-2010,07-25-2010,NPS,1711,LIGHTNING
SQF--2701,KERN,BULL,07-26-2010,08-10-2010,USFS,16442,HUMAN
INF-934,MONO,MONO,07-26-2010,07-29-2010,USFS,1205,LIGHTNING
NOD-3688,LASSEN,MCDONALD,07-27-2010,08-10-2010,USFS,9408,LIGHTNING
KRN-21461,KERN,WEST,07-27-2010,08-06-2010,CALFIRE,1650,EQUIPMENT
LAC-1016920,LOS ANGELES,CROWN,07-29-2010,08-03-2010,CALFIRE/CC,14000,UNDETERMINED
ANF-3201,LOS ANGELES,BRIGGS,07-29-2010,07-30-2010,USFS,510,UI
PNF-0700,PLUMAS,BAR,07-31-2010,08-10-2010,USFS,1040,UI
KNF-5561,SISKIYOU,DUTCH,07-31-2010,08-04-2010,USFS,371,UI
SNF-1497,MADERA,BUCKHORN,08-07-2010,08-07-2010,USFS,466,LIGHTNING
YNP-3213,TUOLUMME,VERNON,08-08-2010,08-08-2010,NPS,909,LIGHTNING
STF-2269,TUOLUMME,PINECREST,08-09-2010,10-15-2010,USFS,799,LIGHTNING
TUU-0320,TULARE,STOKES 2,08-17-2010,08-18-2010,CALFIRE,879,HUMAN
NEU-0017796,PLACER,BASELINE,08-20-2010,08-21-2010,CALFIRE,434,UNDETERMINE
SLU-6481,SAN LUIS OBISPO,POZO,08-21-2010,08-22-2010,CALFIRE,1200,UNDETERMINE
MVU-9309,SAN DIEGO,MONTE,08-21-2010,08-23-2010,CAL FIRE,929,UI
LNU-6365,LAKE,INDIAN,08-24-2010,08-26-2010,CALFIRE,450,UNDETERMINE
SCU-3525,CONTRA COSTA,CURRY,08-24-2010,08-31-2010,CALFIRE/CC,375,OTHER
KRN-24500,KERN,POST,08-25-2010,08-28-2010,CALFIRE/CC,1312,UNDETERMINE
NEU-18316,NEVADA,BULLARDS,08-27-2010,09-13-2010,CALFIRE,1500,OTHER
TNF-1579,YUBA,BULLARD,08-27-2010,08-31-2010,USFS,1307,HUMAN
MVU-9767,SAN DIEGO,COWBOY,09-02-2010,09-07-2010,CAL FIRE,827,UI
STF-35641,KERN,CANYON,09-12-2010,09-19-2010,USFS,9820,HUMAN
BDU-002312,INYO,WINTERTON,03-09-2011,03-09-2011,CALFIRE,395,DEBRIS
BDU-002915,INYO,CENTER,03-18-2011,03-20-2011,CALFIRE,850,UNDETERMINED
BEU-001593,MONTEREY,METZ,05-12-2011,05-14-2011,CALFIRE,832,OTHER
SQF-001234,KERN,COVE,05-27-2011,05-31-2011,USFS,1122,UI
BEU-0001778,MONTEREY,CATTLEMAN,05-29-2011,05-29-2011,CALFIRE,382,OTHER
MDF-0000181,MODOC,COUGAR,06-08-2011,06-13-2011,USFS,2000,HUMAN
KRN-1117159,KERN,IKEA,06-12-2011,06-12-2011,LOCAL,640,OTHER
KRN-017988,KERN,ANTELOPE,06-19-2011,06-21-2011,LOCAL,5200,UNDETERMINE
KRN-1118260,KERN,QUINN,06-21-2011,06-22-2011,LOCAL,3154,UNDETERMINE
SLU-4752 (1),SAN LUIS OBISPO,HIGHWAY,06-24-2011,06-24-2011,CAL FIRE,387,EQUIPMENT
TCU-5166,STANISLAUS,EASTMAN,06-24-2011,06-24-2011,CAL FIRE,330,OTHER
MMU- 9446,MERCED,REST,06-26-2011,06-26-2011,CAL FIRE,575,OTHER
TUU-000134,TULARE,STAGE,06-27-2011,07-02-2011,CALFIRE,1213,EQUIPMENT
HUU-003190,HUMBOLDT,SPANISH,07-01-2011,07-05-2011,CALFIRE,498,HUMAN
SCU-002637,SAN JOAQUIN,CHRISMAN,07-05-2011,07-05-2011,CALFIRE,400,EQUIPMENT
ORC-045067,ORANGE,CARBON CANYON,07-07-2011,07-08-2011,LOCAL,508,UNDETERMINE
SQF-002087,TULARE,LION,07-08-2011,10-10-2011,USFS,20500,LIGHTNING
TUU-0000188,TULARE,GRANITE,07-09-2011,07-12-2011,CALFIRE,780,UNDETERMINED
NEU-0015232,YUBA,KRISTA,07-09-2011,07-11-2011,CALFIRE,360,EQUIPMENT
SCU-0002779,ALAMEDA,FLYNN,07-14-2011,07-14-2011,CALFIRE,500,EQUIPMENT
MDF-00324,MODOC,SCORPION COMPLEX,07-15-2011,07-18-2011,USFS,2945,UI
MVU-8019,SAN DIEGO,EAGLE,07-21-2011,07-29-2011,CALFIRE,14100,INCENDIARY
SCU-2885,ALAMEDA,FLYNN,07-21-2011,07-22-2011,CALFIRE,545,INCENDIARY
MMU-0011070,MERCED,ROMERO,07-23-2011,07-23-2011,CALFIRE,489,UNDETERMINED
MMU-11070,MERCED,ROMERO,07-23-2011,07-23-2011,CALFIRE,489,UNDETERMINE
YNP-2558,MARIPOSA,AVALANCHE,07-31-2011,10-01-2011,NPS,817,LIGHTNING
MEU-5340,MENDOCINO,PASS,08-03-2011,08-07-2011,CALFIRE,616,EQUIPMENT
RRU-71943,RIVERSIDE,GILMAN,08-06-2011,08-07-2011,CALFIRE,945,UNDETERMINE
LNU-6369,NAPA,KNOXVILLE,08-13-2011,08-15-2011,CALFIRE,506,UNDETERMINE
NOD-3546,MODOC,ANNIE,08-18-2011,08-21-2011,USFS,2076,UI
KNF-6061,SISKIYOU,ONION,08-19-2011,09-10-2011,USFS,562,LIGHTNING
BDF-012349,SAN BERNARDINO,KEN,08-22-2011,08-24-2011,USFS,373,UI
SNF-2117,MARIPOSA,MOTOR,08-25-2011,09-04-2011,USFS,5231,
LNU-6823,SOLANO,BEACON,08-27-2011,08-27-2011,CALFIRE,715,UI
LAC-194624,LOS ANGELES,OASIS,08-27-2011,08-30-2011,LAC,355,UI
CDD-12657,SAN  BERNARDINO,WELLS,08-28-2011,08-31-2011,USFS,1723,LIGHTNING
RRU-79634,RIVERSIDE,KELLER,08-29-2011,08-31-2011,CALFIRE,458,EQUIPMENT
BDU-9968,SAN BERNARDINO,HILL,09-02-2011,09-08-2011,CALFIRE,1135,UNDETERMINE
SLU-007086,SAN LUIS OBISPO,SODA,09-03-2011,09-04-2011,CALFIRE,1528,EQUIPMENT
LPF-002238,SANTA BARBARA,FIGUEROA,09-03-2011,09-05-2011,LOCAL,698,UI
KRN-027244,KERN,CANYON,09-04-2011,09-11-2011,LOCAL,14585,EQUIPMENT
TUU-00345,TULARE,ROADRUNNER,09-04-2011,09-05-2011,CALFIRE,335,UNDETERMINED
SQF-3282,TULARE,WILLOWS,09-04-2011,09-07-2011,USFS,310,UI
LAC-1121525,LOS ANGELES,WAGON WHEEL,09-05-2011,09-06-2011,LOCAL,500,UI
TCU-7982,SQN JOAQUIN,MILTON,09-09-2011,09-11-2011,CALFIRE,1122,LIGHTNING
KRN-27933,KERN,COMANCHE COMPLEX,09-10-2011,09-17-2011,LOCAL,29338,LIGHTNING
KRN-27969,KERN,BRECKENRIDGE COMPLEX,09-10-2011,09-17-2011,LOCAL,25213,LIGHTNING
KRN-27912,KERN,KEENE COMPLEX,09-10-2011,09-14-2011,LOCAL,2577,LIGHTNING
TUU-368,TULARE,TENNESSEE,09-11-2011,09-12-2011,CALFIRE,380,LIGHTNING
BDU-10475,INYO,JOHN,09-13-2011,09-16-2011,CALFIRE,5300,EQUIPMENT
YNP-3619,MARIPOSA,TAMARACK,09-13-2011,10-17-2011,NPS,1011,LIGHTNING
ENF-021563,EL DORADO,LONG,09-13-2011,10-01-2011,USFS,483,LIGHTNING
STF-3013,TUOLUMNE,BURST COMPLEX,09-15-2011,09-15-2011,USFS,508,LIGHTNING
ANF-04969,LOS ANGELES,MINT,09-17-2011,09-18-2011,LOCA L,634,UI
KRN-1129619,KERN,65 FIRE,09-23-2011,09-23-2011,LOCAL,2005,LIGHTNING
SRF-001848,TRINITY,RUTH,09-23-2011,09-28-2011,USFS,1460,UI
KRN-1129618,KERN,OLD FIRE,09-23-2011,09-24-2011,LOCAL,410,LIGHTNING
TUU-0000393,TULARE,TUU SEPT.. LIGHTNING,09-23-2011,09-25-2011,CALFIRE,350,LIGHTNING
NV-HTF-994,MONO,BUCKEYE,09-25-2011,09-27-2011,LOCAL,1140,LIGHTNING
BDF-013860,RIVERSIDE,WINDY POINT,09-25-2011,09-26-2011,USFS,541,UI
MVU-11019,SAN DIEGO,GREAT,10-01-2011,10-07-2011,CALFIRE,2135,UNDETERMINED
TCU-10455,CALAVERAS/ TOLUMN,BLUE,12-01-2011,12-06-2011,CALFIRE,735,UI
ENF-38070,ELDORADO,ENF WIND COMPLEX,12-01-2011,12-01-2011,USFS,541,HUMAN
MMU-7830,MARIPOSA,RIVER,05-18-2012,05-22-2012,CALFIRE,320,UNDETERMINED
MVU-005400,SAN DIEGO,BANNER 4,05-24-2012,05-29-2012,CAL FIRE,5320,UNDETERMINED
MMU-008599,MERCED,BILLY,05-31-2012,05-31-2012,CAL FIRE,434,ELECTRICAL
LAC-134232,LOS ANGELES,5 MILE,06-08-2012,06-09-2012,CAL FIRE,525,EQUIPMENT
MMU-009308,MARIPOSA,GAINES,06-12-2012,06-14-2012,CAL FIRE,1700,ELECTRICAL
FKU-7091,FRESNO,LASSEN,06-12-2012,06-13-2012,CALFIRE,418,UNDETERMINED
RRU-059216,RIVERSIDE,HIGHLAND,06-16-2012,06-18-2012,CAL FIRE,2171,UNDETERMINED
YNP-1473,MARIPOSA,CASCADE,06-16-2012,11-26-2012,NPS,1705,LIGHTNING
LPE-1439,VENTURA,OZENA,06-16-2012,06-17-2012,USFS,361,UI
MVU-6329,SAN DIEGO,OLD 2,06-17-2012,06-20-2012,CAL FIRE,995,UNDETERMINED
RRU-059775,RIVERSIDE,VIEW,06-17-2012,06-18-2012,CAL FIRE,375,ELECTRICAL
SQF-001644,KERN,GULCH,06-19-2012,06-21-2012,USFS,385,HUMAN
LPF-1505,VENTURA,HILL,06-23-2012,06-27-2012,USFS,689,UI
SHU-005135,SHASTA,DALE,07-05-2012,07-07-2012,CALFIRE,1083,UNDETERMINED
MNF-1109,COLUSA,MILL,07-07-2012,07-18-2012,USFS,29502,UI
BDU-7678,INYO,FISH,07-07-2012,07-09-2012,CAL FIRE,1103,UNDETERMINED
LNU-5039,COLUSA,GRAPEVINE,07-08-2012,07-12-2012,CAL FIRE,1870,UNDETERMINED
LNU-5038,COLUSA,SITES,07-08-2012,07-09-2012,CAL FIRE,365,UNDETERMINED
BEU-3109,MONTEREY,TURKEY,07-09-2012,07-10-2012,CAL FIRE,2529,EQUIPMENT
LNU-5056,COLUSA,RAIL,07-09-2012,07-12-2012,CAL FIRE,1870,UNDETERMINED
TCU-6227,TUOLUMNE,SEVEN,07-10-2012,07-11-2012,CAL FIRE,840,UNDETERMINED
NEU-15060,PLACER,ROBBERS,07-11-2012,07-21-2012,CALFIRE,2650,ARSON
SHF-2290,TRINITY,FLAT,07-11-2012,07-17-2012,USFS,1688,UI
KNP-0072,FRESNO,WOODS CREEK,07-15-2012,07-21-2012,USFS,325,LIGHTNING
SLU-5716,SAN LUIS OBISPO,CALF,07-16-2012,07-18-2012,CALFIRE,640,EQUIPMENT
KRN-22306,KERN,SAND,07-17-2012,07-19-2012,CALFIRE,1428,EQUIPMENT
NOD-3016,LASSEN,SPANISH,07-18-2012,07-21-2012,USFS,1169,N/A
LNU-5495,YOLO,FOREST,07-21-2012,07-24-2012,CALFIRE,520,EQUIPMENT
LNP-3115,SHASTA,READING,07-23-2012,08-21-2012,NPS,28079,LIGHTNING
TGU-5964,TEHAMA,PASKENTA,07-25-2012,07-25-2012,CALFIRE,300,VEHICLE
MEU-5115,MENDOCINO,NORTH,07-28-2012,07-30-2012,CALFIRE,383,UNDETERMINED
KRN-23612,KERN,GRAPE,07-28-2012,07-29-2012,CALFIRE,370,UNDETERMINED
PNF -1001,PLUMAS/LASSEN,CHIPS,07-29-2012,08-31-2012,USFS,75217,UI
PNF--00998,PLUMAS,PEAK,07-29-2012,08-02-2012,USFS,800,UI
SHF-2521,SHASTA,SALT CREEK,08-01-2012,08-04-2012,USFS,980,UI
RRU-7075254,RIVERSIDE,VOLCANO,08-01-2012,08-05-2012,CALFIRE,356,EQUIPMENT
KNF-5426,SISKIYOU,DILLON,08-03-2012,08-07-2012,USFS,318,HUMAN
SQF-2476,KERN,PIUTE COMLEX,08-04-2012,08-11-2012,USFS,1783,LIGHTNING
RRU-76402,RIVERSIDE,RUSHMORE,08-04-2012,08-04-2012,CALFIRE,1000,UNDETERMINED
KNF-5659,SISKIYOU,FORT COMPLEX,08-05-2012,09-10-2012,USFS,23653,LIGHTNING
MDF-0429,MODOC,LAKE COMPLEX,08-05-2012,08-09-2012,USFS,1668,LIGHTNING
SNF-1940,FRESNO,BEAR,08-05-2012,08-12-2012,USFS,835,LIGHTNING
FWF-120680,MODOC,BARRYPOINT (CA LAND),08-06-2012,08-28-2012,USFS,38394,LIGHTNING
OVD-942,MONO,INDIAN,08-08-2012,08-15-2012,USFS,12574,LIGHTNING
MVU-8547,SAN DIEGO,CHIHUAHUA 2,08-09-2012,08-12-2012,CALFIRE,2006,LIGHTNING
CDD-11542,KERN,JAWBONE COMPLEX,08-10-2012,08-22-2012,NPS/BLM,1218,LIGHTNING
DVP-11569,INYO,SOUTH COMPLEX,08-10-2012,10-16-2012,USFS,453,LIGHTNING
STF-2954,CALAVERAS,RAMSEY,08-11-2012,08-31-2012,USFS,1137,CAMPFIRE
NOD-3490,LASSEN,RUSH,08-12-2012,08-31-2012,NPS/BLM,271911,LIGHTNING
LNU-6334,LAKE/ COLUSA,WALKER,08-12-2012,08-14-2012,CALFIRE,5000,UNDETERMINED
LNU-6335,LAKE/COLUSA,WYE,08-12-2012,08-18-2012,CALFIRE,2934,UNDETERMINED
MVU-8747,SAN DIEGO,VALLECITO LIGHTNING COMPLEX,08-13-2012,08-20-2012,CALFIRE,22829,LIGHTNING
BTU-8116,TEHAMA,MILL,08-13-2012,08-23-2012,CALFIRE,1641,ARSON
RRU-080142,RIVERSIDE,BUCK,08-14-2012,08-18-2012,CALFIRE,2681,LIGHTNING
NOD-3596,MODOC,NELSON (W-1),08-17-2012,08-21-2012,NPS/BLM,3661,LIGHTNING
SHF-2744,SHASTA,BAGLEY,08-18-2012,09-01-2012,USFS,46011,LIGHTNING
MNF-1446,MENDOCINO,NORTH PASS,08-18-2012,09-01-2012,USFS,41983,LIGHTNING
TGU-6696,TEHAMA/SHASTA,PONDEROSA,08-18-2012,09-02-2012,CALFIRE,27676,LIGHTNING
SHF-2735,SHASTA,BAGLEY COMPLEX,08-18-2012,08-22-2012,NPS,1000,LIGHTNING
RRU-82309,RIVERSIDE,VISTA,08-20-2012,08-21-2012,CALFIRE,500,EQUIPMENT
MDF-521,MODOC,ANTELOPE,08-21-2012,08-25-2012,NPS,650,LIGHTNING
ANF-4803,LOS ANGELES,WILLIAMS,09-02-2012,09-11-2012,USFS,4192,UI
LNU-7072,COLUSA,SIXTEEN COMPLEX,09-04-2012,09-11-2012,CALFIRE,19000,UNDETERMINED
NOD-3916,LASSEN,LIKELY,09-05-2012,09-14-2012,USFS,9838,HUMAN
SHF-2894,TRINITY,STAFFORD,09-05-2012,09-13-2012,USFS,4407,UI
MEU-6376,LAKE,SCOTTS,09-07-2012,09-14-2012,CALFIRE,4517,CAMPFIRE
SHF-2922,SHASTA,WARD,09-11-2012,09-14-2012,USFS,550,UI
MVU-010383,SAN DIEGO,SHOCKEY,09-23-2012,09-27-2012,CAL FIRE,2555,UNDETERMINED
RRU-96791,RIVERSIDE,RANGE,09-29-2012,10-01-2012,CAL FIRE,351,MISC
LNU-008431,LAKE,TWENTY NINE,10-18-2012,10-21-2012,CAL FIRE,300,ELECTRICAL
BDF-16430,SAN BERNARDINO,DEVORE,11-05-2012,11-06-2012,USFS,335,UI
LNU-477,LAKE,BECKS,01-22-2013,01-23-2013,CAL FIRE,335,DEBRIS BURNING
BDU-2372,INYO,RIVER,02-24-2013,02-28-2013,CAL FIRE,407,VEHICLE
RRU-22083,RIVERSIDE,JURUPA,02-28-2013,03-02-2013,CAL FIRE,300,UNDETERMINED
BTU-5648,TEHAMA,PANTHER,05-01-2013,05-09-2013,CALFIRE,6896,HUMAN
RRU-44298,RIVERSIDE,SUMMIT,05-01-2013,05-04-2013,CAL FIRE,2956,UNDETERMINED
VNC-12193,VENTURA,SPRINGS,05-02-2013,05-09-2013,CC,24251,UI
BEU-2109,SAN BENITO,TRES PINOS,05-03-2013,05-04-2013,CAL FIRE,354,EQUIPMENT
MEU-3381,MENDOCINO,FOSTER,05-03-2013,05-05-2013,CAL FIRE,300,DEBRIS BURNING
RRU-45459,RIVERSIDE,GORGONIO,05-04-2013,05-04-2013,CAL FIRE,650,UNDETERMINED
LPF-1281,KERN,GRAND,05-15-2013,05-22-2013,USFS,4346,UI
LAC-118144,LOS ANGELES,LAKE,05-17-2013,05-20-2013,CC,712,HUMAN
MVU-10345,SAN DIEGO,FELIPE,05-23-2013,05-29-2013,CAL FIRE,2650,HUMAN
MVU-11025,SAN DIEGO,GENERAL,05-26-2013,05-31-2013,CAL FIRE,2500,HUMAN
MMU-8520,MERCED,RIVER,05-26-2013,05-27-2013,CAL FIRE,450,HUMAN
LPF-1473,SANTA BARBARA,WHITE,05-27-2013,06-05-2013,USFS,1984,HUMAN
ANF-2297,LOS ANGELES,POWERHOUSE,05-30-2013,06-10-2013,USFS,30274,UI
TCU-4607,SAN JOAQUIN,SHELTON,05-30-2013,05-30-2013,CAL FIRE,303,EQUIPMENT
LPF-1535,SAN LUIS OBISPO,BRANCH,06-01-2013,06-04-2013,USFS,486,UI
SNF-1216,MARIPOSA,CARSTENS,06-16-2013,06-26-2013,USFS,1708,HUMAN
MMU-9861,MADERA,ROLLING,06-16-2013,06-18-2013,CAL FIRE,480,VEHICLE
