Birthday,cub id,Cub Name,mother id,Mother Name,Point,relation id,# point,point X
10/13/2015,57,Jia Yueyue,55,Er Shun,5,17,20,55.210859491
10/13/2015,57,Jia Yueyue,55,Er Shun,4,17,20,55.120526249
10/13/2015,57,Jia Yueyue,55,Er Shun,3,17,20,55.054182758
10/13/2015,57,Jia Yueyue,55,Er Shun,2,17,20,55.013638697
10/13/2015,57,Jia Yueyue,55,Er Shun,1,17,20,55
9/3/2016,62,Ya Lun,61,Lun Lun,20,18,20,62
9/3/2016,62,Ya Lun,61,Lun Lun,19,18,20,61.993180652
9/3/2016,62,Ya Lun,61,Lun Lun,18,18,20,61.972908621
9/3/2016,62,Ya Lun,61,Lun Lun,17,18,20,61.939736876
9/3/2016,62,Ya Lun,61,Lun Lun,16,18,20,61.894570255
9/3/2016,62,Ya Lun,61,Lun Lun,15,18,20,61.838640786
9/3/2016,62,Ya Lun,61,Lun Lun,14,18,20,61.773474079
9/3/2016,62,Ya Lun,61,Lun Lun,13,18,20,61.700847712
9/3/2016,62,Ya Lun,61,Lun Lun,12,18,20,61.622742744
9/3/2016,62,Ya Lun,61,Lun Lun,11,18,20,61.541289673
9/3/2016,62,Ya Lun,61,Lun Lun,10,18,20,61.458710327
9/3/2016,62,Ya Lun,61,Lun Lun,9,18,20,61.377257256
9/3/2016,62,Ya Lun,61,Lun Lun,8,18,20,61.299152288
9/3/2016,62,Ya Lun,61,Lun Lun,7,18,20,61.226525921
9/3/2016,62,Ya Lun,61,Lun Lun,6,18,20,61.161359214
9/3/2016,62,Ya Lun,61,Lun Lun,5,18,20,61.105429745
9/3/2016,62,Ya Lun,61,Lun Lun,4,18,20,61.060263124
9/3/2016,62,Ya Lun,61,Lun Lun,3,18,20,61.027091379
9/3/2016,62,Ya Lun,61,Lun Lun,2,18,20,61.006819348
9/3/2016,62,Ya Lun,61,Lun Lun,1,18,20,61
9/3/2016,63,Xi Lun,61,Lun Lun,20,19,20,63
9/3/2016,63,Xi Lun,61,Lun Lun,19,19,20,62.986361303
9/3/2016,63,Xi Lun,61,Lun Lun,18,19,20,62.945817242
9/3/2016,63,Xi Lun,61,Lun Lun,17,19,20,62.879473751
9/3/2016,63,Xi Lun,61,Lun Lun,16,19,20,62.789140509
9/3/2016,63,Xi Lun,61,Lun Lun,15,19,20,62.677281572
9/3/2016,63,Xi Lun,61,Lun Lun,14,19,20,62.546948158
9/3/2016,63,Xi Lun,61,Lun Lun,13,19,20,62.401695425
9/3/2016,63,Xi Lun,61,Lun Lun,12,19,20,62.245485487
9/3/2016,63,Xi Lun,61,Lun Lun,11,19,20,62.082579345
9/3/2016,63,Xi Lun,61,Lun Lun,10,19,20,61.917420655
9/3/2016,63,Xi Lun,61,Lun Lun,9,19,20,61.754514513
9/3/2016,63,Xi Lun,61,Lun Lun,8,19,20,61.598304575
9/3/2016,63,Xi Lun,61,Lun Lun,7,19,20,61.453051842
9/3/2016,63,Xi Lun,61,Lun Lun,6,19,20,61.322718428
9/3/2016,63,Xi Lun,61,Lun Lun,5,19,20,61.210859491
9/3/2016,63,Xi Lun,61,Lun Lun,4,19,20,61.120526249
9/3/2016,63,Xi Lun,61,Lun Lun,3,19,20,61.054182758
9/3/2016,63,Xi Lun,61,Lun Lun,2,19,20,61.013638697
9/3/2016,63,Xi Lun,61,Lun Lun,1,19,20,61
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,20,20,20,66
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,19,20,20,65.993180652
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,18,20,20,65.972908621
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,17,20,20,65.939736876
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,16,20,20,65.894570255
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,15,20,20,65.838640786
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,14,20,20,65.773474079
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,13,20,20,65.700847712
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,12,20,20,65.622742744
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,11,20,20,65.541289673
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,10,20,20,65.458710327
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,9,20,20,65.377257256
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,8,20,20,65.299152288
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,7,20,20,65.226525921
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,6,20,20,65.161359214
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,5,20,20,65.105429745
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,4,20,20,65.060263124
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,3,20,20,65.027091379
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,2,20,20,65.006819348
8/21/2020,66,Xiao Qi Ji,65,Mei Xiang,1,20,20,65
