"year","value","country"
"1994",333,"Colombia"
"1994",363143,"Côte d'Ivoire"
"1994",2179382,"Dem. Rep. of the Congo"
"1994",195511,"France"
"1994",1354600,"Germany"
"1994",2465309,"Iran (Islamic Rep. of)"
"1994",119895,"Iraq"
"1994",328738,"Kenya"
"1994",1158182,"Pakistan"
"1994",90901,"Russian Federation"
"1994",450717,"Serbia and Kosovo (S/RES/1244 (1999))"
"1994",390,"Somalia"
"1994",749700,"Sudan"
"1994",40346,"Syria"
"1994",108362,"Thailand"
"1994",496500,"Uganda"
"1994",1378636,"United Rep. of Tanzania"
"1994",631052,"United States of America"
"1995",180543,"Afghanistan"
"1995",855782,"Azerbaijan"
"1995",224,"Colombia"
"1995",298310,"Côte d'Ivoire"
"1995",1536358,"Dem. Rep. of the Congo"
"1995",155261,"France"
"1995",1267973,"Germany"
"1995",2283741,"Iran (Islamic Rep. of)"
"1995",116814,"Iraq"
"1995",279188,"Kenya"
"1995",1355798,"Pakistan"
"1995",128119,"Russian Federation"
"1995",651216,"Serbia and Kosovo (S/RES/1244 (1999))"
"1995",626,"Somalia"
"1995",702639,"Sudan"
"1995",36245,"Syria"
"1995",114272,"Thailand"
"1995",329125,"Uganda"
"1995",843878,"United Rep. of Tanzania"
"1995",623294,"United States of America"
"1996",293998,"Afghanistan"
"1996",782722,"Azerbaijan"
"1996",220,"Colombia"
"1996",327827,"Côte d'Ivoire"
"1996",1558590,"Dem. Rep. of the Congo"
"1996",151685,"France"
"1996",1296000,"Germany"
"1996",2137059,"Iran (Islamic Rep. of)"
"1996",148510,"Iraq"
"1996",225781,"Kenya"
"1996",1343161,"Pakistan"
"1996",408087,"Russian Federation"
"1996",564847,"Serbia and Kosovo (S/RES/1244 (1999))"
"1996",200743,"Somalia"
"1996",417266,"Sudan"
"1996",27798,"Syria"
"1996",112676,"Thailand"
"1996",264540,"Uganda"
"1996",1008760,"United Rep. of Tanzania"
"1996",607124,"United States of America"
"1997",311057,"Afghanistan"
"1997",784792,"Azerbaijan"
"1997",223,"Colombia"
"1997",209089,"Côte d'Ivoire"
"1997",541130,"Dem. Rep. of the Congo"
"1997",146565,"France"
"1997",1144930,"Germany"
"1997",1994991,"Iran (Islamic Rep. of)"
"1997",140258,"Iraq"
"1997",236174,"Kenya"
"1997",1287245,"Pakistan"
"1997",1531721,"Russian Federation"
"1997",556922,"Serbia and Kosovo (S/RES/1244 (1999))"
"1997",250631,"Somalia"
"1997",382484,"Sudan"
"1997",22704,"Syria"
"1997",172902,"Thailand"
"1997",274772,"Uganda"
"1997",681141,"United Rep. of Tanzania"
"1997",563842,"United States of America"
"1998",326994,"Afghanistan"
"1998",797956,"Azerbaijan"
"1998",226,"Colombia"
"1998",251746,"Côte d'Ivoire"
"1998",291891,"Dem. Rep. of the Congo"
"1998",140228,"France"
"1998",1047251,"Germany"
"1998",1960934,"Iran (Islamic Rep. of)"
"1998",104656,"Iraq"
"1998",243577,"Kenya"
"1998",1295490,"Pakistan"
"1998",1129503,"Russian Federation"
"1998",876906,"Serbia and Kosovo (S/RES/1244 (1999))"
"1998",51980,"Somalia"
"1998",405088,"Sudan"
"1998",21027,"Syria"
"1998",146683,"Thailand"
"1998",218461,"Uganda"
"1998",613902,"United Rep. of Tanzania"
"1998",533970,"United States of America"
"1999",258688,"Afghanistan"
"1999",791193,"Azerbaijan"
"1999",233,"Colombia"
"1999",170062,"Côte d'Ivoire"
"1999",393521,"Dem. Rep. of the Congo"
"1999",132293,"France"
"1999",1017283,"Germany"
"1999",2017375,"Iran (Islamic Rep. of)"
"1999",129023,"Iraq"
"1999",225582,"Kenya"
"1999",1293849,"Pakistan"
"1999",1453534,"Russian Federation"
"1999",808684,"Serbia and Kosovo (S/RES/1244 (1999))"
"1999",337,"Somalia"
"1999",392579,"Sudan"
"1999",8595,"Syria"
"1999",137520,"Thailand"
"1999",219416,"Uganda"
"1999",634575,"United Rep. of Tanzania"
"1999",524048,"United States of America"
"2000",758653,"Afghanistan"
"2000",627790,"Azerbaijan"
"2000",525516,"Colombia"
"2000",151217,"Côte d'Ivoire"
"2000",371910,"Dem. Rep. of the Congo"
"2000",133039,"France"
"2000",1045611,"Germany"
"2000",2099434,"Iran (Islamic Rep. of)"
"2000",129056,"Iraq"
"2000",216025,"Kenya"
"2000",2078866,"Pakistan"
"2000",1341610,"Russian Federation"
"2000",858334,"Serbia and Kosovo (S/RES/1244 (1999))"
"2000",18584,"Somalia"
"2000",471054,"Sudan"
"2000",6117,"Syria"
"2000",105351,"Thailand"
"2000",239367,"Uganda"
"2000",711014,"United Rep. of Tanzania"
"2000",895481,"United States of America"
"2001",1200006,"Afghanistan"
"2001",587300,"Azerbaijan"
"2001",720238,"Colombia"
"2001",130684,"Côte d'Ivoire"
"2001",393903,"Dem. Rep. of the Congo"
"2001",166161,"France"
"2001",999241,"Germany"
"2001",1887727,"Iran (Islamic Rep. of)"
"2001",128576,"Iraq"
"2001",254349,"Kenya"
"2001",2207377,"Pakistan"
"2001",1139605,"Russian Federation"
"2001",851867,"Serbia and Kosovo (S/RES/1244 (1999))"
"2001",649,"Somalia"
"2001",391360,"Sudan"
"2001",4179,"Syria"
"2001",111059,"Thailand"
"2001",200395,"Uganda"
"2001",700890,"United Rep. of Tanzania"
"2001",911806,"United States of America"
"2002",1418521,"Afghanistan"
"2002",588233,"Azerbaijan"
"2002",950218,"Colombia"
"2002",168004,"Côte d'Ivoire"
"2002",392031,"Dem. Rep. of the Congo"
"2002",166976,"France"
"2002",1151473,"Germany"
"2002",1683992,"Iran (Islamic Rep. of)"
"2002",135802,"Iraq"
"2002",236559,"Kenya"
"2002",2798849,"Pakistan"
"2002",971969,"Russian Federation"
"2002",744159,"Serbia and Kosovo (S/RES/1244 (1999))"
"2002",567,"Somalia"
"2002",371016,"Sudan"
"2002",3909,"Syria"
"2002",113669,"Thailand"
"2002",217887,"Uganda"
"2002",764312,"United Rep. of Tanzania"
"2002",881262,"United States of America"
"2003",266428,"Afghanistan"
"2003",585195,"Azerbaijan"
"2003",1244391,"Colombia"
"2003",136385,"Côte d'Ivoire"
"2003",338636,"Dem. Rep. of the Congo"
"2003",153852,"France"
"2003",1093944,"Germany"
"2003",1304812,"Iran (Islamic Rep. of)"
"2003",50993,"Iraq"
"2003",242366,"Kenya"
"2003",1513549,"Pakistan"
"2003",805818,"Russian Federation"
"2003",650694,"Serbia and Kosovo (S/RES/1244 (1999))"
"2003",565,"Somalia"
"2003",170418,"Sudan"
"2003",10027,"Syria"
"2003",121715,"Thailand"
"2003",231808,"Uganda"
"2003",734693,"United Rep. of Tanzania"
"2003",803821,"United States of America"
"2004",186999,"Afghanistan"
"2004",618815,"Azerbaijan"
"2004",2000177,"Colombia"
"2004",129064,"Côte d'Ivoire"
"2004",245990,"Dem. Rep. of the Congo"
"2004",199981,"France"
"2004",976665,"Germany"
"2004",1692219,"Iran (Islamic Rep. of)"
"2004",48269,"Iraq"
"2004",249486,"Kenya"
"2004",1723621,"Pakistan"
"2004",664772,"Russian Federation"
"2004",627555,"Serbia and Kosovo (S/RES/1244 (1999))"
"2004",691,"Somalia"
"2004",855554,"Sudan"
"2004",316429,"Syria"
"2004",122188,"Thailand"
"2004",254968,"Uganda"
"2004",691415,"United Rep. of Tanzania"
"2004",684633,"United States of America"
"2005",159597,"Afghanistan"
"2005",584313,"Azerbaijan"
"2005",2000205,"Colombia"
"2005",115120,"Côte d'Ivoire"
"2005",251916,"Dem. Rep. of the Congo"
"2005",179541,"France"
"2005",783980,"Germany"
"2005",1319356,"Iran (Islamic Rep. of)"
"2005",1578229,"Iraq"
"2005",268212,"Kenya"
"2005",1549243,"Pakistan"
"2005",483097,"Russian Federation"
"2005",486938,"Serbia and Kosovo (S/RES/1244 (1999))"
"2005",400591,"Somalia"
"2005",1029748,"Sudan"
"2005",327988,"Syria"
"2005",149352,"Thailand"
"2005",260701,"Uganda"
"2005",630650,"United Rep. of Tanzania"
"2005",549159,"United States of America"
"2006",139793,"Afghanistan"
"2006",692023,"Azerbaijan"
"2006",3000235,"Colombia"
"2006",753970,"Côte d'Ivoire"
"2006",1821497,"Dem. Rep. of the Congo"
"2006",184124,"France"
"2006",671372,"Germany"
"2006",1213037,"Iran (Islamic Rep. of)"
"2006",2161064,"Iraq"
"2006",393326,"Kenya"
"2006",1190164,"Pakistan"
"2006",452485,"Russian Federation"
"2006",416764,"Serbia and Kosovo (S/RES/1244 (1999))"
"2006",401890,"Somalia"
"2006",1580819,"Sudan"
"2006",1007423,"Syria"
"2006",151831,"Thailand"
"2006",2169910,"Uganda"
"2006",552184,"United Rep. of Tanzania"
"2006",967821,"United States of America"
"2007",161776,"Afghanistan"
"2007",691598,"Azerbaijan"
"2007",3000273,"Colombia"
"2007",741425,"Côte d'Ivoire"
"2007",2515749,"Dem. Rep. of the Congo"
"2007",185124,"France"
"2007",622261,"Germany"
"2007",972434,"Iran (Islamic Rep. of)"
"2007",2596825,"Iraq"
"2007",390689,"Kenya"
"2007",2403811,"Pakistan"
"2007",249404,"Russian Federation"
"2007",327571,"Serbia and Kosovo (S/RES/1244 (1999))"
"2007",1009610,"Somalia"
"2007",1564884,"Sudan"
"2007",1854653,"Syria"
"2007",139132,"Thailand"
"2007",2126460,"Uganda"
"2007",503814,"United Rep. of Tanzania"
"2007",365163,"United States of America"
"2008",237170,"Afghanistan"
"2008",607934,"Azerbaijan"
"2008",3000263,"Colombia"
"2008",734172,"Côte d'Ivoire"
"2008",1636222,"Dem. Rep. of the Congo"
"2008",203830,"France"
"2008",648079,"Germany"
"2008",988962,"Iran (Islamic Rep. of)"
"2008",3114803,"Iraq"
"2008",1189249,"Kenya"
"2008",2213896,"Pakistan"
"2008",147916,"Russian Federation"
"2008",340929,"Serbia and Kosovo (S/RES/1244 (1999))"
"2008",1288288,"Somalia"
"2008",1409700,"Sudan"
"2008",1412103,"Syria"
"2008",3625512,"Thailand"
"2008",1694211,"Uganda"
"2008",432993,"United Rep. of Tanzania"
"2008",348844,"United States of America"
"2009",304404,"Afghanistan"
"2009",590298,"Azerbaijan"
"2009",3304302,"Colombia"
"2009",711209,"Côte d'Ivoire"
"2009",2332901,"Dem. Rep. of the Congo"
"2009",238084,"France"
"2009",659659,"Germany"
"2009",1083994,"Iran (Islamic Rep. of)"
"2009",1988787,"Iraq"
"2009",882554,"Kenya"
"2009",4795384,"Pakistan"
"2009",137447,"Russian Federation"
"2009",329347,"Serbia and Kosovo (S/RES/1244 (1999))"
"2009",1576483,"Somalia"
"2009",1394167,"Sudan"
"2009",1375763,"Syria"
"2009",3615553,"Thailand"
"2009",1054694,"Uganda"
"2009",305199,"United Rep. of Tanzania"
"2009",339955,"United States of America"
"2010",1199987,"Afghanistan"
"2010",596877,"Azerbaijan"
"2010",3672444,"Colombia"
"2010",564542,"Côte d'Ivoire"
"2010",2363859,"Dem. Rep. of the Congo"
"2010",250434,"France"
"2010",670638,"Germany"
"2010",1085309,"Iran (Islamic Rep. of)"
"2010",1796331,"Iraq"
"2010",750954,"Kenya"
"2010",4151024,"Pakistan"
"2010",132555,"Russian Federation"
"2010",312627,"Serbia and Kosovo (S/RES/1244 (1999))"
"2010",1489828,"Somalia"
"2010",1951521,"Sudan"
"2010",1308112,"Syria"
"2010",649430,"Thailand"
"2010",594380,"Uganda"
"2010",273802,"United Rep. of Tanzania"
"2010",270943,"United States of America"
"2011",1480677,"Afghanistan"
"2011",602734,"Azerbaijan"
"2011",3888660,"Colombia"
"2011",620481,"Côte d'Ivoire"
"2011",2699723,"Dem. Rep. of the Congo"
"2011",260641,"France"
"2011",659820,"Germany"
"2011",923779,"Iran (Islamic Rep. of)"
"2011",1685377,"Iraq"
"2011",921885,"Kenya"
"2011",2829714,"Pakistan"
"2011",221763,"Russian Federation"
"2011",309391,"Serbia and Kosovo (S/RES/1244 (1999))"
"2011",1364971,"Somalia"
"2011",2848173,"Sudan"
"2011",1016511,"Syria"
"2011",608807,"Thailand"
"2011",298253,"Uganda"
"2011",294645,"United Rep. of Tanzania"
"2011",278300,"United States of America"
"2012",1400742,"Afghanistan"
"2012",605526,"Azerbaijan"
"2012",3943817,"Colombia"
"2012",863432,"Côte d'Ivoire"
"2012",3139243,"Dem. Rep. of the Congo"
"2012",268966,"France"
"2012",682000,"Germany"
"2012",890149,"Iran (Islamic Rep. of)"
"2012",1574349,"Iraq"
"2012",1038894,"Kenya"
"2012",2539353,"Pakistan"
"2012",191109,"Russian Federation"
"2012",304567,"Serbia and Kosovo (S/RES/1244 (1999))"
"2012",1154047,"Somalia"
"2012",2130665,"Sudan"
"2012",2773166,"Syria"
"2012",605256,"Thailand"
"2012",251813,"Uganda"
"2012",299064,"United Rep. of Tanzania"
"2012",282132,"United States of America"
"2013",945531,"Afghanistan"
"2013",614290,"Azerbaijan"
"2013",5368445,"Colombia"
"2013",748768,"Côte d'Ivoire"
"2013",3753776,"Dem. Rep. of the Congo"
"2013",285468,"France"
"2013",335562,"Germany"
"2013",869683,"Iran (Islamic Rep. of)"
"2013",1389687,"Iraq"
"2013",636056,"Kenya"
"2013",2491252,"Pakistan"
"2013",189979,"Russian Federation"
"2013",291139,"Serbia and Kosovo (S/RES/1244 (1999))"
"2013",1250084,"Somalia"
"2013",2071296,"Sudan"
"2013",6878441,"Syria"
"2013",650627,"Thailand"
"2013",295789,"Uganda"
"2013",265270,"United Rep. of Tanzania"
"2013",348967,"United States of America"
"2014",1307176,"Afghanistan"
"2014",628190,"Azerbaijan"
"2014",6044546,"Colombia"
"2014",726652,"Côte d'Ivoire"
"2014",3610762,"Dem. Rep. of the Congo"
"2014",309519,"France"
"2014",455440,"Germany"
"2014",986862,"Iran (Islamic Rep. of)"
"2014",4015955,"Iraq"
"2014",606163,"Kenya"
"2014",2975772,"Pakistan"
"2014",354497,"Russian Federation"
"2014",271476,"Serbia and Kosovo (S/RES/1244 (1999))"
"2014",1157804,"Somalia"
"2014",2485690,"Sudan"
"2014",7949617,"Syria"
"2014",644761,"Thailand"
"2014",606606,"Uganda"
"2014",252400,"United Rep. of Tanzania"
"2014",455056,"United States of America"
"2015",1705912,"Afghanistan"
"2015",623373,"Azerbaijan"
"2015",6939420,"Colombia"
"2015",1011420,"Côte d'Ivoire"
"2015",2701323,"Dem. Rep. of the Congo"
"2015",337616,"France"
"2015",749487,"Germany"
"2015",983631,"Iran (Islamic Rep. of)"
"2015",4740388,"Iraq"
"2015",619728,"Kenya"
"2015",3448561,"Pakistan"
"2015",418417,"Russian Federation"
"2015",258746,"Serbia and Kosovo (S/RES/1244 (1999))"
"2015",1156287,"Somalia"
"2015",3696478,"Sudan"
"2015",6754318,"Syria"
"2015",560852,"Thailand"
"2015",699813,"Uganda"
"2015",382625,"United Rep. of Tanzania"
"2015",559372,"United States of America"
"2016",1971667,"Afghanistan"
"2016",618298,"Azerbaijan"
"2016",7411411,"Colombia"
"2016",695751,"Côte d'Ivoire"
"2016",3327637,"Dem. Rep. of the Congo"
"2016",368596,"France"
"2016",1268708,"Germany"
"2016",981952,"Iran (Islamic Rep. of)"
"2016",5325971,"Iraq"
"2016",548620,"Kenya"
"2016",2892000,"Pakistan"
"2016",322713,"Russian Federation"
"2016",259104,"Serbia and Kosovo (S/RES/1244 (1999))"
"2016",1587020,"Somalia"
"2016",2666814,"Sudan"
"2016",7131870,"Syria"
"2016",599485,"Thailand"
"2016",1162693,"Uganda"
"2016",462363,"United Rep. of Tanzania"
"2016",712731,"United States of America"
