"event_id_cnty","event_date","year","event_type","source_scale","notes","location","latitude","longitude","fatalities"
"PHL5060","6-Jun-18",2018,"Violence against civilians","Subnational","Farmer-activist Lando Perdicos, a member of KMP, was killed by an unidentified assailant at Barangay Cabuyuan, Mabini town, Compostela Valley province on September 6.","Cabuyuan",7.3119,125.8991,1
"PHL5061","6-Jun-18",2018,"Violence against civilians","Subnational","Farmer-activist Jovie Jose, a member of KMP, was killed by an unidentified assailant at Montevista town, Compostela Valley province on September 6.","Montevista",7.6933,125.9888,1
"PHL5062","6-Jun-18",2018,"Violence against civilians","National","Drug suspects Jerome and Jeffrey Masalunga were killed during a police operation at Barangay 10, Lucena City, Quezon Province on June 6.","Lucena",13.9313,121.6172,2
"PHL5063","6-Jun-18",2018,"Violence against civilians","National","Thre drug suspects (Carlo Este, Edwin Jomoad and Loklok Villaflor) were killed during separate police raidsin Barangay Poblacion, Alabel town, Sarangani province on the weekend of June 6.","Alabel",6.1017,125.2904,3
"ZIM6041","6-Jun-18",2018,"Violence against civilians","Local","On 6 June, ZANU PF supporters beat an MDCAlliance supporter using iron bars outside the MDC headquarters in central Harare.","Harare",-17.8333,31.05,0
"NIG12712","6-Jun-18",2018,"Violence against civilians","Other","06 June, on or about. A 40-year-old man identified as Daniel Eka was murdered by a herdsman who was grazing on his farm in Agyema, Doma. It was reported that the herder killed the man with a machete on his farm. Exact date unknown.","Doma",8.3833,8.35,1
"NIG12713","6-Jun-18",2018,"Violence against civilians","Other","06 June. ""Some"" Irigwe people were killed by Fulani herdsmen in Bassa. Exact fatality number not known (unknown coded as 10).","Bassa",9.9333,8.7333,10
"DRC12520","5-Jun-18",2018,"Violence against civilians","International","On June 5, a Hutu communal chief was killed by an unidentified armed group when he was leaving from Nyanzale to Goma.","Nyanzale",-1.0213,29.1136,1
"ETH4572","5-Jun-18",2018,"Violence against civilians","International","On 5 June, Liyu police crossed the border and killed an 11 year old girl by cutting her throat with knife in Bale zone, Mada Wolabu woreda.","Meda Welabu",5.783,39.683,1
"NIG12509","5-Jun-18",2018,"Violence against civilians","National","05 June. Five people were killed and scores injured following an attack by gunmen on Dan-Anacha and Dinya villages in Gassol Local Government Area of the state. The attackers were unidentified, described only as 'bandits.'","Gassol",8.5333,10.4667,5
"SOM25934","5-Jun-18",2018,"Violence against civilians","Subnational","05 June. An electoral delegate involved in the election of members of the Somali parliament was killed in Mogadishu's Wadajir district. Perpetrators not known, though al Shabaab has conducted similar assassinations in the area.","Wadajir",2.0462,45.3341,1
"SUD11340","5-Jun-18",2018,"Violence against civilians","Subnational","On 5 June (date is not certain), ""government authorities"" arrested and beat an American citizen of Sudanese origin in Murnei, West Darfur. He died later at the hospital.","Murnei",12.9543,22.8669,1
"AFG10473","5-Jun-18",2018,"Violence against civilians","National","Taliban militants took 18 tribal elders hostage in Laja Mangal District, Paktia Province, in an attempt to keep them from participating in upcoming elections.","Gardez",33.5974,69.2259,0
"AFG10476","5-Jun-18",2018,"Violence against civilians","National","Police forces killed one civilian and wounded 3 others after a verbal clash in the March Agha Darbar locality of the 6th police district on the outskirts of Kandahar City, as reported on June 5.","Kandahar",31.6133,65.7101,1
"AFG10481","5-Jun-18",2018,"Violence against civilians","International","Suspected Taliban militants abducted a female candidate for district council election and her brother in Darqad District, Takhar Province, on June 5.","Darqad",37.3841,69.4529,0
"PSE2095","5-Jun-18",2018,"Violence against civilians","Regional","One Palestinian was injured by Israeli gunfire on June 5 near Bayt Hanun.","Bayt Hanun",31.5353,34.5358,0
"PSE2096","5-Jun-18",2018,"Violence against civilians","National","Israeli forces arrested and attacked Palestinian worshipers inside Al-Aqsa compounds in the Old City of occupied East Jerusalem on June 5.","Al Quds-Old City",31.7767,35.2342,0
"IND31705","5-Jun-18",2018,"Violence against civilians","National","On June 5, in Kochi (Ernakulam, AP), four police personnel attached to the Edathala police station assaulted a person in the wake of a vehicle accident, badly injuring the person for no apparent reason.","Kochi",9.9398,76.2602,0
"IDN220","5-Jun-18",2018,"Violence against civilians","International","On June 5, near Mimika (Mimika, Papua), two groups of Free Papua Movement (OPM) separatists fired at a convoy of nine buses containing employees from Freeport Indonesia. The employees were not injured, but the bus was damaged in the attack.","Mimika Baru",-4.5457,136.885,0
"SYR33718","5-Jun-18",2018,"Violence against civilians","Other-Local","Security forces in the city of Idleb executed two individuals on charges of belonging to the Islamic State.","Idleb",35.929,36.6353,2
"SYR33722","5-Jun-18",2018,"Violence against civilians","Other-Local","Unidentified gunmen shot and killed a young man in the town of Nasib.","Nasib",32.5513,36.1869,1
"BUR7998","5-Jun-18",2018,"Violence against civilians","Local","On 5 June, Imbonerakure from Gatagura Hill in the Butanuka area of Mpanda commune in Bubanza province arrested, beat and confiscated the bike of a pro-Agathon Rwasa FNL member. They blamed him for voting ""No"" in the last constitutional referendum.","Gatagura",-3.1662,29.4313,0
"NIG12522","5-Jun-18",2018,"Violence against civilians","National","05 June. Police beat an attorney in Warri for allegedly defending his client, leaving him injured.","Warri",5.5167,5.75,0
"CAO1433","5-Jun-18",2018,"Violence against civilians","National","Early June: images of the kidnapping and execution of a policeman by presumed separatists in Fundong, North-West.","Fundong",6.25,10.2667,1
"PHL5051","5-Jun-18",2018,"Violence against civilians","National","A drug suspect (Roselle Javier) was killed during a police raid at Barangay Santa Clara, Batangas City on June 5. 5 of his companions were arrested.","Batangas City",13.7567,121.0584,1
"PHL5053","5-Jun-18",2018,"Violence against civilians","National","Drug suspects identified as 'Lorick' and 'Romiel' were killed during a police raid at Barangay Niog 3, Bacoor City, Cavite province on June 5.","Bacoor",14.459,120.929,2
"PHL5054","5-Jun-18",2018,"Violence against civilians","National","An unidentified drug suspect was killed during a police raid at Barangay Sabutan, Silang City, Cavite province on June 5.","Silang",14.2204,120.994,1
"PHL5055","5-Jun-18",2018,"Violence against civilians","Subnational","A retired police officer and his companion were ambushed by unidentified assailants via a roadside bomb and gunfire at Barangay Macambol, Mati City, Davao Oriental on June 5. They survived.","Mati",6.955,126.2165,0
"PHL5056","5-Jun-18",2018,"Violence against civilians","National","Drug suspects Robert Rivera and Randy Matias were killed during a police raid at Batasan, Quezon City, Metro Manila on June 5.","Quezon City",14.6488,121.0509,2
"BUR7994","4-Jun-18",2018,"Violence against civilians","Local","On 3 or 4 June, three people were killed in Gitaramuka Hill, Burambira commune, Gashoho area of Muyinga province by unidentified men armed with machetes and knives. Claims of witchcraft and a land dispute are linked to their deaths.","Gitaramuka",-2.9136,30.4043,3
"DRC12517","4-Jun-18",2018,"Violence against civilians","Subnational","On June 4, the ADF attacked in the Beni-Kasindi axis and killed a civilian. Ambushes like this have been perpetrated by a Mayi Mayi-ADF coalition.","Beni",0.4966,29.4654,1
"ETH4568","4-Jun-18",2018,"Violence against civilians","Other","On 4 June in East Hararge, Gore Gutu woreda, Liyu police seriously wounded 2 young men.","Karamile",9.3768,41.3774,0
"MAG1074","4-Jun-18",2018,"Violence against civilians","National","On 4 June, Dahalo attacked a village in Sakalalina. One person was killed while police gave chase and killed two militants.","Sakalalina",-22.3333,46.4833,1
"MZM877","4-Jun-18",2018,"Violence against civilians","National-International","On the night of June 4, the suspected ASWJ attacked the village of Naude/Naunde, administrative post of Mucojo, in Macomia. During the attack, 7 civilians were killed (6 with machetes and 1 shot), 4 injured, and around 164 houses were burned. The group is thought to be divided into small groups and its activity in Naune led the population to flee.","Mucojo",-12.0653,40.4794,7
"NIR622","4-Jun-18",2018,"Violence against civilians","Subnational-International","On June 4, three presumed Boko Haram suicide bombers detonated their explosive belts at three separate locations including a quaranic school in the Diffa Koura area of Diffa, killing 10 people and wounding 37 others.","Diffa",13.32,12.61,13
"NIG12505","4-Jun-18",2018,"Violence against civilians","International","04 June. Fulanis attack Yelwata, Guma LGA, killing two civilians.","Gbajimba",7.8155,8.8604,2
"SOM25927","4-Jun-18",2018,"Violence against civilians","Other","04 June. Armed government soldiers using AK47s shot and killed a driver of a rickshaw at Via Liberia road vicinity in Waberi district over extortion of money. District police attended to the scene of the incident but there were no reports of arrests made. The perpetrators managed to escape.","Waaberi",2.0195,45.31,1
"SSD5054","4-Jun-18",2018,"Violence against civilians","Subnational","On 4 June, ""armed opposition"" killed one person in Bul East County in Unity when stealing cattle according to the Bul East County authorities.","Bul",9.1667,29,1
"SSD5055","4-Jun-18",2018,"Violence against civilians","Subnational","On 4 June, unidentified armed group ambushed and killed two technicians of the MTN telecommunications company on their way to Torit between Lobira and Tuhubak villages in Eastern Equatoria.","Lobira",4.3919,33.0609,2
"SUD11337","4-Jun-18",2018,"Violence against civilians","Subnational-Regional","On 4 June, unidentified armed group shot at people at the market of Hijeir Tongo/Higair Tunu village of voluntary returnees, 29km from Nyala, South Darfur. There are several interpretations of the event: the SPLM-N accuses the government forces but the government officials say it is a quarrel between a market seller and four gunmen that escalated into shooting. Eight people were killed and five others were injured.","Tono",11.9332,24.8168,8
"SUD11338","4-Jun-18",2018,"Violence against civilians","Subnational-Regional","On 4 June, unidentified armed group opened fire on a group of displaced people in Edeltigil village, 15km from Gereida, South Darfur. The displaced people were coming to the village for farming purposes. One person was killed.","Gereida",11.2754,25.1403,1
"AFG10452","4-Jun-18",2018,"Violence against civilians","National-International","An IS-claimed suicide bomber detonated near a gathering of top Muslim clerics in Kabul City around midday on June 4. Along with the bomber, 13 civilians and 1 policeman were killed. 18 civilians and 2 policemen were injured. IS claimed 70 people were killed or injured in total.","Kabul",34.5167,69.1833,15
"AFG10460","4-Jun-18",2018,"Violence against civilians","National","Unidentified gunmen shot and killed a renowned religious scholar and preacher of a mosque in Kandahar City on his way home on the afternoon of June 4.","Kandahar",31.6133,65.7101,1
"PAK41829","4-Jun-18",2018,"Violence against civilians","National","On June 4th, a civilian was killed when police open fired on him in the outskirts or Wana, South Waziristan, on the charge of breaking the curfew imposed on the area the day before following a clash.","Wana",32.3011,69.5799,1
"YEM20626","4-Jun-18",2018,"Violence against civilians","National","A woman (civilian) was reportedly shot dead by Al-Houthi militants in the Al Mughras area of Tuhaytah district.","Al Maghras",14.1393,43.2187,1
"YEM20637","4-Jun-18",2018,"Violence against civilians","Regional","Two civilians were reportedly killed and three others wounded by Houthi snipers in the easter part of the city of Taiz.","Taizz",13.5795,44.0209,2
"IND31781","4-Jun-18",2018,"Violence against civilians","National","On June 4, near Vanthali in Vanthali block (Junagadh, Gujarat), a farmer leader was abducted by unidentified assailants during a protest dharna demanding the cancellation of leases given for. The framer leader was assaulted and later dumped by the roadside.","Vanthali",21.4833,70.3333,0
"IND31859","4-Jun-18",2018,"Violence against civilians","Regional","A TMC worker was fatally shot by an unidentified group in Bagnan town, West Bengal, on 4 June. TMC accused BJP of the attack.","Bagnan",22.4692,87.9614,1
"SYR33687","4-Jun-18",2018,"Violence against civilians","Other-Local","A banker was shot and killed by unidentified gunmen on the road from Sarmin to Afs.","Sarmin",35.9037,36.7238,1
"IND32188","4-Jun-18",2018,"Violence against civilians","Subnational","On 4 Jun, masked gunmen attempted to kidnap a villager while he was tending his fields in Hajan village (Bandipora, J&K), but fled as the were confronted by other villages. The attack has been linked to a series of executions by masked gunmen that have taken place in the area, which police have blamed on LeT.","Hajan",34.299,74.6168,0
"BUR7997","4-Jun-18",2018,"Violence against civilians","Local","On 4 June, three young Imbonerakure from Kiranda Hill in Lazare and Bugenyuzi commune in Karusi province raped a girl in Kwigamba.","Bugenyuzi",-3.0888,30.0618,0
"ZIM6040","4-Jun-18",2018,"Violence against civilians","Local","On 4 June, police officers beat and detained villagers at the Chiadzwa diamond mines in Marange. They sustained severe injuries.","Marange",-19.25,32.2667,0
"NIG12711","4-Jun-18",2018,"Violence against civilians","Other","04 June. Gunmen, suspected to be Fulani herdsmen attacked Dinyina, in Takum LGA community, killing 5 people in the attack.","Takum",7.2667,9.9833,5
"BFO1033","3-Jun-18",2018,"Violence against civilians","Other-Local","On June 3, presumed Ansaroul Islam militants abducted a pastor, his son and daughter-in-law in Belehoro (Arbinda), Soum Province. The three were later released on Malian territory.","Belhourou",14.3049,-1.0544,0
"BUR7993","3-Jun-18",2018,"Violence against civilians","Regional","On 3 June, an ex-FAB member was abducted in Rukeco, Busiga commune, Ngozi province. His family fears he was kidnapped by the Burundian secret service but this was not confirmed.","Rukeco",-2.9048,29.7434,0
"MLI2058","3-Jun-18",2018,"Violence against civilians","Other-Local","On June 3, Dozos (Dogon Amassagou) attacked a group of Fulani civilians travelling from Bankass toward Diankabou, one civilian was killed while two children of the group managed to escape and reach Bombou, ten others went missing, no news about their fate.","Bombou",14.4347,-3.2323,1
"MZM875","3-Jun-18",2018,"Violence against civilians","International","On June 3, Islamist insurgents killed 3 people in Mucojo, days before they attacked again in Cabo Delgado in two locations.","Mucojo",-12.0653,40.4794,3
"NIG12495","3-Jun-18",2018,"Violence against civilians","National","03 June. Suspected herdsmen in the early hours invaded Tse-Adough settlement of Yaav ward, Turan District in Kwande council area of Benue State, killing 10 people and injuring 15 others.","Tseaondo",7.5965,9.7056,10
"NIG12496","3-Jun-18",2018,"Violence against civilians","National","03 June. Fulanis attack a family of five at a farm near Issele-Uku. No casualities.","Issele-Uku",6.3152,6.4741,0
"SOM25920","3-Jun-18",2018,"Violence against civilians","Subnational","03 June. Al Shabaab ambushed a group of civilians between Qurac Joome and Xudur while travelling to Belet Weyne. Six dead and 11 trucks destroyed.","Belet Weyne",4.736,45.2043,6
"SOM25921","3-Jun-18",2018,"Violence against civilians","Other","03 June. A man who hailed from Warsangeli sub clan was shot and killed by armed assailants hailing from Ali Saleeban sub clan at Xamure area (c. 78 km south west of Qandala). The motive of the incident was not clear. The assailants managed to escape.","Qandala",11.471,49.8726,1
"SOM25922","3-Jun-18",2018,"Violence against civilians","Other","03 June. Two suspected al Shabaab elements shot and killed an unknown youth at the Livestock market in Heliwa district. The perpetrators escaped.","Heliwa",2.0844,45.39,1
"SSD5052","3-Jun-18",2018,"Violence against civilians","Subnational","On 3 June, suspected soldiers or ""men in uniform"" killed an IDP near the UN Protection of Civilians site in Juba. According to witnesses, they came when the victim was playing football and shot him dead and robbed him.","Juba",4.8609,31.6178,1
"PSE2089","3-Jun-18",2018,"Violence against civilians","National","A Palestinian on June 3 was shot and injured by live ammunition fired by Israeli forces after he allegedly approached the barbed-wire fence between Gaza and Israel to the east of Khan Younis city, south of the Gaza Strip, said medical sources.","Khuzaa",31.3069,34.3572,0
"YEM20624","3-Jun-18",2018,"Violence against civilians","National","Two civilians (one a child) were killed and a third wounded by Houthi snipers in the Zayd al Mushaki neighborhood, in eastern Taiz city.","Taizz-Zayd Al Mushki",13.5931,44.022,2
"YEM20727","3-Jun-18",2018,"Violence against civilians","National","Unidentified gunmen kidnapped a soldier of the 22nd Brigade Kamal Al Musanaf in 26 September street in Taiz city and took him to an unknown destination during the night. It seems like he was off duty.","Taizz-Bab Musa",13.5742,44.0086,0
"SYR33629","3-Jun-18",2018,"Violence against civilians","Other-Local","Raqqa Internal Security Forces kidnapped an unknown number of young men from Ar-Raqqa and its countrysides to conscript them into security services.","Ar-Raqqa",35.9428,39.0519,0
"SYR33630","3-Jun-18",2018,"Violence against civilians","Other-Local","An unidentified armed group carried out an attack with hand grenades on a civilian gathering in the Seif Al-Dawla area in Ar-Raqqa. Neither injuries nor fatalities were reported.","Ar-Raqqa",35.9428,39.0519,0
"SYR33655","3-Jun-18",2018,"Violence against civilians","Other-Local","A member of the Syrian Civil Defence died from injuries sustained following an attack by an identified armed group on Syrian Civil Defence headquarters in Tal Heddiyeh in Aleppo on 26-05-2018.","Tal Heddiyeh",35.9956,36.9383,1
"SOM25978","3-Jun-18",2018,"Violence against civilians","Other","03 June. Unidentified gunmen killed a Heliwa District Commission employee.","Heliwa",2.0844,45.39,1
"SOM26104","3-Jun-18",2018,"Violence against civilians","Other","03 June. Al Shabaab fighters ambush civilian convoy in Xudur. Possibly 11 trucks burnt, 2 civilians killed.","Xudur",4.123,43.8901,2
"YEM21185","3-Jun-18",2018,"Violence against civilians","Subnational","Aden Al-Ghad reported that two civilians were shot dead by AQAP militants in the Hadhramawt governorate in ""early June"". No further info.","Al Mukalla",14.5425,49.1242,2
"DRC12472","2-Jun-18",2018,"Violence against civilians","Subnational","On June 2, the radio Grand Tam-Tam from Lodja was pillaged. The emission is currently down. The assailants destroyed material, stole some, and beat up a human rights activist that was finishing an emission.","Lodja",-3.5211,23.6005,0
"DRC12473","2-Jun-18",2018,"Violence against civilians","Subnational","On June 2, the Mayi Mayi attacked Mukulya, in the Beni-Butembo axis, and killed 3 people, injuring another two. The assailants also burned the FONER office. A later report by the same source mentions 6 dead and 2 soldiers wounded, as well as 10 cows stolen which were later recovered.","Beni",0.4966,29.4654,6
"PSE2056","2-Jun-18",2018,"Violence against civilians","National","Hamas security forces assaulted mourners at a tent erected in honour of Razan Najjar on June 2 in Khan Yunis.","Khan Yunis",31.3402,34.3063,0
"PSE2057","2-Jun-18",2018,"Violence against civilians","National","A Palestinian youth was injured as he and others approached the border fence near Khuzaa on June 2. The young man was shot in the stomach and he was transferred to the hospital.","Khuzaa",31.3069,34.3572,0
"IRQ6638","2-Jun-18",2018,"Violence against civilians","International","On June 02, IS militants killed a family of 12, including women and children, in an attack on their home in the village of al-Farahatiyah, in Salahuddin province (coded at provincial capital).","Tikrit",34.6158,43.6786,12
"IND31492","2-Jun-18",2018,"Violence against civilians","Subnational","On June 2, a Congress councillor was shot dead by three armed persons at Gole Bagh stadium in Amritsar city (Amritsar, Punjab).","Amritsar",31.5575,74.888,1
"SYR33596","2-Jun-18",2018,"Violence against civilians","Other-Local","An unidentified armed group carried out an attack with hand grenades near Al Majd traffic circle in Muhradah in Hama, wounding a woman. No fatalities reported.","Muhradah",35.2466,36.5745,0
"SYR33605","2-Jun-18",2018,"Violence against civilians","Other-Local","Syrian Democratic Forces carried out a series of raids and arrests among civilians in Sweidan Jazira in Al-Hasakeh. A refugee from Iraq was arrested during the raids. No fatalities reported.","Sweidan Jazira",34.8964,40.59,0
"BUR7992","2-Jun-18",2018,"Violence against civilians","Local","On 2 June, a female MSD activist living in Rwibaga locality, Ijenda zone and Mugongo-Manga commune, was beaten by two members of the Imbonerakure. She was accused of sheltering rebels. Her neighbours had to intervene on her behalf.","Rwibaga",-3.4744,29.5459,0
"ETH4562","2-Jun-18",2018,"Violence against civilians","National","It was reported that a 14-year old boy had his genitals mutilated by TPLF agents in Benishangul. Date not specified.","Asosa",10.0667,34.5333,0
"NIG12489","2-Jun-18",2018,"Violence against civilians","National","02 June. Fulani militia attacks Kura Falls community in Gashish District of Barkin-Ladi Local Government Area of Plateau State on 02/06. The attack was a continuation of an attack in the area the previous day. Three fatalities reported.","Gashit",9.45,8.7667,2
"SOM25913","2-Jun-18",2018,"Violence against civilians","Other","02 June. Unknown armed attackers, suspected to be al Shabaab elements, shot and killed two male youths at Suuq-bacaad vicinity in Yaqshid district. The victims were reported to be in their vehicle when they were attacked. Government soldiers conducted security search operation but there were no reports of arrests. The perpetrators managed to escape.","Yaaqshiid",2.0678,45.35,2
"SOM25914","2-Jun-18",2018,"Violence against civilians","Other","02 June. Unidentified armed men shot and killed a female civilian while on her way home at Sigaale village neighbourhood in Hodan district. Unconfirmed reports indicated that the victim was a government staff member. Another two civilian men were killed by unidentified gunmen on the same day at Bakara Junction road vicinity also in Hodan district. The motive of the assassination was not clear. In both cases, the perpetrators escaped.","Hodan",2.0333,45.35,3
"SOM25915","2-Jun-18",2018,"Violence against civilians","Other","02 June. A driver of a public minibus was shot and killed by a NISA soldier at Jamuuriya village neighbourhood in Kaaran district. SNPF soldiers arrived at the scene and conducted a security search operation but there were no reports of arrests. The motive of the incident was not ascertained and the perpetrators managed to escape.","Karaan",2.0652,45.39,1
"SUD11334","2-Jun-18",2018,"Violence against civilians","Subnational","On 2 June, 20 militiamen attacked a group of displaced farmers near Um Gubeisha village, 7km from Gereida, South Darfur. One farmer was killed and three others injured.","Gereida",11.2754,25.1403,1
"SUD11335","2-Jun-18",2018,"Violence against civilians","Subnational","On 2 June, relatives and friends of a detainee gathered outside the El Shuwak police station in Kassala as the detainee fell ill and the police were slow to issue documents required for his hospitalization. Police fired shots to disperse them. One policeman and four relatives were injured by the shots.","Shuwak",14.3973,35.8644,0
"SUD11336","2-Jun-18",2018,"Violence against civilians","Subnational","On 2 June, security authorities at the Khartoum airport reportedly tortured and robbed a Sudanese citizen, leaving him injured.","Khartoum International Airport",15.5895,32.5532,0
"PAK41803","2-Jun-18",2018,"Violence against civilians","National","On June 2nd, the local PML-N leader, Ziafat Hussain, was injured when he was shot by unidentified armed men in the Barki Jadid area of Gujar Khan, Rawalpindi district. No group claimed responsibility.","Gujar Khan",33.2558,73.3026,0
"YEM20603","2-Jun-18",2018,"Violence against civilians","National","A bus driver was reported killed by a soldier in Jamal Street in centrl Taizz city. The reasons behind the killing are unclear and the soldier was arrested.","Taizz-Bab Musa",13.5742,44.0086,1
"YEM20704","2-Jun-18",2018,"Violence against civilians","National","Nabil Gamal, a leader of the Al Islah party, was seriously wounded by masked gunmen who attempted to assasinate him near the Radwan mosque in the Suq al Sumail area, eastern Taiz city.","Taizz-Al Qahirah",13.5935,44.0101,0
"IND31679","2-Jun-18",2018,"Violence against civilians","National","Indian police severly assaulted a Nepalese tanker driver at Raxaul border point (Purba Champaran, Bihar) around June 2.","Raxaul",26.9788,84.8514,0
"IND31819","2-Jun-18",2018,"Violence against civilians","Subnational","On June 2, the body of a BJP party worker was found hanging from a tower in Balarampur town (Purulia, WB) allegedly murdered by TMC supporters responding to the party's head calling to make the district Opposition free.","Balarampur",23.0971,86.2229,1
"IND31848","2-Jun-18",2018,"Violence against civilians","National","On June 2, Congress councillor Gurdeep Pehalwan was killed by unidentified assailants at Gol Bagh in Amritsar city (Amritsar, Punjab).","Amritsar",31.6344,74.8728,1
"SYR33610","2-Jun-18",2018,"Violence against civilians","Other-Local","A child died from injuries sustained when Islamist militias snipers fired shots in the outskirts of Foah and Kafraya in Idleb.","Foah",35.982,36.7036,1
"SYR33613","2-Jun-18",2018,"Violence against civilians","Other-Local","An unidentified armed group opened fire and killed two people on the road connecting Ma'arrat Tamasrin and Idleb city.","Ma'arrat Tamasrin",36.0139,36.6727,2
"CEN4035","2-Jun-18",2018,"Violence against civilians","Other","On 2 June, 3 people were severely wounded in PK3, Bria by armed men.","Bria",6.5374,21.9914,0
"SOM25973","2-Jun-18",2018,"Violence against civilians","Other","02 June. Ali Saleban gunmen assassinate a Warsangeli clansman in Xammure. Motives unknown. Assailants escaped.","Xammure",11.0195,49.1548,1
"SOM25974","2-Jun-18",2018,"Violence against civilians","Other","02 June. Unidentified pistol armed gunmen killed 2 civilian businessmen in the Bakaara market. Both assassins escaped from the location.","Bakaara Market",2.0494,45.3199,2
"ZIM6026","2-Jun-18",2018,"Violence against civilians","Local","On 2 June, ZANU PF supporters beat 3 MDC Alliance activists who were campaigning in Epworth. ZANU PF supporters also threw stones at a truck full of MDCAlliance activists in the neighbourhood. 2 MDCAlliance ward officials were injured by the stones.","Epworth",-17.8794,31.1244,0
"PHL5043","2-Jun-18",2018,"Violence against civilians","National","Village chairperson Jingo Sherwin Noche was killed by unidentified assailants at Barangay Duhatan, Balayan town, Batangas province at June 2. His companion was wounded.","Duhatan",13.9467,120.6747,1
"PHL5045","2-Jun-18",2018,"Violence against civilians","National","A drug suspect identified as 'Doo' was killed in a police raid at Barangay Gulod, Quezon City, Metro Manila on the weekend of June 2.","Quezon City",14.6488,121.0509,1
"NIG12710","2-Jun-18",2018,"Violence against civilians","Other","02 June. 19 farmers were killed when Fulani herdsmen attacked Tsedyugh. It was reported that the herders burnt many houses, foodstuffs and personal belongings. Several farms were destroyed,","Tsedyugh",6.5754,9.5668,19
"NIG12482","1-Jun-18",2018,"Violence against civilians","National","01 June. A former governorship aspirant in the All Progressive Congress in Ekiti State, Michael Opeyemi Bamidele was shot by police at an APC headquarters in Ado Ekiti. Nine others were also shot. The reason for the attack is not known. Following the gunfire a number of angered APC members mobbed one of the police officers. The extent of injuries are not known.","Ado-Ekiti",7.621,5.2215,0
"NIG12483","1-Jun-18",2018,"Violence against civilians","Other-International","01 June. Following a failed attack by ""cattle rustlers"" on Zakuna, Anka LGA the assailants regrouped and attacked the village a second time during the late night hours. 23 civilians dead.","Anka",12.1138,5.9243,23
"SOM25892","1-Jun-18",2018,"Violence against civilians","Subnational","01 June. Unidentified gunmen assassinate a cleric as he exited a mosque in Baardheere.","Baardheere",2.3399,42.286,1
"PSE2040","1-Jun-18",2018,"Violence against civilians","International","A young medic was shot and killed while attending to injured protesters in Khan Yunis on June 1.","Khan Yunis",31.3402,34.3063,1
"YEM20577","1-Jun-18",2018,"Violence against civilians","Subnational","On June 01, security forces found the dead body of a civilian who was shot in the head in northern Aden.","Aden",12.7794,45.0367,1
"IND31344","1-Jun-18",2018,"Violence against civilians","Regional","Maoists fatally shot a man in Jamui district, Bihar, on 1 June, suspecting him to be a police informer.","Jamui",24.9191,86.2249,1
"IND31412","1-Jun-18",2018,"Violence against civilians","National","On June 1, in Bhatli in Bhatli tehsil (Bargarh, Odisha), three unidentified armed actors shot and killed BJP party activist Bulu Satnami at the BJP office.","Bhatli",21.4581,83.5358,1
"PAK41766","1-Jun-18",2018,"Violence against civilians","National","An Indian sniper shot and injured a Pakistani civilian in Polas village, Abbaspur sector of Poonch District, AJK across the LoC on June 1.","Polas",33.7906,74.0222,0
"SYR33528","1-Jun-18",2018,"Violence against civilians","Other-Local","Islamic State executed two regime forces and pro-regime militia fighters in Al-Maydin in Deir-ez-Zor. The fighters were captured during the clashes that took place between Islamic State and regime forces and pro-regime militias in Mayadin Desert.","Al Mayadin",35.0248,40.428,2
"SYR33530","1-Jun-18",2018,"Violence against civilians","Other-Local","Iraqi Popular Mobilization Forces have reportedly executed a number of civilians they abducted months earlier from the village of Al Heri in Deir-ez-Zor. An unknown number of civilians from the villages of Al-Heri and Sweiyeh, coded as 10, were executed by Iraqi Popular Mobilization Forces. Unknown number of fatalities split, five each, between the two locations.","Al-Heri",34.4375,40.9705,5
"SYR33537","1-Jun-18",2018,"Violence against civilians","Other-Local","Hayat Tahrir al Sham executed two civilians in Al-Dana In Idleb accused of planting an improvised explosive device and being members of the Islamic State.","Dana",36.2125,36.77,2
"SYR33545","1-Jun-18",2018,"Violence against civilians","Other-Local","Turkish border guards shot and killed a man in Darkosh in Idleb as he attempted to cross the Syrian-Turkish border.","Darkosh",35.9924,36.3934,1
"SYR33548","1-Jun-18",2018,"Violence against civilians","Other-Local","An unidentified armed group opened fire on a car carrying civilian members of the loacl reconciliation delegation to the regime on the road connecting Eastern Ghariyeh and Masyfara in Dar'a, killing three members of the delegation.","Eastern Ghariyeh",32.6782,36.2581,3
"SYR33551","1-Jun-18",2018,"Violence against civilians","Other-Local","Hayat Tahrir al Sham raided civilian homes and areas in northern countryside of Idlib. An unknown number of people were arrested in the raids on charges of being members of the Islamic State, but no casualties reported.","Idleb",35.929,36.6353,0
"SYR33560","1-Jun-18",2018,"Violence against civilians","Other-Local","An unidentified armed group opened fire and killed two people on the road connecting Ma'arrat Tamasrin and Idleb city.","Ma'arrat Tamasrin",36.0139,36.6727,2
"SYR33569","1-Jun-18",2018,"Violence against civilians","Other-Local","Iraqi Popular Mobilization Forces have reportedly executed a number of civilians they abducted months earlier from the village of Sweiyeh in Deir-ez-Zor. An unknown number of civilians from the villages of Al-Heri and Sweiyeh, coded as 10, were executed by Iraqi Popular Mobilization Forces. Unknown number of fatalities split, five each, between the two locations.","Sweiyeh",34.4339,40.9336,5
