Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,CH,IT,AR,,36,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,CM,ES,AR,,18,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,CN,IT,AR,,2,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,DE,AE,AR,3087,,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,DE,AR,,150,,live,,T,C
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,DE,AR,,2620,,skins,,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,DE,CN,AR,15,,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,ES,AR,,1050,,skins,,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,FR,TR,AR,,4,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,GB,CH,AR,4,,leather products (small),Number of specimens,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,IN,ES,AR,,6,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,IQ,IT,AR,,90,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,IT,AR,,50,,live,,T,C
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,IT,CH,AR,1,,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,JO,IT,AR,,32,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,JP,DE,AR,,10,live,,T,C
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,JP,ES,AR,,36,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,JP,IT,AR,,102,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,JP,NL,AR,,31,live,,T,C
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,MX,ES,AR,,2000,skins,,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,MX,IT,AR,,2775,skins,,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,NG,IT,AR,,47,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,NL,AR,,100,,live,,T,C
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,NO,DK,AR,,10,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,NO,IT,AR,,27,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,NZ,IT,AR,,2,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,PK,IT,AR,,42,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,RU,DE,AR,,20,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,RU,NL,AR,,4,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,SA,IT,AR,,24,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,SN,ES,AR,,20,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,TM,IT,AR,,30,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,TW,ES,AR,,2,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,TW,IT,AR,,20,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,US,DE,AR,,39,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,US,ES,AR,,2610,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,US,ES,PY,,344,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,US,IT,AR,,59,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,US,NL,,,10,live,,T,C
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,UZ,IT,AR,,30,leather products (small),,T,W
2020,II,Salvator rufescens,Reptilia,Sauria,Teiidae,Salvator,ZA,IT,AR,,19,leather products (small),,T,W
2020,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,AT,CH,AR,18,,skin pieces,,T,W
2020,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,CH,AT,AR,,10,skin pieces,,T,W
2020,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,DE,GY,,65,,live,,T,W
2020,II,Aldabrachelys gigantea,Reptilia,Testudines,Testudinidae,Aldabrachelys,CY,SC,,1,,live,,T,C
2020,II,Aldabrachelys gigantea,Reptilia,Testudines,Testudinidae,Aldabrachelys,DE,MU,,20,,live,,T,C
2020,II,Aldabrachelys gigantea,Reptilia,Testudines,Testudinidae,Aldabrachelys,DE,SC,,37,,live,,T,C
2020,II,Aldabrachelys gigantea,Reptilia,Testudines,Testudinidae,Aldabrachelys,DK,MU,,10,,live,,T,C
2020,II,Aldabrachelys gigantea,Reptilia,Testudines,Testudinidae,Aldabrachelys,ES,MU,,20,,live,,T,C
2020,II,Aldabrachelys gigantea,Reptilia,Testudines,Testudinidae,Aldabrachelys,IT,CN,SC,50,,live,,T,C
2020,II,Aldabrachelys gigantea,Reptilia,Testudines,Testudinidae,Aldabrachelys,IT,SC,,75,,live,,T,C
2020,II,Centrochelys sulcata,Reptilia,Testudines,Testudinidae,Centrochelys,DE,US,,100,,live,,T,C
2020,II,Centrochelys sulcata,Reptilia,Testudines,Testudinidae,Centrochelys,HK,ML,,,230,live,,,
2020,II,Centrochelys sulcata,Reptilia,Testudines,Testudinidae,Centrochelys,ID,ML,,,500,live,,,
2020,II,Centrochelys sulcata,Reptilia,Testudines,Testudinidae,Centrochelys,IT,TG,,50,,live,,T,C
2020,II,Centrochelys sulcata,Reptilia,Testudines,Testudinidae,Centrochelys,JP,DE,US,,2,live,,T,C
2020,II,Centrochelys sulcata,Reptilia,Testudines,Testudinidae,Centrochelys,KR,DE,,,50,live,,T,C
2020,II,Centrochelys sulcata,Reptilia,Testudines,Testudinidae,Centrochelys,TG,ML,,,2420,live,,,
2020,II,Centrochelys sulcata,Reptilia,Testudines,Testudinidae,Centrochelys,TW,ML,,,550,live,,,
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,DE,CO,,310,,live,,T,C
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,DE,GY,,9,,live,,T,W
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,DE,SR,,300,,live,,T,F
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,DE,US,,1,,live,,P,F
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,DK,CA,,2,,live,,P,F
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,GE,CZ,VE,,5,live,,T,C
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,ID,DE,SR,,50,live,,T,F
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,IT,CO,,200,,live,,T,C
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,IT,VE,,500,,live,,T,C
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,JP,DE,SR,,10,live,,T,F
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,KR,DE,SR,,40,live,,T,F
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,NO,DE,CO,,12,live,,T,C
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,PL,CO,,160,,live,,T,C
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,TH,CO,,,200,live,,T,C
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,TH,NL,,,22,live,,T,C
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,TW,NL,,,7,live,,T,C
2020,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,US,KN,,,3,live,,P,C
2020,II,Chelonoidis chilensis,Reptilia,Testudines,Testudinidae,Chelonoidis,ES,AR,,1,,live,,P,W
2020,II,Chelonoidis chilensis,Reptilia,Testudines,Testudinidae,Chelonoidis,JP,DE,,,2,live,,T,C
2020,II,Chelonoidis denticulatus,Reptilia,Testudines,Testudinidae,Chelonoidis,CN,DE,SR,,20,live,,T,F
2020,II,Chelonoidis denticulatus,Reptilia,Testudines,Testudinidae,Chelonoidis,DE,SR,,50,,live,,T,F
2020,II,Chelonoidis denticulatus,Reptilia,Testudines,Testudinidae,Chelonoidis,KR,DE,SR,,5,live,,T,F
2020,II,Chelonoidis denticulatus,Reptilia,Testudines,Testudinidae,Chelonoidis,PY,DE,PY,,5,calipee,,Q,O
2020,II,Chersina angulata,Reptilia,Testudines,Testudinidae,Chersina,DE,CH,,5,,live,,P,C
2020,II,Chersina angulata,Reptilia,Testudines,Testudinidae,Chersina,DE,ZA,,10,,carapaces,,T,C
2020,II,Chersina angulata,Reptilia,Testudines,Testudinidae,Chersina,JP,DE,,,2,live,,T,C
2020,II,Homopus areolatus,Reptilia,Testudines,Testudinidae,Homopus,CN,IT,,,1,live,,T,C
2020,II,Homopus areolatus,Reptilia,Testudines,Testudinidae,Homopus,DE,CH,,2,,live,,P,C
2020,II,Homopus areolatus,Reptilia,Testudines,Testudinidae,Homopus,IT,ZA,,10,,live,,T,F
2020,II,Homopus areolatus,Reptilia,Testudines,Testudinidae,Homopus,KR,IT,ZA,,5,live,,T,F
2020,II,Homopus areolatus,Reptilia,Testudines,Testudinidae,Homopus,KR,IT,,,2,live,,T,C
2020,II,Homopus areolatus,Reptilia,Testudines,Testudinidae,Homopus,NL,ZA,,5,,live,,T,F
2020,II,Indotestudo elongata,Reptilia,Testudines,Testudinidae,Indotestudo,JP,DE,,,11,live,,T,C
2020,II,Indotestudo elongata,Reptilia,Testudines,Testudinidae,Indotestudo,KR,DE,,,12,live,,T,C
2020,II,Indotestudo elongata,Reptilia,Testudines,Testudinidae,Indotestudo,TW,DE,,,4,live,,T,C
2020,II,Indotestudo forstenii,Reptilia,Testudines,Testudinidae,Indotestudo,JP,DE,,,1,live,,T,C
2020,II,Kinixys belliana,Reptilia,Testudines,Testudinidae,Kinixys,DE,KE,,33,,live,,T,C
2020,II,Kinixys belliana,Reptilia,Testudines,Testudinidae,Kinixys,ES,KE,,100,,live,,T,C
2020,II,Kinixys belliana,Reptilia,Testudines,Testudinidae,Kinixys,PL,KE,,50,,live,,T,C
2020,II,Kinixys erosa,Reptilia,Testudines,Testudinidae,Kinixys,DE,GA,,4,,carapaces,,S,W
2020,II,Kinixys spekii,Reptilia,Testudines,Testudinidae,Kinixys,DE,KE,,67,,live,,T,C
2020,II,Manouria emys,Reptilia,Testudines,Testudinidae,Manouria,CN,DE,,,18,live,,T,C
2020,II,Manouria emys,Reptilia,Testudines,Testudinidae,Manouria,JP,DE,,,6,live,,T,C
2020,II,Manouria emys,Reptilia,Testudines,Testudinidae,Manouria,TW,DE,,,18,live,,T,C
2020,II,Manouria impressa,Reptilia,Testudines,Testudinidae,Manouria,AT,CH,,20,,live,,T,C
2020,II,Psammobates tentorius,Reptilia,Testudines,Testudinidae,Psammobates,JP,DE,,,2,live,,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,CN,DE,,,40,live,,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,CN,ET,,,80,live,,T,W
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,DE,KE,,1230,,live,,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,DE,ZA,,5,,carapaces,,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,ES,KE,,200,,live,,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,ES,ZM,,750,,live,,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,GB,AE,TZ,1,,live,Number of specimens,P,F
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,GB,KE,,500,,live,Number of specimens,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,GB,SV,,100,,live,Number of specimens,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,GB,ZM,,800,,live,Number of specimens,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,ID,DE,,,125,live,,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,IT,ZM,,1700,,live,,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,JP,DE,,,3,live,,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,KR,DE,KE,,85,live,,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,KR,DE,,,22,live,,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,PL,KE,,150,,live,,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,AE,GB,,,2,live,Number of specimens,P,F
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,CH,DE,,,2,live,,P,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,CN,DE,,,12,live,,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,GB,AE,SY,1,,live,Number of specimens,P,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,GB,AE,SY,1,,live,Number of specimens,P,R
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,GB,AE,XX,1,,live,Number of specimens,P,U
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,JP,DE,,,16,live,,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,KR,DE,,,52,live,,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,KR,IT,,,120,live,,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,PL,QA,,1,,live,,P,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,CH,DE,,,2,live,,P,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,CH,DE,,,2,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,CN,DE,,,51,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,DE,CH,,24,,live,,P,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,DE,MK,,5791,,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,DE,ZA,DE,1,,live,,P,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,DK,GL,,1,,live,,P,F
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,GB,RS,,3500,,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,GL,DK,DK,,1,live,,P,F
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,IT,MK,,880,,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,JP,CZ,,,30,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,JP,DE,MK,,1,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,JP,DE,,,387,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,JP,GB,,,2,live,Number of specimens,P,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,KR,DE,,,110,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,KR,IT,,,305,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,LI,DE,,,8,live,,P,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,NO,DE,MK,,4,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,NO,DE,,,233,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,NO,DK,,,62,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,PL,MK,,500,,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,US,BE,,,1,live,Number of specimens,P,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,US,CZ,,,25,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,US,DE,,,11,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,CN,DE,UZ,,50,live,,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,DE,UZ,,1000,,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,DE,UZ,,8200,,live,,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,DE,UZ,,2000,,live,,T,R
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,DE,UZ,,1200,,live,,T,W
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,ES,UZ,,250,,live,,T,W
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,US,,2,,live,Number of specimens,P,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,UZ,,1000,,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,UZ,,2500,,live,Number of specimens,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,UZ,,1000,,live,Number of specimens,T,R
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GH,DK,DK,,1,live,,P,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GH,DK,RU,,1,live,,P,O
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GH,DK,UA,,1,live,,P,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,IT,UZ,,500,,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,IT,UZ,,1742,,live,,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,IT,UZ,,3500,,live,,T,R
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,IT,UZ,,6475,500,live,,T,W
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,JP,DE,UZ,,5,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,JP,DE,UZ,,5,live,,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KE,DE,,,1,live,,P,O
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,DE,UZ,,50,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,DE,UZ,,60,live,,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,DE,UZ,,40,live,,T,R
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,DE,,,30,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,NL,UZ,,1000,,live,,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,NL,UZ,,2000,,live,,T,R
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,PL,RU,UZ,1,,live,,P,R
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,PL,UZ,,300,,live,,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,PL,UZ,,300,,live,,T,W
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,US,DE,US,,1,live,,P,F
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,CN,DE,,,12,live,,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,ID,DE,,,53,live,,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,JP,CZ,,,20,live,,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,JP,DE,,,186,live,,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,JP,IT,,,10,live,,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,JP,NL,CZ,,140,live,,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,KR,DE,,,60,live,,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,KR,IT,,,171,live,,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,TW,DE,,,50,live,,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,US,CZ,,,8,live,,T,C
2020,II,Aphonopelma albiceps,Arachnida,Araneae,Theraphosidae,Aphonopelma,GB,MX,,200,,live,Number of specimens,T,C
2020,II,Aphonopelma albiceps,Arachnida,Araneae,Theraphosidae,Aphonopelma,US,DE,,,249,live,,T,C
2020,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,CA,DE,,,50,live,,T,C
2020,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,ES,NI,,915,,live,,T,C
2020,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,NI,,300,,live,Number of specimens,T,C
2020,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,DE,,,126,live,,T,C
2020,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,US,DE,,,1350,live,,T,C
2020,II,Brachypelma annitha,Arachnida,Araneae,Theraphosidae,Brachypelma,NL,UA,,89,,live,,T,C
2020,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,CA,DE,,,5,live,,T,C
2020,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,MX,,250,,live,Number of specimens,T,C
2020,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,PL,MX,,200,,live,,T,C
2020,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,US,DE,,,200,live,,T,C
2020,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,US,NL,CZ,,100,live,,T,C
2020,II,Brachypelma baumgarteni,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,MX,,50,,live,Number of specimens,T,C
2020,II,Brachypelma baumgarteni,Arachnida,Araneae,Theraphosidae,Brachypelma,PL,MX,,40,,live,,T,C
2020,II,Brachypelma baumgarteni,Arachnida,Araneae,Theraphosidae,Brachypelma,US,DE,,,19,live,,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,CA,DE,,,100,live,,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,CA,HU,,,130,live,,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,CH,DE,,,150,live,,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,MX,,200,,live,Number of specimens,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,CZ,,,40,live,,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,DE,,,30,live,,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,PL,MX,,200,,live,,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,US,DE,,,2781,live,,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,US,HU,,,206,live,,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,US,NL,CZ,,200,live,,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,US,NL,HU,,846,live,,T,C
2020,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,CA,DE,,,48,live,,T,C
2020,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,CH,DE,,,300,live,,T,C
2020,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,MX,,99,,live,Number of specimens,T,C
2020,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,CZ,,,50,live,,T,C
2020,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,DE,,,30,live,,T,C
2020,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,US,DE,,,1947,live,,T,C
2020,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,US,HU,,,120,live,,T,C
2020,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,US,NL,CZ,,1800,live,,T,C
2020,II,Brachypelma epicureanum,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,DE,,,30,live,,T,C
2020,II,Brachypelma epicureanum,Arachnida,Araneae,Theraphosidae,Brachypelma,US,DE,,,97,live,,T,C
2020,II,Brachypelma hamorii,Arachnida,Araneae,Theraphosidae,Brachypelma,CA,DE,,,100,live,,T,C
2020,II,Brachypelma hamorii,Arachnida,Araneae,Theraphosidae,Brachypelma,CA,HU,,,110,live,,T,C
2020,II,Brachypelma hamorii,Arachnida,Araneae,Theraphosidae,Brachypelma,CH,DE,,,40,live,,T,C
2020,II,Brachypelma hamorii,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,CZ,,,100,live,,T,C
2020,II,Brachypelma hamorii,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,DE,,,165,live,,T,C
2020,II,Brachypelma hamorii,Arachnida,Araneae,Theraphosidae,Brachypelma,US,DE,,,2722,live,,T,C
