"DATE","COUNTRY","DAILY_CONFIRMED","MA"
"2020-04-01","Italy",79.09122430105818,85.50377083726755
"2020-04-02","Italy",77.20573714708063,81.87692524659646
"2020-04-03","Italy",75.83297018409698,78.74862325177656
"2020-04-04","Italy",79.47162960405365,75.98654996480946
"2020-04-05","Italy",71.38388207514996,73.8576979275491
"2020-04-06","Italy",59.52516023829117,72.79209052599036
"2020-04-07","Italy",50.26311807840146,70.39624594687604
"2020-04-08","Italy",63.44498879524449,68.1610694460455
"2020-04-09","Italy",69.53147364317202,67.06474608834428
"2020-04-10","Italy",65.34701531022185,65.56675253493354
"2020-04-11","Italy",77.63576053307551,65.3044855247938
"2020-04-12","Italy",67.67906521119407,64.7752259728001
"2020-04-13","Italy",52.14860523237901,63.721432400526936
"2020-04-14","Italy",49.15498089141466,63.56312708810025
"2020-01-22","Netherlands",,
"2020-01-23","Netherlands",0,
"2020-01-24","Netherlands",0,
"2020-01-25","Netherlands",0,
"2020-01-26","Netherlands",0,
"2020-01-27","Netherlands",0,
"2020-01-28","Netherlands",0,
"2020-01-29","Netherlands",0,0
"2020-01-30","Netherlands",0,0
"2020-01-31","Netherlands",0,0
"2020-02-01","Netherlands",0,0
"2020-02-02","Netherlands",0,0
"2020-02-03","Netherlands",0,0
"2020-02-04","Netherlands",0,0
"2020-02-05","Netherlands",0,0
"2020-02-06","Netherlands",0,0
"2020-02-07","Netherlands",0,0
"2020-02-08","Netherlands",0,0
"2020-02-09","Netherlands",0,0
"2020-02-10","Netherlands",0,0
"2020-02-11","Netherlands",0,0
"2020-02-12","Netherlands",0,0
"2020-02-13","Netherlands",0,0
"2020-02-14","Netherlands",0,0
"2020-02-15","Netherlands",0,0
"2020-02-16","Netherlands",0,0
"2020-02-17","Netherlands",0,0
"2020-02-18","Netherlands",0,0
"2020-02-19","Netherlands",0,0
"2020-02-20","Netherlands",0,0
"2020-02-21","Netherlands",0,0
"2020-02-22","Netherlands",0,0
"2020-02-23","Netherlands",0,0
"2020-02-24","Netherlands",0,0
"2020-02-25","Netherlands",0,0
"2020-02-26","Netherlands",0,0
"2020-02-27","Netherlands",0.05836051425651069,0.008337216322358669
"2020-02-28","Netherlands",0,0.008337216322358669
"2020-02-29","Netherlands",0.29180257128255344,0.050023297934152014
"2020-03-01","Netherlands",0.23344205702604276,0.08337216322358669
"2020-03-02","Netherlands",0.4668841140520855,0.15006989380245606
"2020-03-03","Netherlands",0.3501630855390641,0.20009319173660806
"2020-03-04","Netherlands",0.8170471995911497,0.31681422024962946
"2020-03-05","Netherlands",2.56786262728647,0.6753145221110523
"2020-03-06","Netherlands",2.6845836557994915,1.058826472939551
"2020-03-07","Netherlands",3.5016308553906415,1.5173733706692778
"2020-03-08","Netherlands",4.493759597751323,2.1259901622014605
"2020-03-09","Netherlands",3.2681887983645987,2.5261765456746765
"2020-03-10","Netherlands",3.559991369647152,2.984723443404403
"2020-03-11","Netherlands",7.061622225037794,3.876805589896781
"2020-03-12","Netherlands",0,3.5099680717129993
"2020-03-13","Netherlands",17.68323581972274,5.652632666559177
"2020-03-14","Netherlands",9.104240224015667,6.453005433505609
"2020-03-15","Netherlands",10.27145050914588,7.278389849419117
"2020-03-16","Netherlands",16.22422296330997,9.129251872982742
"2020-03-17","Netherlands",17.216351705670654,11.08016049241467
"2020-03-18","Netherlands",20.25109844700921,12.964371381267728
"2020-03-19","Netherlands",23.869450330912873,16.374292857112422
"2020-03-20","Netherlands",31.28123564148973,18.316864260221994
"2020-03-21","Netherlands",37.17564758139731,22.327065311276513
"2020-03-22","Netherlands",33.67401672600667,25.67028905654234
"2020-03-23","Netherlands",31.923201298311348,27.913000247256825
"2020-03-24","Netherlands",47.62217963331272,32.25668995120569
"2020-03-25","Netherlands",50.07332123208617,36.517007491930976
"2020-03-26","Netherlands",60.111329684206005,41.69441882811571
"2020-03-27","Netherlands",68.8070463084261,47.055248923392334
"2020-03-28","Netherlands",68.39852270863052,51.51565965585422
"2020-03-29","Netherlands",64.83853133898337,55.96773317199375
"2020-03-30","Netherlands",51.76577614552498,58.802386721595695
"2020-03-31","Netherlands",49.60643711803409,59.08585207655589
"2020-04-01","Netherlands",60.0529691699495,60.51151606767922
"2020-04-02","Netherlands",63.72968156810967,61.028423479665456
"2020-04-03","Netherlands",60.28641122697554,59.81118989660109
"2020-04-04","Netherlands",52.874625916398685,57.593490354853685
"2020-04-05","Netherlands",71.5499904784821,58.55227023192493
"2020-04-06","Netherlands",56.7847803715849,59.269270835647774
"2020-04-07","Netherlands",45.69628266284787,58.71067734204974
"2020-04-08","Netherlands",56.7847803715849,58.24379322799766
"2020-04-09","Netherlands",71.25818790719956,59.31929413358193
"2020-04-10","Netherlands",78.55325218926339,61.928842842480194
"2020-04-11","Netherlands",77.15259984710713,65.3971248325814
"2020-04-12","Netherlands",68.57360425140006,64.9719268001411
"2020-04-13","Netherlands",56.2595357432763,64.89689185323988
"2020-04-14","Netherlands",50.7736474031643,65.62222967328508
"2020-01-22","Spain",,
"2020-01-23","Spain",0,
"2020-01-24","Spain",0,
"2020-01-25","Spain",0,
"2020-01-26","Spain",0,
"2020-01-27","Spain",0,
"2020-01-28","Spain",0,
"2020-01-29","Spain",0,0
"2020-01-30","Spain",0,0
"2020-01-31","Spain",0,0
"2020-02-01","Spain",0.021388186102799363,0.003055455157542766
"2020-02-02","Spain",0,0.003055455157542766
"2020-02-03","Spain",0,0.003055455157542766
"2020-02-04","Spain",0,0.003055455157542766
"2020-02-05","Spain",0,0.003055455157542766
"2020-02-06","Spain",0,0.003055455157542766
"2020-02-07","Spain",0,0.003055455157542766
"2020-02-08","Spain",0,0
"2020-02-09","Spain",0.021388186102799363,0.003055455157542766
"2020-02-10","Spain",0,0.003055455157542766
"2020-02-11","Spain",0,0.003055455157542766
"2020-02-12","Spain",0,0.003055455157542766
"2020-02-13","Spain",0,0.003055455157542766
"2020-02-14","Spain",0,0.003055455157542766
"2020-02-15","Spain",0,0.003055455157542766
"2020-02-16","Spain",0,0
"2020-02-17","Spain",0,0
"2020-02-18","Spain",0,0
"2020-02-19","Spain",0,0
"2020-02-20","Spain",0,0
"2020-02-21","Spain",0,0
"2020-02-22","Spain",0,0
"2020-02-23","Spain",0,0
"2020-02-24","Spain",0,0
"2020-02-25","Spain",0.08555274441119745,0.012221820630171064
"2020-02-26","Spain",0.14971730271959555,0.033610006732970425
"2020-02-27","Spain",0.042776372205598726,0.039720917048055956
"2020-02-28","Spain",0.36359916374758916,0.09166365472628298
"2020-02-29","Spain",0.27804641933639174,0.13138457177433893
"2020-03-01","Spain",0.8341392580091752,0.2505473229185068
"2020-03-02","Spain",0.769974699700777,0.36054370859004636
"2020-03-03","Spain",0.9624683746259713,0.4858173700492998
"2020-03-04","Spain",1.2191266078595637,0.6385901279264381
"2020-03-05","Spain",0.7913628858035765,0.7455310584404349
"2020-03-06","Spain",3.01573424049471,1.124407497975738
"2020-03-07","Spain",2.1388186102799365,1.3902320966819586
"2020-03-08","Spain",3.70015619578429,1.7996630877926891
"2020-03-09","Spain",8.555274441119746,2.911848765138256
"2020-03-10","Spain",13.303451755941204,4.674846391040432
"2020-03-11","Spain",12.44792431182923,6.278960348750384
"2020-03-12","Spain",0,6.165908507921301
"2020-03-13","Spain",63.20208993377212,14.763959321246645
"2020-03-14","Spain",24.788907693144463,17.999686333084433
"2020-03-15","Spain",30.093177846638703,21.770117997492207
"2020-03-16","Spain",45.85627100440183,27.09883179224679
"2020-03-17","Spain",38.62706410165565,30.716490698777427
"2020-03-18","Spain",46.241258354252224,35.544109847695
"2020-03-19","Spain",86.68631827464581,47.927869601215825
"2020-03-20","Spain",52.33689139355004,46.3756983811841
"2020-03-21","Spain",106.17095581429604,58.00170525563432
"2020-03-22","Spain",72.59150363290104,64.0728946536718
"2020-03-23","Spain",136.19996910262634,76.97913723913244
"2020-03-24","Spain",101.57249580219418,85.9713417677808
"2020-03-25","Spain",205.96823216995787,108.78948088431018
"2020-03-26","Spain",176.90168725625352,121.67739073882557
"2020-03-27","Spain",169.67248035350735,138.4396177331052
"2020-03-28","Spain",160.75360674864,146.23713929515432
"2020-03-29","Spain",147.04377945674563,156.87317869856068
"2020-03-30","Spain",167.8117081625638,161.38914142140888
"2020-03-31","Spain",170.39967868100254,171.2215961183815
"2020-04-01","Spain",175.27618511244077,166.83701796730764
"2020-04-02","Spain",169.97191495894654,165.8470504962638
"2020-04-03","Spain",152.58331965737065,163.4057418253871
"2020-04-04","Spain",149.05426895040875,161.7344078542112
"2020-04-05","Spain",117.16448347113491,157.46593699912398
"2020-04-06","Spain",107.56118791097799,148.858719820326
"2020-04-07","Spain",112.65157620344425,140.60899089496053
"2020-04-08","Spain",134.2750323533744,134.75168335795104
"2020-04-09","Spain",106.98370688620241,125.75336791898759
"2020-04-10","Spain",108.03172800523959,119.38885482582602
"2020-04-11","Spain",101.67943673270817,112.62102165186879
"2020-04-12","Spain",81.36065993504877,107.5061897181422
"2020-04-13","Spain",69.89659218394831,102.12553318570939
"2020-04-14","Spain",52.22995046303605,93.49387236565107
"2020-01-22","Sweden",,
"2020-01-23","Sweden",0,
"2020-01-24","Sweden",0,
"2020-01-25","Sweden",0,
"2020-01-26","Sweden",0,
"2020-01-27","Sweden",0,
"2020-01-28","Sweden",0,
"2020-01-29","Sweden",0,0
"2020-01-30","Sweden",0,0
"2020-01-31","Sweden",0,0
"2020-02-01","Sweden",0.09901705766852455,0.014145293952646363
"2020-02-02","Sweden",0,0.014145293952646363
"2020-02-03","Sweden",0,0.014145293952646363
"2020-02-04","Sweden",0,0.014145293952646363
"2020-02-05","Sweden",0,0.014145293952646363
"2020-02-06","Sweden",0,0.014145293952646363
"2020-02-07","Sweden",0,0.014145293952646363
"2020-02-08","Sweden",0,0
"2020-02-09","Sweden",0,0
"2020-02-10","Sweden",0,0
"2020-02-11","Sweden",0,0
"2020-02-12","Sweden",0,0
"2020-02-13","Sweden",0,0
"2020-02-14","Sweden",0,0
"2020-02-15","Sweden",0,0
"2020-02-16","Sweden",0,0
"2020-02-17","Sweden",0,0
"2020-02-18","Sweden",0,0
"2020-02-19","Sweden",0,0
"2020-02-20","Sweden",0,0
"2020-02-21","Sweden",0,0
"2020-02-22","Sweden",0,0
"2020-02-23","Sweden",0,0
"2020-02-24","Sweden",0,0
"2020-02-25","Sweden",0,0
"2020-02-26","Sweden",0.09901705766852455,0.014145293952646363
"2020-02-27","Sweden",0.09901705766852455,0.028290587905292725
"2020-02-28","Sweden",0.7921364613481964,0.14145293952646362
"2020-02-29","Sweden",0.29705117300557365,0.1838888213844027
"2020-03-01","Sweden",0,0.1838888213844027
"2020-03-02","Sweden",0.4950852883426228,0.25461529114763454
"2020-03-03","Sweden",1.2872217496908192,0.43850411253203725
"2020-03-04","Sweden",2.9705117300557364,0.8487176371587818
"2020-03-05","Sweden",2.4754264417131138,1.1882046920222944
"2020-03-06","Sweden",5.842006402442949,1.909614683607259
"2020-03-07","Sweden",3.26756290306131,2.33397350218665
"2020-03-08","Sweden",4.554784652752129,2.9846570240083827
"2020-03-09","Sweden",10.00072282452098,4.342605243462433
"2020-03-10","Sweden",9.703671651515405,5.544955229437374
"2020-03-11","Sweden",19.40734330303081,7.89307402557667
"2020-03-12","Sweden",14.951575707947207,9.67538106361011
"2020-03-13","Sweden",15.050592765615733,10.990893401206222
"2020-03-14","Sweden",7.030211094465243,11.528414571406783
"2020-03-15","Sweden",6.832176979128194,11.85375633231765
"2020-03-16","Sweden",8.218415786487538,11.599141041170014
"2020-03-17","Sweden",11.783029862554422,11.896192214175588
"2020-03-18","Sweden",14.35747336193606,11.174782222590624
"2020-03-19","Sweden",14.15943924659901,11.061619870969453
"2020-03-20","Sweden",17.823070380334418,11.457688101643551
"2020-03-21","Sweden",13.367302785250814,12.362986914612918
"2020-03-22","Sweden",11.684012804885898,13.05610631829259
"2020-03-23","Sweden",18.02110449567147,14.456490419604581
"2020-03-24","Sweden",22.773923263760647,16.02661804834833
"2020-03-25","Sweden",31.09135610791671,18.417172726345566
"2020-03-26","Sweden",28.31887849319802,20.439949761573995
"2020-03-27","Sweden",36.14122604901146,23.056829142813573
"2020-03-28","Sweden",29.705117300557365,25.39080264500022
"2020-03-29","Sweden",27.724776147186873,27.682340265328932
"2020-03-30","Sweden",41.19109599010621,30.99233905024818
"2020-03-31","Sweden",47.03310239254916,34.45793606864654
"2020-04-01","Sweden",48.12229002690293,36.89092662850172
"2020-04-02","Sweden",54.8554499483626,40.68186540781094
"2020-04-03","Sweden",59.509251658783256,44.02015478063548
"2020-04-04","Sweden",35.349089587663265,44.826436535936324
"2020-04-05","Sweden",33.66579960729835,45.67515417309511
"2020-04-06","Sweden",38.51763543305605,45.29323123637366
"2020-04-07","Sweden",73.07458855937112,49.01344354591965
"2020-04-08","Sweden",64.85617277288358,51.403998223916886
"2020-04-09","Sweden",63.86600219619834,52.69121997360771
"2020-04-10","Sweden",44.953744181510146,50.611861762568694
"2020-04-11","Sweden",39.1117377790672,51.14938293276926
"2020-04-12","Sweden",45.94391475819539,52.903399382897405
"2020-04-13","Sweden",43.27045420114523,53.58237349262443
"2020-04-14","Sweden",47.42917062322326,49.91874235888902
"2020-01-22","US",,
"2020-01-23","US",0,
"2020-01-24","US",0.0030211238763900275,
"2020-01-25","US",0,
"2020-01-26","US",0.009063371629170083,
"2020-01-27","US",0,
"2020-01-28","US",0,
"2020-01-29","US",0.0030211238763900275,0.002157945625992877
"2020-01-30","US",0,0.002157945625992877
"2020-01-31","US",0.006042247752780055,0.0025895347511914525
"2020-02-01","US",0,0.0025895347511914525
"2020-02-02","US",0,0.0012947673755957264
"2020-02-03","US",0.009063371629170083,0.0025895347511914525
"2020-02-04","US",0,0.0025895347511914525
"2020-02-05","US",0,0.002157945625992877
"2020-02-06","US",0.0030211238763900275,0.0025895347511914525
"2020-02-07","US",0,0.001726356500794302
"2020-02-08","US",0,0.001726356500794302
"2020-02-09","US",0,0.001726356500794302
"2020-02-10","US",0,0.0004315891251985759
"2020-02-11","US",0.0030211238763900275,0.0008631782503971512
"2020-02-12","US",0,0.0008631782503971512
"2020-02-13","US",0.0030211238763900275,0.0008631782503971512
"2020-02-14","US",0,0.0008631782503971512
"2020-02-15","US",0,0.0008631782503971512
"2020-02-16","US",0,0.0008631782503971512
"2020-02-17","US",0,0.0008631782503971512
"2020-02-18","US",0,0.00043158912519857586
"2020-02-19","US",0,0.00043158912519857586
"2020-02-20","US",0,0.0000000000000000005421010862427522
"2020-02-21","US",0.006042247752780055,0.0008631782503971512
"2020-02-22","US",0,0.0008631782503971512
"2020-02-23","US",0,0.0008631782503971512
"2020-02-24","US",0,0.0008631782503971512
"2020-02-25","US",0,0.0008631782503971512
"2020-02-26","US",0,0.0008631782503971512
"2020-02-27","US",0.0030211238763900275,0.0012947673755957264
"2020-02-28","US",0,0.0004315891251985758
"2020-02-29","US",0.02416899101112022,0.0038843021267871785
"2020-03-01","US",0.021147867134730193,0.006905426003177206
"2020-03-02","US",0.06948584915697063,0.01683197588274444
"2020-03-03","US",0.057401353651410525,0.02503216926151737
"2020-03-04","US",0.09969708792087091,0.039274610393070356
"2020-03-05","US",0.23262653848203213,0.07207538390816208
"2020-03-06","US",0.16011956544867145,0.09494960754368657
"2020-03-07","US",0.5015065634807446,0.16314068932506148
"2020-03-08","US",0.3504503696612432,0.2101839039717062
"2020-03-09","US",0.22658429072925207,0.2326265384820321
"2020-03-10","US",0.5679712887613252,0.30556510064059134
"2020-03-11","US",1.10271021488236,0.4488526902065183
"2020-03-12","US",1.3262733817352221,0.6050879535284026
"2020-03-13","US",1.9123714137548875,0.8554096461435763
"2020-03-14","US",2.293033022180031,1.1113419973863314
"2020-03-15","US",0.7069429870752665,1.1622695141597634
"2020-03-16","US",4.43198872666417,1.7630415764361804
"2020-03-17","US",5.537720065422921,2.473005687387837
"2020-03-18","US",8.027126139568303,3.462207962342972
"2020-03-19","US",13.576930700496783,5.2123018650231945
"2020-03-20","US",19.235495720975305,7.687033908911825
"2020-03-21","US",18.111637638958214,9.946834568451566
"2020-03-22","US",26.676523828523944,13.656774688658519
"2020-03-23","US",33.9302422557364,17.870810907097407
"2020-03-24","US",32.06016657625097,21.659731837215702
"2020-03-25","US",36.48007080740958,25.724438218335884
"2020-03-26","US",53.89684995479809,31.48442668323607
"2020-03-27","US",56.43459401096572,36.79858358180613
"2020-03-28","US",59.23517584437927,42.67337475400913
"2020-03-29","US",57.03579766236733,47.010413873129615
"2020-03-30","US",66.71245743844459,51.69358747065935
"2020-03-31","US",79.50389593107997,58.47126309277778
"2020-04-01","US",78.19574929260308,64.43064573351971
"2020-04-02","US",91.80289123186377,69.84579448738623
"2020-04-03","US",96.58533032818919,75.5816139612753
"2020-04-04","US",99.74240477901677,81.36836095193779
"2020-04-05","US",85.18662994256961,85.38990842053812
"2020-04-06","US",91.1563707223163,88.88189603251979
"2020-04-07","US",94.89350095741077,91.08041103628133
"2020-04-08","US",97.26508320037694,93.80460159453474
"2020-04-09","US",104.47650589331994,95.61511797474277
"2020-04-10","US",101.16233300092007,96.26897549941862
"2020-04-11","US",88.54309856923892,94.6690746123075
"2020-04-12","US",81.34980261955427,94.1209564233053
"2020-04-13","US",77.97218612575023,92.23750148093872
"2020-04-14","US",86.29538240520475,91.00919883062357
"2020-01-22","United Kingdom",,
"2020-01-23","United Kingdom",0,
"2020-01-24","United Kingdom",0,
"2020-01-25","United Kingdom",0,
"2020-01-26","United Kingdom",0,
"2020-01-27","United Kingdom",0,
"2020-01-28","United Kingdom",0,
"2020-01-29","United Kingdom",0,0
"2020-01-30","United Kingdom",0,0
"2020-01-31","United Kingdom",0.029461153730598138,0.004208736247228305
"2020-02-01","United Kingdom",0,0.004208736247228305
"2020-02-02","United Kingdom",0,0.004208736247228305
"2020-02-03","United Kingdom",0.08838346119179441,0.01683494498891322
"2020-02-04","United Kingdom",0,0.01683494498891322
"2020-02-05","United Kingdom",0.014730576865299069,0.018939313112527372
"2020-02-06","United Kingdom",0,0.018939313112527372
"2020-02-07","United Kingdom",0,0.014730576865299067
"2020-02-08","United Kingdom",0.058922307461196276,0.023148049359755677
"2020-02-09","United Kingdom",0.014730576865299069,0.02525241748336983
"2020-02-10","United Kingdom",0,0.012626208741684915
"2020-02-11","United Kingdom",0.014730576865299069,0.014730576865299067
"2020-02-12","United Kingdom",0.014730576865299069,0.014730576865299067
"2020-02-13","United Kingdom",0.014730576865299069,0.01683494498891322
"2020-02-14","United Kingdom",0.014730576865299069,0.018939313112527372
"2020-02-15","United Kingdom",0,0.010521840618070762
"2020-02-16","United Kingdom",0,0.00841747249445661
"2020-02-17","United Kingdom",0.014730576865299069,0.010521840618070762
"2020-02-18","United Kingdom",0,0.00841747249445661
"2020-02-19","United Kingdom",0.014730576865299069,0.00841747249445661
"2020-02-20","United Kingdom",0.029461153730598138,0.010521840618070762
"2020-02-21","United Kingdom",0.014730576865299069,0.010521840618070762
"2020-02-22","United Kingdom",0,0.010521840618070762
"2020-02-23","United Kingdom",0.07365288432649535,0.021043681236141525
"2020-02-24","United Kingdom",0.029461153730598138,0.023148049359755677
"2020-02-25","United Kingdom",0.058922307461196276,0.03156552185421228
"2020-02-26","United Kingdom",0.044191730595897205,0.03577425810144059
"2020-02-27","United Kingdom",0.10311403805709347,0.04629609871951135
"2020-02-28","United Kingdom",0.17676692238358882,0.06944414807926702
"2020-02-29","United Kingdom",0.07365288432649535,0.07996598869733779
"2020-03-01","United Kingdom",0.48610903655486926,0.13888829615853404
"2020-03-02","United Kingdom",0.5892230746119628,0.21885428485587183
"2020-03-03","United Kingdom",0.8101817275914488,0.32617705916019357
"2020-03-04","United Kingdom",0.8396428813220469,0.4398129378353578
"2020-03-05","United Kingdom",0.7217982663996544,0.5281963990271522
"2020-03-06","United Kingdom",1.1637155723586263,0.6691890633093004
"2020-03-07","United Kingdom",0.8101817275914488,0.774407469490008
"2020-03-08","United Kingdom",0.7954511507261497,0.8185992000859053
"2020-03-09","United Kingdom",2.165394799198963,1.0437665893126196
"2020-03-10","United Kingdom",3.815219408112459,1.4730576865299065
"2020-03-11","United Kingdom",6.068997668503216,2.2201083704129307
"2020-03-12","United Kingdom",7.203252087131244,3.146030344803158
"2020-03-13","United Kingdom",7.070676895343553,3.9898819623724333
"2020-03-14","United Kingdom",5.361929978968861,4.6401317125692065
"2020-03-15","United Kingdom",6.525645551327488,5.458730912655112
"2020-03-16","United Kingdom",9.059304772158926,6.4435751945065345
"2020-03-17","United Kingdom",11.342544186280282,7.518907305673366
"2020-03-18","United Kingdom",14.804229749625563,8.766797602976558
"2020-03-19","United Kingdom",15.702794938408807,9.981018010301923
"2020-03-20","United Kingdom",18.53106569654623,11.618216410473734
"2020-03-21","United Kingdom",17.89765089133837,13.409033683669378
"2020-03-22","United Kingdom",20.460771265900405,15.399765928608366
"2020-03-23","United Kingdom",34.60212505658751,19.048740254955305
"2020-03-24","United Kingdom",35.08823409314238,22.44098167022132
"2020-03-25","United Kingdom",40.022977343017565,26.043659897848748
"2020-03-26","United Kingdom",46.06251385779019,30.380762600617516
"2020-03-27","United Kingdom",47.859644235356676,34.57055953473329
"2020-03-28","United Kingdom",41.87903002804525,37.996470839977135
"2020-03-29","United Kingdom",42.6008282944449,41.15933612976921
"2020-03-30","United Kingdom",63.73920609614907,45.321776278278
"2020-03-31","United Kingdom",66.78843550726597,49.85037648029566
"2020-04-01","United Kingdom",73.26988932799756,54.5999353352928
"2020-04-02","United Kingdom",72.6070133690591,58.3920066940455
"2020-04-03","United Kingdom",73.37300336605466,62.03677228414521
"2020-04-04","United Kingdom",59.997639572363106,64.62514507619062
"2020-04-05","United Kingdom",53.766605558341595,66.22025611389014
"2020-04-06","United Kingdom",78.30774661592984,68.30147618814453
"2020-04-07","United Kingdom",80.81194468303069,70.30483464182521
"2020-04-08","United Kingdom",76.05396835553908,70.70256021718828
"2020-04-09","United Kingdom",72.26821010115722,70.65415975034516
"2020-04-10","United Kingdom",64.32842917076103,69.36207772244607
"2020-04-11","United Kingdom",53.221574214325535,68.39406838558357
"2020-04-12","United Kingdom",52.1315115262934,68.1604835238624
"2020-04-13","United Kingdom",61.94207571858258,65.82253053852708
"2020-04-14","United Kingdom",64.04854821032035,63.42775961385417
