assessmentId,internalTaxonId,scientificName,redlistCategory,yearPublished,rationale,habitat,threats,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
44798207,44792108,Pseudoyersinia brevipennis,Extinct,2020,"<em>Pseudoyersinia brevipennis</em> has been recorded only for its type locality and never after 1860. This area is well known and frequently investigated in terms of its entomological fauna; this species has been listed as extinct in Fontaine <em>et al.</em> 2007 (citing Voisin 2003). Even if most of the authors consider it a valid species (see: Lombardo 1984, Ehrmann 2002, Battiston <em>et al.</em>&#160;2010), due to the similarity of this species with other similar species of the Mediterranean basin (especially&#160;the Italian <em>Pseudoyersinia lagrecai,</em> Lombardo 1984), this cannot be unequivocally stated. This species is assessed as Extinct.",This species is known only from its type locality.,Threats for this species are unknown.,No vital populations have been recorded after the species' description in 1860.,,"<em>Pseudoyersinia brevipennis </em>has been recorded only from its type locality in Hyères, France.",There is no use or trade information available.,Terrestrial,No conservation actions are in place as it considered to be Extinct.,Palearctic,1860,FALSE,FALSE,Global & Europe
45204492,40784,Neovison macrodon,Extinct,2016,"Sea Mink&#160;is Extinct. It was thought to have survived until about 1894 in New Brunswick (Campbell 1988, Nowak 1999), but it is uncertain whether these animals belonged to this species or to <em>Neovison vison</em>. Mead <em>et a</em><em>l</em>. (2000) substantiated the validity of Sea Mink as a&#160;species and estimated the extinction date as about&#160;1860.",The Sea Mink reportedly made its home among the rocks along the ocean. The diet consisted mainly of fish and probably also included molluscs (Nowak 2005).,This species was hunted to extinction (apparently for the fur trade).,Extinct.,,"Formerly occurred along the coasts of Canada (New Brunswick, Newfoundland) and in&#160;some coastal eastern&#160;states of the&#160;United States&#160;of America (Massachusetts, Maine). The Sea Mink was&#160;exterminated, in the late nineteenth century (Mead&#160;<em>et a</em><em>l</em>. 2000). Its range seems subsequently to have been occupied by <em>N. vison</em> (Nowak 1999).",Sea Mink was hunted for its fur.,Terrestrial|Marine,No conservation is possible: the&#160;species is extinct.,Nearctic,1860,FALSE,FALSE,Global
45221489,136456,Cryptoprocta spelea,Extinct,2015,This species is listed as Extinct as there is no evidence to suggest that this large species of <em>Cryptoprocta</em> currently survives on Madagascar. It is currently known only from subfossil remains and is believed to have survived at least into the recent geological past.,"Given the size of <em>Cryptoprocta spelea</em>, its massive jaws and large carnassial teeth, it must have been a formidable predator and certainly capable of taking larger prey than the extant <em>C. ferox</em>. Evidence suggests that the two forms of <em>Cryptoprocta</em> might have been separated well enough in size to be able to coexist (Goodman <em>et al</em>. 2004).",The reasons for the disappearance of this species on Madagascar (its entire world range) are unknown.,It is extinct.,,"On the basis of current subfossil evidence, <em>Cryptoprocta spelea</em> occurred at a variety of sites from Lakaton’ny Akanga in the far north near Antsiranana, along the western portion of Madagascar, south to numerous sites at the southern end of the island; it is also recorded on the central highlands at Antsirabe (Goodman <em>et al</em>. 2004).",There are no uses at present as this species is extinct.,Terrestrial,No conservation actions are needed because the species is extinct.,Afrotropical,pre 1658,FALSE,FALSE,Global
45228171,13655,Neomonachus tropicalis,Extinct,2015,"Despite extensive search, the Caribbean Monk Seal has not been seen since 1952, and it is therefore considered to be Extinct.","The species occupied a marine environment, with rocky or sandy coastline and islands being used for resting and breeding areas. Their diet is unknown, but may have included eels, lobsters, octopus, and reef fish. Like other true seals, the Caribbean Monk Seal was sluggish on land, and its lack of fear of humans and an unaggressive and curious nature contributed to its demise. They were medium-sized seals, with adult standard lengths of 200-240 cm (Allen 2004). Very little is known about the natural history of&#160; the Caribbean Monk Seal, but related species mature at 4-8 years old, give birth to a single pup (usually annually), and can live to be more than 20 years old.","The only known predators of Caribbean Monk Seals were sharks and humans. Intensive exploitation began with the voyages of Columbus, and continued for centuries afterwards, as the seals were killed for their skins and oil. In more recent years, the seal was also subject to persecution from the fishing industry. This human pressure brought the population to very low numbers, ultimately resulting in extinction of the species (Allen 2004, Hairr 2011).","Caribbean Monk Seals were first discovered by Columbus in 1494, and early records testify to its abundance in several parts of the Caribbean. Population size prior to exploitation has been estimated as 233,000-338,000 (McClenachan and Cooper 2007). Hunting of Caribbean Monk Seals by Europeans for food began with Columbus, and many animals were killed for that reason over the following centuries. In the late 1600s hundreds of seals were killed primarily to be used for oil to lubricate machinery on sugar plantations. Additional animals were taken for public display and killed for museum specimens and other reasons (Hairr 2011). By the late 1880s the species was rare, though the Triangle Keys west of Yucatan remained a stronghold of the species until 1915 when about 200 animals were killed there (<a href=""http://www.petermaas.nl/extinct/"">The Sixth Extinction Website</a> 2007). The last reliable record from anywhere was of a small colony at Seranilla Bank, a group of tiny coral islands halfway between Jamaica and Honduras, in 1952 (Adams 2004). An aerial survey in 1973 covering much of the species known range did not produce any seal sightings (Kenyon 1977). Vessel surveys of the region in 1980 (Sergeant et al. 1980) and 1984 (LeBoeuf et al. 1986) also&#160; failed to locate any seals. Unconfirmed sightings of Caribbean Monk Seals by local fishermen and divers (see for example Boyd and Stanfield (1998)) almost certainly refer to wandering Hooded Seals that have been positively identified on Puerto Rico and the Virgin Islands (Mignucci-Giannoni and Haddow 2001).",,"The Caribbean Monk Seal inhabited primarily the Caribbean Sea, northwest to the eastern Gulf of Mexico. It had been recorded from numerous islands reefs and cays, including the Bahamas and Greater and Lesser Antilles, as well as the Yucatan Peninsula and southeast along the Central and South American coasts as far east as Guyana. The northernmost extralimital record is from Georgia in the southeastern United States (Allen 2004). Prior to exploitation the species is thought to have occurred in 13-14 colonies spread throughout the Caribbean region (McClenachan and Cooper 2007).",The species was hunted in the past but has been extinct since 1952 so there has been no use since then.,Terrestrial|Marine,"The first legal protection for Caribbean Monk Seals came in 1945 with the Jamaican Wild&#160; Life Law. In 1949 the species was included on a list of 14 mammals identified as being of international concern and in need of immediate protection. Caribbean Monk Seals have been species of concern to IUCN since at least 1973, and have been protected under the US Endangered Species Act and Marine Mammal Protection Act and listed on CITES Appendix I (Allen 2004). Those actions did not prevent extirpation of the species which is now considered to be Extinct.",Nearctic|Neotropical,1952,FALSE,FALSE,Global
45973101,45958541,Notomys robustus,Extinct,2016,"<p>The Broad-cheeked Hopping-mouse is known only from skulls taken from old owl roosts in the Flinders and Davenport Ranges, South Australia, and has never been collected alive.</p>","<p>All of the collection sites were in arid, rocky ranges adjacent to plains with ephemeral streams running eventually into inland lakes. The mean annual rainfall varies from 125 to 300 mm. The dominant plant associations include a mixed cover of native grasses and chenopod shrubland (Medlin 2008).</p>",This species has never been collected alive.,The species is extinct.,,"<p>The Broad-cheeked Hopping-mouse has been collected only in the Davenport and Flinders Ranges, South Australia.</p>",,Terrestrial,The species is extinct.,Australasian,never recorded alive,FALSE,FALSE,Global
47242030,61247,Barbus microbarbis,Extinct,2016,<em>Barbus microbarbis</em> was only known from one specimen (the holotype) from Lake Luhondo in Rwanda. It disappeared after introduction of <em>Tilapia </em>and some <em>Haplochromis </em>in the lake and has not been recorded for over 50 years despite regular surveys. This large barb is therefore listed as Extinct.,It probably inhabited both lakes and rivers. Little is known about the suitable habitat and the ecological requirements of this species. The maximum size was 27.0 cm TL (David and Poll 1937).,Introduction of <em>Tilapia</em> and <em>Haplochromis</em> species led to the extinction of the species in Lake Luhondo (De Vos <em>et al</em>. 1990).,"This species is only known from one specimen (Banister 1973, De Vos <em>et al</em>. 2001) and should be considered as Extinct (De Vos <em>et al</em>. 1990).",,"This species is only known from the holotype, collected in Lake Luhondo (Upper Akagera system) in Rwanda (David and Poll 1937, Banister 1973, De Vos and Thys van den Audenaerde 1990, De Vos <em>et al</em>. 2001).",As this species is a large fish it is assumed that it was probably utilised previously.,Freshwater (=Inland waters),No conservation actions were known for this species.,Afrotropical,1950s,FALSE,FALSE,"Global, Eastern Africa & Pan-Africa"
50187890,8980,Gazella saudiya,Extinct,2016,There have been no specimens collected or sightings of <em>Gazella saudiya</em> for several decades despite frequent surveys in areas of former habitat. Hammond <em><em>et al.</em></em> (2001) showed that three reported captive populations of <em>G. saudiya</em>  represent different species or hybrids. Systematic investigations  of&#160;privately owned populations&#160;throughout the Arabian Peninsula&#160;provided  no evidence of surviving <em>G. saudiya</em>. Systematic investigations of captive collections throughout the Arabian Peninsula have failed to locate any captive individuals.,"<em>Gazella saudiya</em> formerly occurred on gravel and sandy plains (Harrison and Bates 1991). It was a species of open <em>Acacia</em> country, occurring singly or in groups of up to 20.",The main cause of its decline was over-hunting (Hammond <em>et al.</em> 2001).,It was reported to be Extinct in the Wild in the 1980s and subsequent reports of captive specimens in collections in the Arabian Peninsula have been shown to refer to other taxa or to hybrids (Hammond <em>et al.</em> 2001).,,"This species formerly occurred in the Arabian Peninsula with several recorded sites from Kuwait, Saudi Arabia and Yemen. Reports of its occurrence in Iraq are unconfirmed and doubtful  (Mallon and Kingswood 2001). Most records are from the western part of Saudi Arabia (Dunham <em>et al</em>. 2001).",,Terrestrial,This species is now Extinct.,Palearctic,1970,FALSE,FALSE,Global
50188129,8987,Gazella bilkis,Extinct,2016,"This gazelle is known only from five specimens, collected in 1951 in the mountains near Ta’izz, where it was reportedly common at the time. There have been no subsequent specimens, sightings or reports, and the species is now considered Extinct, if indeed it is really a valid species.","Seen in small groups of 1-3 on <em>Euphorbia</em>-covered hillsides at altitudes of 1,230-2,150 m; not seen in cultivated areas or near roads (Sanborn and Hoogstraal 1953).",This species was hunted for food by army officers in 1951 (Sanborn and Hoogstraal 1953); there is no other information available.,"The population was described as very common in 1951, but there have been no records since the 1950s and the species is now believed extinct (Mallon and Al Safadi 2001). During surveys conducted in 1992 in the mountains south of Ta'izz, local people reported that gazelles had not been seen in the area for several decades (Greth <em>et al.</em> 1993).",,"This species was described on the basis of five specimens collected in 1951 in mountains near Ta’izz (Yemen). Localities included Wadi Maleh, Usaifira, and Jabal Zarba (Groves and Lay 1985, Greth <em>et al.</em> 1993).",,Terrestrial,The species is now Extinct.,Palearctic,1951,FALSE,FALSE,Global
50188573,10168,Hippotragus leucophaeus,Extinct,2017,"The last individual Blue Antelope was shot around 1800, the first  African antelope to be hunted to extinction by European settlers (Klein  1974).","Models based on estimated habitat suitability show that, before the colonists arrived, the range of the Blue Antelope was limited to a single suitable habitat; the Overberg Coastal Renosterveld, which covered <em>ca</em> 4,300 km². Although presently dominated by the unpalatable shrub renosterbos (<em>Elytropappus rhinocerotis</em>), this habitat would have possessed a high grass cover (<em>Themeda triandra, Merxmuellera stricta</em>) (Cowling and Heijnis 2001).","Although habitat loss and hunting played proximate roles in the  extinction of the species, hunting merely tipped the species over the  extinction edge it was already straddling, as long-term climate change  is suspected to have played a more important role by fragmenting and  reducing the resilience of the population (Kerley <em>et al</em>. 2009, Tyler Faith and Thompson 2013).",The last individual Blue Antelope was shot around 1800; it was the first   African antelope to be hunted to extinction by European settlers (Klein   1974).,,"Historically the Blue Antelope was endemic to South Africa, where it was confined to a limited area of the southwestern Cape coast and where it was apparently uncommon. The species was first recorded in 1719 by Kolbe, and was described by Pallas in 1766 (Klein 1974) from material of uncertain provenance (Rookmaaker 1989). Its historical distribution is thus based on few records, of which only two can be considered to be reasonably precise (Kerley <em>et al</em>. 2009): Thunberg on 20 January 1774 and Le Vaillant in March/April 1783. An additional record in 1783 provided by Sparrman (1786) much further east at Krakeel River in the Langkloof may reflect a transported skin, given that this location is hundreds of kilometres east of other records. However, although the recent historical range is thought to be bounded by the locations of the Caledon, Swellendam and Bredasdorp, in the Western Cape (Skead 1980, Rookmaaker 1989), archaeological evidence suggests a previously much wider distribution: early in the Last Glacial (70,000–35,000 years before present (ybp)) it occurred on the grasslands of the Cape lowlands, south of the Cape Folded Belt from present day Grahamstown (farm ‘‘Uniondale’’) in the east to the vicinity of Saldanha Bay in the West. A similar distribution has been inferred for the early (<em>ca</em> 10,000 ybp) Holocene (Klein 1974, Cruz-Uribe <em><em>et al.</em> </em>2003). During the late Pleistocene (18,000–10,000 ybp), analysis of rock paintings reveal that the species occurred as far north as the eastern parts of South Africa’s Free State Province (Loubser <em>et al</em>. 1990, Plug and Engela 1992, Plug and Badenhorst 2001).",,Terrestrial,This species is now Extinct.,Afrotropical,1799-1800,FALSE,FALSE,Global
54340769,54498,Atelopus chiriquiensis,Extinct,2020,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Listed as Extinct because it has not been recorded since XXXX, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:13245,&quot;3&quot;:{&quot;1&quot;:0},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;10&quot;:0,&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:11}"" data-sheets-textstyleruns=""{&quot;1&quot;:0}[null,57,{&quot;5&quot;:1,&quot;9&quot;:1}]{&quot;1&quot;:61}"">Listed as Extinct because it has not been recorded since&#160;1996, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species. Its disappearance has been attributed, at least in part, to chytridiomycosis-related declines.","It is a diurnal, terrestrial species of stream margins in lower montane wet forest and rainforest. Males are territorial and use an advertisement call to maintain a breeding site. Breeding and larval development for this species takes place in forest streams (Savage 2002).","The amphibian chytrid fungus,<em>&#160;Batrachochytrium dendrobatidis</em> (<em>Bd</em>),&#160;was confirmed in this species in 1993 and 1994 (see Lips&#160;<span style=""font-style: italic;"">et al.</span>&#160;2003). The subsequent drastic population decline,&#160;including disappearances within undisturbed habitat, occurred over a five year period between 1992–1996 and has been linked to chytridiomycosis (Lips 1998).&#160;<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;This species appears to have undergone rapid, dramatic declines across Costa Rica, including disappearances within undisturbed habitat, which has been associated with chytridiomycosis as observed in many other montane, steam-associated species across Mesoamerica. Climate change or the synergistic effects of multiple factors cannot be ruled out as playing a role in the declines (Costa Rica Red List Assessment Workshop September 2019).&quot;}"" data-sheets-userformat=""{&quot;2&quot;:4865,&quot;3&quot;:{&quot;1&quot;:0},&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Calibri&quot;}"">Climate change or the synergistic effects of multiple factors cannot be ruled out as playing a role in the declines (Costa Rica Red List Assessment Workshop September 2019).&#160;Tadpoles of this species may possibly have been threatened by exotic predatory trout, but the severity of this threat remains unknown (Costa Rica Red List Assessment Workshop September 2019).","This species was once considered locally abundant along streams (Lindquist and Swihart 1997, Lips 1998) and was formerly a very easy species to find (F. Bolaños pers. comm. September 2019). In Costa Rica, this species has disappeared from its entire range, and there have been no sightings since 1996, despite many searches in appropriate montane habitats since its disappearance (Leenders 2001, Garcia-Rodriguez 2012, F. Bolaños pers. comm. September 2019). Since 2014, searches for the species in 15 peaks across its historical range in Costa Rica failed to detect this species (G. Chaves and E. Arias pers. comm. September 2019).&#160;The Las Tablas site has been regularly surveyed (both targeted and general herpetological surveys), but no observations of this species have been made (D. Gómez and F. Bolaños pers. comm. September 2019). Visits to Cerro de la Muerte in 2019, and exhaustive surveys in Parque Nacional Chirripó&#160;were not successful in detecting the species (F. Bolaños pers. comm. September 2019). There have been no records in Panama since the late 1990s (Gratwicke <em>et al</em>. 2016), despite repeated surveys to known sites, the most recent of which was in December 2017 (R. Ibanez pers. comm. May 2018).&#160;Exhaustive searches throughout this species' range and within suitable habitat suggest it is probably extinct (Costa Rica Red List Assessment Workshop September 2019).",,"This species has disappeared from its entire range, but was historically found in the lower montane zone of the Cordillera de Talamanca-Chiriquí axis of Costa Rica (1,800–2,500 m asl) and western Panama (1,400–2,100 m asl) (Savage 2002).",There are no records of this species being utilized.,Terrestrial|Freshwater (=Inland waters),"<strong><em>Conservation Actions In-Place</em></strong><br/>The historical range of this species includes the protected areas of Parque Nacional Chirripó, Zona Protectora&#160;Las Tablas, Zona Protectora Los Santos (Costa Rica Red List Assessment Workshop September 2019), and Parque Internacional La Amistad in Panama. It has been designated as a high priority for conservation in the Panama National Amphibian Conservation Action Plan (ANAM 2011).<br/><br/><strong><em>Research Needed</em></strong><br/>Recent observations of <em>Atelopus varius </em>Lazarus subpopulations in Costa Rica provide continued incentives for ongoing monitoring of sites where the species was previously know to occur.",Neotropical,1996,FALSE,FALSE,Global
54344718,55201,Oophaga speciosa,Extinct,2020,This is a diurnal highly visible animal that has been extensively searched for in the wild and is listed as Extinct due to the lack of records of this species from its restricted range.,It is a terrestrial species of humid lowland and montane forest. Breeding takes place in plants by larval development.,The chytrid fungus <em>Bd</em>&#160;swept through the region in 1996 (Lips <em>et al.</em> 2008) and the species has not been recorded since.,"The species was formerly considered to be common, but it has not been recorded since 1992 when the last animals were exported from Panama to the US for the pet trade (LEMIS data obtained by B. Klocke in 2016). Multiple targeted surveys (including 2008, 2009 and 2010- Abel pers. comm. August 2019) have failed to record the species, as well as general biodiversity surveys within the species range in 2012 (R.&#160;Ibáñez pers. comm. August 2019). The effect of&#160;<em>Batrachochytrium dendrobatidis</em>&#160;(<em>Bd</em>) caused the species to decline and eventually become extinct.",,"This species is a Panamanian endemic of the western Cordillera Central adjacent to Costa Rica, at 1,370 m asl.",The species is highly sought after for the international pet trade. It is unknown if any animals persist in private collections; no individuals of the species are held in any of the world's zoo collections (ZIMS 2018).,Terrestrial,"<strong><em>Conservation Actions</em></strong><br/>There are historical records of the species from the Bosque Protector Palo Seco and Parque Internacional La Amistad.&#160;<br/><strong><em><br/></em></strong><strong><em>Research Needed</em></strong><br/>It is unknown whether this species persists in private captive collections, but there is a very slim possibility given that this was once a highly common species in the international pet trade and this should be investigated as a matter of extreme urgency.",Neotropical,1992,FALSE,FALSE,Global
54357699,3172,Incilius periglenes,Extinct,2020,"Listed as Extinct because it has not been recorded since 1989, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species.","This species inhabited cloud and elfin forest, and was recorded breeding in temporary pools at the beginning of the rainy season.","Its restricted range, climate change, chytridiomycosis and airborne pollution probably contributed to this species' extinction (Pounds <em>et al.</em> 2006,&#160;Anchukaitis and Evans 2010,&#160;Cheng<em> et al. </em>2011).","Formerly a common species, no specimen has been seen since 1989. It last bred in normal numbers in 1987, and its breeding sites were well known. In 1988, only eight males and two females could be located. In 1989, a single male was found, and that was the last record of the species (Pounds and Crump 1994, Pounds <em>et al.</em> 1997). Extensive searches since this time have failed to produce any more records (as of September 2019).",,"This species was known only from the Reserva Biológica Monteverde in Costa Rica. It occurred at elevations of 1,500-1,620 m asl.",,Terrestrial|Freshwater (=Inland waters),"The entire range of this species was protected by the Reserva Biológica Monteverde, however, it is now thought to be Extinct. Additionally, it is&#160;listed in CITES Appendix I (as <span style=""font-style: italic;"">Bufo periglenes</span>).",Neotropical,1989,FALSE,FALSE,Global
54358350,54549,Atelopus senex,Extinct,2020,"<span data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;Listed as Critically Endangered in view of the relatively recent (2000–2005) collapse of its entire known population, possibly involving chytridiomycosis, which has been confirmed in the area. Should the species still be extant, it is likely that it survives in low numbers, possibly fewer than 50 mature individuals. &quot;}"" data-sheets-userformat=""{&quot;2&quot;:13245,&quot;3&quot;:{&quot;1&quot;:0},&quot;5&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;6&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;7&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;8&quot;:{&quot;1&quot;:[{&quot;1&quot;:2,&quot;2&quot;:0,&quot;5&quot;:[null,2,0]},{&quot;1&quot;:0,&quot;2&quot;:0,&quot;3&quot;:3},{&quot;1&quot;:1,&quot;2&quot;:0,&quot;4&quot;:1}]},&quot;10&quot;:0,&quot;11&quot;:4,&quot;12&quot;:0,&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:11}"">Listed as Extinct because it has not been recorded since&#160;1986, and extensive searches in the appropriate habitat, during the appropriate season within the known range, have failed to locate this species. Its disappearance has been attributed, at least in part, to chytridiomycosis-related declines.","It occurs and reproduces in stream margins in premontane rainforest and lower montane rainforest. It is a diurnal, stream-breeding species, and used to be found in great concentrations during the reproductive period from July to August (Savage 2002).","This species appears to have undergone rapid, dramatic declines across Costa Rica, including disappearances within undisturbed habitat, which has been associated with chytridiomycosis as observed in many other montane, steam-associated species across Mesoamerica. Climate change or the synergistic effects of multiple factors cannot be ruled out as playing a role in the declines (Costa Rica Red List Assessment Workshop September 2019). Other past threats to this species might have included collecting for the pet trade and pollution.","It was formerly a common species up until 1985 (F. Bolanos pers. comm. Sept 2019), but underwent serious declines and disappeared from its historical sites between 1987 and 1988 (Savage 2002, Cossel Jr. and Kubicki 2017).&#160;It has now disappeared from its entire range, and there have been no sightings since 1986, despite many searches in appropriate montane habitats since its disappearance.&#160;Annual surveys to multiple sites within Parque Nacional Braulio Carrillo from 2001–2019 were not successful in recording the species (J. Abarca and V. Acosta pers. comm. September 2019). Additional surveys in&#160;Parque Nacional Tapantí and Orosi since the 1990s until 2019 have not observed the species (F. Bolaños, K. Castro, J. Klank, G. Chaves and V. Acosta pers. comm. September 2019).&#160;It is now declared Extinct throughout its entire range (Costa Rica Red List Assessment Workshop September 2019).",,"This species has disappeared from its entire range, but historically it occurred in humid montane forest in central Costa Rica in the Cordilleras Central and Talamanca in Costa Rica from 1,280-2,040 m asl (Savage 2002).","It is Extinct, and therefore, unlikely to be in international trade any longer.",Terrestrial|Freshwater (=Inland waters),"The historical range of this species includes&#160;five protected areas in Costa Rica, including Parque Nacional Tapantí and Parque Nacional Braulio Carrillo.",Neotropical,1986,FALSE,FALSE,Global
54365740,56413,Craugastor anciano,Extinct,2019,"Listed as Extinct. It was last seen in 1990, and exhaustive surveys at the species' known sites and the only other adjacent site with suitable habitat at suitable elevations have failed to record the species in several decades. The species experienced drastic population declines, probably due to chytridiomycosis and habitat loss, and has apparently not recuperated.","This species lived on the ground along mountain streams in premontane and lower montane moist forest. It presumably bred by direct development, with eggs laid on land, similar to other species in the <em>Craugastor rugulosus</em>&#160;series&#160;(McCranie and Castaneda 2007). It was not though to have tolerated habitat disturbance.","Species of the <em>Craugastor rugulosus</em> group appear to have undergone dramatic declines between mid 1980s to early 1990s across Honduras, including within undisturbed habitat which is a strong indicator of chytrid-related declines (Honduras Red List Assessment Workshop March 2019). Chytridiomycosis is thought to have contributed to the extinction of this species (J. Townsend, L. Herrera and J. Kolby pers. comm. March 2019), as well as habitat loss and degradation caused by&#160;agricultural encroachment, wood extraction, forest fires, water pollution, and landslides.&#160;The type locality of this species was already within a disturbed area of human settlement (J. Townsend pers. comm. March 2019). The second locality, Rio Arcaqual, is affected at lower elevations by a small dam that is undergoing increased use pressure by local communities; and if the species was still present, then it is thought that this would be a threat to it (L. Herrera, J. Townsend and H. Vega pers. comm. March 2019).<br/><br/>Highland amphibians are adapted to inhabit a narrow climatic envelope. Changes in climate are expected to reduce the available suitable habitat and required microclimates. Rapid shifts in the climatic conditions required by these species would not allow sufficient opportunity for adaptation, especially in light of the limited possibility for elevational migration. Tropical Montane Cloud Forest (&gt;1,000 m asl) has been demonstrated to be negatively affected by climatic changes to a greater extent than other habitats (Foden&#160;<em>et al</em>. 2013, Wicaksono<em>&#160;et al.</em>&#160;2017, Lyra&#160;<em>et al.&#160;</em>2017, Neate-Clegg&#160;<em>et al.</em>&#160;2018). An increase in high rainfall events is being observed throughout its range, as well as an increase in the frequency of extreme weather events (hurricanes and droughts) in the Caribbean, destroying the riparian habitat required by stream-dwelling and stream-associated amphibian species (Honduras Amphibian Red List Workshop March 2019). Climate change is therefore considered to be both a current and future threat to all amphibian species in this habitat type. Furthermore, amphibians globally are at an increased risk of disease (e.g.<em>&#160;</em>chytridiomycosis) and a decline in fecundity due to such changes (Pounds<em>&#160;et al.</em>&#160;2006, Blaustein&#160;<em>et al.</em>&#160;2010).","It had always been extremely rare, and is now considered to be extinct. Surveys were conducted for this species in 1995 and 1997, and no individuals were found (McCranie and Castaneda 2007). A two-night survey was conducted in 2008 at the type locality and did not record this species, and a 12 day survey (involving nine people for three days, and five people for the remaining six days) was conducted in 2015 that specifically looked for the two endemic amphibians on this mountain within suitable elevation range (including areas not previously surveyed for amphibians), and did not find the species (J. Townsend pers. comm. March 2019). Mapance NGO have conducted monthly biodiversity surveys since 2015, surveying from the visitor centre up the mountain which includes the second site that this species is known from for which there have been no records (H. Vega pers. comm. March 2019).&#160;&#160;<br/><br/>Furthermore, in 2017 and 2018 survey work was conducted&#160;in Volcan Pacayita, which is the only adjacent area with suitable habitat for the species; and no records of the species were found (F.&#160;Castañeda pers. comm. March 2019). The last verified sighting was in 1987 at the type locality, and in 1990 in Rio Arcaqual (Wilson and McCranie 2002). Given that there have been no records since 1990, despite extensive surveys in suitable habitat, it is likely that this species is extinct (J. Townsend, L. Herrera and J. Kolby pers. comm. March 2019).",,"This species was only known from two sites in the Montana de Celaque, Departments of Lempira and Ocotepeque, western Honduras, between 1,400-1,840 m asl. It was thought to be endemic to the mountain, and there is a lot of unsuitable habitat between the known locality and the next mountain (J. Townsend pers. comm. March 2019). Its extent of occurrence (EOO) was 97 km<sup>2</sup>.",There are no records of this species being utilized.,Terrestrial|Freshwater (=Inland waters),This species occurred in Parque Nacional Celaque.,Neotropical,1990,FALSE,FALSE,Global
