title,date,image,nationality,country,color
Portrait of a Woman,1620,https://images.metmuseum.org/CRDImages/ep/web-large/257495.jpg,Flemish,,"[238, 238, 238]"
Harbor Scene,1645,https://images.metmuseum.org/CRDImages/ep/web-large/150490.jpg,Flemish,,"[179, 179, 179]"
Still Life,1625,https://images.metmuseum.org/CRDImages/ep/web-large/DT1572.jpg,German,,"[32, 26, 17]"
The Crucifixion; The Last Judgment,1440,https://images.metmuseum.org/CRDImages/ep/web-large/DT25.jpg,Netherlandish,,"[121, 97, 65]"
Portrait of a Prelate,1575,https://images.metmuseum.org/CRDImages/ep/web-large/DT201083.jpg,Italian,,"[30, 20, 24]"
Bearded Man with a Velvet Cap,1645,https://images.metmuseum.org/CRDImages/ep/web-large/DP136267.jpg,Dutch,,"[33, 27, 20]"
Portrait of a Man,1700,https://images.metmuseum.org/CRDImages/ep/web-large/ep44.36.2.R.jpg,British,,"[203, 187, 173]"
Portrait of a Woman,1700,https://images.metmuseum.org/CRDImages/ep/web-large/ep44.36.5.R.jpg,British,,"[205, 189, 175]"
Portrait of a Woman,1701,https://images.metmuseum.org/CRDImages/ep/web-large/132455.jpg,British,,"[207, 207, 207]"
Portrait of a Man,1705,https://images.metmuseum.org/CRDImages/ep/web-large/132458.jpg,British,,"[214, 214, 214]"
Madonna and Child,1475,https://images.metmuseum.org/CRDImages/ep/web-large/DP258301.jpg,Italian,,"[119, 82, 63]"
Madame Gaye,1865,https://images.metmuseum.org/CRDImages/ep/web-large/DP-13445-001.jpg,Spanish,,"[24, 29, 21]"
Roman Interior,1755,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1010-001.jpg,French,,"[53, 42, 32]"
Portrait of a Young Woman,1770,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1018-001.jpg,French,,"[125, 106, 80]"
The Cascade,1770,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1015-001.jpg,French,,"[52, 39, 22]"
A Shaded Avenue,1770,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1016-001.jpg,French,,"[42, 33, 21]"
Allegory of Vigilance,1767,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1017-01.jpg,French,,"[113, 96, 71]"
The Two Sisters,1769,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1012-01.jpg,French,,"[71, 56, 42]"
Portrait of a Boy,1770,https://images.metmuseum.org/CRDImages/ep/web-large/ep60.14.R.jpg,French,,"[118, 85, 50]"
A Woman with a Dog,1764,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1019-01.jpg,French,,"[118, 98, 81]"
The Stolen Kiss,1755,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1009-001.jpg,French,,"[35, 23, 14]"
The Love Letter,1770,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1014-001.jpg,French,,"[131, 89, 49]"
Madame Élisabeth de France (1764–1794),1782,https://images.metmuseum.org/CRDImages/ep/web-large/DP161657.jpg,French,,"[68, 74, 73]"
Ovid among the Scythians,1862,https://images.metmuseum.org/CRDImages/ep/web-large/DP159761.jpg,French,,"[71, 56, 39]"
The Lamentation,1603,https://images.metmuseum.org/CRDImages/ep/web-large/DP159526.jpg,Italian,,"[71, 60, 47]"
Christ Carrying the Cross,1520,https://images.metmuseum.org/CRDImages/ep/web-large/DP368972.jpg,,,"[57, 50, 47]"
Heroic Landscape with Rainbow,1824,https://images.metmuseum.org/CRDImages/ep/web-large/DP224123.jpg,Austrian,,"[62, 54, 40]"
Lute Player,1625,https://images.metmuseum.org/CRDImages/ep/web-large/DP168811.jpg,French,,"[26, 20, 16]"
Rocky Outcrop by a Stream in the Roman Campagna,1835,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17221-001.jpg,,,"[53, 41, 23]"
Vaulted Interior,1795,https://images.metmuseum.org/CRDImages/ep/web-large/EVT 435_MLM58615_270456v_0002-hpr-cropped.jpg,,,"[101, 90, 75]"
"The Basilica of Constantine, Rome",1830,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17224-001.jpg,,,"[101, 90, 75]"
"View on the Aventine Hill, Rome",1826,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17223-001.jpg,,,"[61, 50, 28]"
"Pope Benedict XIV (Prospero Lambertini, 1675–1758)",1746,https://images.metmuseum.org/CRDImages/ep/web-large/DP214443.jpg,French,,"[55, 21, 10]"
The Saithwaite Family,1780,https://images.metmuseum.org/CRDImages/ep/web-large/DP221178.jpg,British,,"[61, 54, 38]"
"The Two Central Figures in ""Derby Day""",1860,https://images.metmuseum.org/CRDImages/ep/web-large/DP169994.jpg,British,,"[59, 49, 26]"
German Landscape with View towards a Broad Valley,1824,https://images.metmuseum.org/CRDImages/ep/web-large/DP212416.jpg,Danish,,"[86, 70, 47]"
Spring Morning,1870,https://images.metmuseum.org/CRDImages/ep/web-large/DP232138.jpg,French,,"[51, 57, 33]"
Portrait of an Old Man,1470,https://images.metmuseum.org/CRDImages/ep/web-large/DP234678.jpg,,,"[28, 18, 13]"
The Artist's Sitting Room in Ritterstrasse,1851,https://images.metmuseum.org/CRDImages/ep/web-large/DP232136.jpg,German,,"[62, 42, 31]"
Bashi-Bazouk,1868,https://images.metmuseum.org/CRDImages/ep/web-large/DP243839.jpg,French,,"[59, 46, 35]"
Head of a Bishop,1765,https://images.metmuseum.org/CRDImages/ep/web-large/DP226424.jpg,Italian,,"[61, 37, 17]"
Saint Dominic in Penitence,1602,https://images.metmuseum.org/CRDImages/ep/web-large/DP341202.jpg,,,"[37, 33, 28]"
Window,1856,https://images.metmuseum.org/CRDImages/ep/web-large/DP231820.jpg,German,,"[37, 29, 20]"
Head of an Old Woman,1611,https://images.metmuseum.org/CRDImages/ep/web-large/DP236807.jpg,Italian,,"[46, 30, 20]"
Still Life with Flowers and Prickly Pears,1880,https://images.metmuseum.org/CRDImages/ep/web-large/DP257756.jpg,French,,"[117, 92, 72]"
"Portrait of a Woman (Marianna Panciatichi, marchesa Paolucci delle Roncole, 1835–1919, or her sister-in-law, Beatrice Ferrari-Corbelli di Reggio, contessa di Lucciano)",1864,https://images.metmuseum.org/CRDImages/ep/web-large/DP247115.jpg,Italian,,"[130, 92, 52]"
Self-Portrait,1776,https://images.metmuseum.org/CRDImages/ep/web-large/DP240926.jpg,German,,"[51, 44, 37]"
Lions in a Mountainous Landscape,1813,https://images.metmuseum.org/CRDImages/ep/web-large/DP259537.jpg,French,,"[49, 35, 26]"
Hagar and the Angel,1652,https://images.metmuseum.org/CRDImages/ep/web-large/DP244873.jpg,Italian,,"[66, 53, 45]"
"François de Jullienne (1722–1754) and His Wife (Marie Élisabeth de Séré de Rieux, 1724–1795)",1743,https://images.metmuseum.org/CRDImages/ep/web-large/DP246394.jpg,French,,"[104, 94, 85]"
The Holy Family with the Infant Saint John the Baptist,1524,https://images.metmuseum.org/CRDImages/ep/web-large/DP255071.jpg,Italian,,"[36, 28, 22]"
The Crucifixion,1310,https://images.metmuseum.org/CRDImages/ep/web-large/DP296426.jpg,Italian,,"[115, 78, 48]"
The Annunciation,1580,https://images.metmuseum.org/CRDImages/ep/web-large/DP-974-001.jpg,Netherlandish,,"[71, 52, 41]"
Medea Rejuvenating Aeson,1755,https://images.metmuseum.org/CRDImages/ep/web-large/DP268309.jpg,Italian,,"[65, 52, 41]"
A Female Martyr Saint,1645,https://images.metmuseum.org/CRDImages/ep/web-large/DP244874.jpg,Italian,,"[58, 47, 38]"
The Sultan's Tiger,1865,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14274-001.jpg,,,"[62, 57, 47]"
An Egyptian in a Doorway,1865,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16686-001.jpg,,,"[54, 35, 19]"
The Serbian Concubine (Un Envoi de Serbie),1876,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16687-001.jpg,,,"[32, 25, 19]"
Odalisque,1865,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14274-003.jpg,,,"[56, 41, 26]"
Western Gentleman in Oriental Costume,1840,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16688-001.jpg,,,"[50, 47, 25]"
Seated Arab Man with Horse,1850,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14274-009.jpg,,,"[63, 51, 37]"
"The Great Pyramid, Giza",1830,https://images.metmuseum.org/CRDImages/ep/web-large/DP354137.jpg,,,"[115, 93, 67]"
A Cairo Bazaar,1839,https://images.metmuseum.org/CRDImages/ep/web-large/DP-15439-001.jpg,,,"[50, 39, 29]"
Halt of Caravans at the Wells of Saba (Beersheba) in the Desert South of Hebron,1850,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14274-007.jpg,,,"[57, 49, 40]"
Wedding Procession,1841,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14274-011.jpg,,,"[44, 38, 31]"
Arab Warrior,1817,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16689-001.jpg,,,"[50, 40, 25]"
Study of Palm Trees,1868,https://images.metmuseum.org/CRDImages/ep/web-large/DP354141.jpg,,,"[90, 77, 58]"
"Sketch for ""Reception of Emperor Napoleon III and Empress Eugénie by the Kabyle Leaders at Algiers on September 18, 1860""",1862,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14274-015.jpg,,,"[56, 35, 23]"
The North Cape by Moonlight,1848,https://images.metmuseum.org/CRDImages/ep/web-large/DP-1740-001_cropped.jpg,,,"[43, 41, 31]"
Landscape Study with Clouds,1829,https://images.metmuseum.org/CRDImages/ep/web-large/DP281416.jpg,French,,"[153, 141, 131]"
The Arab Sage,1800,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14274-013.jpg,,,"[20, 14, 8]"
"A Section of the Via Sacra, Rome (The Church of Saints Cosmas and Damian)",1814,https://images.metmuseum.org/CRDImages/ep/web-large/DP268211.jpg,Danish,,"[106, 97, 79]"
"Moonlight, Strandgade 30",1900,https://images.metmuseum.org/CRDImages/ep/web-large/DP273105.jpg,Danish,,"[92, 73, 66]"
"Virgil's Tomb by Moonlight, with Silius Italicus Declaiming",1779,https://images.metmuseum.org/CRDImages/ep/web-large/DP322015.jpg,British,,"[39, 28, 19]"
The Dormition of the Virgin; (reverse) Christ Carrying the Cross,1505,https://images.metmuseum.org/CRDImages/ep/web-large/DP296229.jpg,German,,"[55, 49, 37]"
Dead Christ Supported by Angels,1705,https://images.metmuseum.org/CRDImages/ep/web-large/DP286351.jpg,Italian,,"[36, 25, 19]"
View over Hallingdal,1844,https://images.metmuseum.org/CRDImages/ep/web-large/DP278466.jpg,Norwegian,,"[60, 56, 54]"
"Still Life with Silver and Gold Plate, Shells, and a Sword",1675,https://images.metmuseum.org/CRDImages/ep/web-large/DP289172.jpg,French,,"[59, 43, 35]"
A Cardinal's Procession,1621,https://images.metmuseum.org/CRDImages/ep/web-large/IA-Fontebuoni.jpg,Italian,,"[30, 26, 24]"
The Tears of Saint Peter,1612,https://images.metmuseum.org/CRDImages/ep/web-large/DP286357.jpg,Spanish,,"[34, 28, 24]"
"Charles Maurice de Talleyrand Périgord (1754–1838), Prince de Bénévent",1808,https://images.metmuseum.org/CRDImages/ep/web-large/DP277234.jpg,French,,"[31, 23, 20]"
Women Sewing at a Table,1894,https://images.metmuseum.org/CRDImages/ep/web-large/DP302453.jpg,French,,"[119, 98, 76]"
Saint Benedict,1320,https://images.metmuseum.org/CRDImages/ep/web-large/DP333091.jpg,Italian,,"[41, 28, 21]"
Saint Silvester Gozzolini,1320,https://images.metmuseum.org/CRDImages/ep/web-large/DP333089.jpg,Italian,,"[40, 27, 21]"
The Execution of Saint John the Baptist,1765,https://images.metmuseum.org/CRDImages/ep/web-large/DP336183.jpg,Italian,,"[70, 41, 28]"
Woman at a Balcony,1887,https://images.metmuseum.org/CRDImages/ep/web-large/DP354143.jpg,,,"[46, 29, 20]"
Portrait of a Boy,1800,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16594-001.jpg,,,"[37, 26, 22]"
Gathering Olives at Tivoli,1868,https://images.metmuseum.org/CRDImages/ep/web-large/8742.jpg,French,,"[51, 51, 51]"
Tiger in Repose,1845,https://images.metmuseum.org/CRDImages/ep/web-large/DP348637.jpg,,,"[78, 52, 31]"
Woman Playing a Guitar,1613,https://images.metmuseum.org/CRDImages/ep/web-large/DP-12928-001.jpg,,,"[26, 18, 11]"
Potted Pansies,1883,https://images.metmuseum.org/CRDImages/ep/web-large/DP318075(a).jpg,French,,"[60, 55, 41]"
"The Hall of Antiquities at Charlottenborg Palace, Copenhagen",1830,https://images.metmuseum.org/CRDImages/ep/web-large/DP-15576-001.jpg,,,"[61, 52, 42]"
The Sacrifice of Polyxena,1647,https://images.metmuseum.org/CRDImages/ep/web-large/DP317722.jpg,French,,"[56, 49, 42]"
Madonna and Child,1490,https://images.metmuseum.org/CRDImages/ep/web-large/DP247207.jpg,Italian,,"[40, 33, 27]"
Goddess of Chaste Love,1468,https://images.metmuseum.org/CRDImages/ep/web-large/DT229670.jpg,Italian,,"[64, 49, 20]"
The Nativity,1459,https://images.metmuseum.org/CRDImages/ep/web-large/Martini2.jpg,Italian,,"[123, 105, 78]"
Madonna and Child with Saints Francis and Jerome,1500,https://images.metmuseum.org/CRDImages/ep/web-large/EP13.jpg,Italian,,"[57, 50, 43]"
Saint Roch,1502,https://images.metmuseum.org/CRDImages/ep/web-large/EP14.jpg,Italian,,"[94, 76, 52]"
The Pérussis Altarpiece,1480,https://images.metmuseum.org/CRDImages/ep/web-large/DT1433.jpg,French,,"[114, 91, 63]"
Portrait of a Member of the de Thou Family,1540,https://images.metmuseum.org/CRDImages/ep/web-large/ep22.60.46.bw.R.jpg,French,,"[12, 12, 12]"
Portrait of a Man with a High Hat,1570,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.104.bw.R.jpg,French,,"[19, 19, 19]"
Portrait of a Monk in Prayer,1495,https://images.metmuseum.org/CRDImages/ep/web-large/DP345572.jpg,French,,"[13, 25, 27]"
"Henri III (1551–1589), King of France",1570,https://images.metmuseum.org/CRDImages/ep/web-large/ep67.55.2.bw.R.jpg,French,,"[38, 38, 38]"
Portrait of a Man in a White Fur Coat,1525,https://images.metmuseum.org/CRDImages/ep/web-large/ep17.190.4.bw.R.jpg,French,,"[56, 56, 56]"
Monsieur de Bellefourière,1521,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.114.bw.R.jpg,French,,"[202, 202, 202]"
Federico Gonzaga (1500–1540),1510,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17396-001.jpg,Italian,,"[42, 41, 31]"
Holy Family with Saint Anne,1600,https://images.metmuseum.org/CRDImages/ep/web-large/ep1976.100.12.bw.R.jpg,French,,"[194, 194, 194]"
Still Life with Strawberries,1600,https://images.metmuseum.org/CRDImages/ep/web-large/DT1577.jpg,French,,"[20, 18, 13]"
Portrait of a Man,1695,https://images.metmuseum.org/CRDImages/ep/web-large/257516.jpg,French,,"[221, 221, 221]"
Portrait of a Man,1715,https://images.metmuseum.org/CRDImages/ep/web-large/135947.jpg,French,,"[219, 219, 219]"
Trompe l'oeil with Palettes and Miniature,1670,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17630-001.jpg,,,"[70, 39, 11]"
The Restoration of the Catholic Religion in Strasbourg,1676,https://images.metmuseum.org/CRDImages/ep/web-large/1976.100.11.jpg,,,"[41, 40, 33]"
"Louis XV (1710–1774), King of France",1745,https://images.metmuseum.org/CRDImages/ep/web-large/175586.jpg,French,,"[227, 227, 227]"
Panthers of Bacchus Eating Grapes,1719,https://images.metmuseum.org/CRDImages/ep/web-large/DP312870.jpg,French,,"[93, 67, 43]"
View of a Harbor,1745,https://images.metmuseum.org/CRDImages/ep/web-large/DP328701.jpg,French,,"[181, 179, 176]"
Portrait of a Man,1765,https://images.metmuseum.org/CRDImages/ep/web-large/258498.jpg,French,,"[92, 92, 92]"
Portrait of a Man,1773,https://images.metmuseum.org/CRDImages/ep/web-large/257492.jpg,French,,"[201, 201, 201]"
Portrait of a Man,1755,https://images.metmuseum.org/CRDImages/ep/web-large/175500.jpg,French,,"[213, 213, 213]"
Portrait of a Woman,1775,https://images.metmuseum.org/CRDImages/ep/web-large/175424.jpg,French,,"[72, 72, 72]"
Portrait of a Man,1785,https://images.metmuseum.org/CRDImages/ep/web-large/258491.jpg,French,,"[242, 242, 242]"
Portrait of a Woman,1785,https://images.metmuseum.org/CRDImages/ep/web-large/57105.jpg,French,,"[230, 230, 230]"
Marquis de Lafayette (1757–1834),1785,https://images.metmuseum.org/CRDImages/ep/web-large/191303.jpg,French,,"[207, 207, 207]"
Self-Portrait of an Unidentified Artist,1785,https://images.metmuseum.org/CRDImages/ep/web-large/175581.jpg,French,,"[227, 227, 227]"
Portrait of a Woman,1785,https://images.metmuseum.org/CRDImages/ep/web-large/159395.jpg,French,,"[201, 201, 201]"
Portrait of a Man,1785,https://images.metmuseum.org/CRDImages/ep/web-large/159396.jpg,French,,"[74, 74, 74]"
Louis Morau,1785,https://images.metmuseum.org/CRDImages/ep/web-large/257480.jpg,French,,"[227, 227, 227]"
"Portrait of a Woman, Said to Be the Comtesse de Guiche",1790,https://images.metmuseum.org/CRDImages/ep/web-large/64071.jpg,French,,"[230, 230, 230]"
Portrait of a Man in a Brown Coat,1700,https://images.metmuseum.org/CRDImages/ep/web-large/ep48.187.732.bw.R.jpg,French,,"[33, 33, 33]"
Portrait of a Woman,1790,https://images.metmuseum.org/CRDImages/ep/web-large/DP327716.jpg,French,,"[219, 217, 215]"
Cartoon for the Back of a Tapestry Settee,1775,https://images.metmuseum.org/CRDImages/ep/web-large/1935.jpg,French,,"[209, 209, 209]"
Portrait of a Woman in a Rose Dress,1700,https://images.metmuseum.org/CRDImages/ep/web-large/ep48.187.731.bw.R.jpg,French,,"[48, 48, 48]"
Portrait of a Woman Holding a Book,1730,https://images.metmuseum.org/CRDImages/ep/web-large/ep48.187.734.bw.R.jpg,French,,"[49, 49, 49]"
Portrait of a Man in a Blue Coat,1800,https://images.metmuseum.org/CRDImages/ep/web-large/ep48.187.735.bw.R.jpg,French,,"[109, 109, 109]"
François Joseph Lefebvre (1755–1820),1800,https://images.metmuseum.org/CRDImages/ep/web-large/28877.jpg,French,,"[42, 42, 42]"
Napoleon Bonaparte (1769–1821),1830,https://images.metmuseum.org/CRDImages/ep/web-large/ep77.6.bw.R.jpg,French,,"[24, 24, 24]"
Portrait of a Young Man,1490,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.115.R.jpg,French,,"[206, 163, 81]"
Study of a Nude Man,1810,https://images.metmuseum.org/CRDImages/ep/web-large/ep52.71.R.jpg,,,"[28, 23, 16]"
The Nymph of Fontainebleau,1550,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16596-001.jpg,French,,"[59, 54, 44]"
Christ Bearing the Cross,1475,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.112.bw.R.jpg,French,,"[173, 173, 173]"
"The Crucifixion, (reverse) Saint Francis of Assisi; The Resurrection, (reverse) An Abbot Saint, Possibly Saint Benedict",1455,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.106a.bw.R.jpg,French,,"[198, 198, 198]"
"The Martyrdom of Saint Adrian; The Martyrdom of Two Saints, Possibly Ache and Acheul",1475,https://images.metmuseum.org/CRDImages/ep/web-large/ep22.60.56.bw.R.jpg,French,,"[47, 47, 47]"
Portrait of a Man of the Moncheaux Family,1605,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.130.bw.R.jpg,French,,"[215, 215, 215]"
The Resurrection,1470,https://images.metmuseum.org/CRDImages/ep/web-large/DT8870.jpg,Spanish,,"[122, 95, 57]"
The Crucifixion of Saint Peter with a Donor; The Legend of Saint Anthony Abbot with a Donor;  The Annunciation,1445,https://images.metmuseum.org/CRDImages/ep/web-large/DT7226.jpg,French,,"[60, 63, 40]"
The Arab Falconer,1864,https://images.metmuseum.org/CRDImages/ep/web-large/ep23.103.2.bw.R.jpg,French,,"[46, 46, 46]"
Jerusalem from the Mount of Olives,1870,https://images.metmuseum.org/CRDImages/ep/web-large/DT2000.jpg,French,,"[143, 159, 168]"
"Maria Louisa (1745–1792), Empress of Austria",1785,https://images.metmuseum.org/CRDImages/ep/web-large/ep41.68.R.jpg,German,,"[183, 164, 146]"
The Nativity,1500,https://images.metmuseum.org/CRDImages/ep/web-large/ep26.109.bw.R.jpg,Italian,,"[188, 188, 188]"
Arabs Crossing a Ford,1873,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16529-001.jpg,French,,"[103, 90, 68]"
The Night-Hag Visiting Lapland Witches,1796,https://images.metmuseum.org/CRDImages/ep/web-large/ep1980.411.R.jpg,Swiss,,"[51, 37, 25]"
A Hare and Birds,1631,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17489-001.jpg,Flemish,,"[39, 28, 18]"
"A Hare, Partridges, and Fruit",1611,https://images.metmuseum.org/CRDImages/ep/web-large/ep32.100.141.bw.R.jpg,Flemish,,"[45, 45, 45]"
A Partridge and Small Game Birds,1650,https://images.metmuseum.org/CRDImages/ep/web-large/DP104991.jpg,Flemish,,"[43, 41, 32]"
Charles Rousseau Burney (1747–1819),1775,https://images.metmuseum.org/CRDImages/ep/web-large/DP162157.jpg,British,,"[53, 39, 30]"
A Basket and Birds,1631,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17488-001.jpg,Flemish,,"[32, 24, 14]"
Queen Charlotte,1747,https://images.metmuseum.org/CRDImages/ep/web-large/DP162155.jpg,British,,"[55, 43, 25]"
Madonna and Child Enthroned with Saints,1335,https://images.metmuseum.org/CRDImages/ep/web-large/EP327.jpg,Italian,,"[198, 154, 100]"
Saint Margaret and the Dragon,1385,https://images.metmuseum.org/CRDImages/ep/web-large/SF Gaddi.jpg,Italian,,"[197, 189, 143]"
Lieutenant Colonel Paul Pechell (1724–1800),1747,https://images.metmuseum.org/CRDImages/ep/web-large/DP162180.jpg,British,,"[34, 25, 16]"
"John Hobart (1723–1793), 2nd Earl of Buckinghamshire",1747,https://images.metmuseum.org/CRDImages/ep/web-large/DP162162.jpg,British,,"[35, 31, 26]"
A Boy with a Cat—Morning,1787,https://images.metmuseum.org/CRDImages/ep/web-large/DP169648.jpg,British,,"[32, 27, 23]"
"Portrait of a Young Woman, Called Miss Sparrow",1770,https://images.metmuseum.org/CRDImages/ep/web-large/DP162145.jpg,British,,"[41, 34, 23]"
Mrs. Grace Dalrymple Elliott (1754?–1823),1778,https://images.metmuseum.org/CRDImages/ep/web-large/DP169214.jpg,British,,"[50, 44, 28]"
The Painter's Daughter Mary (1750–1826),1830,https://images.metmuseum.org/CRDImages/ep/web-large/DP169391.jpg,British,,"[81, 59, 42]"
Wooded Upland Landscape,1783,https://images.metmuseum.org/CRDImages/ep/web-large/DP123922.jpg,British,,"[127, 114, 93]"
Cottage Children (The Wood Gatherers),1787,https://images.metmuseum.org/CRDImages/ep/web-large/DP169640.jpg,British,,"[39, 34, 26]"
The Trinity,1390,https://images.metmuseum.org/CRDImages/ep/web-large/EP264.jpg,Italian,,"[211, 174, 103]"
"Mrs. Ralph Izard (Alice De Lancey, 1746/47–1832)",1747,https://images.metmuseum.org/CRDImages/ep/web-large/DP162167.jpg,British,,"[36, 28, 21]"
Saint Nicholas of Tolentino Reviving the Birds,1525,https://images.metmuseum.org/CRDImages/ep/web-large/EP541.jpg,Italian,,"[63, 57, 53]"
The Translation of the Holy House of Loreto,1505,https://images.metmuseum.org/CRDImages/ep/web-large/DP158156.jpg,Italian,,"[64, 74, 61]"
Still Life,1870,https://images.metmuseum.org/CRDImages/ep/web-large/DT1501.jpg,French,,"[69, 61, 46]"
Saint Nicholas of Tolentino Reviving a Child,1525,https://images.metmuseum.org/CRDImages/ep/web-large/EP1455.jpg,Italian,,"[63, 52, 34]"
The Siesta,1892,https://images.metmuseum.org/CRDImages/ep/web-large/DT1952.jpg,French,,"[165, 132, 93]"
A Farm in Brittany,1894,https://images.metmuseum.org/CRDImages/ep/web-large/DP123847.jpg,French,,"[98, 88, 63]"
Two Tahitian Women,1899,https://images.metmuseum.org/CRDImages/ep/web-large/DT1342.jpg,French,,"[80, 91, 74]"
Tahitian Landscape,1892,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14936-043.jpg,French,,"[67, 68, 56]"
Madonna and Child with Angels,1408,https://images.metmuseum.org/CRDImages/ep/web-large/DP254091.jpg,Italian,,"[64, 62, 65]"
Portrait of a Man,1790,https://images.metmuseum.org/CRDImages/ep/web-large/257493.jpg,German,,"[232, 232, 232]"
Alfred Dedreux (1810–1860) as a Child,1819,https://images.metmuseum.org/CRDImages/ep/web-large/DT2006.jpg,French,,"[66, 69, 59]"
An Episode from the Life of Saint Giovanni Gualberto,1368,https://images.metmuseum.org/CRDImages/ep/web-large/EP270.jpg,Italian,,"[185, 141, 89]"
Esther before Ahasuerus,1613,https://images.metmuseum.org/CRDImages/ep/web-large/DT1440.jpg,Italian,,"[49, 34, 26]"
Portrait of a Child,1790,https://images.metmuseum.org/CRDImages/ep/web-large/257493.jpg,German,,"[232, 232, 232]"
Portrait of a Woman,1790,https://images.metmuseum.org/CRDImages/ep/web-large/257493.jpg,German,,"[232, 232, 232]"
Evening: Landscape with an Aqueduct,1818,https://images.metmuseum.org/CRDImages/ep/web-large/DT2138.jpg,French,,"[56, 39, 28]"
Portrait of a Man,1790,https://images.metmuseum.org/CRDImages/ep/web-large/257481.jpg,German,,"[231, 231, 231]"
Portrait of a Child,1790,https://images.metmuseum.org/CRDImages/ep/web-large/257493.jpg,German,,"[232, 232, 232]"
Caroline Maria Therese of Parma (1770–1804),1790,https://images.metmuseum.org/CRDImages/ep/web-large/257481.jpg,German,,"[231, 231, 231]"
Portrait of a Child,1790,https://images.metmuseum.org/CRDImages/ep/web-large/257481.jpg,German,,"[231, 231, 231]"
Portrait of a Child,1790,https://images.metmuseum.org/CRDImages/ep/web-large/257481.jpg,German,,"[231, 231, 231]"
Portrait of a Woman,1805,https://images.metmuseum.org/CRDImages/ep/web-large/175456.jpg,German,,"[231, 231, 231]"
Portrait of a Man,1805,https://images.metmuseum.org/CRDImages/ep/web-large/175445.jpg,German,,"[234, 234, 234]"
"Portrait of a Man, Said to Be Alexander von Humboldt (1769–1859)",1810,https://images.metmuseum.org/CRDImages/ep/web-large/259953.jpg,German,,"[224, 224, 224]"
Portrait of a Man in Profile,1520,https://images.metmuseum.org/CRDImages/ep/web-large/DP164822.jpg,Italian,,"[54, 45, 36]"
"Cafe House, Cairo (Casting Bullets)",1870,https://images.metmuseum.org/CRDImages/ep/web-large/DT1037.jpg,French,,"[74, 60, 48]"
Portrait of a Man,1491,https://images.metmuseum.org/CRDImages/ep/web-large/DP164803.jpg,German,,"[45, 30, 21]"
Prayer in the Mosque,1871,https://images.metmuseum.org/CRDImages/ep/web-large/DT1971.jpg,French,,"[101, 68, 32]"
The Nativity,1455,https://images.metmuseum.org/CRDImages/ep/web-large/DP164815.jpg,Netherlandish,,"[63, 53, 31]"
The Annunciation,1455,https://images.metmuseum.org/CRDImages/ep/web-large/DP164814.jpg,Netherlandish,,"[58, 57, 25]"
Tiger and Cubs,1879,https://images.metmuseum.org/CRDImages/ep/web-large/DT1972.jpg,French,,"[21, 14, 6]"
The Burial of Saint Zenobius,1474,https://images.metmuseum.org/CRDImages/ep/web-large/DT249329.jpg,Italian,,"[172, 110, 74]"
Pygmalion and Galatea,1885,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14201-005.jpg,French,,"[46, 42, 27]"
Tobias and the Angel,1474,https://images.metmuseum.org/CRDImages/ep/web-large/DT210659.jpg,Italian,,"[140, 105, 56]"
Saint Christopher and the Infant Christ,1469,https://images.metmuseum.org/CRDImages/ep/web-large/EP371.jpg,Italian,,"[193, 186, 190]"
