"Date","Close","Volumne","Open","High","Low","Close(-1)","return","R1","R2","R3","R4","R5","R6","R7","R8","Mean(return)","Standard deviation(return)"
"2016-08-22",60.525,10232,61.125,61.85,60.15,61.15,-0.010220768601798855,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-23",60.325,9313,60.725,60.8,59.925,60.525,-0.003304419661296914,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-24",58.7,14018,60.2,60.225,58.375,60.325,-0.026937422295897222,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-25",61.325,16165,59.325,61.7,59.325,58.7,0.04471890971039182,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-26",61.375,16165,59.325,61.7,59.325,61.325,0.0008153281695882129,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-28",61.375,10987,61.425,61.95,60.825,61.375,0,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-29",62.05,10960,61.375,62.3,61.05,61.375,0.010997963340122154,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-30",62.85,14639,62.1,62.9,61.625,62.05,0.01289282836422247,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-08-31",63.325,16589,62.75,63.85,62.175,62.85,0.007557677008751017,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-01",60.75,16942,63.325,63.675,60.525,63.325,-0.04066324516383739,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-02",58.925,16942,63.325,63.675,60.525,60.75,-0.030041152263374532,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-06",58.925,19509,60.125,60.175,58.5,58.925,0,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-07",60.875,16970,59.2,61.025,59.2,58.925,0.03309291472210442,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-08",61,20370,61.5,62.05,60.875,60.875,0.002053388090349076,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-09",59.225,20551,61.2,61.6,59.1,61,-0.029098360655737683,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-12",53.025,32908,59.925,61.975,59.1,59.225,-0.10468552131701145,1,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-13",50.55,28006,53.325,53.325,50.3,53.025,-0.046676096181046706,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-14",49.1,22953,50.85,51.15,48.75,50.55,-0.028684470820969254,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-15",49.45,17230,49.5,50.575,48.375,49.1,0.007128309572301455,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-16",49.95,12671,49.3,50.1,48.725,49.45,0.010111223458038422,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-19",48.175,16663,50,50.45,48.075,49.95,-0.03553553553553565,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-20",49.075,14545,48.3,49.25,47.625,48.175,0.01868188894654916,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-21",48.25,17216,49.075,49.325,47.8,49.075,-0.01681100356597051,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-22",48.6,11012,48.425,49.1,48,48.25,0.007253886010362724,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-23",48.9,12396,48.25,49.25,48.1,48.6,0.006172839506172781,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-26",48.6,,48.6,48.6,48.6,48.9,-0.006134969325153316,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-27",46.45,18256,48.775,49.3,46.275,48.6,-0.04423868312757199,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-28",46.7,11827,47,47.45,46.15,46.45,0.005382131324004305,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-29",46.975,8714,46.65,47.225,46.2,46.7,0.005888650963597399,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-09-30",43.975,21396,44.225,46.975,43.975,46.975,-0.06386375731772219,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-03",44.175,30124,44.3,45,43.35,43.975,0.004548038658328498,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-04",43.5,22896,44.625,45.875,43.3,44.175,-0.015280135823429478,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-05",41.45,24041,44,44.25,41.1,43.5,-0.04712643678160913,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-06",43.175,17335,42.125,43.825,42.05,41.45,0.04161640530759938,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-07",42.6,16262,43.6,43.95,42.175,43.175,-0.01331789229878392,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-10",42.375,14889,42.95,42.95,41.6,42.6,-0.005281690140845103,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-11",42.775,15673,42.75,43.775,42.3,42.375,0.009439528023598787,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-12",44.05,15251,42.85,44.425,42.825,42.775,0.029807130333138483,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-13",44.175,14426,43.75,44.925,43.75,44.05,0.002837684449489217,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-14",42.225,19116,44.3,44.3,41.975,44.175,-0.04414261460101858,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-17",41.6,15347,42.475,42.725,41.25,42.225,-0.014801657785671996,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-18",41.125,13220,41.7,42.25,41.025,41.6,-0.011418269230769265,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-19",41.175,14577,41.25,42,40.7,41.125,0.001215805471124551,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-20",41.1,11796,41.3,41.85,41.05,41.175,-0.0018214936247722099,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-21",41.85,15587,41.625,42.65,41.45,41.1,0.01824817518248175,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-24",43.2,13956,43,43.75,42.775,41.85,0.032258064516129066,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-25",44.625,17167,43.75,44.7,43.6,43.2,0.03298611111111104,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-26",44.2,12310,44.7,44.875,43.75,44.625,-0.00952380952380946,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-27",45.375,19107,44.2,45.975,43.85,44.2,0.026583710407239752,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-28",46.8,16699,45.5,47.075,45.45,45.375,0.03140495867768589,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-10-31",47.95,20641,46.825,48.15,46.575,46.8,0.024572649572649697,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-01",46.45,20942,47.7,48.125,46.1,47.95,-0.03128258602711157,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-02",47.825,16774,46.925,47.95,46.55,46.45,0.02960172228202368,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-03",47,16130,47.45,47.55,46.35,47.825,-0.01725039205436493,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-04",46.15,18361,46.9,46.95,45.1,47,-0.018085106382978753,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-06",47.1,21944,46.375,47.25,45.975,46.15,0.0205850487540629,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-07",46.975,24693,47.2,47.675,46.625,47.1,-0.002653927813163482,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-08",46.55,21833,46.85,47.425,45.975,46.975,-0.009047365620010734,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-09",47.375,27557,46.525,47.8,45.55,46.55,0.017722878625134327,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-10",54.35,25958,47.4,48.75,46.875,47.375,0.14722955145118735,1,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-11",47.125,25958,47.4,48.75,46.875,54.35,-0.1329346826126955,1,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-14",53.6,17207,54.025,54.15,52.475,47.125,0.13740053050397882,1,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-15",52.9,12923,53.525,54,52.35,53.6,-0.013059701492537367,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-16",54.525,16531,53.05,54.65,53.05,52.9,0.03071833648393195,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-17",54.225,10047,54.525,54.875,53.575,54.525,-0.005502063273727596,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-18",54.175,10057,54.25,54.45,53.525,54.225,-0.0009220839096358554,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-21",56.375,16699,54.2,56.525,54.1,54.175,0.040609137055837616,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-22",55.55,15001,56.4,56.8,55.375,56.375,-0.014634146341463466,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-23",55.55,14383,55.55,56.375,55.475,55.55,0,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-24",55.55,14383,55.55,56.375,55.475,55.55,0,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-25",56.75,9098,56.35,57,56.025,55.55,0.021602160216021654,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-28",55.825,15618,56.975,57.325,55.725,56.75,-0.016299559471365587,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-29",54.7,18177,55.65,55.775,54.625,55.825,-0.020152261531571874,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-11-30",55.225,16251,55,56.15,54.9,54.7,0.009597806215722093,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-01",54.075,22535,55.25,55.35,53.55,55.225,-0.020823902218198253,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-02",54.025,12579,54.5,54.6,53.6,54.075,-0.0009246417013408092,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-05",54.8,10999,54.5,55.125,54.25,54.025,0.014345210550670959,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-06",57.475,25201,55.35,57.725,55.025,54.8,0.048813868613138765,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-07",59.75,28800,57.85,59.9,57.8,57.475,0.03958242714223573,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-08",60.825,31250,60.1,62.425,59.975,59.75,0.017991631799163226,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-09",61.55,22588,61.125,61.7,59.75,60.825,0.011919441019317622,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-12",62.175,15411,61.55,62.4,61.325,61.55,0.01015434606011373,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-13",61.75,14560,62.175,62.4,61.15,62.175,-0.006835544833132243,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-14",61.775,11179,61.7,62.15,61.275,61.75,0.0004048582995951187,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-15",62.4,16625,61.7,62.95,60.875,61.775,0.010117361392148928,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-16",64.7,21467,62.75,64.95,62.575,62.4,0.03685897435897443,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-19",66.1,24659,64.725,66.575,63.925,64.7,0.021638330757341444,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-20",64,18719,65.85,66.425,63.65,66.1,-0.03177004538577904,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-21",64.9,15391,63.825,65.475,62.9,64,0.014062500000000089,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-22",64.725,10021,65.3,65.75,64.425,64.9,-0.0026964560862867697,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-23",63.2,14894,65.075,65.1,62.275,64.725,-0.023561220548474184,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-26",64.75,14360,64.75,64.875,62.15,63.2,0.024525316455696156,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-27",65.1,13119,64.5,66.125,64.45,64.75,0.005405405405405317,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-28",64.65,11243,65.575,65.95,64.15,65.1,-0.00691244239631319,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-29",66.15,11243,65.575,65.95,64.15,64.65,0.02320185614849188,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2016-12-30",66.15,15286,66.1,66.35,64.275,66.15,0,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-03",63.5,21578,66.4,66.9,63.225,66.15,-0.040060468631897286,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-04",64.6,17194,63.875,64.775,63.3,63.5,0.0173228346456692,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-05",64.875,15567,64.925,65.6,64.225,64.6,0.004256965944272534,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-06",63.975,15578,65.15,65.15,63.575,64.875,-0.013872832369942174,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-09",63.75,21246,64.125,64.125,62.55,63.975,-0.0035169988276670798,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-10",65.05,24800,64.2,65.9,63.85,63.75,0.020392156862745054,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-11",69.5,23392,66.5,66.075,64.825,65.05,0.06840891621829366,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-12",69.55,20140,69.575,69.725,68.75,69.5,0.0007194244604316138,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-13",69.625,16444,69.55,69.9,68.6,69.55,0.0010783608914450445,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-17",69.725,9818,69.75,69.875,69.075,69.625,0.0014362657091561122,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-18",68.825,14460,69.75,70.3,68.05,69.725,-0.0129078522768016,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-19",68.975,11328,68.825,69.375,68.25,68.825,0.002179440610243247,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-20",68.475,9765,68.95,69.075,68.175,68.975,-0.007249003262051469,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-23",67.775,11016,68.5,68.575,67.175,68.475,-0.010222709017889575,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-24",67.625,10583,67.95,68.325,67.525,67.775,-0.0022132054592402164,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-25",70.15,20527,68.6,70.425,68.35,67.625,0.03733826247689472,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-26",67.225,20527,68.6,70.425,68.35,70.15,-0.041696364932288114,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-27",68.3,15181,67.55,68.8,66.625,67.225,0.01599107474897736,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-30",68.225,11824,68.4,69.025,67.825,68.3,-0.001098096632503702,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-01-31",69.25,17068,68.55,70.2,68.425,68.225,0.015023818248442738,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-01",69.1,16216,69.525,69.975,68.225,69.25,-0.0021660649819495404,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-02",69.575,14332,69.1,69.725,68.375,69.1,0.006874095513748315,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-03",70.25,13110,69.575,70.325,68.9,69.575,0.00970176068990294,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-06",71.225,18011,71,71.4,70,70.25,0.01387900355871878,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-07",72.175,19617,71.525,72.35,71.5,71.225,0.013338013338013379,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-08",71.725,15459,72.05,72.65,71.275,72.175,-0.006234845860755149,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-09",70.775,14513,72.125,72.25,70.625,71.725,-0.013245033112582624,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-10",71.075,12162,71,71.65,70.675,70.775,0.004238784881667215,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-13",69.7,17430,69.7,71.775,69,71.075,-0.01934576151952163,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-14",71.3,15164,70,71.625,70,69.7,0.022955523672883706,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-15",70.775,16543,71.775,72.325,70.65,71.3,-0.0073632538569423775,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-16",69.825,18706,71.075,71.775,69.75,70.775,-0.013422818791946348,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2017-02-17",70.775,15180,69.825,71.125,69.825,69.825,0.013605442176870788,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2017-02-21",70.35,15316,71.25,71.575,70.25,70.775,-0.006004945249028772,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2017-02-22",67.75,27095,70,70,67.525,70.35,-0.036958066808813,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-23",66.575,23906,67.5,67.5,66.025,67.75,-0.017343173431734277,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-24",68.025,19285,66.7,68.225,66.325,66.575,0.021779947427713147,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-27",68.125,15542,68.25,69,67.875,68.025,0.0014700477765526544,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-02-28",67.6,18661,68.3,68.375,67.175,68.125,-0.007706422018348707,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-01",68.425,20911,68.25,68.9,67.525,67.6,0.012204142011834363,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-02",68.275,23013,68.55,69.625,68.1,68.425,-0.0021921812203140882,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-03",66.75,19042,68,68,66.575,68.275,-0.02233614060783604,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-06",67.175,14520,67.275,68.175,66.8,66.75,0.00636704119850183,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-07",68.05,21807,67.4,68.4,66.95,67.175,0.013025679196129514,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-08",68.425,21920,68.15,68.675,67.9,68.05,0.005510653930933138,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-09",68.075,24320,68.725,68.975,67.55,68.425,-0.005115089514066413,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-10",76.9,14931,76.975,77.1,76.05,68.075,0.12963643040763867,1,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-13",78.725,16594,76.8,78.8,76.675,76.9,0.023732119635890617,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-14",79.175,13384,78.975,79.375,78.25,78.725,0.00571610034931728,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-15",78.825,11370,79,79.225,78.325,79.175,-0.004420587306599234,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-16",78.675,9163,79,79.175,78.325,78.825,-0.0019029495718364184,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-17",77.325,8077,77.8,78.275,77.15,78.675,-0.01715919923736885,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-20",77.375,9918,77.425,77.975,76.9,77.325,0.0006466214031684081,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-21",76.325,9936,77.425,77.525,76.075,77.375,-0.013570274636510464,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-22",75.75,11813,76.5,76.8,75.55,76.325,-0.007533573534228665,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-23",77.6,23811,77.5,77.775,74.125,75.75,0.024422442244224348,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-24",75.75,18706,77.6,78.25,75.025,77.6,-0.02384020618556694,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-27",73.525,17054,73.675,75.325,73.375,75.75,-0.0293729372937293,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-28",72.45,14367,73.65,73.75,72.3,73.525,-0.014620877252635195,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-29",72.75,11547,72.6,73.475,72.25,72.45,0.004140786749482362,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-30",74.25,15387,72.525,74.4,72.475,72.75,0.020618556701030927,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-03-31",73.85,11979,74.125,74.125,73.225,74.25,-0.005387205387205464,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-03",72.65,12912,73.95,74.6,72.525,73.85,-0.01624915368991183,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-04",71.975,11392,72.575,72.95,71.825,72.65,-0.009291121816930644,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-05",72.025,10505,72.2,72.7,71.725,71.975,0.0006946856547413876,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-06",73.7,12603,72.35,73.775,72.075,72.025,0.02325581395348833,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-07",72.775,14026,73.425,73.45,72.325,73.7,-0.012550881953866989,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-10",73.275,10972,73,73.425,72.35,72.775,0.006870491240123669,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-11",74,15544,73,74.1,72.625,73.275,0.009894234049812272,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-12",72.275,15890,72,73.45,71.925,74,-0.023310810810810732,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-13",72.5,14245,72.75,72.675,71.525,72.275,0.003113109650639838,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-17",72.35,6859,72.5,72.9,71.9,72.5,-0.002068965517241458,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-18",71.5,17036,72.35,72.475,70.625,72.35,-0.011748445058742148,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2017-04-19",69.95,16647,70,70.9,69.9,71.5,-0.02167832167832164,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2017-04-20",68.675,24228,69.65,70.375,68.55,69.95,-0.018227305218012947,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2017-04-21",68.325,18890,68.825,69.25,67.775,68.675,-0.00509646887513643,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2017-04-24",69.525,13440,68.725,69.625,68.375,68.325,0.01756311745334801,0,0,0,0,0,0,1,0,0.0005481472586105693,0.029618346155110366
"2017-04-25",71.825,22542,69.4,72.2,69.4,69.525,0.03308162531463498,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-26",70.75,17006,71.825,72.45,70.625,71.825,-0.014966933518969758,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-27",72.825,20647,71.4,73.65,71.3,70.75,0.02932862190812725,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-04-28",74,21564,73.225,74.225,72.825,72.825,0.01613456917267418,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-05-01",73.275,12796,74,74.3,73.025,74,-0.00979729729729722,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-05-02",74.15,16233,73.5,74.475,73.375,73.275,0.011941316956670077,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-05-03",75.55,19954,74.4,75.825,74.375,74.15,0.01888064733647999,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-05-04",76.475,18036,75.75,76.575,75.7,75.55,0.01224354731965582,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-05-05",76.325,21189,76.575,77.1,75.875,76.475,-0.0019614253023862893,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-05-08",77.375,22341,76.75,77.55,76.175,76.325,0.013756960366852238,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-05-09",77.375,25286,77.6,78.425,77.175,77.375,0,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
"2017-05-10",77.2,22410,77.775,77.95,76.775,77.375,-0.00226171243941838,0,0,0,0,0,0,0,0,0.0005481472586105693,0.029618346155110366
