id,relid,year,start_year,end_year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,iso3,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
213100,SSD-2015-3-626-37.1,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Mission in the Republic of South Sudan,2015-06-29,Flash Human Rights Report on the Escalation of Fighting in Greater Upper Nile. April/May 2015""",United Nations Mission in the Republic of South Sudan,2015-06-29,Flash Human Rights Report on the Escalation of Fighting in Greater Upper Nile. April/May 2015,witnesses,3,Rubkona county,"Unity state,  Rubkona, Guit and Koch counties",Unity state,Rubkona county,9.293485,SSD,29.789198,POINT (29.789198 9.293485),142980,South Sudan,626,Africa,2,5,2015-04-20 00:00:00.000,2015-05-31 00:00:00.000,0,0,2,0,2,2,1,626,
213101,SSD-2015-3-626-37.2,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Mission in the Republic of South Sudan,2015-06-29,Flash Human Rights Report on the Escalation of Fighting in Greater Upper Nile. April/May 2015""",United Nations Mission in the Republic of South Sudan,2015-06-29,Flash Human Rights Report on the Escalation of Fighting in Greater Upper Nile. April/May 2015,witnesses,3,Guit county,"Unity state,  Rubkona, Guit and Koch counties",Unity state,Guit county,9.300000,SSD,29.900000,POINT (29.900000 9.300000),142980,South Sudan,626,Africa,2,5,2015-04-20 00:00:00.000,2015-05-31 00:00:00.000,0,0,2,0,2,1,2,626,
213102,SSD-2015-3-626-37.3,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Mission in the Republic of South Sudan,2015-06-29,Flash Human Rights Report on the Escalation of Fighting in Greater Upper Nile. April/May 2015""",United Nations Mission in the Republic of South Sudan,2015-06-29,Flash Human Rights Report on the Escalation of Fighting in Greater Upper Nile. April/May 2015,witnesses,3,Koch county,"Unity state,  Rubkona, Guit and Koch counties",Unity state,Koch county,8.599840,SSD,29.989890,POINT (29.989890 8.599840),142260,South Sudan,626,Africa,2,5,2015-04-20 00:00:00.000,2015-05-31 00:00:00.000,0,0,1,0,1,2,2,626,
206405,SSD-2015-3-626-31,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""All Africa,2015-10-14,'Sudanese Soldiers, Ethiopians Clash in El Gedaref'""",All Africa,2015-10-14,"'Sudanese Soldiers, Ethiopians Clash in El Gedaref'",Rebel officials,3,Leer county,Leer,Unity state,Leer county,8.189610,SSD,30.212450,POINT (30.212450 8.189610),141541,South Sudan,626,Africa,2,5,2015-05-01 00:00:00.000,2015-10-31 00:00:00.000,0,0,0,0,0,187,0,626,
201178,SSD-2015-3-626-23,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2015-07-22,They Burned it All""",Human Rights Watch,2015-07-22,They Burned it All,woman,1,Guit town,Guit town,Unity state,Guit county,9.116670,SSD,29.916670,POINT (29.916670 9.116670),142980,South Sudan,626,Africa,1,4,2015-05-01 00:00:00.000,2015-05-31 00:00:00.000,0,0,1,0,1,1,1,626,
196099,SSD-2015-3-626-0,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""All Africa,2015-05-19,Children Killed, Abducted and Raped in South Sudan Attacks - Unicef""",All Africa,2015-05-19,"Children Killed, Abducted and Raped in South Sudan Attacks - Unicef","witnesses
UNICEF",4,Unity state,Unity State,Unity state,,8.650000,SSD,29.850000,POINT (29.850000 8.650000),142260,South Sudan,626,Africa,2,4,2015-05-04 00:00:00.000,2015-05-18 00:00:00.000,0,0,26,0,26,26,26,626,
201140,SSD-2015-3-626-14,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2015-07-22,They Burned it All""",Human Rights Watch,2015-07-22,They Burned it All,group of women,3,Leer county,Payak village in Leer county,Unity state,Leer county,8.189610,SSD,30.212450,POINT (30.212450 8.189610),141541,South Sudan,626,Africa,2,4,2015-05-04 00:00:00.000,2015-05-24 00:00:00.000,0,0,2,0,2,2,2,626,
201142,SSD-2015-3-626-15,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2015-07-22,They Burned it All""",Human Rights Watch,2015-07-22,They Burned it All,HRW interviews,1,Rupchai village,"Rubchier village, Leer, Unity",Unity state,Leer county,8.193430,SSD,30.124260,POINT (30.124260 8.193430),141541,South Sudan,626,Africa,2,4,2015-05-04 00:00:00.000,2015-05-24 00:00:00.000,0,0,4,0,4,5,4,626,
201144,SSD-2015-3-626-16,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2015-07-22,They Burned it All""",Human Rights Watch,2015-07-22,They Burned it All,woman,3,Leer county,Leer county,Unity state,Leer county,8.189610,SSD,30.212450,POINT (30.212450 8.189610),141541,South Sudan,626,Africa,2,4,2015-05-04 00:00:00.000,2015-05-24 00:00:00.000,0,0,9,0,9,9,9,626,
201145,SSD-2015-3-626-17,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2015-07-22,They Burned it All""",Human Rights Watch,2015-07-22,They Burned it All,HRW interviews,1,Leer town,Leer town in Leer county,Unity state,Leer county,8.301790,SSD,30.141790,POINT (30.141790 8.301790),141541,South Sudan,626,Africa,2,5,2015-05-04 00:00:00.000,2015-06-30 00:00:00.000,0,0,3,0,3,3,3,626,
201146,SSD-2015-3-626-18,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2015-07-22,They Burned it All""",Human Rights Watch,2015-07-22,They Burned it All,woman,3,Leer county,"Mirmir, Leer county",Unity state,Leer county,8.189610,SSD,30.212450,POINT (30.212450 8.189610),141541,South Sudan,626,Africa,1,5,2015-05-04 00:00:00.000,2015-06-30 00:00:00.000,0,0,3,0,3,3,3,626,
196120,SSD-2015-3-626-1,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""All Africa,2015-05-22,Escalation of Violence Points to Failed Regional and International Action [press release]""",All Africa,2015-05-22,Escalation of Violence Points to Failed Regional and International Action [press release],woman,3,Rubkona county,"Chatchara, in Rubkona county
towards Mayom",Unity state,Rubkona county,9.293485,SSD,29.789198,POINT (29.789198 9.293485),142980,South Sudan,626,Africa,1,1,2015-05-07 00:00:00.000,2015-05-07 00:00:00.000,0,0,2,0,2,2,2,626,
196124,SSD-2015-3-626-2,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""All Africa,2015-05-22,Escalation of Violence Points to Failed Regional and International Action [press release]""",All Africa,2015-05-22,Escalation of Violence Points to Failed Regional and International Action [press release],20 year-old woman,3,Guit county,Guit county,Unity state,Guit county,9.300000,SSD,29.900000,POINT (29.900000 9.300000),142980,South Sudan,626,Africa,1,1,2015-05-07 00:00:00.000,2015-05-07 00:00:00.000,0,0,3,0,3,3,3,626,
201147,SSD-2015-3-626-19,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2015-07-22,They Burned it All""",Human Rights Watch,2015-07-22,They Burned it All,HRW interviews,1,Mayendit town,"Mayendit town, southern Unity",Unity state,Mayendit county,8.131790,SSD,30.016590,POINT (30.016590 8.131790),141541,South Sudan,626,Africa,1,1,2015-05-12 00:00:00.000,2015-05-12 00:00:00.000,0,0,10,0,10,10,10,626,
201150,SSD-2015-3-626-20,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2015-07-22,They Burned it All""",Human Rights Watch,2015-07-22,They Burned it All,HRW interviews,1,Nyal town,"town of Nyal, in Panyijiar county",Unity state,Payinjar county,7.752270,SSD,30.271110,POINT (30.271110 7.752270),140821,South Sudan,626,Africa,1,1,2015-05-20 00:00:00.000,2015-05-20 00:00:00.000,0,0,5,0,5,9,5,626,
213412,SSD-2015-3-626-47,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Mission in South Sudan,2015-12-04,The State of Human Rights in the Protracted Conflict in South Sudan""",United Nations Mission in South Sudan,2015-12-04,The State of Human Rights in the Protracted Conflict in South Sudan,UNMISS and humanitarian officers,1,Malakal town,just outside Malakal PoC site,Upper Nile state,Malakal county,9.533420,SSD,31.660480,POINT (31.660480 9.533420),143704,South Sudan,626,Africa,1,1,2015-05-25 00:00:00.000,2015-05-25 00:00:00.000,0,0,15,0,15,15,15,626,
201186,SSD-2015-3-626-26,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2015-07-22,They Burned it All""",Human Rights Watch,2015-07-22,They Burned it All,woman,1,Guit town,Guit town,Unity state,Guit county,9.116670,SSD,29.916670,POINT (29.916670 9.116670),142980,South Sudan,626,Africa,1,4,2015-06-01 00:00:00.000,2015-06-19 00:00:00.000,0,0,1,0,1,1,1,626,
201130,SSD-2015-3-626-10,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2015-07-22,They Burned it All""",Human Rights Watch,2015-07-22,They Burned it All,woman,3,Guit county,"village of Kuer Geny, in Guit county",Unity state,Guit county,9.300000,SSD,29.900000,POINT (29.900000 9.300000),142980,South Sudan,626,Africa,1,4,2015-06-01 00:00:00.000,2015-06-30 00:00:00.000,0,0,1,0,1,1,1,626,
201137,SSD-2015-3-626-12,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2015-07-22,They Burned it All""",Human Rights Watch,2015-07-22,They Burned it All,young mother,3,Guit county,Guit county,Unity state,Guit county,9.300000,SSD,29.900000,POINT (29.900000 9.300000),142980,South Sudan,626,Africa,1,4,2015-06-01 00:00:00.000,2015-06-30 00:00:00.000,0,0,2,0,2,2,2,626,
213137,SSD-2015-3-626-41,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Security Council Report,2015-08-21,Report of the Secretary-General on South Sudan (covering the period from 14 April to 19 August 2015)""",United Nations Security Council Report,2015-08-21,Report of the Secretary-General on South Sudan (covering the period from 14 April to 19 August 2015),UNMISS,3,Maridi county,"Maridi County, Western Equatoria State",West Equatoria state,Maridi county,5.031240,SSD,29.677160,POINT (29.677160 5.031240),137220,South Sudan,626,Africa,1,1,2015-06-08 00:00:00.000,2015-06-08 00:00:00.000,0,0,8,0,8,8,8,626,
213400,SSD-2015-3-626-45,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Mission in South Sudan,2015-12-04,The State of Human Rights in the Protracted Conflict in South Sudan""",United Nations Mission in South Sudan,2015-12-04,The State of Human Rights in the Protracted Conflict in South Sudan,UNMISS,2,Malakal town,"between Tristar and the Ogot-Chinese factory, near the Malakal PoC site",Upper Nile state,Malakal county,9.533420,SSD,31.660480,POINT (31.660480 9.533420),143704,South Sudan,626,Africa,1,1,2015-06-18 00:00:00.000,2015-06-18 00:00:00.000,0,0,3,0,3,3,3,626,
213429,SSD-2015-3-626-48,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Mission in South Sudan,2015-12-04,The State of Human Rights in the Protracted Conflict in South Sudan""",United Nations Mission in South Sudan,2015-12-04,The State of Human Rights in the Protracted Conflict in South Sudan,UNMISS,4,East Equatoria state,"Betelado village
East Equatoria",East Equatoria state,,4.900000,SSD,33.800000,POINT (33.800000 4.900000),136508,South Sudan,626,Africa,1,1,2015-06-22 00:00:00.000,2015-06-22 00:00:00.000,0,0,2,0,2,2,2,626,
209347,SSD-2015-3-626-34,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Al Jazeera,2015-11-21,Conflict persists despite South Sudan peace deal""",Al Jazeera,2015-11-21,Conflict persists despite South Sudan peace deal,survivors,1,Birirsi village,"Birisi, a village near Yambio
West Equatoria",West Equatoria state,Yambio county,4.287670,SSD,28.421800,POINT (28.421800 4.287670),135777,South Sudan,626,Africa,2,4,2015-07-01 00:00:00.000,2015-07-31 00:00:00.000,0,0,8,0,8,8,8,626,
196263,SSD-2015-3-626-3,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,2,"""All Africa,2015-07-07,UN Mission Deplores Killing of Civilian in Organization Compound"";""United Nations Security Council Report,2015-08-21,Report of the Secretary-General on South Sudan (covering the period from 14 April to 19 August 2015)""",All Africa;United Nations Security Council Report,2015-07-07;2015-08-21,UN Mission Deplores Killing of Civilian in Organization Compound;Report of the Secretary-General on South Sudan (covering the period from 14 April to 19 August 2015),UNMISS,1,Bentiu town,UN compound in Bentiu,Unity state,Rubkona county,9.233333,SSD,29.833333,POINT (29.833333 9.233333),142980,South Sudan,626,Africa,1,1,2015-07-05 00:00:00.000,2015-07-05 00:00:00.000,0,0,1,0,1,1,1,626,
213202,SSD-2015-3-626-43,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,2,"""United Nations Security Council Report,2015-11-23,Report of the Secretary-General on South Sudan (covering the period from 20 August to 9 November 2015)"";""United Nations Mission in South Sudan,2015-12-04,The State of Human Rights in the Protracted Conflict in South Sudan""",United Nations Security Council Report;United Nations Mission in South Sudan,2015-11-23;2015-12-04,Report of the Secretary-General on South Sudan (covering the period from 20 August to 9 November 2015);The State of Human Rights in the Protracted Conflict in South Sudan,UNMISS,2,Wonduruba village,"Wonduruba Payam, Juba County",Central Equatoria state,Juba county,4.529769,SSD,31.020000,POINT (31.020000 4.529769),136503,South Sudan,626,Africa,2,2,2015-09-12 00:00:00.000,2015-09-13 00:00:00.000,0,0,5,0,5,5,5,626,
213403,SSD-2015-3-626-46,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Mission in South Sudan,2015-12-04,The State of Human Rights in the Protracted Conflict in South Sudan""",United Nations Mission in South Sudan,2015-12-04,The State of Human Rights in the Protracted Conflict in South Sudan,UNMISS,1,Wonduruba village,"Wonduruba, Juba county
Central Equatoria",Central Equatoria state,Juba county,4.529769,SSD,31.020000,POINT (31.020000 4.529769),136503,South Sudan,626,Africa,1,1,2015-09-20 00:00:00.000,2015-09-20 00:00:00.000,0,0,1,0,1,1,1,626,
213223,SSD-2015-3-626-44,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,4,"""United Nations Security Council Report,2016-02-09,Report of the Secretary-General on South Sudan (covering the period from 10 November 2015 to 2 February 2016)"";""All Africa,2015-12-24,In South Sudan's Brutal Chaos, Civilians in the Middle [press release]"";""Amnesty International,2016-03-10,‘THEIR VOICES STOPPED’ MASS KILLING IN A SHIPPING CONTAINER IN LEER, SOUTH SUDAN"";""Sudan Tribune,2016-02-03,S. Sudan army suffocated 50 civilians in container: report""",United Nations Security Council Report;All Africa;Amnesty International;Sudan Tribune,2016-02-09;2015-12-24;2016-03-10;2016-02-03,"Report of the Secretary-General on South Sudan (covering the period from 10 November 2015 to 2 February 2016);In South Sudan's Brutal Chaos, Civilians in the Middle [press release];‘THEIR VOICES STOPPED’ MASS KILLING IN A SHIPPING CONTAINER IN LEER, SOUTH SUDAN;S. Sudan army suffocated 50 civilians in container: report","witnesses
Amnesty International",1,Leer town,Leer town,Unity state,Leer county,8.301790,SSD,30.141790,POINT (30.141790 8.301790),141541,South Sudan,626,Africa,2,2,2015-10-20 00:00:00.000,2015-10-23 00:00:00.000,0,0,62,0,62,62,53,626,
213178,SSD-2015-3-626-42.1,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Security Council Report,2015-11-23,Report of the Secretary-General on South Sudan (covering the period from 20 August to 9 November 2015)""",United Nations Security Council Report,2015-11-23,Report of the Secretary-General on South Sudan (covering the period from 20 August to 9 November 2015),UNMISS,4,Unity state,"Unity state (Pilling, Tutnyang, Gando)",Unity state,,8.650000,SSD,29.850000,POINT (29.850000 8.650000),142260,South Sudan,626,Africa,1,1,2015-10-25 00:00:00.000,2015-10-25 00:00:00.000,0,0,14,0,14,13,13,626,
218823,SSD-2015-3-626-42.2,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Security Council Report,2015-11-23,Report of the Secretary-General on South Sudan (covering the period from 20 August to 9 November 2015)""",United Nations Security Council Report,2015-11-23,Report of the Secretary-General on South Sudan (covering the period from 20 August to 9 November 2015),UNMISS,1,Adok village,Adok,Unity state,Leer county,8.189842,SSD,30.306143,POINT (30.306143 8.189842),141541,South Sudan,626,Africa,1,1,2015-10-25 00:00:00.000,2015-10-25 00:00:00.000,0,0,13,0,13,14,13,626,
218824,SSD-2015-3-626-42.3,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Security Council Report,2015-11-23,Report of the Secretary-General on South Sudan (covering the period from 20 August to 9 November 2015)""",United Nations Security Council Report,2015-11-23,Report of the Secretary-General on South Sudan (covering the period from 20 August to 9 November 2015),UNMISS,1,Pilling village,"Pilling,
Unity state",Unity state,Leer county,8.267013,SSD,30.199569,POINT (30.199569 8.267013),141541,South Sudan,626,Africa,1,1,2015-10-25 00:00:00.000,2015-10-25 00:00:00.000,0,0,13,0,13,13,14,626,
218825,SSD-2015-3-626-42.4,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Security Council Report,2015-11-23,Report of the Secretary-General on South Sudan (covering the period from 20 August to 9 November 2015)""",United Nations Security Council Report,2015-11-23,Report of the Secretary-General on South Sudan (covering the period from 20 August to 9 November 2015),UNMISS,1,Lual village,Lual,Unity state,Mayendit county,8.402289,SSD,30.020142,POINT (30.020142 8.402289),141541,South Sudan,626,Africa,1,1,2015-10-25 00:00:00.000,2015-10-25 00:00:00.000,0,0,13,0,13,13,13,626,
233013,SSD-2015-3-626-50,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2016-05-24,South Sudan: Civilians Killed, Tortured in Western Region Provide Justice for Army Abuses in Western Regions""",Human Rights Watch,2016-05-24,"South Sudan: Civilians Killed, Tortured in Western Region Provide Justice for Army Abuses in Western Regions","64-year-old man, HRW",3,Wau county,"Khorkanda, a smaller village near Moimoi
West Bahr el Ghazal
Wau",West Bahr-al-Ghazal state,Wau county,7.700000,SSD,28.000000,POINT (28.000000 7.700000),140817,South Sudan,626,Africa,1,4,2015-12-01 00:00:00.000,2015-12-31 00:00:00.000,0,0,2,0,2,2,2,626,
233015,SSD-2015-3-626-51,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2016-05-24,South Sudan: Civilians Killed, Tortured in Western Region Provide Justice for Army Abuses in Western Regions""",Human Rights Watch,2016-05-24,"South Sudan: Civilians Killed, Tortured in Western Region Provide Justice for Army Abuses in Western Regions","42-year-old man, HRW",3,Wau county,"village of Ngumba, a short distance from Khorkanda
West Bahr el Ghazal
Wau",West Bahr-al-Ghazal state,Wau county,7.700000,SSD,28.000000,POINT (28.000000 7.700000),140817,South Sudan,626,Africa,1,4,2015-12-01 00:00:00.000,2015-12-31 00:00:00.000,0,0,1,0,1,1,1,626,
233012,SSD-2015-3-626-49,2015,2015,2015,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2016-05-24,South Sudan: Civilians Killed, Tortured in Western Region Provide Justice for Army Abuses in Western Regions""",Human Rights Watch,2016-05-24,"South Sudan: Civilians Killed, Tortured in Western Region Provide Justice for Army Abuses in Western Regions","witness, HRW",2,Wau town,"outside of Wau 
between Moimoi and Busseri",West Bahr-al-Ghazal state,Wau county,7.697020,SSD,28.004460,POINT (28.004460 7.697020),140817,South Sudan,626,Africa,2,3,2015-12-25 00:00:00.000,2015-12-31 00:00:00.000,0,0,5,0,5,5,5,626,
233973,SSD-2016-3-626-21,2016,2016,2016,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Reuters News,2016-12-01,South Sudanese flee as country edges closer to 'genocide'""",Reuters News,2016-12-01,South Sudanese flee as country edges closer to 'genocide',Charity Mandulu,4,Central Equatoria state,"town of Tore Payam, Central Equatoria",Central Equatoria state,,4.750000,SSD,31.000000,POINT (31.000000 4.750000),136503,South Sudan,626,Africa,1,5,2016-01-01 00:00:00.000,2016-11-30 00:00:00.000,0,0,2,0,2,2,2,626,
233839,SSD-2016-3-626-19,2016,2016,2016,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Security Council Report,2016-04-13,Report of the Secretary-General on South Sudan (covering the period from 3 February to 31 March 2016) S/2016/341""",United Nations Security Council Report,2016-04-13,Report of the Secretary-General on South Sudan (covering the period from 3 February to 31 March 2016) S/2016/341,UNMISS,2,Katigiri village,"in Katigiri, Central Equatoria",Central Equatoria state,Juba county,4.911030,SSD,30.807120,POINT (30.807120 4.911030),136502,South Sudan,626,Africa,2,4,2016-02-01 00:00:00.000,2016-02-29 00:00:00.000,0,0,0,0,0,2,0,626,
233844,SSD-2016-3-626-20,2016,2016,2016,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""United Nations Security Council Report,2016-04-13,Report of the Secretary-General on South Sudan (covering the period from 3 February to 31 March 2016) S/2016/341""",United Nations Security Council Report,2016-04-13,Report of the Secretary-General on South Sudan (covering the period from 3 February to 31 March 2016) S/2016/341,UNMISS,3,Ikotos county,"in Ikotos County, Eastern
Equatoria",East Equatoria state,Ikotos county,4.000000,SSD,32.900000,POINT (32.900000 4.000000),135786,South Sudan,626,Africa,1,1,2016-02-08 00:00:00.000,2016-02-08 00:00:00.000,0,0,2,0,2,2,2,626,
233025,SSD-2016-3-626-16,2016,2016,2016,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2016-05-24,South Sudan: Civilians Killed, Tortured in Western Region Provide Justice for Army Abuses in Western Regions""",Human Rights Watch,2016-05-24,"South Sudan: Civilians Killed, Tortured in Western Region Provide Justice for Army Abuses in Western Regions",HRW,2,Wau town,in Wau and outside of town,West Bahr-al-Ghazal state,Wau county,7.697020,SSD,28.004460,POINT (28.004460 7.697020),140817,South Sudan,626,Africa,2,4,2016-02-08 00:00:00.000,2016-02-21 00:00:00.000,0,0,4,0,4,4,4,626,
233020,SSD-2016-3-626-15,2016,2016,2016,1,Clear,3,113,708,Government of South Sudan - Civilians,113,1175,Government of South Sudan - Civilians,113,113,Government of South Sudan,9999,1,Civilians,1,"""Human Rights Watch,2016-05-24,South Sudan: Civilians Killed, Tortured in Western Region Provide Justice for Army Abuses in Western Regions""",Human Rights Watch,2016-05-24,"South Sudan: Civilians Killed, Tortured in Western Region Provide Justice for Army Abuses in Western Regions","36-year-old man, HRW",2,Wau town,"village of Natabo, west of Wau",West Bahr-al-Ghazal state,Wau county,7.697020,SSD,28.004460,POINT (28.004460 7.697020),140817,South Sudan,626,Africa,2,1,2016-02-17 00:00:00.000,2016-02-17 00:00:00.000,0,0,2,0,2,2,2,626,
