Level,Indicator,Value,Region,Subregion,Territory,Year,Source,Source Description
Country,Homicide count,263,Oceania,Australia and New Zealand,Australia,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,231,Oceania,Australia and New Zealand,Australia,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,248,Oceania,Australia and New Zealand,Australia,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,243,Oceania,Australia and New Zealand,Australia,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,245,Oceania,Australia and New Zealand,Australia,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,243,Oceania,Australia and New Zealand,Australia,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,236,Oceania,Australia and New Zealand,Australia,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,227,Oceania,Australia and New Zealand,Australia,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,203,Oceania,Australia and New Zealand,Australia,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,222,Oceania,Australia and New Zealand,Australia,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.2051106683,Oceania,Australia and New Zealand,Australia,1990,MD,World Health Organization Mortality Database
Country,Homicide rate,1.9779821499,Oceania,Australia and New Zealand,Australia,1991,MD,World Health Organization Mortality Database
Country,Homicide rate,1.7296684513,Oceania,Australia and New Zealand,Australia,1992,MD,World Health Organization Mortality Database
Country,Homicide rate,1.8917003267,Oceania,Australia and New Zealand,Australia,1993,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.7979016914,Oceania,Australia and New Zealand,Australia,1994,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.978538086,Oceania,Australia and New Zealand,Australia,1995,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.946201921,Oceania,Australia and New Zealand,Australia,1996,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.9796374707,Oceania,Australia and New Zealand,Australia,1997,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.7969522506,Oceania,Australia and New Zealand,Australia,1998,Eurostat,Statistical Office of the European Union
Country,Homicide rate,2.0491599322,Oceania,Australia and New Zealand,Australia,1999,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.9061225182,Oceania,Australia and New Zealand,Australia,2000,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.8077929526,Oceania,Australia and New Zealand,Australia,2001,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.8864651077,Oceania,Australia and New Zealand,Australia,2002,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.5389191376,Oceania,Australia and New Zealand,Australia,2003,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide rate,1.3229606511,Oceania,Australia and New Zealand,Australia,2004,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide rate,1.2835416313,Oceania,Australia and New Zealand,Australia,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.368975412,Oceania,Australia and New Zealand,Australia,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.2191426043,Oceania,Australia and New Zealand,Australia,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.2234971646,Oceania,Australia and New Zealand,Australia,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.2091480371,Oceania,Australia and New Zealand,Australia,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.042668759,Oceania,Australia and New Zealand,Australia,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.1003637323,Oceania,Australia and New Zealand,Australia,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.0609523222,Oceania,Australia and New Zealand,Australia,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.0535408605,Oceania,Australia and New Zealand,Australia,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.0298169731,Oceania,Australia and New Zealand,Australia,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.9861067998,Oceania,Australia and New Zealand,Australia,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.93559210822,Oceania,Australia and New Zealand,Australia,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.82571952813,Oceania,Australia and New Zealand,Australia,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.89163240342,Oceania,Australia and New Zealand,Australia,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,89,Europe,Western Europe,Austria,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,103,Europe,Western Europe,Austria,1991,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,97,Europe,Western Europe,Austria,1992,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,80,Europe,Western Europe,Austria,1993,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,88,Europe,Western Europe,Austria,1994,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,78,Europe,Western Europe,Austria,1995,Eurostat,Statistical Office of the European Union
Country,Homicide count,99,Europe,Western Europe,Austria,1996,Eurostat,Statistical Office of the European Union
Country,Homicide count,66,Europe,Western Europe,Austria,1997,Eurostat,Statistical Office of the European Union
Country,Homicide count,77,Europe,Western Europe,Austria,1998,Eurostat,Statistical Office of the European Union
Country,Homicide count,60,Europe,Western Europe,Austria,1999,Eurostat,Statistical Office of the European Union
Country,Homicide count,82,Europe,Western Europe,Austria,2000,Eurostat,Statistical Office of the European Union
Country,Homicide count,70,Europe,Western Europe,Austria,2001,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,65,Europe,Western Europe,Austria,2002,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,50,Europe,Western Europe,Austria,2003,Eurostat,Statistical Office of the European Union
Country,Homicide count,59,Europe,Western Europe,Austria,2004,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,54,Europe,Western Europe,Austria,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,61,Europe,Western Europe,Austria,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,45,Europe,Western Europe,Austria,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,58,Europe,Western Europe,Austria,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,51,Europe,Western Europe,Austria,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,58,Europe,Western Europe,Austria,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,75,Europe,Western Europe,Austria,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,79,Europe,Western Europe,Austria,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,62,Europe,Western Europe,Austria,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,45,Europe,Western Europe,Austria,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,46,Europe,Western Europe,Austria,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,57,Europe,Western Europe,Austria,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,70,Europe,Western Europe,Austria,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,86,Europe,Western Europe,Austria,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,1.152259581,Europe,Western Europe,Austria,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,1.3251511895,Europe,Western Europe,Austria,1991,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,1.2386766438,Europe,Western Europe,Austria,1992,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,1.0136733126,Europe,Western Europe,Austria,1993,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,1.1073061444,Europe,Western Europe,Austria,1994,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.97620646917,Europe,Western Europe,Austria,1995,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.2347446673,Europe,Western Europe,Austria,1996,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0.82162384492,Europe,Western Europe,Austria,1997,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0.95758590851,Europe,Western Europe,Austria,1998,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0.74523829988,Europe,Western Europe,Austria,1999,Eurostat,Statistical Office of the European Union
Country,Homicide rate,1.0162002142,Europe,Western Europe,Austria,2000,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0.86443711868,Europe,Western Europe,Austria,2001,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.79907523638,Europe,Western Europe,Austria,2002,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,0.61155683412,Europe,Western Europe,Austria,2003,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0.71804021269,Europe,Western Europe,Austria,2004,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.65425552022,Europe,Western Europe,Austria,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.73623970999,Europe,Western Europe,Austria,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.54127322618,Europe,Western Europe,Austria,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.69531650388,Europe,Western Europe,Austria,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.60912556084,Europe,Western Europe,Austria,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.68965968267,Europe,Western Europe,Austria,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.88720637757,Europe,Western Europe,Austria,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.92916799475,Europe,Western Europe,Austria,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.72462150506,Europe,Western Europe,Austria,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.52233231827,Europe,Western Europe,Austria,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.53003531533,Europe,Western Europe,Austria,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.65162919875,Europe,Western Europe,Austria,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.79365961209,Europe,Western Europe,Austria,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0.96722860774,Europe,Western Europe,Austria,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,329,Asia,Western Asia,Azerbaijan,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,357,Asia,Western Asia,Azerbaijan,1991,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,564,Asia,Western Asia,Azerbaijan,1992,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,478,Asia,Western Asia,Azerbaijan,1993,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,499,Asia,Western Asia,Azerbaijan,1994,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,443,Asia,Western Asia,Azerbaijan,1995,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,400,Asia,Western Asia,Azerbaijan,1996,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,284,Asia,Western Asia,Azerbaijan,1997,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,280,Asia,Western Asia,Azerbaijan,1998,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,242,Asia,Western Asia,Azerbaijan,1999,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,226,Asia,Western Asia,Azerbaijan,2000,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,218,Asia,Western Asia,Azerbaijan,2001,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,212,Asia,Western Asia,Azerbaijan,2002,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,183,Asia,Western Asia,Azerbaijan,2003,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,201,Asia,Western Asia,Azerbaijan,2004,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,192,Asia,Western Asia,Azerbaijan,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,190,Asia,Western Asia,Azerbaijan,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,189,Asia,Western Asia,Azerbaijan,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,192,Asia,Western Asia,Azerbaijan,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,206,Asia,Western Asia,Azerbaijan,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,202,Asia,Western Asia,Azerbaijan,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,221,Asia,Western Asia,Azerbaijan,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,236,Asia,Western Asia,Azerbaijan,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,225,Asia,Western Asia,Azerbaijan,2015,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide count,208,Asia,Western Asia,Azerbaijan,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,201,Asia,Western Asia,Azerbaijan,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,219,Asia,Western Asia,Azerbaijan,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,4.5424684906,Asia,Western Asia,Azerbaijan,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,4.8518981862,Asia,Western Asia,Azerbaijan,1991,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,7.5482566472,Asia,Western Asia,Azerbaijan,1992,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,6.3046097249,Asia,Western Asia,Azerbaijan,1993,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,6.4942637041,Asia,Western Asia,Azerbaijan,1994,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,5.6974428899,Asia,Western Asia,Azerbaijan,1995,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,5.0919361807,Asia,Western Asia,Azerbaijan,1996,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,3.5832941779,Asia,Western Asia,Azerbaijan,1997,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,3.5044230199,Asia,Western Asia,Azerbaijan,1998,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,3.0046711462,Asia,Western Asia,Azerbaijan,1999,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,2.7823113448,Asia,Western Asia,Azerbaijan,2000,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,2.6594138676,Asia,Western Asia,Azerbaijan,2001,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,2.5612943719,Asia,Western Asia,Azerbaijan,2002,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,2.1886200607,Asia,Western Asia,Azerbaijan,2003,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.3789972183,Asia,Western Asia,Azerbaijan,2004,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.2486095512,Asia,Western Asia,Azerbaijan,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.2015832164,Asia,Western Asia,Azerbaijan,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.1663785612,Asia,Western Asia,Azerbaijan,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.1764095568,Asia,Western Asia,Azerbaijan,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.2806620341,Asia,Western Asia,Azerbaijan,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.18032261,Asia,Western Asia,Azerbaijan,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.354704353,Asia,Western Asia,Azerbaijan,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.4827428333,Asia,Western Asia,Azerbaijan,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.3382111188,Asia,Western Asia,Azerbaijan,2015,GSHRevision,Data revised by national authorities in response to the Pre-Publication of the Global Study on Homicide 2019
Country,Homicide rate,2.1363919893,Asia,Western Asia,Azerbaijan,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.0415799757,Asia,Western Asia,Azerbaijan,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.2011074485,Asia,Western Asia,Azerbaijan,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,45,Americas,Caribbean,Bahamas,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,28,Americas,Caribbean,Bahamas,1991,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,41,Americas,Caribbean,Bahamas,1992,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,35,Americas,Caribbean,Bahamas,1993,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,52,Americas,Caribbean,Bahamas,1994,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,40,Americas,Caribbean,Bahamas,1995,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,51,Americas,Caribbean,Bahamas,1996,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,46,Americas,Caribbean,Bahamas,1997,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,74,Americas,Caribbean,Bahamas,2000,OAS,Organization of American States (OAS)
Country,Homicide count,43,Americas,Caribbean,Bahamas,2001,OAS,Organization of American States (OAS)
Country,Homicide count,52,Americas,Caribbean,Bahamas,2002,OAS,Organization of American States (OAS)
Country,Homicide count,50,Americas,Caribbean,Bahamas,2003,OAS,Organization of American States (OAS)
Country,Homicide count,44,Americas,Caribbean,Bahamas,2004,OAS,Organization of American States (OAS)
Country,Homicide count,52,Americas,Caribbean,Bahamas,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
