"REGION","Region","LOCATION","Country","INC","Income","VAR","Variable","TIME","Year","Value","Flag Codes","Flags"
"ALL","All regions","MRT","Mauritania","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",25.2,,
"EUR","Europe","MDA","Moldova","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",22.8,,
"ALL","All regions","MDA","Moldova","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",22.8,,
"ASI","Asia","MNG","Mongolia","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",17.1,,
"ALL","All regions","MNG","Mongolia","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",17.1,,
"AFR","Africa","MAR","Morocco","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",20.5,,
"ALL","All regions","MAR","Morocco","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",20.5,,
"ASI","Asia","MMR","Myanmar","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",10.2,,
"ALL","All regions","MMR","Myanmar","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",10.2,,
"AME","Americas","NIC","Nicaragua","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",45.7,,
"ALL","All regions","NIC","Nicaragua","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",45.7,,
"AFR","Africa","NGA","Nigeria","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",5.6,,
"ALL","All regions","NGA","Nigeria","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",5.6,,
"ASI","Asia","PSE","Palestinian Authority or West Bank and Gaza Strip","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",12.9,,
"ALL","All regions","PSE","Palestinian Authority or West Bank and Gaza Strip","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",12.9,,
"ASI","Asia","PAK","Pakistan","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",20.6,,
"ALL","All regions","PAK","Pakistan","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",20.6,,
"ASI","Asia","PNG","Papua New Guinea","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",0,,
"ALL","All regions","PNG","Papua New Guinea","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",0,,
"ASI","Asia","PHL","Philippines","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",29.5,,
"ALL","All regions","PHL","Philippines","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",29.5,,
"AFR","Africa","STP","Sao Tome and Principe","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",18.2,,
"ALL","All regions","STP","Sao Tome and Principe","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",18.2,,
"ASI","Asia","SLB","Solomon Islands","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",2,,
"ALL","All regions","SLB","Solomon Islands","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",2,,
"ASI","Asia","LKA","Sri Lanka","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",5.8,,
"ALL","All regions","LKA","Sri Lanka","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",5.8,,
"AFR","Africa","SDN","Sudan","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",30.5,,
"ALL","All regions","SDN","Sudan","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",30.5,,
"AFR","Africa","SWZ","Eswatini","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",6.2,,
"ALL","All regions","SWZ","Eswatini","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",6.2,,
"ASI","Asia","TLS","Timor-Leste","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",32.3,,
"ALL","All regions","TLS","Timor-Leste","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",32.3,,
"AFR","Africa","TUN","Tunisia","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",31.3,,
"ALL","All regions","TUN","Tunisia","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",31.3,,
"EUR","Europe","UKR","Ukraine","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",12.3,,
"ALL","All regions","UKR","Ukraine","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",12.3,,
"ASI","Asia","UZB","Uzbekistan","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",16,,
"ALL","All regions","UZB","Uzbekistan","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",16,,
"ASI","Asia","VNM","Viet Nam","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",26.7,,
"ALL","All regions","VNM","Viet Nam","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",26.7,,
"AFR","Africa","ZMB","Zambia","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",18,,
"ALL","All regions","ZMB","Zambia","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",18,,
"EUR","Europe","XKO","Kosovo","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",31.7,,
"ALL","All regions","XKO","Kosovo","LWI","Lower middle income ","RCL_PV_PRACT","Practice","2019","2019",31.7,,
"ASI","Asia","AFG","Afghanistan","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",27.7,,
"ALL","All regions","AFG","Afghanistan","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",27.7,,
"AFR","Africa","BEN","Benin","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",7.2,,
"ALL","All regions","BEN","Benin","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",7.2,,
"AFR","Africa","BFA","Burkina Faso","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",11,,
"ALL","All regions","BFA","Burkina Faso","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",11,,
"AFR","Africa","BDI","Burundi","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",36.4,,
"ALL","All regions","BDI","Burundi","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",36.4,,
"AFR","Africa","CAF","Central African Republic","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",8.6,,
"ALL","All regions","CAF","Central African Republic","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",8.6,,
"AFR","Africa","TCD","Chad","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",12.8,,
"ALL","All regions","TCD","Chad","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",12.8,,
"AFR","Africa","COM","Comoros","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",6.1,,
"ALL","All regions","COM","Comoros","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",6.1,,
"AFR","Africa","COD","Democratic Republic of the Congo","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",8.9,,
"ALL","All regions","COD","Democratic Republic of the Congo","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",8.9,,
"AFR","Africa","ERI","Eritrea","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",22,,
"ALL","All regions","ERI","Eritrea","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",22,,
"AFR","Africa","ETH","Ethiopia","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",38.8,,
"ALL","All regions","ETH","Ethiopia","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",38.8,,
"AFR","Africa","GMB","Gambia","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",10.3,,
"ALL","All regions","GMB","Gambia","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",10.3,,
"AFR","Africa","GIN","Guinea","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",21.9,,
"ALL","All regions","GIN","Guinea","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",21.9,,
"AFR","Africa","GNB","Guinea-Bissau","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",13.7,,
"ALL","All regions","GNB","Guinea-Bissau","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",13.7,,
"AME","Americas","HTI","Haiti","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",2.5,,
"ALL","All regions","HTI","Haiti","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",2.5,,
"AFR","Africa","LBR","Liberia","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",9.9,,
"ALL","All regions","LBR","Liberia","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",9.9,,
"AFR","Africa","MDG","Madagascar","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",19.2,,
"ALL","All regions","MDG","Madagascar","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",19.2,,
"AFR","Africa","MWI","Malawi","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",16.7,,
"ALL","All regions","MWI","Malawi","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",16.7,,
"AFR","Africa","MLI","Mali","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",8.8,,
"ALL","All regions","MLI","Mali","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",8.8,,
"AFR","Africa","MOZ","Mozambique","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",39.6,,
"ALL","All regions","MOZ","Mozambique","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",39.6,,
"ASI","Asia","NPL","Nepal","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",32.7,,
"ALL","All regions","NPL","Nepal","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",32.7,,
"AFR","Africa","NER","Niger","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",17,,
"ALL","All regions","NER","Niger","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",17,,
"AFR","Africa","RWA","Rwanda","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",61.3,,
"ALL","All regions","RWA","Rwanda","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",61.3,,
"AFR","Africa","SEN","Senegal","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",41.8,,
"ALL","All regions","SEN","Senegal","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",41.8,,
"AFR","Africa","SLE","Sierra Leone","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",12.4,,
"ALL","All regions","SLE","Sierra Leone","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",12.4,,
"AFR","Africa","SOM","Somalia","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",24.4,,
"ALL","All regions","SOM","Somalia","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",24.4,,
"ASI","Asia","SYR","Syrian Arab Republic","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",13.2,,
"ALL","All regions","SYR","Syrian Arab Republic","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",13.2,,
"ASI","Asia","TJK","Tajikistan","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",19,,
"ALL","All regions","TJK","Tajikistan","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",19,,
"AFR","Africa","TZA","Tanzania","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",37.2,,
"ALL","All regions","TZA","Tanzania","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",37.2,,
"AFR","Africa","TGO","Togo","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",17.6,,
"ALL","All regions","TGO","Togo","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",17.6,,
"AFR","Africa","UGA","Uganda","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",34.3,,
"ALL","All regions","UGA","Uganda","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",34.3,,
"ASI","Asia","YEM","Yemen","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",0,,
"ALL","All regions","YEM","Yemen","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",0,,
"AFR","Africa","ZWE","Zimbabwe","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",32.6,,
"ALL","All regions","ZWE","Zimbabwe","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",32.6,,
"AFR","Africa","SSD","South Sudan ","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",28.5,,
"ALL","All regions","SSD","South Sudan ","LOI","Low income","RCL_PV_PRACT","Practice","2019","2019",28.5,,
"ASI","Asia","AUS","Australia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",28.7,,
"ALL","All regions","AUS","Australia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",28.7,,
"EUR","Europe","AUT","Austria","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",34.4,,
"ALL","All regions","AUT","Austria","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",34.4,,
"EUR","Europe","BEL","Belgium","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",38,,
"ALL","All regions","BEL","Belgium","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",38,,
"AME","Americas","CAN","Canada","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27,,
"ALL","All regions","CAN","Canada","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27,,
"EUR","Europe","CZE","Czech Republic","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",22,,
"ALL","All regions","CZE","Czech Republic","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",22,,
"EUR","Europe","DNK","Denmark","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",37.4,,
"ALL","All regions","DNK","Denmark","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",37.4,,
"EUR","Europe","FIN","Finland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",42,,
"ALL","All regions","FIN","Finland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",42,,
"EUR","Europe","FRA","France","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",39,,
"ALL","All regions","FRA","France","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",39,,
"EUR","Europe","DEU","Germany","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",30.7,,
"ALL","All regions","DEU","Germany","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",30.7,,
"EUR","Europe","GRC","Greece","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",18.3,,
"ALL","All regions","GRC","Greece","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",18.3,,
"EUR","Europe","HUN","Hungary","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",10.1,,
"ALL","All regions","HUN","Hungary","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",10.1,,
"EUR","Europe","ISL","Iceland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",38.1,,
"ALL","All regions","ISL","Iceland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",38.1,,
"EUR","Europe","IRL","Ireland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",22.2,,
"ALL","All regions","IRL","Ireland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",22.2,,
"EUR","Europe","ITA","Italy","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",31,,
"ALL","All regions","ITA","Italy","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",31,,
"ASI","Asia","JPN","Japan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",10.1,,
"ALL","All regions","JPN","Japan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",10.1,,
"ASI","Asia","KOR","Korea","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",17,,
"ALL","All regions","KOR","Korea","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",17,,
"EUR","Europe","LUX","Luxembourg","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",28.3,,
"ALL","All regions","LUX","Luxembourg","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",28.3,,
"AME","Americas","MEX","Mexico","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",42.6,,
"ALL","All regions","MEX","Mexico","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",42.6,,
"EUR","Europe","NLD","Netherlands","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",36,,
"ALL","All regions","NLD","Netherlands","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",36,,
"ASI","Asia","NZL","New Zealand","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",38.3,,
"ALL","All regions","NZL","New Zealand","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",38.3,,
"EUR","Europe","NOR","Norway","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",41.4,,
"ALL","All regions","NOR","Norway","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",41.4,,
"EUR","Europe","POL","Poland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",28,,
"ALL","All regions","POL","Poland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",28,,
"EUR","Europe","PRT","Portugal","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",34.8,,
"ALL","All regions","PRT","Portugal","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",34.8,,
"EUR","Europe","SVK","Slovak Republic","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",20,,
"ALL","All regions","SVK","Slovak Republic","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",20,,
"EUR","Europe","ESP","Spain","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",39.1,,
"ALL","All regions","ESP","Spain","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",39.1,,
"EUR","Europe","SWE","Sweden","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",43.6,,
"ALL","All regions","SWE","Sweden","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",43.6,,
"EUR","Europe","CHE","Switzerland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",32.5,,
"ALL","All regions","CHE","Switzerland","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",32.5,,
"ASI","Asia","TUR","Turkey","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",14.6,,
"ALL","All regions","TUR","Turkey","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",14.6,,
"EUR","Europe","GBR","United Kingdom","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",32,,
"ALL","All regions","GBR","United Kingdom","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",32,,
"AME","Americas","USA","United States","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",19.4,,
"ALL","All regions","USA","United States","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",19.4,,
"ASI","Asia","AFG","Afghanistan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27.7,,
"ALL","All regions","AFG","Afghanistan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27.7,,
"EUR","Europe","ALB","Albania","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27.9,,
"ALL","All regions","ALB","Albania","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",27.9,,
"AFR","Africa","DZA","Algeria","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",25.8,,
"ALL","All regions","DZA","Algeria","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",25.8,,
"AFR","Africa","AGO","Angola","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",30.5,,
"ALL","All regions","AGO","Angola","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",30.5,,
"AME","Americas","ATG","Antigua and Barbuda","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",11.1,,
"ALL","All regions","ATG","Antigua and Barbuda","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",11.1,,
"AME","Americas","ARG","Argentina","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",38.9,,
"ALL","All regions","ARG","Argentina","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",38.9,,
"ASI","Asia","ARM","Armenia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",18.1,,
"ALL","All regions","ARM","Armenia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",18.1,,
"ASI","Asia","AZE","Azerbaijan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",16.8,,
"ALL","All regions","AZE","Azerbaijan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",16.8,,
"AME","Americas","BHS","Bahamas","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",12.8,,
"ALL","All regions","BHS","Bahamas","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",12.8,,
"ASI","Asia","BHR","Bahrain","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",7.5,,
"ALL","All regions","BHR","Bahrain","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",7.5,,
"ASI","Asia","BGD","Bangladesh","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",20.3,,
"ALL","All regions","BGD","Bangladesh","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",20.3,,
"AME","Americas","BRB","Barbados","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",16.7,,
"ALL","All regions","BRB","Barbados","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",16.7,,
"EUR","Europe","BLR","Belarus","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",34.5,,
"ALL","All regions","BLR","Belarus","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",34.5,,
"AME","Americas","BLZ","Belize","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",9.4,,
"ALL","All regions","BLZ","Belize","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",9.4,,
"AFR","Africa","BEN","Benin","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",7.2,,
"ALL","All regions","BEN","Benin","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",7.2,,
"ASI","Asia","BTN","Bhutan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",8.5,,
"ALL","All regions","BTN","Bhutan","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",8.5,,
"AME","Americas","BOL","Bolivia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",53.1,,
"ALL","All regions","BOL","Bolivia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",53.1,,
"EUR","Europe","BIH","Bosnia and Herzegovina","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",21.4,,
"ALL","All regions","BIH","Bosnia and Herzegovina","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",21.4,,
"AFR","Africa","BWA","Botswana","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",9.5,,
"ALL","All regions","BWA","Botswana","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",9.5,,
"AME","Americas","BRA","Brazil","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",10.7,,
"ALL","All regions","BRA","Brazil","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",10.7,,
"ASI","Asia","BRN","Brunei Darussalam","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",9.1,,
"ALL","All regions","BRN","Brunei Darussalam","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",9.1,,
"EUR","Europe","BGR","Bulgaria","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",23.8,,
"ALL","All regions","BGR","Bulgaria","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",23.8,,
"AFR","Africa","BFA","Burkina Faso","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",11,,
"ALL","All regions","BFA","Burkina Faso","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",11,,
"AFR","Africa","BDI","Burundi","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",36.4,,
"ALL","All regions","BDI","Burundi","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",36.4,,
"ASI","Asia","KHM","Cambodia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",20.3,,
"ALL","All regions","KHM","Cambodia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",20.3,,
"AFR","Africa","CMR","Cameroon","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",31.1,,
"ALL","All regions","CMR","Cameroon","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",31.1,,
"AFR","Africa","CPV","Cabo Verde","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",23.6,,
"ALL","All regions","CPV","Cabo Verde","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",23.6,,
"AFR","Africa","CAF","Central African Republic","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",8.6,,
"ALL","All regions","CAF","Central African Republic","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",8.6,,
"AFR","Africa","TCD","Chad","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",12.8,,
"ALL","All regions","TCD","Chad","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",12.8,,
"AME","Americas","CHL","Chile","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",22.6,,
"ALL","All regions","CHL","Chile","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",22.6,,
"ASI","Asia","CHN","China (People's Republic of)","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",24.2,,
"ALL","All regions","CHN","China (People's Republic of)","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",24.2,,
"AME","Americas","COL","Colombia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",18.7,,
"ALL","All regions","COL","Colombia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",18.7,,
"AFR","Africa","COM","Comoros","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",6.1,,
"ALL","All regions","COM","Comoros","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",6.1,,
"AFR","Africa","COG","Congo","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",11.3,,
"ALL","All regions","COG","Congo","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",11.3,,
"AME","Americas","CRI","Costa Rica","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",35.1,,
"ALL","All regions","CRI","Costa Rica","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",35.1,,
"AFR","Africa","CIV","Côte d'Ivoire","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",10.6,,
"ALL","All regions","CIV","Côte d'Ivoire","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",10.6,,
"EUR","Europe","HRV","Croatia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",18.5,,
"ALL","All regions","HRV","Croatia","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",18.5,,
"AME","Americas","CUB","Cuba","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",48.9,,
"ALL","All regions","CUB","Cuba","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",48.9,,
"ASI","Asia","CYP","Cyprus","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",17.9,,
"ALL","All regions","CYP","Cyprus","AIC","All income groups","RCL_PV_PRACT","Practice","2019","2019",17.9,,
