"word","pos"
"Greekish","A"
"Greek","A"
"green-belt","A"
"green-eyed","A"
"greenish","A"
"Greenlandish","A"
"greensick","A"
"greenswarded","A"
"green","A"
"greetingless","A"
"gregarine","A"
"gregarious","A"
"Gregorian","A"
"greige","A"
"Grenada","A"
"Grenadian","A"
"grenadierial","A"
"gressorial","A"
"grewsome","A"
"grey-headed","A"
"greyish","A"
"grey","A"
"grief-stricken","A"
"griefless","A"
"grievous","A"
"griffinesque","A"
"griffinish","A"
"grilled","A"
"grill<U+FFFD>","A"
"Grimaldian","A"
"grimier","A"
"grimiest","A"
"grimmer","A"
"grimmest","A"
"grimy","A"
"grim","A"
"grindable","A"
"gripeful","A"
"gripey","A"
"gripier","A"
"gripiest","A"
"gripless","A"
"grippal","A"
"grippelike","A"
"grippier","A"
"grippiest","A"
"gripple","A"
"grippy","A"
"gripy","A"
"griseous","A"
"grisettish","A"
"grislier","A"
"grisliest","A"
"grisly","A"
"gristlier","A"
"gristliest","A"
"gristly","A"
"gritless","A"
"grittier","A"
"grittiest","A"
"gritty","A"
"Grit","A"
"grizzled","A"
"grizzlier","A"
"grizzliest","A"
"grizzlies","A"
"grizzly","A"
"groggier","A"
"groggiest","A"
"groggy","A"
"Grolier","A"
"groomish","A"
"grooved","A"
"grooveless","A"
"groovelike","A"
"groovier","A"
"grooviest","A"
"groovy","A"
"groping","A"
"grosgrained","A"
"gross","A"
"grotesque","A"
"Grotian","A"
"grottoed","A"
"grottolike","A"
"grotty","A"
"grouchier","A"
"grouchiest","A"
"grouchy","A"
"ground-to-air","A"
"ground-to-ground","A"
"groundable","A"
"groundless","A"
"groundwards","A"
"groundward","A"
"ground","A"
"grouseless","A"
"grouselike","A"
"grouse","A"
"groutier","A"
"groutiest","A"
"grouty","A"
"groved","A"
"groveless","A"
"growable","A"
"growing","A"
"grown-up","A"
"grown","A"
"Grub Street","A"
"grubbier","A"
"grubbiest","A"
"grubby","A"
"grubstreet","A"
"grudgeless","A"
"grudging","A"
"grueling","A"
"gruelling","A"
"gruesome","A"
"gruffier","A"
"gruffiest","A"
"gruffish","A"
"gruffy","A"
"gruff","A"
"grumbly","A"
"grummer","A"
"grummest","A"
"grumous","A"
"grumpier","A"
"grumpiest","A"
"grumpy","A"
"grum","A"
"gruntled","A"
"grushie","A"
"Guam","A"
"guardable","A"
"guardant","A"
"guarded","A"
"guardianless","A"
"guardian","A"
"guardless","A"
"guardlike","A"
"Guatemalan","A"
"gubernacular","A"
"gubernatorial","A"
"gude","A"
"Guelfic","A"
"Guelphic","A"
"guerdonless","A"
"Guerickian","A"
"Guesdist","A"
"guessable","A"
"guestless","A"
"guidable","A"
"guidebookish","A"
"guidebooky","A"
"guided","A"
"guideless","A"
"Guidonian","A"
"guidwillie","A"
"guileful","A"
"guileless","A"
"guiltier","A"
"guiltiest","A"
"guiltless","A"
"guilty","A"
"Guinean","A"
"guitarlike","A"
"Gujarati","A"
"gular","A"
"gules","A"
"gulflike","A"
"gulfy","A"
"gull-wing","A"
"gullable","A"
"gullible","A"
"gulllike","A"
"gulpy","A"
"gum-resinous","A"
"gumless","A"
"gumlike","A"
"gumly","A"
"gummatous","A"
"gummed","A"
"gummier","A"
"gummiest","A"
"gummous","A"
"gummy","A"
"gumptionless","A"
"gumptious","A"
"gun-metal","A"
"gun-shy","A"
"gun-toting","A"
"gung ho","A"
"gunless","A"
"gunned","A"
"gunpowdery","A"
"guns","A"
"gushier","A"
"gushiest","A"
"gushy","A"
"gustable","A"
"gustative","A"
"gustatory","A"
"gustier","A"
"gustiest","A"
"gustless","A"
"gustoish","A"
"gusty","A"
"gutless","A"
"gutlike","A"
"gutsier","A"
"gutsiest","A"
"gutsy","A"
"guttate","A"
"gutterlike","A"
"guttersnipish","A"
"guttiform","A"
"gutturalized","A"
"guttural","A"
"gutturonasal","A"
"gutt<U+FFFD>","A"
"gymnanthous","A"
"gymnasial","A"
"gymnastic","A"
"gymnocarpous","A"
"gymnogenous","A"
"gymnogynous","A"
"gymnorhinal","A"
"gymnospermal","A"
"gymnospermic","A"
"gymnospermous","A"
"gymnosporous","A"
"gynaecic","A"
"gynaecocracy","A"
"gynaecocratic","A"
"gynaecoid","A"
"gynaecological","A"
"gynaecologic","A"
"gynaecomorphous","A"
"gynandromorphic","A"
"gynandromorphous","A"
"gynandrous","A"
"gynantherous","A"
"gynarchic","A"
"gynecic","A"
"gynecocratic","A"
"gynecoid","A"
"gynecological","A"
"gynecologic","A"
"gynecomorphous","A"
"gynecopathic","A"
"gynobasic","A"
"gynodioecious","A"
"gynomonoecious","A"
"gynophoric","A"
"gypseian","A"
"gypseous","A"
"gypsiferous","A"
"gypsyesque","A"
"gypsyish","A"
"gypsylike","A"
"gyral","A"
"gyrate","A"
"gyrational","A"
"gyratory","A"
"gyroidal","A"
"gyromagnetic","A"
"gyronny","A"
"gyroscopic","A"
"gyrose","A"
"gyrostabilized","A"
"gyrostatic","A"
"G<U+FFFD>nzian","A"
"habenular","A"
"habile","A"
"habilimental","A"
"habilimentary","A"
"habilimented","A"
"habit-forming","A"
"habitable","A"
"habitational","A"
"habited","A"
"habitual","A"
"habitudinal","A"
"hacking","A"
"hackly","A"
"hackneyed","A"
"hack","A"
"hadal","A"
"Hadean","A"
"Hadhramautian","A"
"Haeckelian","A"
"haec","A"
"haemagglutinative","A"
"haemagogue","A"
"haemal","A"
"haematal","A"
"haematic","A"
"haematinic","A"
"haematitic","A"
"haematocryal","A"
"haematogenous","A"
"haematoidin","A"
"haematoid","A"
"haematological","A"
"haematologic","A"
"haematopoiesis","A"
"haematopoietic","A"
"haematothermal","A"
"haematoxylic","A"
"haematozoal","A"
"haematozoic","A"
"haemic","A"
"haemocytoblastic","A"
"haemodynamic","A"
"haemoglobic","A"
"haemoglobinous","A"
"haemoid","A"
"haemolysis","A"
"haemolytic","A"
"haemophilic","A"
"haemorrhagic","A"
"haemorrhoidal","A"
"haemostatic","A"
"haemotoxic","A"
"hag-ridden","A"
"hagborn","A"
"haggadical","A"
"haggadic","A"
"haggadistic","A"
"haggard","A"
"haggish","A"
"hagiographical","A"
"hagiographic","A"
"hagiolatrous","A"
"hagiological","A"
"hagiologic","A"
"hagioscopic","A"
"haglike","A"
"hagridden","A"
"Hahnemannian","A"
"hail-fellow-well-met","A"
"hail-fellow","A"
"hailstoned","A"
"hair-raising","A"
"hair-trigger","A"
"hairbrained","A"
"hairbreadth","A"
"haircutting","A"
"hairier","A"
"hairiest","A"
"hairless","A"
"hairlike","A"
"hairsplitting","A"
"hairy-faced","A"
"hairy","A"
"Haitian","A"
"Halachic","A"
"Halafian","A"
"Halakic","A"
"halcyon","A"
"halest","A"
"hale","A"
"half seas over","A"
"half-abandoned","A"
"half-accustomed","A"
"half-acquainted","A"
"half-acquiescent","A"
"half-addressed","A"
"half-admiring","A"
"half-admitted","A"
"half-adream","A"
"half-affianced","A"
"half-afloat","A"
"half-afraid","A"
"half-agreed","A"
"half-alike","A"
"half-alive","A"
"half-altered","A"
"half-Americanized","A"
"half-American","A"
"half-and-half","A"
"half-Anglicized","A"
"half-angry","A"
"half-annoyed","A"
"half-annoying","A"
"half-Aristotelian","A"
"half-armed","A"
"half-ashamed","A"
"half-Asian","A"
"half-Asiatic","A"
"half-asleep","A"
"half-assed","A"
"half-awake","A"
"half-backed","A"
"half-baked","A"
"half-bald","A"
"half-banked","A"
"half-barbarian","A"
"half-bare","A"
"half-begging","A"
"half-begun","A"
"half-believed","A"
"half-believing","A"
"half-bleached","A"
"half-blind","A"
"half-blooded","A"
"half-blown","A"
"half-boiled","A"
"half-boiling","A"
"half-bound","A"
"half-breed","A"
"half-broken","A"
"half-buried","A"
"half-burned","A"
"half-burning","A"
"half-calf","A"
"half-carried","A"
"half-caste","A"
"half-chanted","A"
"half-Christian","A"
"half-civilized","A"
"half-civil","A"
"half-clad","A"
"half-cleaned","A"
"half-clear","A"
"half-climbing","A"
"half-closed","A"
"half-closing","A"
"half-clothed","A"
"half-coaxing","A"
"half-cocked","A"
"half-colored","A"
"half-completed","A"
"half-concealed","A"
"half-concealing","A"
"half-Confederate","A"
"half-confessed","A"
"half-congealed","A"
"half-conquered","A"
"half-conscious","A"
"half-conservative","A"
"half-consumed","A"
"half-consummated","A"
"half-contemptuous","A"
"half-contented","A"
"half-convicted","A"
"half-convinced","A"
"half-convincing","A"
"half-cooked","A"
"half-cordate","A"
"half-corrected","A"
"half-cotton","A"
"half-counted","A"
"half-covered","A"
"half-crazed","A"
"half-crazy","A"
"half-Creole","A"
"half-critical","A"
"half-crumbled","A"
"half-crumbling","A"
"half-cured","A"
"half-cut","A"
"half-Dacron","A"
"half-dazed","A"
"half-dead","A"
"half-deafened","A"
"half-deafening","A"
"half-deaf","A"
"half-decked","A"
"half-defiant","A"
"half-deified","A"
"half-demented","A"
"half-democratic","A"
"half-demolished","A"
"half-denuded","A"
"half-deprecating","A"
"half-deserved","A"
"half-destroyed","A"
"half-developed","A"
"half-digested","A"
"half-discriminated","A"
"half-discriminating","A"
"half-disposed","A"
"half-divine","A"
"half-done","A"
"half-door","A"
"half-dozen","A"
"half-dram","A"
"half-dressed","A"
"half-dried","A"
"half-drowned","A"
"half-drowning","A"
"half-drunken","A"
"half-drunk","A"
"half-dug","A"
"half-dying","A"
"half-earnest","A"
"half-eaten","A"
"half-educated","A"
"half-Elizabethan","A"
"half-embraced","A"
"half-embracing","A"
"half-enamored","A"
"half-enforced","A"
"half-English","A"
"half-erased","A"
"half-evaporated","A"
"half-evaporating","A"
"half-expectant","A"
"half-exploited","A"
"half-exposed","A"
"half-false","A"
"half-famished","A"
"half-fascinated","A"
"half-fascinating","A"
"half-fed","A"
"half-feminine","A"
"half-fertile","A"
"half-fictitious","A"
"half-filled","A"
"half-finished","A"
"half-flattered","A"
"half-flattering","A"
"half-folded","A"
"half-forgiven","A"
"half-forgotten","A"
"half-formed","A"
"half-French","A"
"half-frowning","A"
"half-fulfilled","A"
"half-fulfilling","A"
"half-full","A"
"half-furnished","A"
"half-German","A"
"half-great","A"
"half-Greek","A"
"half-grown","A"
"half-hardy","A"
"half-hard","A"
"half-harvested","A"
"half-headed","A"
"half-healed","A"
"half-heard","A"
"half-hearted","A"
"half-heathen","A"
"half-Hessian","A"
"half-hidden","A"
"half-hollow","A"
"half-hour","A"
"half-human","A"
"half-hungered","A"
"half-hypnotized","A"
"half-important","A"
"half-inclined","A"
"half-indignant","A"
"half-informed","A"
"half-informing","A"
"half-ingenious","A"
"half-ingenuous","A"
"half-inherited","A"
"half-insinuated","A"
"half-insinuating","A"
"half-instinctive","A"
"half-intellectual","A"
"half-intelligible","A"
"half-intoned","A"
"half-intoxicated","A"
"half-invalid","A"
"half-Irish","A"
"half-Italian","A"
"half-jelled","A"
"half-joking","A"
"half-justified","A"
"half-languaged","A"
"half-languishing","A"
"half-lapped","A"
"half-Latinized","A"
"half-latticed","A"
"half-learned","A"
"half-left","A"
"half-length","A"
"half-liberal","A"
"half-lined","A"
"half-linen","A"
"half-lived","A"
"half-lunatic","A"
"half-lunged","A"
"half-made","A"
"half-mad","A"
"half-marked","A"
"half-masticated","A"
"half-matured","A"
"half-meant","A"
"half-mental","A"
"half-merited","A"
"half-Mexican","A"
"half-minded","A"
"half-minute","A"
"half-misunderstood","A"
"half-Mohammedan","A"
"half-monthly","A"
"half-Moslem","A"
"half-Muhammadan","A"
"half-mumbled","A"
"half-mummified","A"
"half-Muslim","A"
"half-naked","A"
"half-normal","A"
"half-numb","A"
"half-nylon","A"
"half-obliterated","A"
"half-offended","A"
"half-opened","A"
"half-oriental","A"
"half-oval","A"
"half-oxidized","A"
"half-petrified","A"
"half-playful","A"
"half-pleased","A"
"half-pleasing","A"
"half-plucked","A"
"half-pound","A"
"half-praised","A"
"half-praising","A"
"half-present","A"
"half-price","A"
"half-profane","A"
"half-professed","A"
"half-proletarian","A"
"half-protested","A"
"half-protesting","A"
"half-proved","A"
"half-proven","A"
"half-provocative","A"
"half-quarter","A"
"half-questioning","A"
"half-quixotic","A"
"half-radical","A"
"half-raw","A"
"half-rayon","A"
"half-reactionary","A"
"half-read","A"
"half-reasonable","A"
"half-reasoning","A"
"half-rebellious","A"
"half-reclaimed","A"
"half-reclined","A"
"half-reclining","A"
"half-refined","A"
"half-regained","A"
"half-reluctant","A"
"half-remonstrant","A"
"half-repentant","A"
"half-republican","A"
"half-retinal","A"
"half-revealed","A"
"half-reversed","A"
"half-right","A"
"half-ripened","A"
"half-ripe","A"
"half-roasted","A"
"half-romantic","A"
"half-rotted","A"
"half-rotten","A"
"half-round","A"
"half-rueful","A"
"half-ruined","A"
"half-Russian","A"
"half-sagittate","A"
"half-savage","A"
"half-Scottish","A"
"half-second","A"
"half-Semitic","A"
"half-sensed","A"
"half-serious","A"
"half-severed","A"
"half-Shakespearean","A"
"half-shamed","A"
"half-shared","A"
"half-sheathed","A"
"half-shoddy","A"
"half-shouted","A"
"half-shut","A"
"half-shy","A"
"half-sighted","A"
"half-silk","A"
"half-sinking","A"
"half-smiling","A"
"half-smothered","A"
"half-solid","A"
"half-souled","A"
"half-Spanish","A"
"half-spoonful","A"
"half-spun","A"
"half-starved","A"
"half-starving","A"
"half-sterile","A"
"half-subdued","A"
"half-submerged","A"
"half-successful","A"
"half-sung","A"
"half-sunken","A"
"half-sunk","A"
"half-syllabled","A"
"half-taught","A"
"half-tearful","A"
"half-teaspoonful","A"
"half-tented","A"
"half-theatrical","A"
"half-thought","A"
"half-timbered","A"
"half-tracked","A"
"half-trained","A"
"half-training","A"
"half-translated","A"
"half-true","A"
"half-turned","A"
"half-understood","A"
"half-undone","A"
"half-used","A"
"half-utilized","A"
"half-veiled","A"
"half-verified","A"
"half-vexed","A"
"half-waking","A"
"half-whispered","A"
"half-white","A"
"half-wild","A"
"half-willful","A"
"half-winged","A"
"half-witted","A"
"half-womanly","A"
"half-won","A"
"half-woolen","A"
"half-worsted","A"
"half-woven","A"
"half-written","A"
"halfhearted","A"
"halfhourly","A"
"halfpaced","A"
"halftone","A"
"halfway","A"
"half","A"
"Halicarnassean","A"
"Halicarnassian","A"
"Haligonian","A"
"halituous","A"
"hallowed","A"
"Hallstattan","A"
"Hallstatt","A"
"hallucal","A"
"hallucinational","A"
"hallucinative","A"
"hallucinatory","A"
"hallucinogenic","A"
"halogenoid","A"
"halogenous","A"
"haloid","A"
"halolike","A"
"halophilous","A"
"halterlike","A"
"halting","A"
"haltless","A"
"halt","A"
"ham-handed","A"
"hamamelidaceous","A"
"hamate","A"
"Hamiltonian","A"
"Hamiticized","A"
"Hamitic","A"
"Hamito-Semitic","A"
"hammerable","A"
"hammered","A"
"hammerheaded","A"
"hammerless","A"
"hammerlike","A"
"hammier","A"
"hammiest","A"
"hammocklike","A"
"hammy","A"
"hamular","A"
"hamulate","A"
"hamulous","A"
"hand-held","A"
"hand-knit","A"
"hand-to-hand","A"
"hand-to-mouth","A"
"handbound","A"
"handcrafted","A"
"handed","A"
"Handelian","A"
"handicapped","A"
"handier","A"
"handiest","A"
"handleable","A"
"handleless","A"
"handless","A"
"handlike","A"
"handloomed","A"
"handmade","A"
"hands-down","A"
"hands-off","A"
"handsewn","A"
"handsomeish","A"
"handsomer","A"
"handsomest","A"
"handsome","A"
"handworked","A"
"handwoven","A"
"handwritten","A"
"handwrought","A"
"handy","A"
"hangable","A"
"hangdog","A"
"hanging","A"
"Hanoverian","A"
"Hanseatic","A"
"haphazard","A"
"hapless","A"
"haplitic","A"
"haploid","A"
"haplologic","A"
"happier","A"
"happiest","A"
"happy-go-lucky","A"
"happy","A"
"haptical","A"
"haptic","A"
"harangueful","A"
"Harappan","A"
"harassable","A"
"harassed","A"
"harborless","A"
"harborous","A"
"harbourless","A"
"harbourous","A"
"hard and fast","A"
"hard core","A"
"hard hat","A"
"hard-and-fast","A"
"hard-bitten","A"
"hard-boiled","A"
"hard-core","A"
"hard-edge","A"
"hard-favored","A"
"hard-featured","A"
"hard-fisted","A"
"hard-handed","A"
"hard-headed","A"
"hard-hit","A"
"hard-laid","A"
"hard-mouthed","A"
"hard-nosed","A"
"hard-of-hearing","A"
"hard-pressed","A"
"hard-set","A"
"hard-shell","A"
"hard-spun","A"
"hard-wearing","A"
"hard-working","A"
"hardback","A"
"hardbound","A"
"hardcovered","A"
"hardcover","A"
"hardenable","A"
"hardened","A"
"hardheaded","A"
"hardhearted","A"
"hardier","A"
"hardiest","A"
"hardscrabble","A"
"hardy","A"
"hard","A"
"harebrained","A"
"harelike","A"
"harelipped","A"
"harlequinesque","A"
"harlequin","A"
"harlot","A"
"harmful","A"
"harmless","A"
"harmonic","A"
"harmonious","A"
"harmonisable","A"
"harmonistic","A"
"harmonizable","A"
"harmotomic","A"
"harnessless","A"
"harnesslike","A"
"harpless","A"
"harplike","A"
"harpoonlike","A"
"harpylike","A"
"Harrovian","A"
"harsh","A"
"harum-scarum","A"
"haruspical","A"
"Harvardian","A"
"harvestless","A"
"Hashimite","A"
"Hasidic","A"
"hask","A"
"hastate","A"
"hasteful","A"
"hasteless","A"
"hastier","A"
"hastiest","A"
"hasty","A"
"hatable","A"
"hatchable","A"
"hatcheck","A"
"hatchetfaced","A"
"hatchetlike","A"
"hateable","A"
"hateful","A"
"Hathor-headed","A"
"Hathoric","A"
"hatless","A"
"hatlike","A"
"Hattian","A"
"Hattic","A"
"haughtier","A"
"haughtiest","A"
"haughty","A"
"haunched","A"
"haunchless","A"
"haunted","A"
"haunting","A"
"hauriant","A"
"Haustecan","A"
"haustellate","A"
"haustorial","A"
"havenless","A"
"Hawaiian","A"
"hawk-eyed","A"
"hawkish","A"
"hawklike","A"
"hawknosed","A"
"hawse-fallen","A"
"hawse-full","A"
"hawser-laid","A"
"hawthorny","A"
"hayey","A"
"haywire","A"
"hazardable","A"
"hazardless","A"
"hazardous","A"
"hazeless","A"
"hazelly","A"
"hazier","A"
"haziest","A"
"hazy","A"
"head-on","A"
"headachy","A"
"headed","A"
"headfirst","A"
"headhunting","A"
"headier","A"
"headiest","A"
"headless","A"
"headlike","A"
"headlong","A"
"headmasterly","A"
"headmost","A"
"heads-up","A"
"headstrong","A"
"headward","A"
"heady","A"
"healable","A"
"healing","A"
"healthful","A"
"healthier","A"
"healthiest","A"
"healthward","A"
"healthy","A"
"heaping","A"
"heapy","A"
"hearable","A"
"hearingless","A"
"hearselike","A"
"heart-free","A"
"heart-rending","A"
"heart-stricken","A"
"heart-to-heart","A"
"heart-warming","A"
"heart-whole","A"
"heartaching","A"
"heartbreaking","A"
"heartbroken","A"
"hearted","A"
"heartfelt","A"
"hearthless","A"
"heartier","A"
"heartiest","A"
"hearties","A"
"heartless","A"
"heartrending","A"
"heartsickening","A"
"heartsick","A"
"heartsome","A"
"heartsore","A"
"heartwarming","A"
"hearty","A"
"heatable","A"
"heated","A"
"heatful","A"
"Heath Robinson","A"
"heathenish","A"
"heathen","A"
"heathered","A"
"heathery","A"
"heather","A"
"heathier","A"
"heathiest","A"
"heathless","A"
"heathlike","A"
"heathy","A"
"heatless","A"
"heatlike","A"
"heaveless","A"
"heaven-born","A"
"heaven-sent","A"
"heavenless","A"
"heavenly","A"
"heavenward","A"
"heavier-than-air","A"
"heavier","A"
"heaviest","A"
"heavies","A"
"heavy-armed","A"
"heavy-bearded","A"
"heavy-footed","A"
"heavy-handed","A"
"heavy-hearted","A"
"heavy-laden","A"
"heavyset","A"
"heavy","A"
"hebdomadal","A"
"hebdomadary","A"
"hebephrenic","A"
"hebetate","A"
"hebetative","A"
"hebetic","A"
"hebetudinous","A"
"Hebraic","A"
"Hebraistic","A"
"Hebrew","A"
"Hebridean","A"
"Hebrides","A"
"Hebridian","A"
"Hecataean","A"
"Hecatean","A"
"hecht","A"
"hectic","A"
"hectographic","A"
"hedgehoggy","A"
"hedgehop","A"
"hedgeless","A"
"hedgier","A"
"hedgiest","A"
"hedgy","A"
"hedonic","A"
"hedonistic","A"
"hedonist","A"
"heedful","A"
"heedless","A"
"heel-and-toe","A"
"heeled","A"
"heelless","A"
"heftier","A"
"heftiest","A"
"hefty","A"
"Hegelian","A"
"hegemonical","A"
"hegemonic","A"
"Heian","A"
"heigh","A"
"heimish","A"
"heinous","A"
"heirless","A"
"Hekataean","A"
"Hekatean","A"
"heliacal","A"
"heliaean","A"
"helianthaceous","A"
"heliastic","A"
"helical","A"
"heliced","A"
"helicoidal","A"
"helicoid","A"
"Heliconian","A"
"heliocentric","A"
"heliochromic","A"
"heliographical","A"
"heliographic","A"
"heliolatrous","A"
"heliolithic","A"
"heliometrical","A"
"heliometric","A"
"helioscopic","A"
"heliostatic","A"
"heliotactic","A"
"heliotropic","A"
"heliotypic","A"
"hell-like","A"
"Helladic","A"
"hellbent","A"
"Hellenic","A"
"Hellenistic","A"
"Hellespontine","A"
"hellish","A"
"helluva","A"
"helmed","A"
"helmeted","A"
"helmetlike","A"
"Helmholtzian","A"
"helminthic","A"
"helminthoid","A"
"helminthological","A"
"helminthologic","A"
"helmless","A"
"helpable","A"
"helpful","A"
"helpless","A"
"helter-skelter","A"
"Helvetian","A"
"Helvetic","A"
"hemagglutinative","A"
"hemagogue","A"
"hemal","A"
"hematal","A"
"hemathermal","A"
"hematic","A"
"hematinic","A"
"hematitic","A"
"hematocryal","A"
"hematogenous","A"
"hematoid","A"
"hematological","A"
"hematologic","A"
"hematopoietic","A"
"hematothermal","A"
"hematoxylic","A"
"hematozoal","A"
"hematozoic","A"
"hematuric","A"
"hemelytral","A"
"hemeralopic","A"
"hemichordate","A"
"hemicranic","A"
"hemicyclic","A"
"hemic","A"
"hemielytral","A"
"hemihedral","A"
"hemihydrated","A"
"hemikaryotic","A"
"hemimetabolous","A"
"hemimorphic","A"
"hemiopic","A"
"hemiparetic","A"
"hemiplegic","A"
"hemipodan","A"
"hemipterous","A"
"hemispherical","A"
"hemispheric","A"
"hemispheroidal","A"
"hemistichal","A"
"hemitropic","A"
"hemizygous","A"
"hemochromatotic","A"
"hemocytoblastic","A"
"hemodynamic","A"
"hemoglobic","A"
"hemoglobinous","A"
"hemoglobinuric","A"
"hemoid","A"
"hemolytic","A"
"hemophile","A"
"hemophilic","A"
"hemophilioid","A"
"hemorrhagic","A"
"hemorrhoidal","A"
"hemosiderotic","A"
"hemostatic","A"
"hemotoxic","A"
"hemotrophic","A"
"hempen","A"
"hemplike","A"
"hempy","A"
"hendecagonal","A"
"hendecahedral","A"
"hendecasyllabic","A"
"henlike","A"
"hennish","A"
"henotheistic","A"
"heortological","A"
"heparinoid","A"
"hepatic","A"
"hepatotoxic","A"
"Hepplewhite","A"
"heptagonal","A"
"heptahedral","A"
"heptahedrical","A"
"heptahydrated","A"
"heptamerous","A"
"heptametrical","A"
"heptangular","A"
"heptarchal","A"
"heptarchical","A"
"heptarchic","A"
"heptastyle","A"
"heptasyllabic","A"
"heptavalent","A"
"hep","A"
"Heraclean","A"
"Heraclidan","A"
"Heraclitean","A"
"Heraklean","A"
"Heraklidan","A"
"heraldic","A"
"herbaceous","A"
"herbaged","A"
"herbal","A"
"herbarial","A"
"Herbartian","A"
"herbicidal","A"
"herbier","A"
"herbiest","A"
"herbivorous","A"
"herbless","A"
"herblike","A"
"herby","A"
"Herculanean","A"
"Herculanensian","A"
"herculean","A"
"Hercynian","A"
"hereditable","A"
"hereditary","A"
"heretical","A"
"heretofore","A"
"heritable","A"
"hermaean","A"
"hermaphrodite","A"
"hermaphroditic","A"
"hermeneutic","A"
"hermetic","A"
"Hermetic","A"
"hermitical","A"
"hermitic","A"
"hermitish","A"
"hermitlike","A"
"hernial","A"
"herniated","A"
"Herodian","A"
"heroic","A"
"herolike","A"
"herpetic","A"
"herpetological","A"
"herpetologic","A"
"herringlike","A"
"Hertzian","A"
"Herzegovinian","A"
"Hesiodic","A"
"hesitant","A"
"hesitative","A"
"Hesperian","A"
"hesperidate","A"
"hesperideous","A"
"Hesperidian","A"
"Hessian","A"
"Hesychastic","A"
"het up","A"
"hetaeric","A"
"hetaeristic","A"
"hetairic","A"
"heterocercal","A"
"heterochromatic","A"
"heterochrome","A"
"heterochromous","A"
"heterochthonous","A"
"heteroclite","A"
"heterocyclic","A"
"heterodactylous","A"
"heterodactyl","A"
"heterodont","A"
"heterodox","A"
"heterodyne","A"
"heteroecious","A"
"heterofermentative","A"
"heterogamous","A"
"heterogeneous","A"
"heterogenetic","A"
"heterogenous","A"
"heterogonous","A"
"heterographical","A"
"heterographic","A"
"heterogynous","A"
"heterolecithal","A"
"heterologous","A"
"heterolytic","A"
"heteromerous","A"
"heteromorphic","A"
"heteronomous","A"
"heteronymous","A"
"Heteroousian","A"
"heterophil","A"
"heterophonic","A"
"heterophoric","A"
"heterophyllous","A"
"heteroplastic","A"
"heteropolar","A"
"heteropterous","A"
"heterosexual","A"
"heterosporous","A"
"heterostyled","A"
"heterotactic","A"
"heterotelic","A"
"heterothallic","A"
"heterotopic","A"
"heterotrichous","A"
"heterotrophic","A"
"heterotypic","A"
"heterozygotic","A"
"heterozygous","A"
"hetero","A"
"heuristic","A"
"hewable","A"
"hexabasic","A"
"hexadic","A"
"hexaemeric","A"
"hexagonal","A"
"hexagrammoid","A"
"hexahedral","A"
"hexahemeric","A"
"hexahydrated","A"
"hexahydric","A"
"hexahydroxy","A"
"hexameral","A"
"hexamerous","A"
"hexametral","A"
"hexametrical","A"
"hexametric","A"
"hexangular","A"
"hexapartite","A"
"hexaplaric","A"
"hexaplar","A"
"hexapodic","A"
"hexapodous","A"
"hexastichic","A"
"hexastyle","A"
"hexasyllabic","A"
"Hexateuchal","A"
"hexavalent","A"
"hexylic","A"
"hibernal","A"
"Hibernian","A"
"Hiberno-Saxon","A"
"hidable","A"
"hidden","A"
"hidebound","A"
"hideless","A"
"hideous","A"
"hidropoietic","A"
"hidrotic","A"
"hieland","A"
"hiemal","A"
"hierarchal","A"
"hierarchical","A"
"hieratic","A"
"hierocratical","A"
"hierocratic","A"
"hierodulic","A"
"hieroglyphic","A"
"hierogrammatical","A"
"hierogrammatic","A"
"hierological","A"
"hierologic","A"
"Hieronymic","A"
"hierophantic","A"
"hierurgical","A"
"hifalutin","A"
"higgledy-piggledy","A"
"High Church","A"
"high-and-mighty","A"
"high-class","A"
"high-colored","A"
"high-explosive","A"
"high-fidelity","A"
"high-flown","A"
"high-frequency","A"
"high-grade","A"
"high-handed","A"
"high-hat","A"
"high-keyed","A"
"high-key","A"
"high-level","A"
"high-minded","A"
"high-necked","A"
"high-octane","A"
"high-pitched","A"
"high-powered","A"
"high-power","A"
"high-pressure","A"
"high-priced","A"
"high-proof","A"
"high-rise","A"
"high-school","A"
"high-sea","A"
"high-sounding","A"
"high-speed","A"
"high-spiritedly","A"
"high-spirited","A"
"high-stepping","A"
"high-strung","A"
"high-test","A"
"high-toned","A"
"high-wrought","A"
"highborn","A"
"highbred","A"
"highbrow","A"
"highfalutin","A"
"highflying","A"
"highhanded","A"
"highly strung","A"
"highty-tighty","A"
"high","A"
"hilarious","A"
"Hildebrandian","A"
"Hildebrandine","A"
"hilding","A"
"hillier","A"
"hilliest","A"
"hillocked","A"
"hillocky","A"
"hilly","A"
"hiltless","A"
"Himalayan","A"
"Himyarite","A"
"Himyaritic","A"
"hindermost","A"
"hinder","A"
"hindmost","A"
"Hindoostani","A"
"Hindoo","A"
"Hindustani","A"
"Hindu","A"
"hindward","A"
"hind","A"
"hingeless","A"
"hingelike","A"
"hip-roofed","A"
"hiplength","A"
"hipless","A"
"hiplike","A"
"hipped","A"
"hipper","A"
"hippest","A"
"hippiatrical","A"
"hippiatric","A"
"hippier","A"
"hippiest","A"
"hippocampal","A"
"Hippocratical","A"
"Hippocratic","A"
"Hippocrenian","A"
"hippodromic","A"
"hippological","A"
"Hippolytan","A"
"hippophagous","A"
"hippopotamic","A"
