Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Cyprus,CYP,26530,25980,24710,24710,26990,27930,26110
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Czech Republic,CZE,18900,18370,17670,18310,20520,21930,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Denmark,DNK,63670,60510,58040,56690,61340,64000,62720
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Djibouti,DJI,..,2730,2870,2990,3260,3310,3320
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Dominica,DMA,7020,6910,7270,7250,7680,7870,6870
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Dominican Republic,DOM,6330,6580,6860,7090,7780,8100,7260
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ecuador,ECU,6110,5970,5810,5860,6090,6100,5530
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Egypt, Arab Rep.",EGY,3230,3340,3440,3030,2790,2690,3000
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,El Salvador,SLV,3400,3440,3510,3600,3820,3990,3650
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Equatorial Guinea,GNQ,13230,10850,8270,6510,6730,6280,5810
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Eritrea,ERI,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Estonia,EST,18990,18680,18410,18820,21320,23230,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ethiopia,ETH,550,600,670,740,800,850,890
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Faroe Islands,FRO,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Fiji,FJI,5020,5100,5280,5370,5910,5800,4720
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Finland,FIN,49390,47150,45500,44790,48230,49960,49620
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,France,FRA,43320,41100,39070,38270,41080,42290,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,French Polynesia,PYF,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Gabon,GAB,9330,7970,7080,6510,6830,7170,6970
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Gambia, The",GMB,650,620,620,660,720,750,750
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Georgia,GEO,4740,4410,4080,4040,4460,4690,4290
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Germany,DEU,47620,45750,44250,43650,47140,48550,46980
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ghana,GHA,1960,1950,1790,1870,2120,2210,2230
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Gibraltar,GIB,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Greece,GRC,22000,20140,18590,17940,19050,19690,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Greenland,GRL,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Grenada,GRD,7520,7750,8350,8740,9560,9830,8740
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Guam,GUM,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Guatemala,GTM,3550,3700,3870,4100,4400,4610,4490
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Guinea,GIN,740,760,780,820,860,950,1020
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Guinea-Bissau,GNB,640,640,650,680,720,800,760
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Guyana,GUY,5570,5470,5600,5910,6290,6630,6600
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Haiti,HTI,1410,1390,1330,1310,1360,1330,1250
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Honduras,HND,2010,2060,2120,2250,2330,2390,2200
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Hong Kong SAR, China",HKG,40240,41180,42970,46390,50060,50480,48630
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Hungary,HUN,13560,13250,13100,13190,15010,16530,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Iceland,ISL,48090,49940,54910,60230,67760,72930,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,India,IND,1560,1600,1680,1820,2010,2120,1900
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Indonesia,IDN,3620,3430,3400,3530,3840,4050,3870
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Iran, Islamic Rep.",IRN,6500,5370,5500,5420,4530,3640,2870
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Iraq,IRQ,6750,5800,5340,4670,4840,5490,4660
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ireland,IRL,46360,50390,51860,53750,60450,63470,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Isle of Man,IMN,89000,83990,78860,77890,83160,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Israel,ISR,36020,36060,36340,37580,40840,43070,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Italy,ITA,34890,32980,31950,31340,33810,34830,32200
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Jamaica,JAM,4910,4700,4600,4750,5010,5260,4620
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Japan,JPN,43950,38840,37860,38490,41150,41580,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Jordan,JOR,3920,3950,4000,4080,4270,4410,4310
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kazakhstan,KAZ,12080,11380,8770,8040,8070,8820,8680
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kenya,KEN,1240,1290,1350,1420,1600,1750,1760
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kiribati,KIR,3220,3470,2920,3020,3080,3340,3010
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Korea, Rep.",KOR,28160,28720,29330,30300,32730,33790,32860
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kosovo,XKX,4020,4010,3970,3960,4340,4690,4440
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kuwait,KWT,51000,41820,35330,31400,33430,36290,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Kyrgyz Republic,KGZ,1250,1180,1110,1110,1220,1240,1160
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Lao PDR,LAO,1820,1970,2120,2240,2450,2490,2480
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Latvia,LVA,15330,15100,14780,14830,16520,17730,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Lebanon,LBN,7550,7280,7220,7470,7710,7420,5510
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Lesotho,LSO,1350,1310,1270,1190,1230,1290,1100
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Liberia,LBR,630,630,620,620,610,580,530
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Libya,LBY,7610,5690,4550,5410,6800,7640,4850
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Liechtenstein,LIE,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Lithuania,LTU,16070,15180,14890,15270,17440,19000,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Luxembourg,LUX,76470,72470,68670,66380,70840,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Macao SAR, China",MAC,72140,62090,63730,69980,76510,75610,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,North Macedonia,MKD,5200,5110,4980,4920,5490,5840,5720
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Madagascar,MDG,520,490,470,470,500,510,480
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Malawi,MWI,370,350,340,370,430,550,580
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Malaysia,MYS,11140,10680,10150,9950,10650,11230,10580
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Maldives,MDV,7320,7650,8070,8600,9210,9670,6830
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mali,MLI,810,800,780,770,830,870,830
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Malta,MLT,24560,25230,23590,24140,27090,28340,25370
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Marshall Islands,MHL,4030,4250,4200,4390,4780,5010,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mauritania,MRT,1750,1640,1510,1500,1580,1660,1640
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mauritius,MUS,10820,10700,10640,10980,12270,12900,10230
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mexico,MEX,10500,10160,9390,8920,9180,9480,8480
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Micronesia, Fed. Sts.",FSM,3150,3490,3410,3450,3400,4010,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Moldova,MDA,3740,3300,3180,3330,3920,4580,4570
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Monaco,MCO,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mongolia,MNG,4210,3820,3500,3230,3630,3790,3670
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Montenegro,MNE,7320,7260,7090,7410,8450,9070,7900
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Morocco,MAR,3060,3020,2880,2880,3090,3200,2980
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Mozambique,MOZ,690,640,530,470,460,490,460
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Myanmar,MMR,1130,1160,1150,1200,1280,1360,1260
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Namibia,NAM,5790,5310,4740,4620,4950,5180,4520
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nauru,NRU,14920,13690,12730,12370,14320,16630,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nepal,NPL,880,890,880,990,1120,1230,1190
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Netherlands,NLD,51980,49810,46900,47110,51250,53010,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,New Caledonia,NCL,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,New Zealand,NZL,41680,40650,39440,38910,41680,42610,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nicaragua,NIC,1830,1890,1960,2030,1970,1900,1850
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Niger,NER,590,560,530,520,570,600,540
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Nigeria,NGA,2940,2820,2430,2090,1960,2030,2000
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Norway,NOR,104370,92910,81370,75650,80320,81620,78250
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Oman,OMN,19010,17450,15750,13970,14110,14150,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Pakistan,PAK,1230,1260,1310,1400,1480,1410,1280
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Palau,PLW,14150,15860,16680,16650,17810,16500,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Panama,PAN,11190,12200,12780,13750,14480,14900,11880
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Papua New Guinea,PNG,2990,2860,2710,2590,2600,2750,2660
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Paraguay,PRY,5810,5640,5400,5370,5600,5510,5140
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Peru,PER,6530,6340,6110,6060,6470,6790,6010
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Philippines,PHL,3330,3380,3450,3530,3710,3850,3430
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Poland,POL,13560,13310,12720,12730,14150,15350,15270
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Portugal,PRT,21190,20440,19930,20040,22030,23150,22000
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Puerto Rico,PRI,19280,19420,19710,20000,21080,22060,21740
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Qatar,QAT,80890,73440,64550,56920,58830,61180,56210
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Romania,ROU,9700,9600,9620,10110,11430,12610,12570
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Russian Federation,RUS,14630,11780,9730,9210,10250,11250,10690
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Rwanda,RWA,740,750,740,730,780,830,780
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Samoa,WSM,3820,3960,4110,4070,4030,4200,4070
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,San Marino,SMR,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sao Tome and Principe,STP,1630,1650,1690,1700,1870,1950,2070
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Saudi Arabia,SAU,25550,23710,21610,19990,21610,22840,21930
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Senegal,SEN,1370,1320,1270,1280,1390,1430,1430
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Serbia,SRB,6240,5960,5700,5570,6410,7030,7400
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Seychelles,SYC,13350,14020,13840,14350,15440,15930,12720
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sierra Leone,SLE,700,550,490,520,490,540,490
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Singapore,SGP,56380,53160,53060,54460,56900,58390,54920
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sint Maarten (Dutch part),SXM,28670,29560,30890,28210,27680,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Slovak Republic,SVK,18310,17670,16790,16600,18300,19200,18700
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Slovenia,SVN,23610,22250,21770,22120,24580,25910,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Solomon Islands,SLB,2200,2130,2150,2220,2360,2370,2300
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Somalia,SOM,..,290,290,290,310,320,310
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,South Africa,ZAF,6760,6050,5470,5410,5750,6040,5410
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,South Sudan,SSD,1250,1090,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Spain,ESP,29130,28430,27530,27070,29320,30330,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sri Lanka,LKA,3640,3760,3810,3870,4040,4010,3720
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Kitts and Nevis,KNA,16490,16410,17080,17240,18520,19130,17400
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Lucia,LCA,8840,8740,9450,10080,10700,11080,8790
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,St. Vincent and the Grenadines,VCT,6390,6560,6800,6990,7400,7460,7340
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sudan,SDN,1490,1540,1500,1310,1040,820,650
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Suriname,SUR,9260,8890,6930,5930,5960,6340,5510
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Eswatini,SWZ,4130,3800,3450,3390,3620,3670,3580
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Sweden,SWE,61870,58420,54360,53030,55640,56090,53800
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Switzerland,CHE,89400,88750,85190,81520,85030,87950,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tajikistan,TJK,1350,1260,1110,1030,1030,1070,1060
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tanzania,TZA,970,980,970,970,1030,1100,1080
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Thailand,THA,5760,5710,5700,5970,6610,7260,7050
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Timor-Leste,TLS,2690,2200,1750,1780,1800,2020,1830
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Togo,TGO,640,640,670,720,880,920,920
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tonga,TON,4600,4440,4410,4590,4800,5000,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Trinidad and Tobago,TTO,18560,18910,16880,15980,15990,16580,15410
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tunisia,TUN,4160,3960,3760,3520,3500,3340,3100
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turkey,TUR,12630,12030,11260,10970,10510,9690,9050
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turkmenistan,TKM,7200,7030,6830,6380,6740,7220,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Turks and Caicos Islands,TCA,23280,25530,27300,26200,28340,30700,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Tuvalu,TUV,4670,5440,5060,4810,5440,5620,5820
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uganda,UGA,820,830,790,740,750,780,800
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Ukraine,UKR,3560,2650,2310,2380,2800,3370,3540
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United Arab Emirates,ARE,44330,42860,40570,39290,41470,43470,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United Kingdom,GBR,44400,44340,42940,41280,41740,42130,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,United States,USA,55840,56740,57270,59460,63510,65910,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uruguay,URY,15790,15620,15440,15920,17270,17740,15830
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Uzbekistan,UZB,2470,2600,2650,2350,2020,1800,1670
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Vanuatu,VUT,2970,2780,2750,2860,3110,3360,2780
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Venezuela, RB",VEN,13080,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Vietnam,VNM,1880,1970,2080,2130,2380,2590,2660
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,West Bank and Gaza,PSE,3560,3670,3900,3930,4190,4270,3710
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,"Yemen, Rep.",YEM,1460,1200,1150,1070,940,..,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Zambia,ZMB,1800,1580,1370,1300,1440,1430,1190
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Zimbabwe,ZWE,1260,1280,1290,1390,1410,1200,1090
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Africa Eastern and Southern,AFE,1630.75720540422,1536.85843884233,1436.93042149847,1409.97640117611,1457.25183371339,1489.28183371732,1364.79612153504
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Africa Western and Central,AFW,2063.23305792839,1980.28693446604,1765.50496533378,1607.27034475169,1607.91355278929,1665.5021909367,1646.33456848945
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Arab World,ARB,7518.77935232878,7014.56284253311,6546.91380223938,6061.7561264462,6266.48839331695,6490.09313743454,6084.33151519307
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Caribbean small states,CSS,9860.88928109752,9838.146350396,9365.87902655107,9345.09865335838,9647.73520138614,10059.2249651329,8943.60306484066
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Central Europe and the Baltics,CEB,13563.7591352503,13249.0479040626,12858.3237693381,13079.2372124256,14648.5548735721,15887.150345549,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Early-demographic dividend,EAR,3445.85323260915,3364.76532496913,3321.56297402209,3370.89284973452,3517.34219666617,3580.78076001178,3275.53803066484
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,East Asia & Pacific,EAS,9939.39879388486,9827.60959381152,9900.30820355445,10245.0656986953,11094.8922215379,11706.2486723881,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,East Asia & Pacific (excluding high income),EAP,6207.83416480137,6469.3677386262,6678.10601353715,7016.61021623743,7687.63782821238,8284.11965384446,8362.3829930017
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,6273.93141909098,6538.07069534287,6748.81794241349,7090.67200732065,7768.60614067236,8371.22552819836,8450.20353898421
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Euro area,EMU,39351.6699461197,37713.6751312634,36323.4226385284,35822.3688529434,38751.8795238955,40064.3931967252,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Europe & Central Asia,ECS,26049.1873070052,24678.7705306125,23360.33668861,22838.2436158019,24383.7650812744,25212.5210325623,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Europe & Central Asia (excluding high income),ECA,10163.246878768,8838.35440715681,7730.08397992212,7439.80112252612,7864.36241871683,8253.81079433712,7899.60502444636
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,10479.2573379084,9251.92094837466,8189.15126907738,7926.8137219164,8439.80300681671,8897.69936417496,8560.66319243954
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,European Union,EUU,34788.7006495981,33399.3138139036,32170.7155147656,31812.5615269807,34495.0360141035,35805.9375852559,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Fragile and conflict affected situations,FCS,2341.15524162036,2198.04340090458,2002.72276577182,1851.78806256474,1857.17209678389,1939.80590364381,1803.25614039292
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Heavily indebted poor countries (HIPC),HPC,937.425539066706,931.790280767663,910.66768360952,906.986436411835,950.66085355974,979.499240026037,956.34667530005
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,High income,HIC,43563.5971998709,42331.980490393,41425.9381163902,41731.2444445109,44563.989049863,46036.0466787998,..
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,IBRD only,IBD,5911.38720873202,5762.3586294885,5656.25863343307,5781.04070340985,6205.17483885622,6541.96573795468,6291.64723161694
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,IDA & IBRD total,IBT,4795.94715579042,4672.29768455469,4573.24653865483,4651.37139161099,4967.5876835521,5213.99763468351,5004.54120385028
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,IDA blend,IDB,1992.73363938201,1964.8490310706,1843.60004672788,1737.07585387244,1730.88640274311,1725.18709256666,1654.49663460907
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,IDA only,IDX,1033.37762646654,1046.35865524718,1058.55400863437,1088.71688277529,1164.21946177831,1226.23535896286,1209.29420301791
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,IDA total,IDA,1361.97993316307,1360.72683975454,1325.78652450696,1307.36884511703,1353.23299430808,1390.20127196963,1354.13005352944
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Late-demographic dividend,LTE,8683.08084568714,8514.77643617791,8358.96523587462,8564.05060392412,9351.99295905338,10028.3833680912,9911.15876941773
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Latin America & Caribbean,LCN,10095.4331019061,9284.07563398058,8558.4251331998,8434.47367808411,8762.16036732602,8868.102105798,7715.11850464998
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Latin America & Caribbean (excluding high income),LAC,9627.84918357126,8812.61513036827,8086.35938760878,7949.16240394417,8219.63508411206,8293.53159268163,7180.54458341868
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,10066.6993550177,9225.15620977238,8474.27537062356,8346.72278447377,8670.93769565434,8769.07465823913,7615.67748734562
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Least developed countries: UN classification,LDC,1013.45238587422,1006.7553349944,996.645049816644,1008.54616594009,1062.60056584853,1109.85717268471,1074.74931903044
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Low & middle income,LMY,4640.94451602865,4523.5297267724,4432.82607276721,4511.25587961057,4813.59874310156,5050.9104021599,4849.05415861677
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Low income,LIC,827.928744830473,813.748689052888,804.033232724786,789.755470870213,798.216433668271,820.858797545974,810.751972755762
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Lower middle income,LMC,2160.53690194959,2118.85170507387,2128.91234025734,2174.6417480441,2290.33629397684,2360.41068013222,2200.71995911578
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Middle East & North Africa,MEA,8752.15430397736,8077.80855005324,7686.67064904757,7273.19373270482,7396.76354614692,7516.18460119755,6917.78109613348
"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,Middle East & North Africa (excluding high income),MNA,4613.82039286468,4161.9802415534,4084.88907067789,3853.65663888183,3662.56243483303,3525.2086222619,3162.57061315625
