Entity,Code,Year,Annual CO2 emissions (per capita),GDP per capita,145446-annotations,"Total population (Gapminder, HYDE & UN)",Continent
Canada,CAN,1957,11.0385,13719,,16561262,
Canada,CAN,1958,10.712,13603,,17004835,
Canada,CAN,1959,10.5804,13829,,17436204,
Canada,CAN,1960,10.798,13952,,17847404,
Canada,CAN,1961,10.6395,14080,,18233965,
Canada,CAN,1962,11.1304,14787,,18596848,
Canada,CAN,1963,11.1338,15248,,18943237,
Canada,CAN,1964,12.3198,15938,,19284228,
Canada,CAN,1965,12.8346,16694,,19627973,
Canada,CAN,1966,12.9695,17448,,19975695,
Canada,CAN,1967,13.8568,17658,,20324786,
Canada,CAN,1968,14.668,18297,,20674999,
Canada,CAN,1969,14.6072,18988,,21025257,
Canada,CAN,1970,15.962,19207,,21374326,
Canada,CAN,1971,16.2169,20024,,21723465,
Canada,CAN,1972,17.2521,20837,,22072193,
Canada,CAN,1973,17.0095,22058,,22415313,
Canada,CAN,1974,17.1291,22643,,22745896,
Canada,CAN,1975,17.2073,22819,,23059266,
Canada,CAN,1976,17.0828,23754,,23354587,
Canada,CAN,1977,17.2541,24265,,23634377,
Canada,CAN,1978,17.3849,24994,,23901716,
Canada,CAN,1979,18.2805,25775,,24161133,
Canada,CAN,1980,18.1369,25784,,24416885,
Canada,CAN,1981,17.4164,26256,,24668159,
Canada,CAN,1982,16.6337,25151,,24916538,
Canada,CAN,1983,16.2223,25625,,25171436,
Canada,CAN,1984,16.7119,26836,,25444886,
Canada,CAN,1985,16.3807,28025,,25744807,
Canada,CAN,1986,15.5206,28472,,26075504,
Canada,CAN,1987,16.3048,29246,,26432894,
Canada,CAN,1988,16.9987,30275,,26806125,
Canada,CAN,1989,17.0307,30458,,27179497,
Canada,CAN,1990,16.6298,30082,,27541323,
Canada,CAN,1991,16.1247,29151.6968,,27888813,
Canada,CAN,1992,16.4227,29141.1923,,28224410,
Canada,CAN,1993,16.2531,29657.5744,,28547964,
Canada,CAN,1994,16.5715,30745.8228,,28860734,
Canada,CAN,1995,16.8341,31330.7201,,29164153,
Canada,CAN,1996,17.211,31594.2418,,29457820,
Canada,CAN,1997,17.5265,32709.6916,,29742378,
Canada,CAN,1998,17.6199,33785.7463,,30022078,
Canada,CAN,1999,17.9434,35345.721,,30302511,
Canada,CAN,2000,18.5218,36942.5623,,30588379,
Canada,CAN,2001,18.1037,37307.2059,,30880072,
Canada,CAN,2002,18.111,38123.9864,,31178260,
Canada,CAN,2003,18.4941,38559.9759,,31488046,
Canada,CAN,2004,18.254,39491.57,,31815490,
Canada,CAN,2005,17.9035,40485.0192,,32164313,
Canada,CAN,2006,17.5618,41247.1493,,32536994,
Canada,CAN,2007,18.058,41806.8652,,32930795,
Canada,CAN,2008,17.3788,41896.4256,,33337638,
Canada,CAN,2009,16.1977,40312.6217,,33746093,
Canada,CAN,2010,16.3644,41209.4262,,34147566,
Canada,CAN,2011,16.4993,42197,,34539156,
Canada,CAN,2012,16.301,42445,,34922031,
Canada,CAN,2013,16.2537,42994,,35296535,
Canada,CAN,2014,15.9981,43607,,35664338,
Canada,CAN,2015,15.9066,43619,,36026668,North America
Canada,CAN,2016,15.3799,43745,,36382942,
Canada,CAN,2017,15.5004,44591.6417,,36732091,
Canada,CAN,2018,15.6299,44868.7435,,37074558,
Canada,CAN,2019,15.5673,,,37411038,
Canada,CAN,2020,14.1969,,,37742157,
Canada,CAN,-10000,,,,17259,
Canada,CAN,-9000,,,,19177,
Canada,CAN,-8000,,,,21307,
Canada,CAN,-7000,,,,23675,
Canada,CAN,-6000,,,,26306,
Canada,CAN,-5000,,,,29229,
Canada,CAN,-4000,,,,32478,
Canada,CAN,-3000,,,,36088,
Canada,CAN,-2000,,,,40101,
Canada,CAN,-1000,,,,44563,
Canada,CAN,0,,,,49527,
Canada,CAN,100,,,,54040,
Canada,CAN,200,,,,58970,
Canada,CAN,300,,,,64357,
Canada,CAN,400,,,,70246,
Canada,CAN,500,,,,76689,
Canada,CAN,600,,,,83747,
Canada,CAN,700,,,,91489,
Canada,CAN,800,,,,100000,
Canada,CAN,900,,,,100000,
Canada,CAN,1000,,,,100000,
Canada,CAN,1100,,,,119999,
Canada,CAN,1200,,,,140000,
Canada,CAN,1300,,,,159999,
Canada,CAN,1400,,,,179999,
Canada,CAN,1500,,,,200000,
Canada,CAN,1600,,,,200000,
Canada,CAN,1700,,,,200000,
Canada,CAN,1710,,,,227284,
Canada,CAN,1720,,,,264289,
Canada,CAN,1730,,,,308210,
Canada,CAN,1740,,,,360422,
Canada,CAN,1750,,,,422572,
Canada,CAN,1760,,,,496640,
Canada,CAN,1770,,,,584998,
Canada,CAN,1780,,,,690497,
Canada,CAN,2021,,,,38067913,
Cape Verde,CPV,1950,0.5762,1006,,178064,
Cape Verde,CPV,1951,0.4135,1019,,186083,
Cape Verde,CPV,1952,0.1914,1031,,191447,
Cape Verde,CPV,1953,0.0941,1044,,194722,
Cape Verde,CPV,1954,0.1119,1030,,196462,
Cape Verde,CPV,1955,0.1115,1034,,197193,
Cape Verde,CPV,1956,0.1485,1047,,197417,
Cape Verde,CPV,1957,0.0927,1012,,197593,
Cape Verde,CPV,1958,0.074,1004,,198129,
Cape Verde,CPV,1959,0.0917,1087,,199434,
Cape Verde,CPV,1960,0.1088,1135,,201770,
Cape Verde,CPV,1961,0.1069,1173,,205321,
Cape Verde,CPV,1962,0.087,1207,,210141,
Cape Verde,CPV,1963,0.0677,1237,,216087,
Cape Verde,CPV,1964,0.1312,1262,,222949,
Cape Verde,CPV,1965,0.1111,1286,,230421,
Cape Verde,CPV,1966,0.0921,1309,,238655,
Cape Verde,CPV,1967,0.074,1328,,247522,
Cape Verde,CPV,1968,0.1143,1347,,256168,
Cape Verde,CPV,1969,0.1388,1366,,263461,
Cape Verde,CPV,1970,0.1362,1385,,268633,
Cape Verde,CPV,1971,0.1349,1435,,271315,
Cape Verde,CPV,1972,0.1886,1457,,271841,
Cape Verde,CPV,1973,0.2296,1470,,271068,
Cape Verde,CPV,1974,0.2441,1497,,270228,
Cape Verde,CPV,1975,0.2847,1237,,270240,
Cape Verde,CPV,1976,0.2701,1251,,271345,
Cape Verde,CPV,1977,0.2949,1176,,273335,
Cape Verde,CPV,1978,0.7551,1275,,276182,
Cape Verde,CPV,1979,0.8907,1301,,279729,
Cape Verde,CPV,1980,0.426,1352,,283848,
Cape Verde,CPV,1981,0.1142,1447,,288678,
Cape Verde,CPV,1982,0.1245,1470,,294244,
Cape Verde,CPV,1983,0.122,1588,,300226,
Cape Verde,CPV,1984,0.2753,1626,,306140,
Cape Verde,CPV,1985,0.2704,1742,,311668,
Cape Verde,CPV,1986,0.1852,1766,,316613,
Cape Verde,CPV,1987,0.251,1817,,321137,
Cape Verde,CPV,1988,0.225,1898,,325744,
Cape Verde,CPV,1989,0.2434,1980,,331180,
Cape Verde,CPV,1990,0.2819,1965,,337953,
Cape Verde,CPV,1991,0.2857,1988.3073,,346229,
Cape Verde,CPV,1992,0.2987,2029.596,,355763,
Cape Verde,CPV,1993,0.3003,2159.2202,,366057,
Cape Verde,CPV,1994,0.3018,2291.0803,,376409,
Cape Verde,CPV,1995,0.313,2444.9032,,386288,
Cape Verde,CPV,1996,0.3613,2594.0997,,395533,
Cape Verde,CPV,1997,0.3625,2777.4651,,404248,
Cape Verde,CPV,1998,0.3819,2999.6245,,412513,
Cape Verde,CPV,1999,0.4357,3346.8799,,420456,
Cape Verde,CPV,2000,0.5049,3583.5868,,428178,
Cape Verde,CPV,2001,0.5382,3799.0326,,435701,
Cape Verde,CPV,2002,0.6204,3998.2617,,442955,
Cape Verde,CPV,2003,0.6841,4185.4891,,449925,
Cape Verde,CPV,2004,0.7222,4368.0548,,456619,
Cape Verde,CPV,2005,0.9496,4659.3962,,463034,
Cape Verde,CPV,2006,1.0074,5140.8706,,469171,
Cape Verde,CPV,2007,1.0643,5597.8503,,475067,
Cape Verde,CPV,2008,0.9753,5985.1068,,480846,
Cape Verde,CPV,2009,1.0691,5926.5065,,486667,
Cape Verde,CPV,2010,1.1305,6033.7202,,492644,
Cape Verde,CPV,2011,1.2339,6295,,498858,
Cape Verde,CPV,2012,0.9935,6273,,505241,
Cape Verde,CPV,2013,0.9666,6234,,511740,
Cape Verde,CPV,2014,0.9403,6262,,518275,
Cape Verde,CPV,2015,0.9357,6266,,524740,Africa
Cape Verde,CPV,2016,1.0141,6418,,531140,
Cape Verde,CPV,2017,1.077,6576.9429,,537499,
Cape Verde,CPV,2018,1.0983,6831.216,,543764,
Cape Verde,CPV,2019,1.0951,,,549936,
Cape Verde,CPV,2020,0.9891,,,555988,
Cape Verde,CPV,1600,,,,10000,
Cape Verde,CPV,1700,,,,20000,
Cape Verde,CPV,1710,,,,21402,
Cape Verde,CPV,1720,,,,23185,
Cape Verde,CPV,1730,,,,25117,
Cape Verde,CPV,1740,,,,27211,
Cape Verde,CPV,1750,,,,29478,
Cape Verde,CPV,1760,,,,31935,
Cape Verde,CPV,1770,,,,34596,
Cape Verde,CPV,1780,,,,37479,
Cape Verde,CPV,1790,,,,40602,
Cape Verde,CPV,1800,,,,55716,
Cape Verde,CPV,1801,,,,55716,
Cape Verde,CPV,1802,,,,55716,
Cape Verde,CPV,1803,,,,55716,
Cape Verde,CPV,1804,,,,55716,
Cape Verde,CPV,1805,,,,55716,
Cape Verde,CPV,1806,,,,55716,
Cape Verde,CPV,1807,,,,55716,
Cape Verde,CPV,1808,,,,55716,
Cape Verde,CPV,1809,,,,55716,
Cape Verde,CPV,1810,,,,55716,
Cape Verde,CPV,1811,,,,55716,
Cape Verde,CPV,1812,,,,55716,
Cape Verde,CPV,1813,,,,55716,
Cape Verde,CPV,1814,,,,55716,
Cape Verde,CPV,1815,,,,55716,
Cape Verde,CPV,1816,,,,55716,
Cape Verde,CPV,1817,,,,55716,
Cape Verde,CPV,1818,,,,55716,
Cape Verde,CPV,1819,,,,55834,
Cape Verde,CPV,1820,,,,56072,
Cape Verde,CPV,1821,,,,56430,
Cape Verde,CPV,1822,,,,56910,
Cape Verde,CPV,1823,,,,57514,
Cape Verde,CPV,1824,,,,58124,
Cape Verde,CPV,1825,,,,58741,
Cape Verde,CPV,1826,,,,59364,
Cape Verde,CPV,1827,,,,59993,
Cape Verde,CPV,1828,,,,60630,
Cape Verde,CPV,1829,,,,61273,
Cape Verde,CPV,1830,,,,61923,
Cape Verde,CPV,1831,,,,62579,
Cape Verde,CPV,1832,,,,63243,
Cape Verde,CPV,1833,,,,63914,
Cape Verde,CPV,1834,,,,64592,
Cape Verde,CPV,1835,,,,65277,
Cape Verde,CPV,1836,,,,65969,
Cape Verde,CPV,1837,,,,66669,
Cape Verde,CPV,1838,,,,67376,
Cape Verde,CPV,1839,,,,68091,
Cape Verde,CPV,1840,,,,68813,
Cape Verde,CPV,1841,,,,69543,
Cape Verde,CPV,1842,,,,70280,
Cape Verde,CPV,1843,,,,71026,
Cape Verde,CPV,1844,,,,71779,
Cape Verde,CPV,1845,,,,72540,
Cape Verde,CPV,1846,,,,73310,
Cape Verde,CPV,1847,,,,74087,
Cape Verde,CPV,1848,,,,74873,
Cape Verde,CPV,1849,,,,75667,
Cape Verde,CPV,1850,,,,76470,
Cape Verde,CPV,1851,,,,77487,
Cape Verde,CPV,1852,,,,78518,
Cape Verde,CPV,1853,,,,79562,
Cape Verde,CPV,1854,,,,80619,
Cape Verde,CPV,1855,,,,81690,
Cape Verde,CPV,1856,,,,82774,
Cape Verde,CPV,1857,,,,83872,
Cape Verde,CPV,1858,,,,84984,
Cape Verde,CPV,1859,,,,86110,
Cape Verde,CPV,1860,,,,87251,
Cape Verde,CPV,1861,,,,88406,
Cape Verde,CPV,1862,,,,89575,
Cape Verde,CPV,1863,,,,90760,
Cape Verde,CPV,1864,,,,91960,
Cape Verde,CPV,1865,,,,93174,
Cape Verde,CPV,1866,,,,94405,
Cape Verde,CPV,1867,,,,95651,
Cape Verde,CPV,1868,,,,96912,
Cape Verde,CPV,1869,,,,98190,
Cape Verde,CPV,1870,,,,99484,
Cape Verde,CPV,1871,,,,100794,
Cape Verde,CPV,1872,,,,102121,
Cape Verde,CPV,1873,,,,103465,
Cape Verde,CPV,1874,,,,104826,
Cape Verde,CPV,1875,,,,106204,
Cape Verde,CPV,1876,,,,107599,
Cape Verde,CPV,1877,,,,109012,
Cape Verde,CPV,1878,,,,110443,
Cape Verde,CPV,1879,,,,111892,
Cape Verde,CPV,1880,,,,113360,
Cape Verde,CPV,1881,,,,114845,
Cape Verde,CPV,1882,,,,116350,
Cape Verde,CPV,1883,,,,117874,
Cape Verde,CPV,1884,,,,119417,
Cape Verde,CPV,1885,,,,120979,
Cape Verde,CPV,1886,,,,122561,
Cape Verde,CPV,1887,,,,124163,
Cape Verde,CPV,1888,,,,125785,
Cape Verde,CPV,1889,,,,127428,
Cape Verde,CPV,1890,,,,129091,
Cape Verde,CPV,1891,,,,130776,
Cape Verde,CPV,1892,,,,132481,
Cape Verde,CPV,1893,,,,134208,
Cape Verde,CPV,1894,,,,135957,
Cape Verde,CPV,1895,,,,137728,
Cape Verde,CPV,1896,,,,139520,
Cape Verde,CPV,1897,,,,141336,
Cape Verde,CPV,1898,,,,143174,
Cape Verde,CPV,1899,,,,145036,
Cape Verde,CPV,1900,,,,146921,
Cape Verde,CPV,1901,,,,148829,
Cape Verde,CPV,1902,,,,150761,
Cape Verde,CPV,1903,,,,152718,
Cape Verde,CPV,1904,,,,154699,
Cape Verde,CPV,1905,,,,156705,
Cape Verde,CPV,1906,,,,158737,
Cape Verde,CPV,1907,,,,160793,
Cape Verde,CPV,1908,,,,162876,
Cape Verde,CPV,1909,,,,164214,
Cape Verde,CPV,1910,,,,164806,
Cape Verde,CPV,1911,,,,164646,
Cape Verde,CPV,1912,,,,163731,
Cape Verde,CPV,1913,,,,162058,
Cape Verde,CPV,1914,,,,160401,
Cape Verde,CPV,1915,,,,158760,
Cape Verde,CPV,1916,,,,157135,
Cape Verde,CPV,1917,,,,155526,
Cape Verde,CPV,1918,,,,153585,
Cape Verde,CPV,1919,,,,152462,
Cape Verde,CPV,1920,,,,152158,
Cape Verde,CPV,1921,,,,152676,
Cape Verde,CPV,1922,,,,154015,
Cape Verde,CPV,1923,,,,156177,
Cape Verde,CPV,1924,,,,158370,
Cape Verde,CPV,1925,,,,160593,
Cape Verde,CPV,1926,,,,162848,
Cape Verde,CPV,1927,,,,165134,
Cape Verde,CPV,1928,,,,167452,
Cape Verde,CPV,1929,,,,170087,
Cape Verde,CPV,1930,,,,173049,
Cape Verde,CPV,1931,,,,176350,
Cape Verde,CPV,1932,,,,180000,
Cape Verde,CPV,1933,,,,184011,
Cape Verde,CPV,1934,,,,188111,
Cape Verde,CPV,1935,,,,192303,
Cape Verde,CPV,1936,,,,196589,
Cape Verde,CPV,1937,,,,200970,
Cape Verde,CPV,1938,,,,205448,
Cape Verde,CPV,1939,,,,208146,
Cape Verde,CPV,1940,,,,209064,
Cape Verde,CPV,1941,,,,208202,
Cape Verde,CPV,1942,,,,205559,
Cape Verde,CPV,1943,,,,201134,
Cape Verde,CPV,1944,,,,196803,
Cape Verde,CPV,1945,,,,192566,
Cape Verde,CPV,1946,,,,188421,
Cape Verde,CPV,1947,,,,184364,
Cape Verde,CPV,1948,,,,180395,
Cape Verde,CPV,1949,,,,178290,
Cape Verde,CPV,2021,,,,561901,
Cayman Islands,CYM,1950,,,,6416,
Cayman Islands,CYM,1951,,,,6271,
Cayman Islands,CYM,1952,,,,6247,
Cayman Islands,CYM,1953,,,,6318,
Cayman Islands,CYM,1954,,,,6458,
Cayman Islands,CYM,1955,,,,6668,
Cayman Islands,CYM,1956,,,,6912,
Cayman Islands,CYM,1957,,,,7177,
Cayman Islands,CYM,1958,,,,7427,
Cayman Islands,CYM,1959,,,,7659,
Cayman Islands,CYM,1960,,,,7870,
Cayman Islands,CYM,1961,,,,8023,
Cayman Islands,CYM,1962,,,,8141,
Cayman Islands,CYM,1963,,,,8219,
Cayman Islands,CYM,1964,,,,8299,
Cayman Islands,CYM,1965,,,,8370,
Cayman Islands,CYM,1966,,,,8444,
Cayman Islands,CYM,1967,,,,8518,
Cayman Islands,CYM,1968,,,,8638,
Cayman Islands,CYM,1969,,,,8833,
Cayman Islands,CYM,1970,,,,9143,
Cayman Islands,CYM,1971,,,,9588,
Cayman Islands,CYM,1972,,,,10135,
Cayman Islands,CYM,1973,,,,10778,
Cayman Islands,CYM,1974,,,,11488,
Cayman Islands,CYM,1975,,,,12234,
Cayman Islands,CYM,1976,,,,13023,
Cayman Islands,CYM,1977,,,,13848,
Cayman Islands,CYM,1978,,,,14681,
Cayman Islands,CYM,1979,,,,15485,
Cayman Islands,CYM,1980,,,,16207,
Cayman Islands,CYM,1981,,,,16857,
Cayman Islands,CYM,1982,,,,17436,
Cayman Islands,CYM,1983,,,,18005,
Cayman Islands,CYM,1984,,,,18662,
Cayman Islands,CYM,1985,,,,19460,
Cayman Islands,CYM,1986,,,,20426,
Cayman Islands,CYM,1987,,,,21539,
Cayman Islands,CYM,1988,,,,22775,
Cayman Islands,CYM,1989,,,,24028,
Cayman Islands,CYM,1990,,,,25307,
Cayman Islands,CYM,1991,,,,26540,
Cayman Islands,CYM,1992,,,,27784,
Cayman Islands,CYM,1993,,,,29068,
Cayman Islands,CYM,1994,,,,30521,
Cayman Islands,CYM,1995,,,,32161,
Cayman Islands,CYM,1996,,,,34065,
Cayman Islands,CYM,1997,,,,36155,
Cayman Islands,CYM,1998,,,,38330,
Cayman Islands,CYM,1999,,,,40423,
Cayman Islands,CYM,2000,,,,42305,
Cayman Islands,CYM,2001,,,,43934,
Cayman Islands,CYM,2002,,,,45347,
Cayman Islands,CYM,2003,,,,46624,
Cayman Islands,CYM,2004,,,,47899,
Cayman Islands,CYM,2005,,,,49261,
Cayman Islands,CYM,2006,,,,50729,
Cayman Islands,CYM,2007,,,,52280,
Cayman Islands,CYM,2008,,,,53835,
Cayman Islands,CYM,2009,,,,55321,
Cayman Islands,CYM,2010,,,,56672,
Cayman Islands,CYM,2011,,,,57877,
Cayman Islands,CYM,2012,,,,58963,
Cayman Islands,CYM,2013,,,,59933,
Cayman Islands,CYM,2014,,,,60848,
Cayman Islands,CYM,2015,,,,61721,North America
Cayman Islands,CYM,2016,,,,62564,
Cayman Islands,CYM,2017,,,,63382,
Cayman Islands,CYM,2018,,,,64172,
Cayman Islands,CYM,2019,,,,64947,
Cayman Islands,CYM,2020,,,,65720,
Cayman Islands,CYM,2021,,,,66498,
Central African Republic,CAF,1959,0.0669,1581,,1478677,
Central African Republic,CAF,1960,0.0586,1567,,1501668,
Central African Republic,CAF,1961,0.0576,1597,,1526057,
Central African Republic,CAF,1962,0.0472,1525,,1551908,
Central African Republic,CAF,1963,0.0464,1492,,1579375,
Central African Republic,CAF,1964,0.0456,1486,,1608618,
Central African Republic,CAF,1965,0.0536,1466,,1639706,
Central African Republic,CAF,1966,0.0504,1427,,1673019,
Central African Republic,CAF,1967,0.0536,1452,,1708306,
Central African Republic,CAF,1968,0.105,1435,,1744198,
Central African Republic,CAF,1969,0.105,1476,,1778870,
Central African Republic,CAF,1970,0.1153,1508,,1811157,
Central African Republic,CAF,1971,0.0995,1427,,1840517,
Central African Republic,CAF,1972,0.0902,1368,,1867786,
Central African Republic,CAF,1973,0.0851,1403,,1894850,
Central African Republic,CAF,1974,0.059,1333,,1924386,
Central African Republic,CAF,1975,0.0524,1323,,1958367,
Central African Republic,CAF,1976,0.0642,1345,,1997017,
Central African Republic,CAF,1977,0.0629,1417,,2039914,
Central African Republic,CAF,1978,0.0702,1398,,2087661,
Central African Republic,CAF,1979,0.0479,1326,,2140778,
Central African Republic,CAF,1980,0.0483,1234,,2199359,
Central African Republic,CAF,1981,0.0599,1219,,2264441,
Central African Republic,CAF,1982,0.0612,1208,,2335339,
Central African Republic,CAF,1983,0.0609,1105,,2408322,
Central African Republic,CAF,1984,0.0606,1146,,2478382,
Central African Republic,CAF,1985,0.0634,1148,,2542170,
Central African Republic,CAF,1986,0.0621,1162,,2597765,
Central African Republic,CAF,1987,0.0983,1079,,2646836,
Central African Republic,CAF,1988,0.0857,1073,,2693974,
Central African Republic,CAF,1989,0.0907,1070,,2745735,
Central African Republic,CAF,1990,0.0653,1023,,2806740,
Central African Republic,CAF,1991,0.0662,1006.9958,,2878507,
Central African Republic,CAF,1992,0.0656,965.1934,,2959236,
Central African Republic,CAF,1993,0.065,933.0602,,3046148,
Central African Republic,CAF,1994,0.0666,952.0174,,3135017,
Central African Republic,CAF,1995,0.0648,978.5566,,3222662,
Central African Republic,CAF,1996,0.0642,885.8864,,3308235,
Central African Republic,CAF,1997,0.0637,917.48,,3392432,
Central African Republic,CAF,1998,0.0633,936.2383,,3475485,
Central African Republic,CAF,1999,0.0649,967.8432,,3558019,
Central African Republic,CAF,2000,0.0644,963.9462,,3640421,
Central African Republic,CAF,2001,0.066,952.5118,,3722016,
Central African Republic,CAF,2002,0.0636,928.7716,,3802129,
Central African Republic,CAF,2003,0.0576,845.5055,,3881185,
Central African Republic,CAF,2004,0.0555,853.182,,3959883,
Central African Republic,CAF,2005,0.0535,858.5237,,4038380,
Central African Republic,CAF,2006,0.0552,881.4852,,4118075,
Central African Republic,CAF,2007,0.055,897.4783,,4198004,
Central African Republic,CAF,2008,0.0386,901.8513,,4273368,
Central African Republic,CAF,2009,0.0372,898.7005,,4337623,
Central African Republic,CAF,2010,0.0384,910.3104,,4386765,
Central African Republic,CAF,2011,0.0423,909,,4418639,
Central African Republic,CAF,2012,0.0429,916,,4436411,
Central African Republic,CAF,2013,0.0264,567,,4447945,
Central African Republic,CAF,2014,0.0279,561,,4464171,
Central African Republic,CAF,2015,0.04,576,,4493171,Africa
Central African Republic,CAF,2016,0.0436,589,,4537683,
Central African Republic,CAF,2017,0.047,606.6967,,4596023,
Central African Republic,CAF,2018,0.0471,623.4889,,4666375,
Central African Republic,CAF,2019,0.0443,,,4745179,
Central African Republic,CAF,2020,0.0389,,,4829764,
Central African Republic,CAF,1950,,1307,,1326660,
Central African Republic,CAF,1951,,1339,,1341722,
Central African Republic,CAF,1952,,1369,,1356120,
Central African Republic,CAF,1953,,1400,,1370516,
Central African Republic,CAF,1954,,1431,,1385454,
Central African Republic,CAF,1955,,1462,,1401337,
Central African Republic,CAF,1956,,1492,,1418483,
Central African Republic,CAF,1957,,1522,,1437062,
Central African Republic,CAF,1958,,1553,,1457120,
Central African Republic,CAF,-10000,,,,2265,
Central African Republic,CAF,-9000,,,,3398,
Central African Republic,CAF,-8000,,,,5097,
Central African Republic,CAF,-7000,,,,7646,
Central African Republic,CAF,-6000,,,,11469,
Central African Republic,CAF,-5000,,,,17204,
Central African Republic,CAF,-4000,,,,25806,
Central African Republic,CAF,-3000,,,,38709,
Central African Republic,CAF,-2000,,,,58064,
Central African Republic,CAF,-1000,,,,87097,
Central African Republic,CAF,0,,,,130646,
Central African Republic,CAF,100,,,,137521,
Central African Republic,CAF,200,,,,144760,
Central African Republic,CAF,300,,,,152379,
Central African Republic,CAF,400,,,,160398,
Central African Republic,CAF,500,,,,168840,
Central African Republic,CAF,600,,,,177727,
Central African Republic,CAF,700,,,,187081,
Central African Republic,CAF,800,,,,196927,
Central African Republic,CAF,900,,,,207292,
Central African Republic,CAF,1000,,,,218202,
Central African Republic,CAF,1100,,,,229686,
Central African Republic,CAF,1200,,,,241775,
Central African Republic,CAF,1300,,,,254500,
Central African Republic,CAF,1400,,,,267895,
Central African Republic,CAF,1500,,,,281994,
Central African Republic,CAF,1600,,,,296836,
Central African Republic,CAF,1700,,,,312460,
Central African Republic,CAF,1710,,,,313504,
Central African Republic,CAF,1720,,,,318144,
Central African Republic,CAF,1730,,,,323060,
Central African Republic,CAF,1740,,,,328283,
Central African Republic,CAF,1750,,,,333847,
Central African Republic,CAF,1760,,,,339793,
Central African Republic,CAF,1770,,,,346171,
Central African Republic,CAF,1780,,,,353035,
Central African Republic,CAF,1790,,,,360457,
Central African Republic,CAF,1800,,,,479444,
Central African Republic,CAF,1801,,,,479444,
Central African Republic,CAF,1802,,,,479444,
Central African Republic,CAF,1803,,,,479444,
Central African Republic,CAF,1804,,,,479444,
Central African Republic,CAF,1805,,,,479444,
Central African Republic,CAF,1806,,,,479444,
Central African Republic,CAF,1807,,,,479444,
Central African Republic,CAF,1808,,,,479444,
Central African Republic,CAF,1809,,,,479444,
Central African Republic,CAF,1810,,,,479444,
Central African Republic,CAF,1811,,,,479444,
Central African Republic,CAF,1812,,,,479444,
Central African Republic,CAF,1813,,,,479444,
Central African Republic,CAF,1814,,,,479444,
Central African Republic,CAF,1815,,,,479444,
Central African Republic,CAF,1816,,,,479444,
Central African Republic,CAF,1817,,,,479444,
Central African Republic,CAF,1818,,,,479444,
Central African Republic,CAF,1819,,,,481588,
Central African Republic,CAF,1820,,,,485925,
Central African Republic,CAF,1821,,,,492502,
Central African Republic,CAF,1822,,,,501371,
Central African Republic,CAF,1823,,,,512583,
Central African Republic,CAF,1824,,,,524045,
Central African Republic,CAF,1825,,,,535764,
Central African Republic,CAF,1826,,,,547745,
Central African Republic,CAF,1827,,,,559994,
Central African Republic,CAF,1828,,,,572516,
Central African Republic,CAF,1829,,,,585319,
Central African Republic,CAF,1830,,,,598407,
Central African Republic,CAF,1831,,,,611789,
Central African Republic,CAF,1832,,,,625470,
Central African Republic,CAF,1833,,,,639457,
Central African Republic,CAF,1834,,,,653756,
Central African Republic,CAF,1835,,,,668375,
Central African Republic,CAF,1836,,,,683321,
Central African Republic,CAF,1837,,,,698602,
Central African Republic,CAF,1838,,,,714224,
Central African Republic,CAF,1839,,,,730195,
Central African Republic,CAF,1840,,,,746524,
Central African Republic,CAF,1841,,,,763218,
Central African Republic,CAF,1842,,,,780285,
Central African Republic,CAF,1843,,,,797733,
Central African Republic,CAF,1844,,,,815572,
Central African Republic,CAF,1845,,,,833810,
Central African Republic,CAF,1846,,,,852456,
Central African Republic,CAF,1847,,,,871518,
Central African Republic,CAF,1848,,,,891007,
Central African Republic,CAF,1849,,,,906867,
Central African Republic,CAF,1850,,,,919016,
Central African Republic,CAF,1851,,,,927503,
Central African Republic,CAF,1852,,,,932108,
Central African Republic,CAF,1853,,,,932739,
Central African Republic,CAF,1854,,,,933371,
Central African Republic,CAF,1855,,,,934003,
Central African Republic,CAF,1856,,,,934635,
Central African Republic,CAF,1857,,,,935268,
Central African Republic,CAF,1858,,,,935901,
Central African Republic,CAF,1859,,,,936799,
Central African Republic,CAF,1860,,,,937962,
Central African Republic,CAF,1861,,,,939390,
Central African Republic,CAF,1862,,,,941086,
Central African Republic,CAF,1863,,,,943049,
Central African Republic,CAF,1864,,,,945015,
Central African Republic,CAF,1865,,,,946986,
Central African Republic,CAF,1866,,,,948961,
Central African Republic,CAF,1867,,,,950941,
Central African Republic,CAF,1868,,,,952924,
Central African Republic,CAF,1869,,,,955196,
Central African Republic,CAF,1870,,,,957759,
Central African Republic,CAF,1871,,,,960613,
Central African Republic,CAF,1872,,,,963762,
Central African Republic,CAF,1873,,,,967206,
Central African Republic,CAF,1874,,,,970663,
Central African Republic,CAF,1875,,,,974132,
Central African Republic,CAF,1876,,,,977613,
Central African Republic,CAF,1877,,,,981107,
Central African Republic,CAF,1878,,,,984613,
Central African Republic,CAF,1879,,,,988136,
Central African Republic,CAF,1880,,,,991676,
Central African Republic,CAF,1881,,,,995233,
Central African Republic,CAF,1882,,,,998808,
Central African Republic,CAF,1883,,,,1002399,
Central African Republic,CAF,1884,,,,1006004,
Central African Republic,CAF,1885,,,,1009621,
Central African Republic,CAF,1886,,,,1013252,
Central African Republic,CAF,1887,,,,1016895,
Central African Republic,CAF,1888,,,,1020552,
Central African Republic,CAF,1889,,,,1022581,
