"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EXPGDP_TOT","GERD as a percentage of GDP","IND","India","2014","2014",0.70159,,
"EXPGDP_TOT","GERD as a percentage of GDP","IND","India","2015","2015",0.6931,,
"EXPGDP_TOT","GERD as a percentage of GDP","IND","India","2016","2016",0.66984,,
"EXPGDP_TOT","GERD as a percentage of GDP","IND","India","2017","2017",0.66571,,
"EXPGDP_TOT","GERD as a percentage of GDP","IND","India","2018","2018",0.65282,"+","National Estimation"
"EXPGDP_TOT","GERD as a percentage of GDP","IRN","Iran (Islamic Republic of)","2013","2013",0.25267,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRN","Iran (Islamic Republic of)","2015","2015",0.41763,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRN","Iran (Islamic Republic of)","2017","2017",0.83027,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISR","Israel","2013","2013",4.0961,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISR","Israel","2014","2014",4.17398,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISR","Israel","2015","2015",4.26525,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISR","Israel","2016","2016",4.51177,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISR","Israel","2017","2017",4.81623,,
"EXPGDP_TOT","GERD as a percentage of GDP","ISR","Israel","2018","2018",4.94079,,
"EXPGDP_TOT","GERD as a percentage of GDP","JOR","Jordan","2016","2016",0.70781,,
"EXPGDP_TOT","GERD as a percentage of GDP","KAZ","Kazakhstan","2013","2013",0.17132,,
"EXPGDP_TOT","GERD as a percentage of GDP","KAZ","Kazakhstan","2014","2014",0.16722,,
"EXPGDP_TOT","GERD as a percentage of GDP","KAZ","Kazakhstan","2015","2015",0.16951,,
"EXPGDP_TOT","GERD as a percentage of GDP","KAZ","Kazakhstan","2016","2016",0.14179,,
"EXPGDP_TOT","GERD as a percentage of GDP","KAZ","Kazakhstan","2017","2017",0.12667,,
"EXPGDP_TOT","GERD as a percentage of GDP","KAZ","Kazakhstan","2018","2018",0.11683,,
"EXPGDP_TOT","GERD as a percentage of GDP","KWT","Kuwait","2013","2013",0.30153,,
"EXPGDP_TOT","GERD as a percentage of GDP","KWT","Kuwait","2014","2014",0.42705,,
"EXPGDP_TOT","GERD as a percentage of GDP","KWT","Kuwait","2015","2015",0.0966,,
"EXPGDP_TOT","GERD as a percentage of GDP","KWT","Kuwait","2016","2016",0.07985,,
"EXPGDP_TOT","GERD as a percentage of GDP","KWT","Kuwait","2017","2017",0.0804,,
"EXPGDP_TOT","GERD as a percentage of GDP","KWT","Kuwait","2018","2018",0.06238,,
"EXPGDP_TOT","GERD as a percentage of GDP","LVA","Latvia","2013","2013",0.61176,,
"EXPGDP_TOT","GERD as a percentage of GDP","LVA","Latvia","2014","2014",0.68825,,
"EXPGDP_TOT","GERD as a percentage of GDP","LVA","Latvia","2015","2015",0.62352,,
"EXPGDP_TOT","GERD as a percentage of GDP","LVA","Latvia","2016","2016",0.44032,,
"EXPGDP_TOT","GERD as a percentage of GDP","LVA","Latvia","2017","2017",0.51459,,
"EXPGDP_TOT","GERD as a percentage of GDP","LVA","Latvia","2018","2018",0.64083,,
"EXPGDP_TOT","GERD as a percentage of GDP","LSO","Lesotho","2015","2015",0.05074,,
"EXPGDP_TOT","GERD as a percentage of GDP","LTU","Lithuania","2013","2013",0.9502,,
"EXPGDP_TOT","GERD as a percentage of GDP","LTU","Lithuania","2014","2014",1.03114,,
"EXPGDP_TOT","GERD as a percentage of GDP","LTU","Lithuania","2015","2015",1.04408,,
"EXPGDP_TOT","GERD as a percentage of GDP","LTU","Lithuania","2016","2016",0.84233,,
"EXPGDP_TOT","GERD as a percentage of GDP","LTU","Lithuania","2017","2017",0.89641,,
"EXPGDP_TOT","GERD as a percentage of GDP","LTU","Lithuania","2018","2018",0.94181,,
"EXPGDP_TOT","GERD as a percentage of GDP","MKD","North Macedonia","2013","2013",0.43894,,
"EXPGDP_TOT","GERD as a percentage of GDP","MKD","North Macedonia","2014","2014",0.51646,,
"EXPGDP_TOT","GERD as a percentage of GDP","MKD","North Macedonia","2015","2015",0.44412,,
"EXPGDP_TOT","GERD as a percentage of GDP","MKD","North Macedonia","2016","2016",0.43585,,
"EXPGDP_TOT","GERD as a percentage of GDP","MKD","North Macedonia","2017","2017",0.35439,,
"EXPGDP_TOT","GERD as a percentage of GDP","MKD","North Macedonia","2018","2018",0.36523,,
"EXPGDP_TOT","GERD as a percentage of GDP","MDG","Madagascar","2014","2014",0.01321,,
"EXPGDP_TOT","GERD as a percentage of GDP","MDG","Madagascar","2016","2016",0.01264,,
"EXPGDP_TOT","GERD as a percentage of GDP","MDG","Madagascar","2017","2017",0.01275,,
"EXPGDP_TOT","GERD as a percentage of GDP","MYS","Malaysia","2014","2014",1.26275,,
"EXPGDP_TOT","GERD as a percentage of GDP","MYS","Malaysia","2015","2015",1.27945,,
"EXPGDP_TOT","GERD as a percentage of GDP","MYS","Malaysia","2016","2016",1.41517,,
"EXPGDP_TOT","GERD as a percentage of GDP","MYS","Malaysia","2018","2018",1.04086,,
"EXPGDP_TOT","GERD as a percentage of GDP","MLI","Mali","2015","2015",0.31462,,
"EXPGDP_TOT","GERD as a percentage of GDP","MLI","Mali","2017","2017",0.29179,,
"EXPGDP_TOT","GERD as a percentage of GDP","MLT","Malta","2013","2013",0.77248,,
"EXPGDP_TOT","GERD as a percentage of GDP","MLT","Malta","2014","2014",0.71161,,
"EXPGDP_TOT","GERD as a percentage of GDP","MLT","Malta","2015","2015",0.74253,,
"EXPGDP_TOT","GERD as a percentage of GDP","MLT","Malta","2016","2016",0.56778,,
"EXPGDP_TOT","GERD as a percentage of GDP","MLT","Malta","2017","2017",0.58424,,
"EXPGDP_TOT","GERD as a percentage of GDP","MLT","Malta","2018","2018",0.57246,,
"EXPGDP_TOT","GERD as a percentage of GDP","MUS","Mauritius","2017","2017",0.36636,,
"EXPGDP_TOT","GERD as a percentage of GDP","MUS","Mauritius","2018","2018",0.34691,,
"EXPGDP_TOT","GERD as a percentage of GDP","MDA","Republic of Moldova","2013","2013",0.29783,,
"EXPGDP_TOT","GERD as a percentage of GDP","MDA","Republic of Moldova","2014","2014",0.31105,,
"EXPGDP_TOT","GERD as a percentage of GDP","MDA","Republic of Moldova","2015","2015",0.30943,,
"EXPGDP_TOT","GERD as a percentage of GDP","MDA","Republic of Moldova","2016","2016",0.2769,,
"EXPGDP_TOT","GERD as a percentage of GDP","MDA","Republic of Moldova","2017","2017",0.25374,,
"EXPGDP_TOT","GERD as a percentage of GDP","MDA","Republic of Moldova","2018","2018",0.25168,,
"EXPGDP_TOT","GERD as a percentage of GDP","MNG","Mongolia","2013","2013",0.23246,,
"EXPGDP_TOT","GERD as a percentage of GDP","MNG","Mongolia","2014","2014",0.2234,,
"EXPGDP_TOT","GERD as a percentage of GDP","MNG","Mongolia","2015","2015",0.15468,,
"EXPGDP_TOT","GERD as a percentage of GDP","MNG","Mongolia","2016","2016",0.18337,,
"EXPGDP_TOT","GERD as a percentage of GDP","MNG","Mongolia","2017","2017",0.13485,,
"EXPGDP_TOT","GERD as a percentage of GDP","MNG","Mongolia","2018","2018",0.10215,,
"EXPGDP_TOT","GERD as a percentage of GDP","MOZ","Mozambique","2015","2015",0.31312,,
"EXPGDP_TOT","GERD as a percentage of GDP","MMR","Myanmar","2017","2017",0.03105,,
"EXPGDP_TOT","GERD as a percentage of GDP","PAK","Pakistan","2013","2013",0.29285,,
"EXPGDP_TOT","GERD as a percentage of GDP","PAK","Pakistan","2015","2015",0.24605,,
"EXPGDP_TOT","GERD as a percentage of GDP","PAK","Pakistan","2017","2017",0.23627,,
"EXPGDP_TOT","GERD as a percentage of GDP","PAN","Panama","2013","2013",0.06206,,
"EXPGDP_TOT","GERD as a percentage of GDP","PAN","Panama","2014","2014",0.14052,,
"EXPGDP_TOT","GERD as a percentage of GDP","PAN","Panama","2015","2015",0.12033,,
"EXPGDP_TOT","GERD as a percentage of GDP","PAN","Panama","2016","2016",0.14494,,
"EXPGDP_TOT","GERD as a percentage of GDP","PAN","Panama","2017","2017",0.14714,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRY","Paraguay","2013","2013",0.07147,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRY","Paraguay","2014","2014",0.07921,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRY","Paraguay","2015","2015",0.09687,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRY","Paraguay","2016","2016",0.11688,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRY","Paraguay","2017","2017",0.14883,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRY","Paraguay","2018","2018",0.14626,,
"EXPGDP_TOT","GERD as a percentage of GDP","PER","Peru","2013","2013",0.08174,,
"EXPGDP_TOT","GERD as a percentage of GDP","PER","Peru","2014","2014",0.10805,,
"EXPGDP_TOT","GERD as a percentage of GDP","PER","Peru","2015","2015",0.11702,,
"EXPGDP_TOT","GERD as a percentage of GDP","PER","Peru","2016","2016",0.12008,,
"EXPGDP_TOT","GERD as a percentage of GDP","PER","Peru","2017","2017",0.12085,,
"EXPGDP_TOT","GERD as a percentage of GDP","PER","Peru","2018","2018",0.12715,,
"EXPGDP_TOT","GERD as a percentage of GDP","PHL","Philippines","2013","2013",0.13207,,
"EXPGDP_TOT","GERD as a percentage of GDP","PHL","Philippines","2015","2015",0.15683,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRI","Puerto Rico","2013","2013",0.43859,,
"EXPGDP_TOT","GERD as a percentage of GDP","PRI","Puerto Rico","2015","2015",0.42883,,
"EXPGDP_TOT","GERD as a percentage of GDP","ROU","Romania","2013","2013",0.38787,,
"EXPGDP_TOT","GERD as a percentage of GDP","ROU","Romania","2014","2014",0.38225,,
"EXPGDP_TOT","GERD as a percentage of GDP","ROU","Romania","2015","2015",0.48793,,
"EXPGDP_TOT","GERD as a percentage of GDP","ROU","Romania","2016","2016",0.48033,,
"EXPGDP_TOT","GERD as a percentage of GDP","ROU","Romania","2017","2017",0.50322,,
"EXPGDP_TOT","GERD as a percentage of GDP","ROU","Romania","2018","2018",0.50077,,
"EXPGDP_TOT","GERD as a percentage of GDP","RUS","Russian Federation","2013","2013",1.02732,,
"EXPGDP_TOT","GERD as a percentage of GDP","RUS","Russian Federation","2014","2014",1.07241,,
"EXPGDP_TOT","GERD as a percentage of GDP","RUS","Russian Federation","2015","2015",1.10085,,
"EXPGDP_TOT","GERD as a percentage of GDP","RUS","Russian Federation","2016","2016",1.10238,,
"EXPGDP_TOT","GERD as a percentage of GDP","RUS","Russian Federation","2017","2017",1.10967,,
"EXPGDP_TOT","GERD as a percentage of GDP","RUS","Russian Federation","2018","2018",0.98275,,
"EXPGDP_TOT","GERD as a percentage of GDP","SAU","Saudi Arabia","2013","2013",0.81516,,
"EXPGDP_TOT","GERD as a percentage of GDP","SYC","Seychelles","2016","2016",0.22175,,
"EXPGDP_TOT","GERD as a percentage of GDP","SGP","Singapore","2013","2013",1.92335,,
"EXPGDP_TOT","GERD as a percentage of GDP","SGP","Singapore","2014","2014",2.08464,,
"EXPGDP_TOT","GERD as a percentage of GDP","SGP","Singapore","2015","2015",2.18198,,
"EXPGDP_TOT","GERD as a percentage of GDP","SGP","Singapore","2016","2016",2.07629,,
"EXPGDP_TOT","GERD as a percentage of GDP","SGP","Singapore","2017","2017",1.92465,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVN","Slovenia","2013","2013",2.56487,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVN","Slovenia","2014","2014",2.36548,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVN","Slovenia","2015","2015",2.19565,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVN","Slovenia","2016","2016",2.01145,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVN","Slovenia","2017","2017",1.86635,,
"EXPGDP_TOT","GERD as a percentage of GDP","SVN","Slovenia","2018","2018",1.95039,,
"EXPGDP_TOT","GERD as a percentage of GDP","ZAF","South Africa","2013","2013",0.72488,,
"EXPGDP_TOT","GERD as a percentage of GDP","ZAF","South Africa","2014","2014",0.77115,,
"EXPGDP_TOT","GERD as a percentage of GDP","ZAF","South Africa","2015","2015",0.79846,,
"EXPGDP_TOT","GERD as a percentage of GDP","ZAF","South Africa","2016","2016",0.81882,,
"EXPGDP_TOT","GERD as a percentage of GDP","ZAF","South Africa","2017","2017",0.83215,,
"EXPGDP_TOT","GERD as a percentage of GDP","LKA","Sri Lanka","2013","2013",0.10081,,
"EXPGDP_TOT","GERD as a percentage of GDP","LKA","Sri Lanka","2014","2014",0.09989,,
"EXPGDP_TOT","GERD as a percentage of GDP","LKA","Sri Lanka","2015","2015",0.10871,,
"EXPGDP_TOT","GERD as a percentage of GDP","LKA","Sri Lanka","2016","2016",0.12854,,
"EXPGDP_TOT","GERD as a percentage of GDP","LKA","Sri Lanka","2017","2017",0.12758,,
"EXPGDP_TOT","GERD as a percentage of GDP","TJK","Tajikistan","2013","2013",0.11851,,
"EXPGDP_TOT","GERD as a percentage of GDP","TJK","Tajikistan","2014","2014",0.11624,,
"EXPGDP_TOT","GERD as a percentage of GDP","TJK","Tajikistan","2015","2015",0.10888,,
"EXPGDP_TOT","GERD as a percentage of GDP","TJK","Tajikistan","2016","2016",0.10683,,
"EXPGDP_TOT","GERD as a percentage of GDP","TJK","Tajikistan","2017","2017",0.11536,,
"EXPGDP_TOT","GERD as a percentage of GDP","TJK","Tajikistan","2018","2018",0.09703,,
"EXPGDP_TOT","GERD as a percentage of GDP","THA","Thailand","2013","2013",0.44164,,
"EXPGDP_TOT","GERD as a percentage of GDP","THA","Thailand","2014","2014",0.47988,,
"EXPGDP_TOT","GERD as a percentage of GDP","THA","Thailand","2015","2015",0.61609,,
"EXPGDP_TOT","GERD as a percentage of GDP","THA","Thailand","2016","2016",0.77817,,
"EXPGDP_TOT","GERD as a percentage of GDP","THA","Thailand","2017","2017",1.00179,,
"EXPGDP_TOT","GERD as a percentage of GDP","TTO","Trinidad and Tobago","2013","2013",0.05667,,
"EXPGDP_TOT","GERD as a percentage of GDP","TTO","Trinidad and Tobago","2014","2014",0.08172,,
"EXPGDP_TOT","GERD as a percentage of GDP","TTO","Trinidad and Tobago","2015","2015",0.08623,,
"EXPGDP_TOT","GERD as a percentage of GDP","TTO","Trinidad and Tobago","2016","2016",0.09183,,
"EXPGDP_TOT","GERD as a percentage of GDP","TTO","Trinidad and Tobago","2017","2017",0.09112,,
"EXPGDP_TOT","GERD as a percentage of GDP","TTO","Trinidad and Tobago","2018","2018",0.08399,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUN","Tunisia","2013","2013",0.67071,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUN","Tunisia","2014","2014",0.65423,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUN","Tunisia","2015","2015",0.62936,"+","National Estimation"
"EXPGDP_TOT","GERD as a percentage of GDP","TUN","Tunisia","2016","2016",0.60364,,
"EXPGDP_TOT","GERD as a percentage of GDP","TUN","Tunisia","2018","2018",0.60132,,
"EXPGDP_TOT","GERD as a percentage of GDP","UGA","Uganda","2014","2014",0.14381,,
"EXPGDP_TOT","GERD as a percentage of GDP","UKR","Ukraine","2013","2013",0.76175,,
"EXPGDP_TOT","GERD as a percentage of GDP","UKR","Ukraine","2014","2014",0.65034,,
"EXPGDP_TOT","GERD as a percentage of GDP","UKR","Ukraine","2015","2015",0.61477,,
"EXPGDP_TOT","GERD as a percentage of GDP","UKR","Ukraine","2016","2016",0.48339,,
"EXPGDP_TOT","GERD as a percentage of GDP","UKR","Ukraine","2017","2017",0.44839,,
"EXPGDP_TOT","GERD as a percentage of GDP","UKR","Ukraine","2018","2018",0.47109,,
"EXPGDP_TOT","GERD as a percentage of GDP","URY","Uruguay","2013","2013",0.32113,,
"EXPGDP_TOT","GERD as a percentage of GDP","URY","Uruguay","2014","2014",0.33579,,
"EXPGDP_TOT","GERD as a percentage of GDP","URY","Uruguay","2015","2015",0.36446,,
"EXPGDP_TOT","GERD as a percentage of GDP","URY","Uruguay","2016","2016",0.40845,,
"EXPGDP_TOT","GERD as a percentage of GDP","URY","Uruguay","2017","2017",0.48393,,
"EXPGDP_TOT","GERD as a percentage of GDP","URY","Uruguay","2018","2018",0.41865,,
"EXPGDP_TOT","GERD as a percentage of GDP","MAC","China, Macao Special Administrative Region","2013","2013",0.05115,,
"EXPGDP_TOT","GERD as a percentage of GDP","MAC","China, Macao Special Administrative Region","2014","2014",0.08705,,
"EXPGDP_TOT","GERD as a percentage of GDP","MAC","China, Macao Special Administrative Region","2015","2015",0.13554,,
"EXPGDP_TOT","GERD as a percentage of GDP","MAC","China, Macao Special Administrative Region","2016","2016",0.23328,,
"EXPGDP_TOT","GERD as a percentage of GDP","MAC","China, Macao Special Administrative Region","2017","2017",0.17085,,
"EXPGDP_TOT","GERD as a percentage of GDP","MAC","China, Macao Special Administrative Region","2018","2018",0.20152,,
"EXPGDP_TOT","GERD as a percentage of GDP","SRB","Serbia","2013","2013",0.68367,,
"EXPGDP_TOT","GERD as a percentage of GDP","SRB","Serbia","2014","2014",0.72309,,
"EXPGDP_TOT","GERD as a percentage of GDP","SRB","Serbia","2015","2015",0.81146,,
"EXPGDP_TOT","GERD as a percentage of GDP","SRB","Serbia","2016","2016",0.83951,,
"EXPGDP_TOT","GERD as a percentage of GDP","SRB","Serbia","2017","2017",0.87353,,
"EXPGDP_TOT","GERD as a percentage of GDP","SRB","Serbia","2018","2018",0.9197,,
"EXPGDP_TOT","GERD as a percentage of GDP","MNE","Montenegro","2013","2013",0.37431,,
"EXPGDP_TOT","GERD as a percentage of GDP","MNE","Montenegro","2014","2014",0.3632,,
"EXPGDP_TOT","GERD as a percentage of GDP","MNE","Montenegro","2015","2015",0.374,,
"EXPGDP_TOT","GERD as a percentage of GDP","MNE","Montenegro","2016","2016",0.32454,,
"EXPGDP_TOT","GERD as a percentage of GDP","MNE","Montenegro","2017","2017",0.34898,,
"EXPGDP_TOT","GERD as a percentage of GDP","MNE","Montenegro","2018","2018",0.36415,,
"EXPGDP_TOT","GERD as a percentage of GDP","DZA","Algeria","2017","2017",0.54297,,
"EXPGDP_TOT","GERD as a percentage of GDP","BIH","Bosnia and Herzegovina","2013","2013",0.32132,,
"EXPGDP_TOT","GERD as a percentage of GDP","BIH","Bosnia and Herzegovina","2014","2014",0.25725,,
"EXPGDP_TOT","GERD as a percentage of GDP","BIH","Bosnia and Herzegovina","2015","2015",0.2186,,
"EXPGDP_TOT","GERD as a percentage of GDP","BIH","Bosnia and Herzegovina","2016","2016",0.21594,,
"EXPGDP_TOT","GERD as a percentage of GDP","BIH","Bosnia and Herzegovina","2017","2017",0.20048,,
"EXPGDP_TOT","GERD as a percentage of GDP","BIH","Bosnia and Herzegovina","2018","2018",0.19485,,
"EXPGDP_TOT","GERD as a percentage of GDP","BWA","Botswana","2013","2013",0.53728,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHL","Chile","2013","2013",0.3887,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHL","Chile","2014","2014",0.37503,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHL","Chile","2015","2015",0.38073,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHL","Chile","2016","2016",0.36934,,
"EXPGDP_TOT","GERD as a percentage of GDP","CHL","Chile","2017","2017",0.35608,,
"EXPGDP_TOT","GERD as a percentage of GDP","COD","Democratic Republic of the Congo","2015","2015",0.40638,,
"EXPGDP_TOT","GERD as a percentage of GDP","ETH","Ethiopia","2013","2013",0.60474,,
"EXPGDP_TOT","GERD as a percentage of GDP","ETH","Ethiopia","2017","2017",0.27437,,
"EXPGDP_TOT","GERD as a percentage of GDP","IDN","Indonesia","2013","2013",0.0847,"+","National Estimation"
"EXPGDP_TOT","GERD as a percentage of GDP","IDN","Indonesia","2016","2016",0.24535,,
"EXPGDP_TOT","GERD as a percentage of GDP","IDN","Indonesia","2017","2017",0.23805,,
"EXPGDP_TOT","GERD as a percentage of GDP","IDN","Indonesia","2018","2018",0.22633,,
"EXPGDP_TOT","GERD as a percentage of GDP","KGZ","Kyrgyzstan","2013","2013",0.14914,,
"EXPGDP_TOT","GERD as a percentage of GDP","KGZ","Kyrgyzstan","2014","2014",0.12536,,
"EXPGDP_TOT","GERD as a percentage of GDP","KGZ","Kyrgyzstan","2015","2015",0.11903,,
"EXPGDP_TOT","GERD as a percentage of GDP","KGZ","Kyrgyzstan","2016","2016",0.11121,,
"EXPGDP_TOT","GERD as a percentage of GDP","KGZ","Kyrgyzstan","2017","2017",0.10707,,
"EXPGDP_TOT","GERD as a percentage of GDP","KGZ","Kyrgyzstan","2018","2018",0.10107,,
"EXPGDP_TOT","GERD as a percentage of GDP","NIC","Nicaragua","2013","2013",0.10284,,
"EXPGDP_TOT","GERD as a percentage of GDP","NIC","Nicaragua","2014","2014",0.08935,,
"EXPGDP_TOT","GERD as a percentage of GDP","NIC","Nicaragua","2015","2015",0.10742,,
"EXPGDP_TOT","GERD as a percentage of GDP","SEN","Senegal","2015","2015",0.5772,,
"EXPGDP_TOT","GERD as a percentage of GDP","TZA","United Republic of Tanzania","2013","2013",0.51456,,
"EXPGDP_TOT","GERD as a percentage of GDP","VNM","Viet Nam","2013","2013",0.37359,,
"EXPGDP_TOT","GERD as a percentage of GDP","VNM","Viet Nam","2015","2015",0.44113,,
"EXPGDP_TOT","GERD as a percentage of GDP","VNM","Viet Nam","2017","2017",0.52674,,
"EXPGDP_TOT","GERD as a percentage of GDP","BDI","Burundi","2018","2018",0.21312,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRQ","Iraq","2014","2014",0.03733,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRQ","Iraq","2015","2015",0.03775,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRQ","Iraq","2016","2016",0.0356,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRQ","Iraq","2017","2017",0.0441,,
"EXPGDP_TOT","GERD as a percentage of GDP","IRQ","Iraq","2018","2018",0.04342,,
"EXPGDP_TOT","GERD as a percentage of GDP","OMN","Oman","2013","2013",0.16956,,
"EXPGDP_TOT","GERD as a percentage of GDP","OMN","Oman","2014","2014",0.21253,,
"EXPGDP_TOT","GERD as a percentage of GDP","OMN","Oman","2015","2015",0.25163,,
"EXPGDP_TOT","GERD as a percentage of GDP","OMN","Oman","2016","2016",0.26034,,
"EXPGDP_TOT","GERD as a percentage of GDP","OMN","Oman","2017","2017",0.22819,,
"EXPGDP_TOT","GERD as a percentage of GDP","OMN","Oman","2018","2018",0.21967,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARE","United Arab Emirates","2014","2014",0.6936,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARE","United Arab Emirates","2015","2015",0.89504,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARE","United Arab Emirates","2016","2016",0.96366,,
"EXPGDP_TOT","GERD as a percentage of GDP","ARE","United Arab Emirates","2018","2018",1.27836,,
"EXPGDP_TOT","GERD as a percentage of GDP","TGO","Togo","2014","2014",0.26654,,
"EXPGDP_TOT","GERD as a percentage of GDP","NAM","Namibia","2014","2014",0.35209,,
"EXPGDP_TOT","GERD as a percentage of GDP","BHR","Bahrain","2014","2014",0.10116,,
"EXPGDP_TOT","GERD as a percentage of GDP","QAT","Qatar","2015","2015",0.51883,,
"EXPGDP_TOT","GERD as a percentage of GDP","QAT","Qatar","2018","2018",0.50901,,
"EXPGDP_TOT","GERD as a percentage of GDP","40510","World","2013","2013",1.66064,,
"EXPGDP_TOT","GERD as a percentage of GDP","40510","World","2014","2014",1.67964,,
"EXPGDP_TOT","GERD as a percentage of GDP","40510","World","2015","2015",1.68715,,
"EXPGDP_TOT","GERD as a percentage of GDP","40510","World","2016","2016",1.69127,,
"EXPGDP_TOT","GERD as a percentage of GDP","40510","World","2017","2017",1.71151,,
"EXPGDP_TOT","GERD as a percentage of GDP","40510","World","2018","2018",1.72969,,
"EXPGDP_TOT","GERD as a percentage of GDP","40505","Central Asia","2013","2013",0.17395,,
"EXPGDP_TOT","GERD as a percentage of GDP","40505","Central Asia","2014","2014",0.17408,,
"EXPGDP_TOT","GERD as a percentage of GDP","40505","Central Asia","2015","2015",0.18034,,
"EXPGDP_TOT","GERD as a percentage of GDP","40505","Central Asia","2016","2016",0.16792,,
"EXPGDP_TOT","GERD as a percentage of GDP","40505","Central Asia","2017","2017",0.14909,,
"EXPGDP_TOT","GERD as a percentage of GDP","40505","Central Asia","2018","2018",0.13504,,
"EXPGDP_TOT","GERD as a percentage of GDP","40535","South and West Asia","2013","2013",0.62486,,
"EXPGDP_TOT","GERD as a percentage of GDP","40535","South and West Asia","2014","2014",0.62318,,
"EXPGDP_TOT","GERD as a percentage of GDP","40535","South and West Asia","2015","2015",0.61799,,
"EXPGDP_TOT","GERD as a percentage of GDP","40535","South and West Asia","2016","2016",0.60684,,
"EXPGDP_TOT","GERD as a percentage of GDP","40535","South and West Asia","2017","2017",0.60596,,
"EXPGDP_TOT","GERD as a percentage of GDP","40535","South and West Asia","2018","2018",0.59325,,
"EXPGDP_TOT","GERD as a percentage of GDP","40520","Latin America and the Caribbean","2013","2013",0.65957,,
"EXPGDP_TOT","GERD as a percentage of GDP","40520","Latin America and the Caribbean","2014","2014",0.68809,,
"EXPGDP_TOT","GERD as a percentage of GDP","40520","Latin America and the Caribbean","2015","2015",0.70939,,
"EXPGDP_TOT","GERD as a percentage of GDP","40520","Latin America and the Caribbean","2016","2016",0.66569,,
"EXPGDP_TOT","GERD as a percentage of GDP","40520","Latin America and the Caribbean","2017","2017",0.59525,,
"EXPGDP_TOT","GERD as a percentage of GDP","40520","Latin America and the Caribbean","2018","2018",0.60967,,
"EXPGDP_TOT","GERD as a percentage of GDP","40530","Central and Eastern Europe","2013","2013",0.94378,,
"EXPGDP_TOT","GERD as a percentage of GDP","40530","Central and Eastern Europe","2014","2014",0.972,,
"EXPGDP_TOT","GERD as a percentage of GDP","40530","Central and Eastern Europe","2015","2015",1.00496,,
"EXPGDP_TOT","GERD as a percentage of GDP","40530","Central and Eastern Europe","2016","2016",0.97453,,
"EXPGDP_TOT","GERD as a percentage of GDP","40530","Central and Eastern Europe","2017","2017",1.00039,,
"EXPGDP_TOT","GERD as a percentage of GDP","40530","Central and Eastern Europe","2018","2018",1.01425,,
"EXPGDP_TOT","GERD as a percentage of GDP","40515","East Asia and the Pacific","2013","2013",2.02032,,
"EXPGDP_TOT","GERD as a percentage of GDP","40515","East Asia and the Pacific","2014","2014",2.04942,,
"EXPGDP_TOT","GERD as a percentage of GDP","40515","East Asia and the Pacific","2015","2015",2.04488,,
"EXPGDP_TOT","GERD as a percentage of GDP","40515","East Asia and the Pacific","2016","2016",2.05653,,
"EXPGDP_TOT","GERD as a percentage of GDP","40515","East Asia and the Pacific","2017","2017",2.08441,,
"EXPGDP_TOT","GERD as a percentage of GDP","40515","East Asia and the Pacific","2018","2018",2.10807,,
"EXPGDP_TOT","GERD as a percentage of GDP","40500","North America and Western Europe","2013","2013",2.38827,,
"EXPGDP_TOT","GERD as a percentage of GDP","40500","North America and Western Europe","2014","2014",2.40598,,
"EXPGDP_TOT","GERD as a percentage of GDP","40500","North America and Western Europe","2015","2015",2.41138,,
"EXPGDP_TOT","GERD as a percentage of GDP","40500","North America and Western Europe","2016","2016",2.43865,,
"EXPGDP_TOT","GERD as a percentage of GDP","40500","North America and Western Europe","2017","2017",2.48284,,
"EXPGDP_TOT","GERD as a percentage of GDP","40500","North America and Western Europe","2018","2018",2.50429,,
