Date, Close/Last, Volume, Open, High, Low
02/15/2019, 59.525, 14077, 58.7, 60.275, 58.125
02/14/2019, 58.7, 19771, 59.25, 59.725, 58.5
02/13/2019, 59.775, 15736, 59.85, 60.4, 59.55
02/12/2019, 60.325, 20267, 59.7, 61.325, 59.45
02/11/2019, 59.075, 17674, 58.425, 59.375, 57.875
02/08/2019, 58.425, 16695, 59.675, 59.725, 58.375
02/07/2019, 59.6, 16860, 60.8, 60.8, 59.3
02/06/2019, 60.9, 11629, 61.2, 61.55, 60.8
02/05/2019, 61.6, 20263, 63.05, 63.05, 61.125
02/04/2019, 63.05, 27814, 60.125, 63.125, 59.65
02/01/2019, 60.125, 17000, 60.875, 60.875, 59.825
01/31/2019, 60.225, 21079, 61.9, 62.75, 60.05
01/30/2019, 62.225, 12158, 63, 63.2, 61.95
01/29/2019, 62.55, 15857, 62.15, 63.325, 61.85
01/28/2019, 62.325, 12420, 62.275, 62.775, 61.325
01/25/2019, 62.125, 20798, 63.125, 63.175, 61.625
01/24/2019, 63.5, 12732, 64.875, 64.875, 63.425
01/23/2019, 64.85, 19323, 65.5, 65.775, 63.775
01/22/2019, 66.1, 12397, 66.575, 66.825, 65.375
01/18/2019, 66.275, 21821, 64.7, 67.4, 64.65
01/17/2019, 64.625, 17051, 65.1, 65.1, 64.2
01/16/2019, 65.075, 19659, 66.25, 66.4, 64.025
01/15/2019, 66.95, 17601, 67, 68.2, 66.15
01/14/2019, 66.825, 21990, 67.2, 67.625, 66.6
01/11/2019, 67.35, 24572, 67.7, 68.25, 66.425
01/10/2019, 64.075, 29728, 63.575, 64.225, 63.1
01/09/2019, 63.775, 27715, 62.4, 64.1, 62.375
01/08/2019, 62.6, 27639, 62.6, 63.15, 62.075
01/07/2019, 61.9, 13021, 61.95, 62.15, 61.25
01/04/2019, 61.95, 16201, 62.775, 62.95, 61.4
01/03/2019, 62.15, 14666, 62.1, 62.725, 61.95
01/02/2019, 61.7, 24592, 61.375, 63.425, 61.25
12/31/2018, 60.975, 14340, 60.85, 61.475, 60.8
12/28/2018, 60.65, 11756, 60.95, 61.2, 60.55
12/27/2018, 60.575, 14258, 61.175, 61.2, 60.2
12/26/2018, 60.375, 12400, 60.9, 61.325, 60.25
12/24/2018, 60.3, 13806, 61.9, 61.9, 60.225
12/21/2018, 61.125, 18641, 63.25, 63.25, 61.025
12/20/2018, 62.375, 15415, 62.5, 63.425, 61.8
12/19/2018, 62.7, 12159, 62.725, 63.525, 62.2
12/18/2018, 62.65, 17459, 63.65, 63.7, 62.125
12/17/2018, 63.825, 16673, 64.325, 64.4, 63.025
12/14/2018, 64.5, 17730, 65.275, 66.8, 64.45
12/13/2018, 64.825, 16878, 65.375, 65.7, 64.1
12/12/2018, 65.7, 13346, 65.675, 65.875, 64.775
12/11/2018, 65.2, 19328, 66.5, 66.65, 64.975
12/10/2018, 66.825, 14771, 67.85, 68.15, 66.625
12/07/2018, 67.875, 18682, 67.575, 67.95, 66.075
12/06/2018, 66.9, 17480, 66.9, 67.25, 65.25
12/04/2018, 67.75, 16008, 65.525, 68.1, 65.125
12/03/2018, 66.9, 28715, 68.5, 68.825, 64.9
11/30/2018, 67.55, 17942, 67.475, 67.825, 65.95
11/29/2018, 67.35, 19915, 65.1, 67.475, 65.1
11/28/2018, 64.5, 11963, 64.875, 65.9, 63.85
11/27/2018, 65.05, 15151, 66, 66.05, 64.175
11/26/2018, 65.55, 22135, 67.95, 67.975, 64.95
11/23/2018, 67.825, 13667, 66.125, 68.3, 66.1
11/21/2018, 66.175, 16042, 66.675, 66.85, 65.6
11/20/2018, 67.125, 23920, 69, 69.5, 66.875
11/19/2018, 69.025, 34586, 67.05, 69.175, 66.775
11/16/2018, 66.75, 20872, 64.2, 66.75, 64.075
11/15/2018, 63.75, 16135, 62.525, 63.975, 62.325
11/14/2018, 62.35, 17884, 61.825, 62.725, 61.65
11/13/2018, 62.175, 23913, 61.7, 62.625, 61.625
11/12/2018, 56.55, 30295, 55.7, 57.9, 55.225
11/09/2018, 55.8, 33868, 54.8, 56.1, 54.225
11/08/2018, 55.625, 30925, 55.15, 55.75, 54.375
11/07/2018, 55.525, 33091, 54.4, 55.75, 54
11/06/2018, 54.1, 26961, 56.525, 56.825, 54.1
11/05/2018, 57.1, 21758, 57.95, 59.125, 56.7
11/02/2018, 58.125, 18353, 57.775, 58.6, 57.25
11/01/2018, 58.2, 25249, 57.825, 59.075, 56.75
10/31/2018, 58.45, 23935, 59.7, 60.2, 58.2
10/30/2018, 59, 23369, 59.525, 59.875, 58.7
10/29/2018, 58.85, 21456, 58.5, 59.45, 58.2
10/26/2018, 57.925, 16924, 56.925, 58.075, 56.775
10/25/2018, 56.775, 27298, 57.925, 58.45, 56.35
10/24/2018, 57.525, 21934, 55.1, 57.525, 55.1
10/23/2018, 54.525, 19769, 53.75, 55.4, 53.375
10/22/2018, 53.175, 19353, 52.2, 53.925, 51.275
10/19/2018, 51.6, 22372, 52.9, 53.95, 51.5
10/18/2018, 52.3, 24539, 54.375, 54.375, 52
10/17/2018, 54.7, 25628, 56.15, 56.75, 54.55
10/16/2018, 56.875, 24802, 56.8, 58.325, 56.65
10/15/2018, 56.75, 21154, 55.25, 57.6, 55.25
10/12/2018, 55, 22224, 54.6, 56.675, 54.275
10/11/2018, 54.425, 25569, 55.975, 55.975, 53.85
10/10/2018, 55.95, 19843, 56.725, 57.95, 55.775
10/09/2018, 56.575, 22937, 56.825, 57.1, 55.575
10/08/2018, 57.55, 17633, 57.6, 58.325, 57.3
10/05/2018, 57.55, 25130, 55.5, 58, 55.225
10/04/2018, 55.325, 20454, 56.45, 56.875, 55.175
10/03/2018, 57.15, 23339, 59.1, 59.25, 56.475
10/02/2018, 59.15, 22429, 59.5, 59.625, 58.5
10/01/2018, 59.85, 28277, 58.475, 59.95, 58.375
09/28/2018, 57.925, 32580, 56, 58.45, 55.55
09/27/2018, 55.475, 21040, 56.8, 56.95, 54.525
09/26/2018, 57.225, 16832, 57.8, 57.825, 56.45
09/25/2018, 57.75, 17211, 57.2, 57.8, 56.325
09/24/2018, 56.975, 19156, 57.4, 58.35, 56.55
09/21/2018, 57.4, 18164, 58.2, 58.45, 56.7
09/20/2018, 58.275, 23341, 57.825, 58.65, 57.35
09/19/2018, 57.9, 23597, 58.25, 58.45, 56.525
09/18/2018, 57.975, 24458, 56.025, 58.075, 55.95
09/17/2018, 55.375, 32164, 56.725, 56.775, 53.825
09/14/2018, 56.65, 27761, 56.425, 57.475, 56.1
09/13/2018, 55.925, 23969, 55.7, 56.175, 54.5
09/12/2018, 55.625, 27906, 54.375, 56.075, 53.975
09/11/2018, 54.475, 30955, 56.575, 56.575, 54.025
09/10/2018, 55.95, 33402, 56.4, 57.25, 55.85
09/07/2018, 55.65, 28692, 55.125, 55.8, 53.825
09/06/2018, 54.975, 22795, 53.275, 54.975, 52.825
09/05/2018, 51.975, 24327, 51.55, 52.575, 50.275
09/04/2018, 51.075, 31125, 51.65, 51.95, 50.15
08/31/2018, 50.425, 26543, 49.8, 51.825, 49.7
08/30/2018, 49.125, 24581, 51.35, 52.125, 48.925
08/29/2018, 51.55, 24517, 51.75, 53.3, 51.25
08/28/2018, 52, 27194, 55.6, 55.65, 51.65
08/27/2018, 54.775, 23412, 51.775, 54.775, 51.675
08/24/2018, 51.775, 20583, 50.65, 52.25, 50.175
08/23/2018, 51.175, 20615, 53.1, 53.475, 51
08/22/2018, 53.6, 22162, 55.1, 55.3, 53.4
08/21/2018, 56.225, 19471, 56.55, 57.325, 55.675
08/20/2018, 56.475, 29211, 59.15, 59.5, 55.975
08/17/2018, 58.6, 32743, 56.375, 58.85, 55.7
08/16/2018, 55.475, 21469, 53.55, 55.475, 53.55
08/15/2018, 52.475, 14115, 51.825, 52.75, 51.25
08/14/2018, 51.85, 17069, 51.65, 52.925, 51.5
08/13/2018, 51.65, 21548, 51.15, 53.775, 50.8
08/10/2018, 51.175, 32386, 51.35, 54.075, 50.75
08/09/2018, 51.4, 29770, 47.85, 51.4, 47.825
08/08/2018, 48.4, 22077, 49.425, 49.65, 48.05
08/07/2018, 49.975, 23059, 50.325, 51.225, 49.875
08/06/2018, 50.225, 18151, 51, 51.975, 50
08/03/2018, 50.775, 25335, 49.725, 52.15, 49.35
08/02/2018, 49.65, 19313, 50.3, 50.45, 49.6
08/01/2018, 50.775, 24980, 50.3, 52.225, 49.925
07/31/2018, 50.725, 19979, 51, 51.55, 50.125
07/30/2018, 51.225, 12176, 51.175, 51.95, 50.575
07/27/2018, 50.875, 17734, 51.75, 52.075, 50.475
07/26/2018, 52.25, 26034, 53.75, 55.975, 52.15
07/25/2018, 53.925, 14194, 53.025, 54.1, 52.625
07/24/2018, 52.525, 20052, 52.45, 54.25, 51.95
07/23/2018, 52.625, 19850, 51.4, 53.325, 51.1
07/20/2018, 51.275, 14210, 51.65, 52, 50.725
07/19/2018, 52.225, 22028, 52.05, 53.55, 51.475
07/18/2018, 51.925, 22569, 52.45, 52.45, 51.325
07/17/2018, 52.2, 20208, 54.25, 54.325, 51.9
07/16/2018, 54, 18960, 55, 55.375, 53.85
07/13/2018, 55.3, 25643, 53.75, 55.675, 53.75
07/12/2018, 53.95, 24554, 52.575, 54.175, 52.4
07/11/2018, 52.025, 32038, 54.175, 54.4, 51.825
07/10/2018, 53.775, 35128, 56.475, 56.525, 53.35
07/09/2018, 56.125, 20942, 58.775, 58.925, 55.75
07/06/2018, 58.55, 14309, 59.175, 60.2, 58.275
07/05/2018, 59.55, 12669, 59.9, 60.2, 59.15
07/03/2018, 76, 20427, 74.9, 76.575, 74.3
07/02/2018, 74.375, 31674, 76.3, 77.175, 73.825
06/29/2018, 76.45, 25358, 74.675, 76.925, 74.4
06/28/2018, 75.725, 14929, 74.825, 76.25, 74.65
06/27/2018, 75.05, 14662, 74.825, 75.25, 74.3
06/26/2018, 74.75, 21653, 73.6, 75.65, 73.6
06/25/2018, 73.6, 17426, 75, 75, 73.275
06/22/2018, 75.375, 14386, 75.475, 75.475, 74.525
06/21/2018, 75.725, 20958, 74.7, 75.825, 74.15
06/20/2018, 75.15, 23367, 77.5, 77.8, 74.725
06/19/2018, 77.725, 23968, 78.2, 78.575, 76.875
06/18/2018, 79.425, 18511, 78.425, 79.475, 78
06/15/2018, 78.25, 18620, 78.05, 79.5, 77.35
06/14/2018, 78.6, 20198, 79.7, 80, 78.05
06/13/2018, 79.65, 29242, 77.625, 79.75, 77.6
06/12/2018, 77.525, 25621, 75.75, 77.675, 75.1
06/11/2018, 79.4, 25566, 81, 81.625, 78.625
06/08/2018, 80.725, 22862, 80.525, 80.95, 80.075
06/07/2018, 79.45, 25252, 79.95, 79.975, 79.025
06/06/2018, 79.95, 26746, 77.075, 80.025, 77.05
06/05/2018, 77.025, 23793, 76.525, 77.175, 75.2
06/04/2018, 77.925, 20435, 78.725, 79, 76.275
06/01/2018, 78.8, 21401, 78.475, 79.125, 77.525
05/31/2018, 78.05, 27064, 79.625, 80.05, 77.35
05/30/2018, 80.125, 17641, 79.075, 80.25, 78.825
05/29/2018, 78.85, 21908, 77.85, 79.525, 77.675
05/25/2018, 77.55, 13492, 76.75, 78.075, 76.425
05/24/2018, 76.775, 14513, 76.125, 76.95, 75.25
05/23/2018, 76.225, 20185, 75.2, 77.25, 75.175
05/22/2018, 75.125, 13580, 76.175, 76.25, 74.975
05/21/2018, 76.85, 15387, 77.775, 78.1, 75.35
05/18/2018, 77.25, 14631, 78.2, 78.625, 76.375
05/17/2018, 78.2, 19603, 78.3, 78.55, 77.825
05/16/2018, 78.725, 14340, 78, 78.875, 77.45
05/15/2018, 77.7, 16649, 78.825, 78.85, 76.575
05/14/2018, 76.15, 16828, 75.525, 76.5, 75.35
05/11/2018, 75.1, 26701, 77.35, 77.475, 74.9
05/10/2018, 77.325, 24938, 76.3, 77.45, 76.075
05/09/2018, 76.575, 28707, 76.625, 77.25, 75.825
05/08/2018, 76.3, 27994, 75.025, 76.475, 74.725
05/07/2018, 74.175, 19430, 73.525, 74.875, 73.075
05/04/2018, 73.525, 18376, 73.575, 74.05, 72.75
05/03/2018, 73.5, 23329, 73.8, 75.425, 73.425
05/02/2018, 73.5, 18905, 74.1, 74.725, 73.175
05/01/2018, 73.9, 21631, 73.3, 74.275, 72.975
04/30/2018, 72.7, 20474, 72.75, 73.6, 72.2
04/27/2018, 72.625, 17717, 73.775, 74.325, 72.475
04/26/2018, 74, 18738, 74.8, 74.875, 73.775
04/25/2018, 75.35, 21266, 74.725, 75.6, 73.95
04/24/2018, 74.825, 22488, 76.25, 76.425, 74.75
04/23/2018, 76.375, 17982, 76.75, 77.3, 76.1
04/20/2018, 77.55, 13870, 78, 78.5, 77.325
04/19/2018, 78.075, 18559, 78.8, 79.1, 77.5
04/18/2018, 78.525, 22822, 76.8, 78.95, 76.775
04/17/2018, 76.75, 14459, 77.1, 77.425, 76.3
04/16/2018, 76.8, 14925, 77.4, 78.075, 76.4
04/13/2018, 77.65, 15583, 77.775, 78.1, 76.9
04/12/2018, 77.25, 21993, 75.9, 77.5, 75.25
04/11/2018, 75.775, 14621, 74.9, 76.65, 74.9
04/10/2018, 75.05, 23496, 76, 77, 74.925
04/09/2018, 75.875, 23933, 72.975, 76.275, 72.7
04/06/2018, 73.275, 19906, 73.3, 73.75, 72.35
04/05/2018, 73.825, 16928, 73.15, 74.25, 73.025
04/04/2018, 73.275, 26044, 71.225, 73.775, 70.25
04/03/2018, 71.65, 28438, 73.35, 73.55, 70.9
04/02/2018, 73.55, 13297, 75.025, 75.35, 73.55
03/29/2018, 76.55, 21198, 76.4, 76.75, 75.475
03/27/2018, 73.825, N/A, 74.15, 74.75, 73.725
03/26/2018, 74.1, 17420, 74.35, 75.725, 74.025
03/23/2018, 74.15, 26247, 74.325, 75.575, 73.225
03/22/2018, 75.475, 19748, 76.825, 77.15, 74.9
03/21/2018, 77.225, 19288, 76.7, 77.625, 76.15
03/20/2018, 76.75, 16484, 76.9, 77.1, 76.15
03/19/2018, 76.825, 17271, 78.8, 78.8, 76.7
03/16/2018, 79.125, 19084, 78.925, 79.6, 77.775
03/15/2018, 79.175, 16147, 78, 79.375, 77.725
03/14/2018, 78.35, 14489, 77.3, 78.55, 77
03/13/2018, 77.475, 23098, 77.2, 78.125, 77.025
03/12/2018, 77.05, 18628, 77.525, 77.525, 76.525
03/09/2018, 77.675, 27223, 67.75, 68.3, 67
03/08/2018, 68.075, 31233, 67.175, 68.175, 66.625
03/07/2018, 67.8, 31193, 68.075, 68.325, 66.425
03/06/2018, 68.2, 20456, 69.275, 69.325, 68.125
03/05/2018, 68.8, 17180, 67.925, 69.1, 67.65
03/02/2018, 67.575, 20529, 67.45, 68, 66.9
03/01/2018, 66.975, 20470, 67.5, 67.825, 66.875
02/28/2018, 67.225, 37169, 69.4, 69.5, 67.125
02/27/2018, 69.95, 19447, 70.075, 70.675, 69.8
02/26/2018, 69.95, 20873, 71.15, 71.95, 69.9
02/23/2018, 71.375, 13546, 71.3, 71.775, 70.875
02/22/2018, 71.275, 20060, 69.825, 71.55, 69.475
02/21/2018, 69.9, 17251, 69.875, 70.55, 69.125
02/20/2018, 69.2, 23397, 68.475, 70.025, 68.3
02/16/2018, 68.15, 22014, 69.425, 69.45, 68.025
02/15/2018, 69.725, 18418, 70.725, 71.25, 69.625
02/14/2018, 70.65, 19569, 69.65, 71.275, 69.075
02/13/2018, 69.425, 19268, 70.325, 70.425, 69.3
02/12/2018, 70.525, 24164, 68.7, 70.725, 68.55
02/09/2018, 68.85, 18068, 69.45, 69.875, 68.825
02/08/2018, 69.45, 21714, 69.175, 69.65, 68.75
02/07/2018, 69.225, 28461, 70.7, 70.825, 68.875
02/06/2018, 71.425, 25685, 72.775, 72.825, 70.6
02/05/2018, 73.325, 17989, 73.65, 73.975, 72.275
02/02/2018, 73.55, 20702, 73.2, 74.125, 71.675
02/01/2018, 72.825, 22760, 72.4, 73.3, 72.225
01/31/2018, 72.25, 17845, 73.275, 73.4, 72.1
01/30/2018, 72.9, 20225, 73.4, 73.475, 72.125
01/29/2018, 73.425, 12761, 74.05, 74.2, 73.3
01/26/2018, 73.8, 12574, 73.85, 74.375, 73.275
01/25/2018, 73.825, 21124, 76.075, 76.525, 73.725
01/24/2018, 75.7, 19321, 74.825, 76.325, 74.25
01/23/2018, 74.65, 18535, 75.275, 75.575, 74.225
01/22/2018, 84.525, 1535, 84.6, 84.75, 84.375
01/19/2018, 84.725, N/A, 75.55, 76.225, 75.275
01/18/2018, 75.9, 17023, 75.55, 76.225, 75.275
01/17/2018, 75.525, 13599, 75.9, 76, 75.2
01/16/2018, 76.15, 17187, 74.5, 76.4, 74.5
01/12/2018, 74.325, 19452, 73.825, 74.55, 73.825
01/11/2018, 73.825, 24217, 75.75, 75.9, 73.6
01/10/2018, 75.775, 26490, 76.975, 77.05, 75.025
01/09/2018, 76.775, 19852, 77.1, 77.1, 76.425
01/08/2018, 72.975, 27653, 71.675, 73.4, 71.675
01/05/2018, 71.425, 12952, 71.5, 71.65, 70.9
01/04/2018, 71.375, 16220, 71.45, 71.8, 70.825
01/03/2018, 71.05, 17713, 71.1, 71.2, 70.2
01/02/2018, 70.725, 18451, 72, 72, 70.675
12/29/2017, 71.775, 16567, 71.75, 72.45, 71.575
12/28/2017, 71.55, 14085, 71.1, 71.85, 70.7
12/27/2017, 71.025, 18619, 71.525, 71.95, 70.3
12/26/2017, 71.525, 14359, 70.25, 71.675, 69.9
12/22/2017, 69.975, 12360, 68.9, 70.125, 68.425
12/21/2017, 68.575, 12047, 68.6, 69.3, 68.15
12/20/2017, 68.375, 14700, 67.4, 68.675, 66.825
12/19/2017, 66.9, 13011, 67.575, 67.9, 66.775
12/18/2017, 67.4, 18419, 68.85, 69.925, 67.3
12/15/2017, 68.525, 14061, 67.525, 68.625, 67.175
12/14/2017, 67.625, 19184, 66.25, 68.7, 66.25
12/13/2017, 66.8, 19203, 66.5, 67.5, 66.325
12/12/2017, 66.525, 18071, 66.9, 67.05, 66.475
12/11/2017, 67.025, 19850, 68.825, 69.125, 66.925
12/08/2017, 68.85, 13826, 68.425, 68.925, 67.85
12/07/2017, 68.475, 20496, 68.775, 69.3, 68.15
12/06/2017, 68.95, 16593, 70.45, 70.725, 68.9
12/05/2017, 70.5, 14712, 71.7, 71.7, 70.15
12/04/2017, 71.675, 18668, 70.625, 71.8, 69.7
12/01/2017, 70.725, 18485, 69.975, 71, 69.375
11/30/2017, 69.775, 20544, 71.175, 71.85, 69.6
11/29/2017, 70.9, 18987, 71.75, 72.25, 70.625
11/28/2017, 71.525, 20723, 70.1, 72, 69.775
11/27/2017, 70.1, 10923, 69.7, 70.225, 69.55
11/24/2017, 69.4, 9965, 69.4, 70.15, 69.325
11/22/2017, 69.1, 14154, 67.15, 69.15, 66.875
11/21/2017, 66.95, 15858, 68.475, 69.3, 66.8
11/20/2017, 68.475, 17616, 67.3, 68.95, 66.975
11/17/2017, 67.075, 14644, 66.525, 68.075, 66.35
11/16/2017, 66.575, 16819, 67.3, 67.5, 66.275
11/15/2017, 67.45, 22989, 67.5, 67.825, 66.25
11/14/2017, 67.5, 21086, 70.275, 70.3, 67.375
11/13/2017, 70.3, 22530, 70.25, 70.675, 69.9
11/10/2017, 70.25, 27284, 63.1, 63.1, 62.15
11/09/2017, 63.175, 30194, 63.575, 63.9, 62.625
11/08/2017, 63.55, 27622, 64.125, 64.25, 63.35
11/07/2017, 63.925, 25421, 64.6, 64.6, 63.6
11/06/2017, 64.625, 18747, 65.075, 65.15, 64.425
11/03/2017, 65.1, 20093, 66.05, 66.3, 64.775
11/02/2017, 65.8, 24906, 66.475, 66.475, 65.3
11/01/2017, 66.6, 27486, 67.95, 68, 66.3
10/31/2017, 68, 32257, 65.625, 68.175, 65.425
10/30/2017, 65.175, 16637, 64.45, 65.3, 64.325
10/27/2017, 64.45, 17692, 65, 65.15, 63.675
10/26/2017, 65.05, 21020, 64.625, 65.55, 64.1
10/25/2017, 64.475, 15421, 63.875, 64.675, 63.675
10/24/2017, 64.025, 17935, 63.5, 64.375, 62.95
10/23/2017, 63.525, 18432, 64.9, 65.325, 63.45
10/20/2017, 64.85, 19097, 64.275, 64.925, 63.9
10/19/2017, 64.25, 18160, 64, 64.65, 63.6
10/18/2017, 63.75, 19256, 62.3, 63.8, 62.3
10/17/2017, 62.175, 20537, 64, 64.5, 61.975
10/16/2017, 63.7, 18146, 62.5, 63.875, 62.3
10/13/2017, 62.2, 11392, 61.75, 62.4, 61.525
10/12/2017, 61.625, 18980, 62.75, 63.125, 61.3
10/11/2017, 62.5, 16008, 62.15, 62.875, 61.925
10/10/2017, 61.55, 17109, 61.225, 62.35, 61.225
10/09/2017, 60.95, 13907, 60.925, 61.325, 60.6
10/06/2017, 60.925, 17074, 62.9, 62.9, 60.7
10/05/2017, 62.8, 18374, 62.1, 63.125, 61.725
10/04/2017, 61.9, 14588, 62.3, 62.9, 61.825
10/03/2017, 62.075, 33393, 62.2, 63.45, 61.4
10/02/2017, 61.975, 25484, 59.725, 62.675, 59.625
09/29/2017, 59.95, 31721, 57.775, 61.175, 57.35
09/28/2017, 58.275, 15817, 59.3, 59.9, 58.175
09/27/2017, 59.65, 20878, 58.1, 59.75, 57.925
09/26/2017, 58.1, 17873, 57.6, 58.325, 56.95
09/25/2017, 57.425, 16473, 56.3, 57.75, 56.1
09/22/2017, 56.625, 16351, 57.025, 57.5, 56.5
09/21/2017, 57.8, 19694, 59.75, 59.825, 57.75
09/20/2017, 59.925, 22357, 59, 60.1, 58.725
09/19/2017, 59.725, 18346, 58.2, 59.8, 57.925
09/18/2017, 58.05, 17302, 57.8, 58.725, 57.475
09/15/2017, 58.475, 19953, 56.3, 58.625, 56.2
09/14/2017, 56.525, 21031, 56.7, 57.25, 56.325
09/13/2017, 56.775, 25450, 56.7, 57.375, 56.45
09/12/2017, 59.45, 32636, 60.725, 60.925, 59.225
09/11/2017, 61.575, 24306, 61.825, 62.275, 61.25
09/08/2017, 62.15, 23713, 61.2, 62.95, 61.075
09/07/2017, 61.45, 26830, 62.825, 63.05, 61.325
09/06/2017, 63.55, 22077, 64, 64.35, 63.25
09/05/2017, 63.75, 28888, 62.075, 64.45, 61.875
09/01/2017, 61.45, 21584, 61.3, 62.575, 61.175
08/31/2017, 61.4, 28321, 61.675, 62.6, 61.275
08/30/2017, 61.35, 22977, 60.4, 61.7, 60.15
08/29/2017, 60.225, 19474, 61.625, 61.75, 59.825
08/28/2017, 61.625, 18683, 62.775, 63, 61.575
08/25/2017, 63.075, 18345, 63.925, 64.3, 62.775
08/24/2017, 63.775, 21806, 63.55, 64.025, 62.625
08/23/2017, 63.55, 21418, 63.6, 63.775, 62.775
08/22/2017, 63.875, 22018, 64.85, 65.15, 63.35
08/21/2017, 64.675, 16313, 65.5, 65.7, 64.25
08/18/2017, 66.125, 19173, 66.5, 66.8, 65.425
08/17/2017, 66.925, 22034, 68.475, 68.475, 66.425
08/16/2017, 68.775, 27200, 70.6, 71.325, 67.95
08/15/2017, 70.525, 22492, 69.475, 70.9, 69.375
08/14/2017, 69.175, 12948, 68.7, 69.475, 68.625
08/11/2017, 68.625, 12803, 68.2, 68.875, 67.825
08/10/2017, 67.975, 13523, 68.15, 68.5, 67.625
08/09/2017, 68.25, 15031, 67.925, 68.75, 67.725
08/08/2017, 67.75, 19853, 68.55, 68.9, 67.7
08/07/2017, 68.125, 21404, 66.95, 68.525, 66.625
08/04/2017, 66.775, 11914, 65.9, 66.95, 65.85
08/03/2017, 65.5, 21158, 66.1, 66.325, 64.675
08/02/2017, 66.225, 23139, 64.4, 66.75, 64.125
08/01/2017, 64.4, 25362, 65.9, 66.075, 64.225
07/31/2017, 66.025, 13418, 66.5, 66.75, 65.925
07/28/2017, 66.5, 15942, 67.825, 68.15, 66.375
07/27/2017, 67.675, 11965, 67.4, 67.85, 66.75
07/26/2017, 67.65, 13504, 67, 67.975, 67
07/25/2017, 66.85, 11605, 67, 67.225, 66.625
07/24/2017, 66.45, 13644, 66.975, 67, 65.8
07/21/2017, 67.225, 14655, 67.875, 68.35, 67.025
07/20/2017, 67.85, 15155, 68.7, 69.075, 67.775
07/19/2017, 68.8, 16569, 68.325, 69.55, 67.45
07/18/2017, 67.875, 16416, 68.175, 68.5, 67.3
07/17/2017, 68.05, 12954, 67.45, 68.25, 66.9
07/14/2017, 67.175, 22192, 68, 69.375, 66.875
07/13/2017, 69.325, 21763, 68.975, 70.525, 69.2
07/12/2017, 69.275, 24582, 69.7, 70.3, 69.1
07/11/2017, 82.25, 26886, 82.175, 83.075, 82
07/10/2017, 82, 20418, 83.3, 83.825, 81.85
07/07/2017, 83.225, 16721, 82.5, 83.65, 82.5
07/06/2017, 82.65, 22389, 84.675, 84.825, 82.2
07/05/2017, 84.575, 17942, 84.9, 85.375, 84.15
07/03/2017, 84.4, 17216, 83.75, 84.875, 83.5
06/30/2017, 83.75, 25386, 81.2, 83.75, 81.1
06/29/2017, 80.75, 19301, 79.85, 81.525, 79.75
06/28/2017, 79.475, 15428, 78.55, 79.9, 78.425
06/27/2017, 78.55, 12968, 79, 79.225, 77.775
06/26/2017, 78.675, 17043, 78.75, 80.525, 78.35
06/23/2017, 78.65, 19609, 79.95, 79.975, 77.9
06/22/2017, 79.875, 18036, 82.225, 82.375, 79.675
06/21/2017, 82.225, 16833, 81.95, 82.4, 81.25
06/20/2017, 81.65, 17378, 81.85, 82.275, 80.775
06/19/2017, 81.475, 22997, 79.65, 81.95, 79.4
06/16/2017, 79.125, 14486, 78.875, 79.3, 77.85
06/15/2017, 78.925, 17411, 80.35, 81, 77.6
06/14/2017, 80.4, 14319, 80.85, 81, 79.7
06/13/2017, 80.225, 20465, 80.3, 81.625, 80.05
06/12/2017, 80, 21845, 81.8, 81.875, 79.475
06/09/2017, 82.05, 15269, 81.625, 82.475, 81.575
06/08/2017, 81.675, 14963, 80.55, 81.75, 80.55
06/07/2017, 80.725, 16150, 81.25, 81.4, 80.3
06/06/2017, 81.375, 16748, 80.3, 81.975, 80.25
06/05/2017, 80.425, 15543, 81.875, 82.475, 80.375
06/02/2017, 81.975, 13692, 82.45, 82.625, 81.425
06/01/2017, 82.125, 17204, 83.5, 83.525, 81.675
05/31/2017, 83.025, 21411, 81.3, 83.35, 81.3
05/30/2017, 81, 11186, 81.9, 81.95, 80.775
05/26/2017, 81.9, 11975, 80.475, 82.025, 80.425
05/25/2017, 80.575, 13024, 79.675, 80.675, 79.2
05/24/2017, 79.85, 12298, 80.325, 80.85, 79.625
05/23/2017, 80.025, 12396, 79.8, 80.5, 79.45
05/22/2017, 80.05, 12142, 80.05, 80.625, 79.675
05/19/2017, 80.175, 13703, 80, 80.225, 78.65
05/18/2017, 79.275, 11441, 78.55, 79.4, 77.825
05/17/2017, 79, 12595, 79.7, 79.95, 78.9
05/16/2017, 79.475, 11837, 78.25, 79.7, 77.4
05/15/2017, 78.35, 11053, 78.7, 79, 78.175
05/12/2017, 78.6, 13568, 77.125, 78.75, 77.1
05/11/2017, 77.05, 21418, 77.5, 77.575, 76.375
05/10/2017, 77.2, 22410, 77.775, 77.95, 76.775
05/09/2017, 77.375, 25286, 77.6, 78.425, 77.175
05/08/2017, 77.375, 22341, 76.75, 77.55, 76.175
05/05/2017, 76.325, 21189, 76.575, 77.1, 75.875
05/04/2017, 76.475, 18036, 75.75, 76.575, 75.7
05/03/2017, 75.55, 19954, 74.4, 75.825, 74.375
05/02/2017, 74.15, 16233, 73.5, 74.475, 73.375
05/01/2017, 73.275, 12796, 74, 74.3, 73.025
04/28/2017, 74, 21564, 73.225, 74.225, 72.825
04/27/2017, 72.825, 20647, 71.4, 73.65, 71.3
04/26/2017, 70.75, 17006, 71.825, 72.45, 70.625
