"International Category ID","International Category Name","International Sector Code","International Sector Name","Transaction Type ID","Transaction Type Name","Fiscal Year","current_amount","constant_amount"
2,Health and Population,130,"Maternal and Child Health, Family Planning",19,Initial Allocations,2010,1521123000,1777857963
2,Health and Population,130,"Maternal and Child Health, Family Planning",19,Initial Allocations,2011,1529198000,1752329399
2,Health and Population,130,"Maternal and Child Health, Family Planning",19,Initial Allocations,2012,1583137000,1780395871
2,Health and Population,130,"Maternal and Child Health, Family Planning",19,Initial Allocations,2013,1532792000,1692633431
2,Health and Population,130,"Maternal and Child Health, Family Planning",19,Initial Allocations,2014,1588301000,1720812437
2,Health and Population,130,"Maternal and Child Health, Family Planning",19,Initial Allocations,2015,1582645000,1695088162
2,Health and Population,130,"Maternal and Child Health, Family Planning",19,Initial Allocations,2016,1566592000,1663163751
2,Health and Population,130,"Maternal and Child Health, Family Planning",19,Initial Allocations,2017,1443415000,1505671562
2,Health and Population,130,"Maternal and Child Health, Family Planning",19,Initial Allocations,2018,1442473000,1470454255
2,Health and Population,130,"Maternal and Child Health, Family Planning",19,Initial Allocations,2019,1435532000,1435532000
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2006,2595209000,3244660414
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2007,3842737000,4676993539
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2008,5033853000,6002620173
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2009,5609292000,6612379224
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2010,5713000000,6677239460
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2011,5683673000,6513000465
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2012,5893110000,6627391507
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2013,5773022000,6375039808
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2014,6000200000,6500794722
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2015,6000211000,6426511707
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2016,6053200000,6426346380
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2017,6000200000,6258997232
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2018,6000000000,6116388685
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2019,6050000000,6050000000
2,Health and Population,134,HIV/AIDS,1,Appropriated and Planned,2020,6260000000,6138817580
2,Health and Population,134,HIV/AIDS,2,Obligations,2001,302864664,426605211
2,Health and Population,134,HIV/AIDS,2,Obligations,2002,763379985,1058305132
2,Health and Population,134,HIV/AIDS,2,Obligations,2003,1084129913,1476044152
2,Health and Population,134,HIV/AIDS,2,Obligations,2004,1983536358,2637366971
2,Health and Population,134,HIV/AIDS,2,Obligations,2005,2624205453,3385935566
2,Health and Population,134,HIV/AIDS,2,Obligations,2006,2914686527,3644087270
2,Health and Population,134,HIV/AIDS,2,Obligations,2007,3814552956,4642690753
2,Health and Population,134,HIV/AIDS,2,Obligations,2008,4640729241,5533839519
2,Health and Population,134,HIV/AIDS,2,Obligations,2009,5569653092,6565651722
2,Health and Population,134,HIV/AIDS,2,Obligations,2010,5068787019,5924296240
2,Health and Population,134,HIV/AIDS,2,Obligations,2011,4727437919,5417237247
2,Health and Population,134,HIV/AIDS,2,Obligations,2012,6088694110,6847345342
2,Health and Population,134,HIV/AIDS,2,Obligations,2013,6608893119,7298076477
2,Health and Population,134,HIV/AIDS,2,Obligations,2014,6378889722,6911078309
2,Health and Population,134,HIV/AIDS,2,Obligations,2015,5308691063,5685860858
2,Health and Population,134,HIV/AIDS,2,Obligations,2016,7778385084,8257879548
2,Health and Population,134,HIV/AIDS,2,Obligations,2017,6053386309,6314477481
2,Health and Population,134,HIV/AIDS,2,Obligations,2018,5161348785,5261469212
2,Health and Population,134,HIV/AIDS,2,Obligations,2019,4697194412,4697194412
2,Health and Population,134,HIV/AIDS,2,Obligations,2020,6014913194,5898475168
2,Health and Population,134,HIV/AIDS,2,Obligations,2021,1449968811,1394062495
2,Health and Population,134,HIV/AIDS,3,Disbursements,2001,143070658,201524629
2,Health and Population,134,HIV/AIDS,3,Disbursements,2002,511689926,709376833
2,Health and Population,134,HIV/AIDS,3,Disbursements,2003,918397148,1250398796
2,Health and Population,134,HIV/AIDS,3,Disbursements,2004,1402421551,1864699985
2,Health and Population,134,HIV/AIDS,3,Disbursements,2005,2379763358,3070539062
2,Health and Population,134,HIV/AIDS,3,Disbursements,2006,2110068937,2638113960
2,Health and Population,134,HIV/AIDS,3,Disbursements,2007,2678169215,3259598531
2,Health and Population,134,HIV/AIDS,3,Disbursements,2008,4796577065,5719680340
2,Health and Population,134,HIV/AIDS,3,Disbursements,2009,5250521653,6189451292
2,Health and Population,134,HIV/AIDS,3,Disbursements,2010,4429803091,5177464646
2,Health and Population,134,HIV/AIDS,3,Disbursements,2011,5428650499,6220766515
2,Health and Population,134,HIV/AIDS,3,Disbursements,2012,6685606078,7518632447
2,Health and Population,134,HIV/AIDS,3,Disbursements,2013,7033485935,7766946223
2,Health and Population,134,HIV/AIDS,3,Disbursements,2014,6483318044,7024219035
2,Health and Population,134,HIV/AIDS,3,Disbursements,2015,4631469646,4960524503
2,Health and Population,134,HIV/AIDS,3,Disbursements,2016,6763381288,7180306386
2,Health and Population,134,HIV/AIDS,3,Disbursements,2017,6444032546,6721972840
2,Health and Population,134,HIV/AIDS,3,Disbursements,2018,6370009947,6493576015
2,Health and Population,134,HIV/AIDS,3,Disbursements,2019,5011533669,5011533669
2,Health and Population,134,HIV/AIDS,3,Disbursements,2020,4323180442,4239491306
2,Health and Population,134,HIV/AIDS,3,Disbursements,2021,2761501893,2655026942
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2008,4496688000,5362077541
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2009,5121030000,6036803291
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2010,5609000000,6555686354
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2011,5850000000,6703596904
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2012,5991900000,6738490741
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2013,5680250000,6272593432
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2014,6000250000,6500848891
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2015,5700250000,6105239194
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2016,5756200000,6111037967
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2017,6054200000,6315326328
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2018,4975173000,5071681975
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2019,4775301000,4775301000
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2020,4308367000,4224964710
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2021,3837866000,3689889805
2,Health and Population,134,HIV/AIDS,18,President's Budget Requests,2022,6260000000,5900097217
2,Health and Population,134,HIV/AIDS,19,Initial Allocations,2008,5033059000,6001673364
2,Health and Population,134,HIV/AIDS,19,Initial Allocations,2009,5509000000,6494152408
2,Health and Population,134,HIV/AIDS,19,Initial Allocations,2010,5713000000,6677239459
2,Health and Population,134,HIV/AIDS,19,Initial Allocations,2011,5683610000,6512928272
2,Health and Population,134,HIV/AIDS,19,Initial Allocations,2012,5893110000,6627391505
2,Health and Population,134,HIV/AIDS,19,Initial Allocations,2013,5773022000,6375039808
2,Health and Population,134,HIV/AIDS,19,Initial Allocations,2014,6000200000,6500794722
2,Health and Population,134,HIV/AIDS,19,Initial Allocations,2015,6000211000,6426511708
2,Health and Population,134,HIV/AIDS,19,Initial Allocations,2016,6000200000,6370079220
2,Health and Population,134,HIV/AIDS,19,Initial Allocations,2017,6000200000,6258997232
2,Health and Population,134,HIV/AIDS,19,Initial Allocations,2018,6000000000,6116388686
2,Health and Population,134,HIV/AIDS,19,Initial Allocations,2019,6050000000,6050000000
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2006,375130000,469006336
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2007,133398000,162358652
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2008,209978000,250388352
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2009,352807000,415898063
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2010,361129000,422080314
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2011,215449000,246886022
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2012,275055000,309326854
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2013,230663000,254716817
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2014,301257000,326390774
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2015,306356000,328121864
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2016,433670000,460403366
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2017,450922000,470370913
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2018,359986000,366969050
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2019,429619000,429619000
2,Health and Population,140,Water Supply and Sanitation,1,Appropriated and Planned,2020,424561000,416342257
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2001,94074954,132510885
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2002,200197032,277541397
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2003,139249315,189588114
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2004,528653484,702912874
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2005,1106044846,1427097327
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2006,775442600,969497188
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2007,341594818,415754900
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2008,628738468,749739464
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2009,377714097,445259173
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2010,324556104,379334650
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2011,265123766,303809034
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2012,680219721,764975108
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2013,290447726,320735958
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2014,470030430,509244919
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2015,259170669,277584122
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2016,364762517,387248097
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2017,417319521,435319106
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2018,370210811,377392199
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2019,362646224,362646224
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2020,308774697,302797369
2,Health and Population,140,Water Supply and Sanitation,2,Obligations,2021,489125991,470266814
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2001,94852038,133605453
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2002,123448466,171141691
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2003,119827404,163145152
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2004,154008991,204774784
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2005,827831768,1068127105
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2006,662260126,827990840
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2007,615440079,749051834
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2008,220638559,263100524
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2009,271032852,319500557
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2010,375911840,439358185
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2011,385532063,441786580
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2012,367484483,413273046
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2013,447211424,493847147
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2014,327922386,355280839
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2015,394467310,422493274
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2016,375103139,398226199
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2017,503911940,525646348
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2018,374990861,382264961
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2019,407126572,407126572
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2020,332894124,326449892
2,Health and Population,140,Water Supply and Sanitation,3,Disbursements,2021,248946810,239348187
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2008,71561000,85332943
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2009,153847000,181358844
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2010,171159000,200047198
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2011,239487000,274431508
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2012,268390000,301831395
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2013,203168000,224354606
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2014,161524000,174999896
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2015,171156000,183316226
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2016,192134000,203978000
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2017,231548000,241534995
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2018,235742000,240314951
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2019,293517000,293517000
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2020,307959000,301997465
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2021,215181000,206884289
2,Health and Population,140,Water Supply and Sanitation,18,President's Budget Requests,2022,437142000,412009633
2,Health and Population,140,Water Supply and Sanitation,19,Initial Allocations,2008,207041000,246886126
2,Health and Population,140,Water Supply and Sanitation,19,Initial Allocations,2009,221917000,261601527
2,Health and Population,140,Water Supply and Sanitation,19,Initial Allocations,2010,301503000,352390643
2,Health and Population,140,Water Supply and Sanitation,19,Initial Allocations,2011,211162000,241973490
2,Health and Population,140,Water Supply and Sanitation,19,Initial Allocations,2012,275135000,309416821
2,Health and Population,140,Water Supply and Sanitation,19,Initial Allocations,2013,230663000,254716817
2,Health and Population,140,Water Supply and Sanitation,19,Initial Allocations,2014,337366000,365512334
2,Health and Population,140,Water Supply and Sanitation,19,Initial Allocations,2015,308619000,330545644
2,Health and Population,140,Water Supply and Sanitation,19,Initial Allocations,2016,434353000,461128464
2,Health and Population,140,Water Supply and Sanitation,19,Initial Allocations,2017,382549000,399048887
2,Health and Population,140,Water Supply and Sanitation,19,Initial Allocations,2018,364150000,371213823
2,Health and Population,140,Water Supply and Sanitation,19,Initial Allocations,2019,442344000,442344000
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2006,2361997000,2953087089
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2007,2839502000,3455956673
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2008,1661875000,1981703546
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2009,3204940000,3778066584
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2010,4081437000,4770301454
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2011,3076375000,3525261184
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2012,3652996000,4108159303
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2013,3298413000,3642375550
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2014,2541948000,2754021900
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2015,2656368000,2845096625
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2016,3012641000,3198353680
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2017,3865502000,4032226638
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2018,3516569000,3584783795
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2019,3706185000,3706185000
3,Governance,151,Government and Civil Society,1,Appropriated and Planned,2020,3507960000,3440052171
3,Governance,151,Government and Civil Society,2,Obligations,2001,1114554134,1569924290
3,Governance,151,Government and Civil Society,2,Obligations,2002,1355085468,1878610796
3,Governance,151,Government and Civil Society,2,Obligations,2003,5319694594,7242770587
3,Governance,151,Government and Civil Society,2,Obligations,2004,4198802312,5582848286
3,Governance,151,Government and Civil Society,2,Obligations,2005,4839397441,6244133007
3,Governance,151,Government and Civil Society,2,Obligations,2006,2512990887,3141867345
3,Governance,151,Government and Civil Society,2,Obligations,2007,3004403568,3656658228
3,Governance,151,Government and Civil Society,2,Obligations,2008,3655317589,4358785008
3,Governance,151,Government and Civil Society,2,Obligations,2009,5030655444,5930267332
3,Governance,151,Government and Civil Society,2,Obligations,2010,5076457028,5933260853
3,Governance,151,Government and Civil Society,2,Obligations,2011,4495892741,5151906489
3,Governance,151,Government and Civil Society,2,Obligations,2012,4839172906,5442133844
3,Governance,151,Government and Civil Society,2,Obligations,2013,3162476510,3492263379
3,Governance,151,Government and Civil Society,2,Obligations,2014,3523194547,3817133493
3,Governance,151,Government and Civil Society,2,Obligations,2015,3791744538,4061138974
3,Governance,151,Government and Civil Society,2,Obligations,2016,1841529430,1955049460
3,Governance,151,Government and Civil Society,2,Obligations,2017,3816115485,3980710041
3,Governance,151,Government and Civil Society,2,Obligations,2018,4436112318,4522164587
3,Governance,151,Government and Civil Society,2,Obligations,2019,4351126916,4351126916
3,Governance,151,Government and Civil Society,2,Obligations,2020,5392829235,5288433726
3,Governance,151,Government and Civil Society,2,Obligations,2021,755587250,726454173
3,Governance,151,Government and Civil Society,3,Disbursements,2001,1018137018,1434114320
3,Governance,151,Government and Civil Society,3,Disbursements,2002,1250663334,1733846092
3,Governance,151,Government and Civil Society,3,Disbursements,2003,2687608085,3659181612
3,Governance,151,Government and Civil Society,3,Disbursements,2004,2161875969,2874492391
3,Governance,151,Government and Civil Society,3,Disbursements,2005,4461911273,5757073653
3,Governance,151,Government and Civil Society,3,Disbursements,2006,2209163125,2762006578
3,Governance,151,Government and Civil Society,3,Disbursements,2007,2404025298,2925937951
3,Governance,151,Government and Civil Society,3,Disbursements,2008,3028608708,3611465702
3,Governance,151,Government and Civil Society,3,Disbursements,2009,4325327873,5098808741
3,Governance,151,Government and Civil Society,3,Disbursements,2010,3663577112,4281915018
3,Governance,151,Government and Civil Society,3,Disbursements,2011,3913061451,4484031838
3,Governance,151,Government and Civil Society,3,Disbursements,2012,4437119657,4989984721
3,Governance,151,Government and Civil Society,3,Disbursements,2013,3552991487,3923501734
3,Governance,151,Government and Civil Society,3,Disbursements,2014,3290768497,3565316142
3,Governance,151,Government and Civil Society,3,Disbursements,2015,3709333266,3972872543
3,Governance,151,Government and Civil Society,3,Disbursements,2016,2642465872,2805359234
3,Governance,151,Government and Civil Society,3,Disbursements,2017,3311734147,3454573966
3,Governance,151,Government and Civil Society,3,Disbursements,2018,3383946932,3449589083
3,Governance,151,Government and Civil Society,3,Disbursements,2019,3957113458,3957113458
3,Governance,151,Government and Civil Society,3,Disbursements,2020,4617908114,4528513637
3,Governance,151,Government and Civil Society,3,Disbursements,2021,1163892164,1119016024
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2008,1935935000,2308506509
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2009,3318733000,3912208738
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2010,3373978000,3943437628
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2011,3711546000,4253112528
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2012,3550749000,3993172324
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2013,3367161000,3718292671
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2014,3465187000,3754286423
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2015,2927945000,3135968509
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2016,3488214000,3703243129
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2017,3936000000,4105765318
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2018,2186956000,2229378815
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2019,2107294000,2107294000
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2020,2124206000,2083085177
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2021,2429481000,2335807763
3,Governance,151,Government and Civil Society,18,President's Budget Requests,2022,3888112000,3664574898
3,Governance,151,Government and Civil Society,19,Initial Allocations,2008,1687298000,2012019218
3,Governance,151,Government and Civil Society,19,Initial Allocations,2009,1839180000,2168073190
3,Governance,151,Government and Civil Society,19,Initial Allocations,2010,3045884000,3559967954
3,Governance,151,Government and Civil Society,19,Initial Allocations,2011,3051252000,3496472384
3,Governance,151,Government and Civil Society,19,Initial Allocations,2012,3243710000,3647876264
3,Governance,151,Government and Civil Society,19,Initial Allocations,2013,3298413000,3642375550
3,Governance,151,Government and Civil Society,19,Initial Allocations,2014,2598118000,2814878143
3,Governance,151,Government and Civil Society,19,Initial Allocations,2015,2513095000,2691644426
3,Governance,151,Government and Civil Society,19,Initial Allocations,2016,3031769000,3218660808
3,Governance,151,Government and Civil Society,19,Initial Allocations,2017,3756697000,3918728717
3,Governance,151,Government and Civil Society,19,Initial Allocations,2018,3409042522,3475171505
3,Governance,151,Government and Civil Society,19,Initial Allocations,2019,3677108000,3677108000
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2006,6238626000,7799843039
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2007,7485285000,9110337144
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2008,5855911000,6982883577
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2009,8211367000,9679772887
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2010,8854800000,10349312090
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2011,19861334000,22759380703
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2012,10142268000,11405994586
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2013,13076522000,14440157727
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2014,8268153812,8957963167
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2015,12904727000,13821577115
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2016,12731223000,13516032632
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2017,9450827000,9858454727
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2018,8700458000,8869230465
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2019,8415528000,8415528000
3,Governance,152,"Conflict, Peace, and Security",1,Appropriated and Planned,2020,8324871000,8163716360
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2001,4225291145,5951606225
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2002,4788064629,6637891379
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2003,6994737331,9523343307
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2004,6981937480,9283384792
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2005,8926329752,11517382276
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2006,13020417116,16278778342
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2007,14366394272,17485332258
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2008,16541436188,19724842672
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2009,15547439542,18327725902
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2010,15762567704,18422971990
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2011,19853056438,22749895315
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2012,18649957656,20973742367
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2013,14774498762,16315201575
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2014,11785540127,12768803855
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2015,16014443668,17152231761
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2016,15892964104,16872677612
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2017,13552649363,14137194586
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2018,16172176930,16485886693
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2019,15335944611,15335944611
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2020,9143283657,8966286018
3,Governance,152,"Conflict, Peace, and Security",2,Obligations,2021,413753247,397800212
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2001,4146050699,5839990732
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2002,4802448333,6657832089
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2003,6894848882,9387345063
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2004,6012056659,7993803390
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2005,7742986128,9990548586
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2006,11084510465,13858410757
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2007,13093400977,15935972610
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2008,16047960662,19136397593
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2009,16130795405,19015400951
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2010,13787529144,16114586623
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2011,17558059137,20120025728
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2012,15668894453,17621238633
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2013,15070268503,16641814553
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2014,11036396788,11957159693
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2015,16409207033,17575042054
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2016,14242962264,15120962258
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2017,12354015149,12886861571
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2018,15104007244,15396996531
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2019,14545303398,14545303398
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2020,8870750855,8699028977
3,Governance,152,"Conflict, Peace, and Security",3,Disbursements,2021,469108389,451021032
3,Governance,152,"Conflict, Peace, and Security",18,President's Budget Requests,2008,5832360000,6954800184
3,Governance,152,"Conflict, Peace, and Security",18,President's Budget Requests,2009,6694561000,7891722535
3,Governance,152,"Conflict, Peace, and Security",18,President's Budget Requests,2010,7688986000,8986732155
3,Governance,152,"Conflict, Peace, and Security",18,President's Budget Requests,2011,9601959000,11003019261
3,Governance,152,"Conflict, Peace, and Security",18,President's Budget Requests,2012,10875463000,12230545689
3,Governance,152,"Conflict, Peace, and Security",18,President's Budget Requests,2013,9932449000,10968216933
3,Governance,152,"Conflict, Peace, and Security",18,President's Budget Requests,2014,7723540000,8367912424
3,Governance,152,"Conflict, Peace, and Security",18,President's Budget Requests,2015,11298186000,12100895208
3,Governance,152,"Conflict, Peace, and Security",18,President's Budget Requests,2016,11055829400,11737360258
3,Governance,152,"Conflict, Peace, and Security",18,President's Budget Requests,2017,17519413000,18275050420
3,Governance,152,"Conflict, Peace, and Security",18,President's Budget Requests,2018,8423401000,8586799097
3,Governance,152,"Conflict, Peace, and Security",18,President's Budget Requests,2019,8430527000,8430527000
3,Governance,152,"Conflict, Peace, and Security",18,President's Budget Requests,2020,8589484000,8423206941
