"Country Code","Country Name","Region ID","Region Name","Income Group Acronym","Income Group Name","Transaction Type ID","Transaction Type Name","Fiscal Year","current_amount","constant_amount"
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1976,9301000,33883721
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1976tq,702000,2482607
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1977,16555000,56246987
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1978,8978000,28578147
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1979,17888000,52689484
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1980,15914000,43114634
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1981,15270000,37667563
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1982,51823000,119524498
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1983,214212000,473379476
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1984,169969000,362639228
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1985,231281000,477508008
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1986,162939000,329037887
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1987,181445000,358365028
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1988,120787000,231094012
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1989,122500000,225250981
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1990,95726000,169800410
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1991,45467000,77874182
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1992,27206600,45462915
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1993,28053100,45802143
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1994,12288700,19636080
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1995,6454480,10098369
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1996,2372937,3644139
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1997,600000,905354
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1998,1488000,2217605
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,1999,2770661,4076784
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2000,2427400,3499813
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2001,3639712,5126778
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2002,3373566,4676912
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2003,4234113,5764747
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2004,4529487,6022534
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2005,5438280,7016858
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2006,5390202,6739100
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2007,7323195,8913057
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2008,8904954,10618716
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2009,9046040,10663707
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2010,11269984,13172126
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2011,10732808,12298882
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2012,12259707,13787265
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2013,10671883,11784754
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2014,12454803,13493902
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2015,15007604,16073856
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2016,23746983,25210839
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2017,18207749,18993080
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2018,29532493,30105368
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2019,36974441,36974441
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2020,33514112,32865344
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,2,Obligations,2021,3804175,3657501
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2001,3698992,5210279
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2002,3415140,4734547
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2003,3963485,5396287
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2004,3897717,5182515
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2005,3489991,4503033
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2006,3196810,3996812
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2007,5887398,7165544
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2008,8374052,9985638
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2009,8910180,10503537
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2010,8301889,9703080
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2011,10926888,12521275
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2012,11544092,12982487
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2013,11009094,12157127
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2014,11317082,12261259
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2015,13096144,14026591
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2016,19784037,21003609
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2017,16354361,17059755
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2018,23167440,23616851
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2019,29335968,29335968
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2020,24282158,23812087
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,3,Disbursements,2021,6712704,6453887
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2008,187000,222988
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2009,660000,778025
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2010,1225000,1431755
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2011,750000,859436
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2012,715000,804089
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2013,1752000,1934700
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2014,1750000,1896002
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2015,1600000,1713676
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2016,1825000,1937501
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2017,1825000,1903715
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2018,400000,407759
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2019,400000,400000
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2020,400000,392257
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2021,400000,384577
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,18,President's Budget Requests,2022,725000,683318
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2008,178000,212256
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2009,320000,377224
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2010,380000,444136
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2011,749000,858290
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2012,690000,775974
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2013,1624000,1793352
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2014,1750000,1896002
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2015,1625000,1740452
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2016,1825000,1937501
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2017,5725000,5971927
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2018,5725000,5836055
CRI,Costa Rica,6,Western Hemisphere,UMIC,Upper Middle Income Country,19,Initial Allocations,2019,8180000,8180000
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1955,200000,1527989
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1956,500000,3723841
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1957,300000,2154406
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1958,200000,1394420
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1959,200000,1373138
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1960,200000,1354124
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1961,300000,2004635
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1962,300000,1984588
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1963,600000,3923023
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1964,300000,1936739
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1965,400000,2538600
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1966,500000,3106630
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1967,700000,4221019
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1968,700000,4078861
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1969,1200000,6687413
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1970,11300000,59774130
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1971,1401000,7052662
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1972,1501000,7213780
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1973,23500000,108223177
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1974,1401000,6022801
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1975,9701000,37802304
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1976,17600000,64117137
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1976tq,500000,1768239
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1977,8790000,29864755
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1978,25327000,80619147
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1979,28837000,84939997
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1980,47773000,129427887
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1981,29539000,72865890
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1982,69962000,161360265
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1983,62063000,137150815
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1984,59369000,126667382
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1985,56683000,117029010
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1986,56369000,113831168
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1987,58896000,116323220
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1988,40828000,78113590
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1989,34971000,64304099
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1990,30709000,54472147
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1991,25155000,43084546
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1992,25046000,41852499
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1993,15403000,25148394
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1994,7570000,12096082
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1995,7365000,11522926
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1996,2619000,4022023
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1997,2236000,3373951
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1998,1000,1490
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,1999,3782300,5565321
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2000,9931000,14318464
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2001,3393469,4779930
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2002,8736098,12111211
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2003,32757206,44598974
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2004,23499200,31245209
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2005,65130553,84036046
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2006,13080526,16353929
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2007,13726283,16706255
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2008,23781441,28358185
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2009,19912756,23473665
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2010,37970883,44379597
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2011,62576787,71707602
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2012,74695313,84002350
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2013,81245463,89717829
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2014,88765085,96170725
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2015,76418586,81847947
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2016,50861223,53996531
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2017,57212923,59680600
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2018,75257964,76717821
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2019,77038198,77038198
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2020,64043808,62804031
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,2,Obligations,2021,9954871,9571038
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2001,2479849,3493034
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2002,3829168,5308533
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2003,19824228,26990710
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2004,24416365,32464695
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2005,38890004,50178636
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2006,42437544,53057552
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2007,13846368,16852411
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2008,19166129,22854654
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2009,20287082,23914932
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2010,22464636,26256204
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2011,25501025,29221975
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2012,50613464,56919902
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2013,68647988,75806671
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2014,81991322,88831795
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2015,67173746,71946266
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2016,69969316,74282544
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2017,80475796,83946819
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2018,83632355,85254670
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2019,59673504,59673504
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2020,51479456,50482892
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,3,Disbursements,2021,14684151,14117984
CRN,Caribbean Region,6,Western Hemisphere,NULL,NULL,18,President's Budget Requests,2022,15700000,14797370
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2006,77800000,97269459
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2007,266750000,324661309
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2008,147148000,175466695
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2009,123033000,145034498
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2010,99270000,116024779
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2011,85428000,97893142
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2012,66732000,75046807
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2013,62419000,68928130
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2014,53991444,58495932
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2015,45437000,48665191
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2016,45271000,48061706
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2017,53878000,56201838
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2018,50064000,51035148
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2019,54102000,54102000
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,1,Appropriated and Planned,2020,53300000,52268206
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2008,151646000,180830337
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2009,127670000,150500716
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2010,105270000,123037460
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2011,85450000,97918352
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2012,67450000,75854270
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2013,57668000,63681689
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2014,57158000,61926672
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2015,48120000,51538812
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2016,50720000,53846607
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2017,53440000,55744944
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2018,34470000,35138654
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2019,30970000,30970000
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2020,26250000,25741847
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2021,32400000,31150757
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,18,President's Budget Requests,2022,47850000,45098986
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,19,Initial Allocations,2008,146682000,174911015
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,19,Initial Allocations,2009,123695000,145814882
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,19,Initial Allocations,2010,99270000,116024780
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,19,Initial Allocations,2011,84043000,96306051
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,19,Initial Allocations,2012,67610000,76034206
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,19,Initial Allocations,2013,62419000,68928130
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,19,Initial Allocations,2014,54035000,58543123
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,19,Initial Allocations,2015,44920000,48111461
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,19,Initial Allocations,2016,45279000,48070200
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,19,Initial Allocations,2017,53370000,55671927
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,19,Initial Allocations,2018,50300000,51275726
CS-KM,Kosovo,2,Europe and Eurasia,LMIC,Lower Middle Income Country,19,Initial Allocations,2019,54102000,54102000
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,1997,907524,1369383
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,1998,1472458,2194442
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,1999,14944000,21988777
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2000,164736624,237516420
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2001,83001023,116912514
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2002,5896000,8173868
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2003,412082,561050
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2004,1258332,1673113
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2005,75030863,96810130
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2006,1214597,1518553
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2007,2615330,3183116
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2008,8275522,9868150
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2009,58899247,69431962
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2010,34951772,40850928
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2011,36245383,41534092
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2012,29531841,33211509
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2013,59272313,65453288
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2014,71920081,77920343
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2015,52203051,55911950
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2016,46023428,48860524
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2017,101643013,106027027
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2018,54618678,55678176
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2019,72934337,72934337
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2020,56456485,55363593
CS-KM,Kosovo,2,Europe and Eurasia,UMIC,Upper Middle Income Country,2,Obligations,2021,17830290,17142800
