Series Name,Series Code,Country Name,Country Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1980 [YR1980],1985 [YR1985],1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020]
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,"Macao SAR, China",MAC,239999.994635582,90000.0035762787,119999.997317791,29999.9993294477,19999.9995529652,4429999.82833862,419999.986886978,230000.004172325,-4010000.22888184,680000.007152557,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Madagascar,MDG,46880001.0681152,54700000.7629395,52500000,62750000,82209999.0844727,229550003.051758,184639999.389648,396959991.455078,299410003.662109,324480010.986328,916150024.414063,477309997.558594,677510009.765625,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Malawi,MWI,31520000.4577637,36169998.1689453,29610000.6103516,41389999.3896484,62880001.0681152,141179992.675781,112459999.084473,500359985.351563,435140014.648438,448149993.896484,573650024.414063,1016849975.58594,1049380004.88281,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Malaysia,MYS,42189998.626709,50080001.8310547,44209999.0844727,68339996.3378906,98220001.2207031,134490005.493164,226800003.051758,466540008.544922,106750000,48650001.5258789,29219999.3133545,-6139999.8664856,-600000.023841858,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Maldives,MDV,850000.023841858,639999.985694885,579999.983310699,610000.014305115,3250000,20909999.8474121,8510000.22888184,15649999.6185303,52490001.6784668,18139999.3896484,72389999.3896484,88279998.7792969,23989999.7711182,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Mali,MLI,29840000.1525879,37810001.373291,70610000.6103516,115889999.389648,143970001.220703,266420013.427734,378649993.896484,479170013.427734,540409973.144531,288040008.544922,724590026.855469,1091459960.9375,1201640014.64844,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Malta,MLT,16040000.9155273,15039999.961853,27489999.7711182,21530000.6866455,33650001.5258789,15930000.3051758,18329999.9237061,5309999.94277954,9210000.03814697,21239999.7711182,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Marshall Islands,MHL,..,..,..,..,..,..,..,..,33389999.3896484,47459999.0844727,56290000.9155273,24930000.3051758,57060001.373291,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Mauritania,MRT,14609999.6566772,13350000.3814697,30879999.1607666,97980003.3569336,83180000.3051758,175369995.117188,207559997.558594,236179992.675781,230229995.727539,223630004.882813,188800003.051758,373609985.351563,329459991.455078,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Mauritius,MUS,9239999.77111816,10560000.4196167,13720000.2670288,24969999.3133545,28420000.0762939,33090000.1525879,26639999.3896484,88290000.9155273,23819999.6948242,20750000,34400001.5258789,124589996.337891,78419998.1689453,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Mexico,MEX,16819999.6948242,21200000.7629395,13210000.038147,22059999.4659424,21620000.8392334,67389999.3896484,150940002.441406,178339996.337891,410559997.558594,-40459999.0844727,200000000,454730010.986328,321070007.324219,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,73550003.0517578,97480003.3569336,104819999.694824,63770000.4577637,81389999.3896484,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Moldova,MDA,..,..,..,..,..,..,..,..,65819999.6948242,122650001.525879,169710006.713867,473010009.765625,312579986.572266,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Mongolia,MNG,..,..,..,..,..,2400000.09536743,5170000.07629395,13050000.1907349,153179992.675781,185570007.324219,195199996.948242,286660003.662109,236339996.337891,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,3859999.89509583,80069999.6948242,99959999.0844727,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Morocco,MAR,132520004.272461,101449996.948242,94160003.6621094,114750000,270109985.351563,1160839965.82031,865859985.351563,1241089965.82031,500559997.558594,447380004.882813,732640014.648438,985500000,1518280029.29688,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Mozambique,MOZ,119999.997317791,129999.995231628,109999.999403954,689999.997615814,20329999.9237061,167059997.558594,295690002.441406,997510009.765625,1063390014.64844,907390014.648438,1289859985.35156,1943130004.88281,1819119995.11719,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Myanmar,MMR,40840000.1525879,44340000.1525879,70489997.8637695,66699996.9482422,54659999.8474121,294529998.779297,311489990.234375,154559997.558594,160449996.948242,105639999.389648,144830001.831055,354920013.427734,1168500000,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Namibia,NAM,..,19999.9995529652,..,..,..,..,5269999.98092651,119620002.746582,190369995.117188,152410003.662109,113379997.253418,261329986.572266,142380004.882813,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Nauru,NRU,..,..,..,..,9999.99977648258,29999.9993294477,50000.0007450581,159999.996423721,2529999.97138977,4000000,9239999.77111816,27780000.6866455,31250000,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Nepal,NPL,22829999.9237061,28909999.8474121,32340000.1525879,28670000.0762939,39919998.1689453,150770004.272461,188360000.610352,357179992.675781,380630004.882813,311239990.234375,407230010.986328,767349975.585938,1224439941.40625,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,New Caledonia,NCL,38229999.5422363,54959999.0844727,74639999.3896484,62049999.2370605,64709999.0844727,197970001.220703,145369995.117188,302410003.662109,451209991.455078,350170013.427734,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Nicaragua,NIC,15010000.2288818,11020000.4577637,27760000.2288818,30370000.8392334,27190000.5340576,183479995.727539,100809997.558594,329559997.558594,569070007.324219,501929992.675781,656349975.585938,511160003.662109,457920013.427734,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Niger,NER,40889999.3896484,43240001.6784668,70849998.4741211,134809997.558594,137270004.272461,165429992.675781,297640014.648438,387589996.337891,272390014.648438,209210006.713867,523090026.855469,741380004.882813,869280029.296875,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Nigeria,NGA,107110000.610352,83000000,76379997.253418,72610000.6103516,81379997.253418,34400001.5258789,31709999.0844727,255080001.831055,210960006.713867,173800003.051758,6401790039.0625,2052360107.42188,2431540039.0625,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,North Macedonia,MKD,..,..,..,..,..,..,..,..,78800003.0517578,250850006.103516,227399993.896484,194309997.558594,214320007.324219,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Northern Mariana Islands,MNP,53259998.3215332,57209999.0844727,65610000.6103516,75279998.7792969,81330001.8310547,109139999.389648,158979995.727539,62540000.9155273,-699999.988079071,180000.007152557,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Oman,OMN,2039999.96185303,9859999.65667725,22540000.9155273,169630004.882813,140130004.882813,219330001.831055,77580001.8310547,68199996.9482422,75089996.3378906,79669998.1689453,19040000.9155273,-21610000.6103516,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Pakistan,PAK,426040008.544922,304730010.986328,282350006.103516,468519989.013672,731070007.324219,1160219970.70313,668070007.324219,908590026.855469,500640014.648438,549619995.117188,1476699951.17188,2933209960.9375,3764020019.53125,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Palau,PLW,..,..,..,..,..,..,..,..,142320007.324219,39130001.0681152,23670000.0762939,28750000,13930000.3051758,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Panama,PAN,19500000,12800000.1907349,22409999.8474121,15960000.038147,22239999.7711182,24329999.9237061,49130001.0681152,99730003.3569336,46549999.2370605,26950000.7629395,28440000.5340576,129610000.610352,10250000,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Papua New Guinea,PNG,144559997.558594,193960006.713867,194979995.727539,262839996.337891,304480010.986328,318160003.662109,252710006.713867,370200012.207031,358320007.324219,274980010.986328,268390014.648438,514280029.296875,591390014.648438,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Paraguay,PRY,16129999.1607666,14819999.6948242,14649999.6185303,21799999.2370605,16500000,30420000.0762939,33500000,58319999.6948242,121309997.558594,80190002.4414063,63619998.9318848,112360000.610352,60180000.3051758,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Peru,PER,38389999.3896484,37069999.6948242,80040000.9155273,68059997.5585938,64599998.4741211,186110000.610352,307390014.648438,397149993.896484,386950012.207031,412670013.427734,465420013.427734,-298890014.648438,334829986.572266,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Philippines,PHL,71319999.6948242,162960006.713867,221410003.662109,153110000.610352,176300003.051758,291529998.779297,454989990.234375,1143089965.82031,857570007.324219,552799987.792969,587760009.765625,582450012.207031,514950012.207031,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Poland,POL,..,..,..,..,..,..,..,1320280029.29688,3788879882.8125,1393410034.17969,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Qatar,QAT,100000.001490116,200000.002980232,300000.011920929,509999.990463257,769999.980926514,540000.021457672,1860000.01430511,2970000.02861023,3740000.00953674,1940000.05722046,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Romania,ROU,..,..,..,..,..,..,..,243399993.896484,297850006.103516,430769989.013672,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Russian Federation,RUS,..,..,..,..,..,..,..,254020004.272461,1916780029.29688,1553719970.70313,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Rwanda,RWA,25129999.1607666,30090000.1525879,38819999.6948242,46500000,90370002.746582,154110000.610352,176630004.882813,287920013.427734,694700012.207031,321459991.455078,572710021.972656,1033089965.82031,1088439941.40625,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Samoa,WSM,1059999.94277954,2329999.92370605,2990000.00953674,5289999.96185303,11510000.2288818,21010000.2288818,17629999.1607666,35909999.8474121,38419998.1689453,28850000.3814697,43229999.5422363,124440002.441406,93720001.2207031,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Sao Tome and Principe,STP,..,..,..,..,839999.973773956,3819999.9332428,12210000.038147,54119998.9318848,84089996.3378906,34939998.626709,32700000.7629395,50189998.626709,48950000.7629395,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Saudi Arabia,SAU,1909999.9666214,2230000.01907349,2730000.01907349,3609999.89509583,2990000.00953674,12829999.9237061,27479999.5422363,14659999.8474121,16989999.7711182,21959999.0844727,25110000.6103516,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Senegal,SEN,53240001.6784668,48200000.7629395,78440002.4414063,138160003.662109,139389999.389648,261109985.351563,290480010.986328,811729980.46875,652340026.855469,432149993.896484,701349975.585938,936400024.414063,869400024.414063,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Serbia,SRB,..,..,..,..,..,..,..,..,95059997.5585938,1134270019.53125,1068489990.23438,661469970.703125,312480010.986328,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Seychelles,SYC,7739999.77111816,8720000.26702881,7989999.77111816,8529999.73297119,7480000.01907349,21500000,22040000.9155273,35560001.373291,13189999.5803833,23600000.3814697,17200000.7629395,53930000.3051758,6780000.20980835,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Sierra Leone,SLE,10409999.8474121,10199999.8092651,14079999.9237061,10319999.6948242,16629999.1607666,90559997.5585938,63799999.2370605,59319999.6948242,212270004.272461,180639999.389648,339980010.986328,458299987.792969,946820007.324219,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Singapore,SGP,30920000.0762939,29799999.2370605,25229999.5422363,20829999.9237061,11710000.038147,13890000.3433228,23430000.3051758,-1740000.00953674,16659999.8474121,1090000.0333786,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Slovak Republic,SVK,..,..,..,..,..,..,..,6840000.15258789,97959999.0844727,112989997.86377,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Slovenia,SVN,..,..,..,..,..,..,..,..,52540000.9155273,60810001.373291,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Solomon Islands,SLB,7070000.17166138,12560000.4196167,11630000.1144409,12020000.4577637,22299999.2370605,41060001.373291,19059999.4659424,41610000.6103516,47830001.8310547,68379997.253418,196789993.286133,332850006.103516,190029998.779297,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Somalia,SOM,30569999.6948242,29729999.5422363,50959999.0844727,80949996.9482422,165399993.896484,479959991.455078,350709991.455078,514809997.558594,187929992.675781,102230003.356934,240220001.220703,505679992.675781,1260560058.59375,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,South Africa,ZAF,..,..,..,..,..,..,..,..,386170013.427734,490010009.765625,681229980.46875,1036270019.53125,1420270019.53125,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,1674829956.05469,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Sri Lanka,LKA,55080001.8310547,55590000.1525879,55340000.1525879,76970001.2207031,141429992.675781,381170013.427734,439000000,615950012.207031,471470001.220703,222429992.675781,1039760009.76563,558590026.855469,445010009.765625,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,St. Kitts and Nevis,KNA,..,..,9999.99977648258,3599999.90463257,1600000.02384186,6210000.03814697,4449999.80926514,8119999.88555908,3900000.09536743,3990000.00953674,2609999.89509583,11479999.5422363,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,St. Lucia,LCA,..,..,90000.0035762787,7460000.03814697,8829999.92370605,8630000.11444092,6980000.01907349,12310000.4196167,48220001.2207031,11090000.1525879,10680000.3051758,41150001.5258789,13760000.2288818,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,St. Vincent and the Grenadines,VCT,..,..,119999.997317791,3660000.08583069,5980000.01907349,9699999.80926514,5489999.77111816,15369999.8855591,47639999.3896484,6300000.19073486,7860000.1335144,16850000.3814697,13500000,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Sudan,SDN,8899999.61853027,63639999.3896484,37159999.8474121,209160003.662109,293829986.572266,672140014.648438,1124709960.9375,848239990.234375,237429992.675781,225289993.286133,1826109985.35156,2025849975.58594,969700012.207031,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Suriname,SUR,27110000.6103516,35209999.0844727,29620000.8392334,47939998.626709,52569999.6948242,82010002.1362305,9500000,61029998.7792969,76730003.3569336,34830001.8310547,42880001.0681152,100809997.558594,15979999.5422363,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Syrian Arab Republic,SYR,21680000.3051758,54549999.2370605,425779998.779297,771500000,827479980.46875,1912839965.82031,609979980.46875,882820007.324219,355970001.220703,159759994.506836,71099998.4741211,131059997.558594,4920470214.84375,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Tajikistan,TJK,..,..,..,..,..,..,..,..,65080001.8310547,111769996.643066,226369995.117188,387950012.207031,432250000,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Tanzania,TZA,62150001.5258789,61159999.8474121,100150001.525879,162210006.713867,293269989.013672,675630004.882813,477179992.675781,1163150024.41406,871049987.792969,1064250000,1492449951.17188,2960310058.59375,2584709960.9375,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Thailand,THA,62700000.7629395,53650001.5258789,60790000.9155273,70860000.6103516,84510002.1362305,415980010.986328,446929992.675781,793989990.234375,836380004.882813,700669982.910156,-164580001.831055,-20360000.6103516,58669998.1689453,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Timor-Leste,TLS,..,..,..,9999.99977648258,250000,500000,..,100000.001490116,19999.9995529652,231270004.272461,184619995.117188,289950012.207031,212289993.286133,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Togo,TGO,19260000.2288818,21600000.3814697,25819999.6948242,38619998.9318848,41700000.7629395,90449996.9482422,110879997.253418,258239990.234375,191339996.337891,69629997.253418,82610000.6103516,403380004.882813,199470001.220703,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Tonga,TON,709999.978542328,1169999.95708466,1340000.0333786,3000000,3240000.00953674,15069999.6948242,12729999.5422363,27149999.6185303,32040000.9155273,16420000.0762939,32889999.3896484,66319999.6948242,68400001.5258789,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Trinidad and Tobago,TTO,3990000.00953674,2950000.04768372,2240000.00953674,3279999.97138977,4380000.11444092,3829999.92370605,7260000.22888184,17040000.9155273,23610000.6103516,-1559999.94277954,-2410000.08583069,4340000.15258789,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Tunisia,TUN,106430000.305176,113349998.474121,134039993.286133,174210006.713867,214270004.272461,240479995.727539,160419998.168945,392540008.544922,75389999.3896484,222839996.337891,368350006.103516,550150024.414063,495869995.117188,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Turkey,TUR,203589996.337891,232509994.506836,82919998.1689453,50189998.626709,58490001.6784668,952929992.675781,180100006.103516,1303849975.58594,313559997.558594,328570007.324219,399329986.572266,1049589965.82031,2141260009.76563,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,30700000.7629395,35529998.7792969,29049999.2370605,43799999.2370605,22950000.7629395,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Turks and Caicos Islands,TCA,..,..,..,2410000.08583069,3250000,3390000.10490417,5550000.19073486,11600000.3814697,5550000.19073486,6650000.09536743,5199999.80926514,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Tuvalu,TUV,..,..,..,..,50000.0007450581,4909999.84741211,3329999.92370605,5059999.94277954,7440000.05722046,4030000.20980835,9020000.45776367,13909999.8474121,49650001.5258789,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Uganda,UGA,31760000.2288818,40830001.8310547,22149999.6185303,17530000.6866455,51840000.1525879,113349998.474121,179479995.727539,663099975.585938,833960021.972656,855929992.675781,1195329956.05469,1690140014.64844,1638160034.17969,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Ukraine,UKR,..,..,..,..,..,..,..,289000000,319619995.117188,543320007.324219,404100006.103516,656650024.414063,1449349975.58594,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,United Arab Emirates,ARE,5610000.1335144,4679999.82833862,759999.990463257,589999.973773956,4050000.19073486,4079999.92370605,4050000.19073486,3539999.96185303,5409999.84741211,3200000.04768372,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Uruguay,URY,9250000,22239999.7711182,15779999.7329712,5099999.90463257,4869999.88555908,8630000.11444092,7719999.79019165,45919998.1689453,68930000.3051758,21549999.2370605,18340000.1525879,45909999.8474121,23180000.3051758,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Uzbekistan,UZB,..,..,..,..,..,..,..,..,83720001.2207031,185240005.493164,169070007.324219,198139999.389648,451000000,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Vanuatu,VUT,4800000.19073486,6159999.84741211,7440000.05722046,16129999.1607666,12479999.5422363,43979999.5422363,21010000.2288818,46790000.9155273,44599998.4741211,35490001.6784668,40299999.2370605,109470001.220703,186559997.558594,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,"Venezuela, RB",VEN,7969999.79019165,8390000.34332275,8439999.5803833,5159999.84741211,3779999.97138977,19479999.5422363,16510000.2288818,80480003.3569336,44860000.6103516,78139999.3896484,48799999.2370605,53110000.6103516,36590000.1525879,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Vietnam,VNM,464179992.675781,574700012.207031,477299987.792969,705380004.882813,387190002.441406,270089996.337891,151149993.896484,180550003.051758,777989990.234375,1485270019.53125,1693479980.46875,2769860107.42188,3167389892.57813,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,514109985.351563,684500000,1015710021.97266,2512560058.59375,1872209960.9375,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,"Yemen, Rep.",YEM,31850000.3814697,51099998.4741211,63599998.4741211,181690002.441406,251380004.882813,574320007.324219,431149993.896484,449829986.572266,171789993.286133,312799987.792969,296000000,667080017.089844,1778410034.17969,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Zambia,ZMB,21389999.3896484,21520000.4577637,44909999.8474121,57099998.4741211,86199996.9482422,317209991.455078,319290008.544922,474809997.558594,2030670043.94531,794650024.414063,1169050048.82813,919320007.324219,797140014.648438,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Zimbabwe,ZWE,649999.976158142,829999.983310699,850000.023841858,1580000.04291534,4030000.20980835,160639999.389648,235300003.051758,334260009.765625,491500000,175639999.389648,372940002.441406,712530029.296875,788289978.027344,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Africa Eastern and Southern,AFE,563959994.575008,688990003.872663,804809999.719262,1265530004.68016,1871239952.0278,4669250015.02037,5459229925.63248,10480720001.2207,10800960118.2938,7995110001.56403,16411430004.1199,24977449817.6575,25497109967.7086,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Africa Western and Central,AFW,602020000.085235,610400006.29425,781199999.818578,1159600009.91821,1441460011.24382,2706670009.61304,2929300014.49585,6473519947.052,6911829978.94287,4049070066.45203,14364720142.3645,15345270011.9019,14652700120.9259,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Arab World,ARB,730710006.214679,875479998.365044,2169269978.22523,3869830047.78624,5702299892.99179,9272629957.25869,6729439941.28704,12762750096.0827,6020099861.86027,5082809939.8613,29295579914.093,12318010100.8415,20726760292.0532,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Caribbean small states,CSS,75370002.0313264,77500000.0000001,65540001.2433529,118059997.916222,130080000.221729,297810003.16143,292949998.795986,624019990.205765,444520002.60353,197860003.471375,299590001.702309,547880008.69751,200019999.742508,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,1664830025.67292,4606249889.37378,3312410030.36499,123459999.084473,131550003.051758,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Early-demographic dividend,EAR,3577440027.43065,3559670043.36789,5456259986.74706,7524590045.69053,10703029906.2729,17165419961.4525,14763110017.7765,26022280222.8928,20681529900.5508,17243220076.561,23587419960.9757,34977840034.008,45448110036.85,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,East Asia & Pacific,EAS,2040270000.02936,2306280014.20572,2421879970.32702,2877359982.79601,2505739979.79052,3911450014.05105,4117219956.43526,8059170010.73807,10441589925.278,8813160100.34084,9265909940.24277,9439880192.27982,8525499851.58443,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,East Asia & Pacific (excluding high income),EAP,1560019992.36643,1762580024.30201,1948919972.74756,2446089990.98279,2049509985.45997,3280489999.44143,3613709959.75286,7305410003.60996,9448259942.01377,8242370089.76936,9265909940.24277,9439880192.27982,8525499851.58443,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,East Asia & Pacific (IDA & IBRD countries),TEA,1549209992.34915,1743340023.87524,1929919972.53895,2400669990.78728,1966279986.20085,3224909999.63693,3545439959.33607,7116500005.01425,9197609946.50797,7946010089.39743,8529419942.85583,8729350179.19541,7703729875.92221,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Euro area,EMU,22020000.9346008,22340000.1525879,35569999.6948242,42780000.6866455,64800001.1444092,68610000.6103516,55190000.5340577,50580000.4005432,481670002.937317,501679998.397828,..,..,..,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Europe & Central Asia,ECS,230849996.089935,309609997.749329,234849996.566772,165709998.726845,150880001.068115,1089759992.12265,294100004.196167,3750500007.87713,12067309875.1307,11086320044.9944,4947479958.77266,7287750003.8147,8548860034.46579,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Europe & Central Asia (excluding high income),ECA,199719996.452332,267659996.032715,204519996.643066,114029998.779297,84040000.9155273,935899991.989136,190390006.065369,1986679969.5585,5833949962.61597,6721910048.96164,4824019959.68819,7156200000.76294,8548860034.46579,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,Europe & Central Asia (IDA & IBRD countries),TEC,203589996.337891,232509994.506836,82919998.1689453,50189998.626709,58490001.6784668,952929992.675781,180100006.103516,3435230003.12784,9441179912.56714,8461130050.65919,4873249961.13778,7066259998.32153,8392490032.19605,..
Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,European Union,EUU,22020000.9346008,22340000.1525879,35569999.6948242,42780000.6866455,64800001.1444092,68610000.6103516,55190000.5340577,1708570025.92087,4636889889.7171,3388050031.66199,123459999.084473,131550003.051758,..,..
