year,value,country
2010,613763,Azerbaijan
2010,236755,Bosnia and Herzegovina
2010,254567,Burundi
2010,4128031,Colombia
2010,2718550,D. R. Congo
2010,117736,Ethiopia
2010,3481069,Iraq
2010,73349,Liberia
2010,1297343,Myanmar
2010,2198925,Pakistan
2010,248896,Russia
2010,136749,Rwanda
2010,2256807,Somalia
2010,21069,Stateless
2010,2185171,Sudan
2010,328216,Syria
2010,438681,Various/Unknown
2010,350095,Viet Nam
2011,4250315,Afghanistan
2011,133414,Angola
2011,619288,Azerbaijan
2011,232868,Bosnia and Herzegovina
2011,357535,Burundi
2011,4326881,Colombia
2011,3097186,D. R. Congo
2011,109473,Ethiopia
2011,3172172,Iraq
2011,70523,Liberia
2011,1586013,Myanmar
2011,1126390,Pakistan
2011,342530,Russia
2011,124613,Rwanda
2011,2465413,Somalia
2011,20424,Stateless
2011,3283398,Sudan
2011,279497,Syria
2011,428897,Various/Unknown
2011,349419,Viet Nam
2012,4132670,Afghanistan
2012,136546,Angola
2012,621651,Azerbaijan
2012,227161,Bosnia and Herzegovina
2012,364877,Burundi
2012,4356289,Colombia
2012,3613559,D. R. Congo
2012,121687,Ethiopia
2012,2322658,Iraq
2012,54867,Liberia
2012,1679479,Myanmar
2012,887673,Pakistan
2012,314419,Russia
2012,119014,Rwanda
2012,2313646,Somalia
2012,22890,Stateless
2012,2574830,Sudan
2012,3068018,Syria
2012,359876,Various/Unknown
2012,349911,Viet Nam
2013,3600396,Afghanistan
2013,110198,Angola
2013,627051,Azerbaijan
2013,190533,Bosnia and Herzegovina
2013,331681,Burundi
2013,5780528,Colombia
2013,4192444,D. R. Congo
2013,129729,Ethiopia
2013,1641981,Iraq
2013,19850,Liberia
2013,1737188,Myanmar
2013,934394,Pakistan
2013,287877,Russia
2013,104242,Rwanda
2013,2432288,Somalia
2013,25850,Stateless
2013,2587056,Sudan
2013,9340330,Syria
2013,278873,Various/Unknown
2013,327178,Viet Nam
2014,3713242,Afghanistan
2014,89743,Angola
2014,637992,Azerbaijan
2014,165787,Bosnia and Herzegovina
2014,335068,Burundi
2014,6409190,Colombia
2014,4039313,D. R. Congo
2014,149191,Ethiopia
2014,4105397,Iraq
2014,15963,Liberia
2014,907264,Myanmar
2014,1832858,Pakistan
2014,98371,Russia
2014,100081,Rwanda
2014,2306072,Somalia
2014,3531865,Stateless
2014,2909808,Sudan
2014,11606526,Syria
2014,550697,Various/Unknown
2014,316635,Viet Nam
2015,4434901,Afghanistan
2015,54755,Angola
2015,633160,Azerbaijan
2015,176576,Bosnia and Herzegovina
2015,509805,Burundi
2015,7287877,Colombia
2015,2927949,D. R. Congo
2015,162777,Ethiopia
2015,4915826,Iraq
2015,12488,Liberia
2015,989220,Myanmar
2015,2184604,Pakistan
2015,94544,Russia
2015,308170,Rwanda
2015,2351000,Somalia
2015,3743789,Stateless
2015,4080416,Sudan
2015,11690998,Syria
2015,1181702,Various/Unknown
2015,317792,Viet Nam
2016,5166064,Afghanistan
2016,33056,Angola
2016,631291,Azerbaijan
2016,172036,Bosnia and Herzegovina
2016,741798,Burundi
2016,7734617,Colombia
2016,3495136,D. R. Congo
2016,162601,Ethiopia
2016,5611517,Iraq
2016,9208,Liberia
2016,922899,Myanmar
2016,1326401,Pakistan
2016,97757,Russia
2016,309816,Rwanda
2016,2671654,Somalia
2016,3301581,Stateless
2016,2960319,Sudan
2016,12642995,Syria
2016,408057,Various/Unknown
2016,333933,Viet Nam
