"Year","Month","DATE","COUNT"
2016,9,"2016-09-15",27
2016,9,"2016-09-16",14
2016,9,"2016-09-17",14
2016,9,"2016-09-18",9
2016,9,"2016-09-19",28
2016,9,"2016-09-20",26
2016,9,"2016-09-21",26
2016,9,"2016-09-22",18
2016,9,"2016-09-23",15
2016,9,"2016-09-24",13
2016,9,"2016-09-25",13
2016,9,"2016-09-26",21
2016,9,"2016-09-27",16
2016,9,"2016-09-28",17
2016,9,"2016-09-29",12
2016,9,"2016-09-30",12
2016,10,"2016-10-01",17
2016,10,"2016-10-02",16
2016,10,"2016-10-03",15
2016,10,"2016-10-04",16
2016,10,"2016-10-05",8
2016,10,"2016-10-06",17
2016,10,"2016-10-07",12
2016,10,"2016-10-08",9
2016,10,"2016-10-09",8
2016,10,"2016-10-10",7
2016,10,"2016-10-11",11
2016,10,"2016-10-12",12
2016,10,"2016-10-13",19
2016,10,"2016-10-14",15
2016,10,"2016-10-15",17
2016,10,"2016-10-16",5
2016,10,"2016-10-17",12
2016,10,"2016-10-18",14
2016,10,"2016-10-19",15
2016,10,"2016-10-20",6
2016,10,"2016-10-21",6
2016,10,"2016-10-22",7
2016,10,"2016-10-23",8
2016,10,"2016-10-24",9
2016,10,"2016-10-25",9
2016,10,"2016-10-26",15
2016,10,"2016-10-27",2
2016,10,"2016-10-28",11
2016,10,"2016-10-29",9
2016,10,"2016-10-30",4
2016,10,"2016-10-31",5
2016,11,"2016-11-01",14
2016,11,"2016-11-02",7
2016,11,"2016-11-03",7
2016,11,"2016-11-04",6
2016,11,"2016-11-05",4
2016,11,"2016-11-06",9
2016,11,"2016-11-07",12
2016,11,"2016-11-08",6
2016,11,"2016-11-09",11
2016,11,"2016-11-10",11
2016,11,"2016-11-11",7
2016,11,"2016-11-12",11
2016,11,"2016-11-13",10
2016,11,"2016-11-14",11
2016,11,"2016-11-15",11
2016,11,"2016-11-16",13
2016,11,"2016-11-17",15
2016,11,"2016-11-18",13
2016,11,"2016-11-19",4
2016,11,"2016-11-20",9
2016,11,"2016-11-21",5
2016,11,"2016-11-22",8
2016,11,"2016-11-23",10
2016,11,"2016-11-24",8
2016,11,"2016-11-25",3
2016,11,"2016-11-26",3
2016,11,"2016-11-27",2
2016,11,"2016-11-28",6
2016,11,"2016-11-29",4
2016,11,"2016-11-30",9
2016,12,"2016-12-01",9
2016,12,"2016-12-02",6
2016,12,"2016-12-03",7
2016,12,"2016-12-04",5
2016,12,"2016-12-05",4
2016,12,"2016-12-06",4
2016,12,"2016-12-07",4
2016,12,"2016-12-08",8
2016,12,"2016-12-09",5
2016,12,"2016-12-10",8
2016,12,"2016-12-12",5
2016,12,"2016-12-13",5
2016,12,"2016-12-15",2
2016,12,"2016-12-16",2
2016,12,"2016-12-17",2
2016,12,"2016-12-18",2
2016,12,"2016-12-20",2
2016,12,"2016-12-21",1
2016,12,"2016-12-22",2
2016,12,"2016-12-23",1
2016,12,"2016-12-24",2
2016,12,"2016-12-25",6
2016,12,"2016-12-26",2
2016,12,"2016-12-27",6
2016,12,"2016-12-28",4
2016,12,"2016-12-29",5
2016,12,"2016-12-30",5
2016,12,"2016-12-31",2
2017,1,"2017-01-01",16
2017,1,"2017-01-02",3
2017,1,"2017-01-03",1
2017,1,"2017-01-04",7
2017,1,"2017-01-05",1
2017,1,"2017-01-06",1
2017,1,"2017-01-07",2
2017,1,"2017-01-08",2
2017,1,"2017-01-09",1
2017,1,"2017-01-10",4
2017,1,"2017-01-11",3
2017,1,"2017-01-12",1
2017,1,"2017-01-13",1
2017,1,"2017-01-14",1
2017,1,"2017-01-15",2
2017,1,"2017-01-16",3
2017,1,"2017-01-17",3
2017,1,"2017-01-18",4
2017,1,"2017-01-19",4
2017,1,"2017-01-20",5
2017,1,"2017-01-21",2
2017,1,"2017-01-22",2
2017,1,"2017-01-23",2
2017,1,"2017-01-24",2
2017,1,"2017-01-25",2
2017,1,"2017-01-26",3
2017,1,"2017-01-27",7
2017,1,"2017-01-28",2
2017,1,"2017-01-30",3
2017,1,"2017-01-31",1
2017,2,"2017-02-01",4
2017,2,"2017-02-02",3
2017,2,"2017-02-04",2
2017,2,"2017-02-05",4
2017,2,"2017-02-06",4
2017,2,"2017-02-07",2
2017,2,"2017-02-08",2
2017,2,"2017-02-09",2
2017,2,"2017-02-10",1
2017,2,"2017-02-13",1
2017,2,"2017-02-15",1
2017,2,"2017-02-16",9
2017,2,"2017-02-17",8
2017,2,"2017-02-18",10
2017,2,"2017-02-19",7
2017,2,"2017-02-20",3
2017,2,"2017-02-21",4
2017,2,"2017-02-22",6
2017,2,"2017-02-23",3
2017,2,"2017-02-24",8
2017,2,"2017-02-25",5
2017,2,"2017-02-26",4
2017,2,"2017-02-27",8
2017,2,"2017-02-28",3
2017,3,"2017-03-01",7
2017,3,"2017-03-02",4
2017,3,"2017-03-03",8
2017,3,"2017-03-04",3
2017,3,"2017-03-05",6
2017,3,"2017-03-06",3
2017,3,"2017-03-07",1
2017,3,"2017-03-08",5
2017,3,"2017-03-09",1
2017,3,"2017-03-10",5
2017,3,"2017-03-11",1
2017,3,"2017-03-12",2
2017,3,"2017-03-13",2
2017,3,"2017-03-14",2
2017,3,"2017-03-15",3
2017,3,"2017-03-16",4
2017,3,"2017-03-17",8
2017,3,"2017-03-18",2
2017,3,"2017-03-19",5
2017,3,"2017-03-20",5
2017,3,"2017-03-21",6
2017,3,"2017-03-22",6
2017,3,"2017-03-23",3
2017,3,"2017-03-24",3
2017,3,"2017-03-25",7
2017,3,"2017-03-26",6
2017,3,"2017-03-27",3
2017,3,"2017-03-28",11
2017,3,"2017-03-29",4
2017,3,"2017-03-30",3
2017,3,"2017-03-31",10
2017,4,"2017-04-01",8
2017,4,"2017-04-02",2
2017,4,"2017-04-03",3
2017,4,"2017-04-04",3
2017,4,"2017-04-05",8
2017,4,"2017-04-06",2
2017,4,"2017-04-08",7
2017,4,"2017-04-09",6
2017,4,"2017-04-10",14
2017,4,"2017-04-11",8
2017,4,"2017-04-12",8
2017,4,"2017-04-13",12
2017,4,"2017-04-14",8
2017,4,"2017-04-15",11
2017,4,"2017-04-16",14
2017,4,"2017-04-17",10
2017,4,"2017-04-18",11
2017,4,"2017-04-19",12
2017,4,"2017-04-20",5
2017,4,"2017-04-21",19
2017,4,"2017-04-22",6
2017,4,"2017-04-23",18
2017,4,"2017-04-24",14
2017,4,"2017-04-25",4
2017,4,"2017-04-26",13
2017,4,"2017-04-27",8
2017,4,"2017-04-28",11
2017,4,"2017-04-29",18
2017,4,"2017-04-30",4
2017,5,"2017-05-01",10
2017,5,"2017-05-02",9
2017,5,"2017-05-03",16
2017,5,"2017-05-04",8
2017,5,"2017-05-05",3
2017,5,"2017-05-06",10
2017,5,"2017-05-07",8
2017,5,"2017-05-08",13
2017,5,"2017-05-09",19
2017,5,"2017-05-10",13
2017,5,"2017-05-11",17
2017,5,"2017-05-12",20
2017,5,"2017-05-13",14
2017,5,"2017-05-14",10
2017,5,"2017-05-15",16
2017,5,"2017-05-16",8
2017,5,"2017-05-17",21
2017,5,"2017-05-18",17
2017,5,"2017-05-19",16
2017,5,"2017-05-20",15
2017,5,"2017-05-21",8
2017,5,"2017-05-22",11
2017,5,"2017-05-23",16
2017,5,"2017-05-24",12
2017,5,"2017-05-25",9
2017,5,"2017-05-26",20
2017,5,"2017-05-27",16
2017,5,"2017-05-28",15
2017,5,"2017-05-29",8
2017,5,"2017-05-30",10
2017,5,"2017-05-31",12
2017,6,"2017-06-01",15
2017,6,"2017-06-02",11
2017,6,"2017-06-03",13
2017,6,"2017-06-04",5
2017,6,"2017-06-05",13
2017,6,"2017-06-06",12
2017,6,"2017-06-07",17
2017,6,"2017-06-08",21
2017,6,"2017-06-09",18
2017,6,"2017-06-10",19
2017,6,"2017-06-11",23
2017,6,"2017-06-12",17
2017,6,"2017-06-13",16
2017,6,"2017-06-14",18
2017,6,"2017-06-15",9
2017,6,"2017-06-16",16
2017,6,"2017-06-17",15
2017,6,"2017-06-18",16
2017,6,"2017-06-19",20
2017,6,"2017-06-20",20
2017,6,"2017-06-21",20
2017,6,"2017-06-22",18
2017,6,"2017-06-23",17
2017,6,"2017-06-24",27
2017,6,"2017-06-25",12
2017,6,"2017-06-26",22
2017,6,"2017-06-27",20
2017,6,"2017-06-28",16
2017,6,"2017-06-29",15
2017,6,"2017-06-30",13
2017,7,"2017-07-01",11
2017,7,"2017-07-02",15
2017,7,"2017-07-03",19
2017,7,"2017-07-04",15
2017,7,"2017-07-05",11
2017,7,"2017-07-06",17
2017,7,"2017-07-07",17
2017,7,"2017-07-08",23
2017,7,"2017-07-09",8
2017,7,"2017-07-10",12
2017,7,"2017-07-11",18
2017,7,"2017-07-12",12
2017,7,"2017-07-13",17
2017,7,"2017-07-14",27
2017,7,"2017-07-15",29
2017,7,"2017-07-16",18
2017,7,"2017-07-17",12
2017,7,"2017-07-18",36
2017,7,"2017-07-19",17
2017,7,"2017-07-20",14
2017,7,"2017-07-21",16
2017,7,"2017-07-22",21
2017,7,"2017-07-23",16
2017,7,"2017-07-24",17
2017,7,"2017-07-25",18
2017,7,"2017-07-26",23
2017,7,"2017-07-27",17
2017,7,"2017-07-28",21
2017,7,"2017-07-29",17
2017,7,"2017-07-30",20
2017,7,"2017-07-31",17
2017,8,"2017-08-01",19
2017,8,"2017-08-02",14
2017,8,"2017-08-03",11
2017,8,"2017-08-04",13
2017,8,"2017-08-05",27
2017,8,"2017-08-06",13
2017,8,"2017-08-07",8
2017,8,"2017-08-08",27
2017,8,"2017-08-09",14
2017,8,"2017-08-10",19
2017,8,"2017-08-11",12
2017,8,"2017-08-12",15
2017,8,"2017-08-13",14
2017,8,"2017-08-14",21
2017,8,"2017-08-15",24
2017,8,"2017-08-16",21
2017,8,"2017-08-17",10
2017,8,"2017-08-18",23
2017,8,"2017-08-19",17
2017,8,"2017-08-20",13
2017,8,"2017-08-21",17
2017,8,"2017-08-22",16
2017,8,"2017-08-23",16
2017,8,"2017-08-24",14
2017,8,"2017-08-25",20
2017,8,"2017-08-26",12
2017,8,"2017-08-27",6
2017,8,"2017-08-28",12
2017,8,"2017-08-29",19
2017,8,"2017-08-30",11
2017,8,"2017-08-31",12
2017,9,"2017-09-01",14
2017,9,"2017-09-02",15
2017,9,"2017-09-03",15
2017,9,"2017-09-04",6
2017,9,"2017-09-05",16
2017,9,"2017-09-06",9
2017,9,"2017-09-07",13
2017,9,"2017-09-08",15
2017,9,"2017-09-09",15
2017,9,"2017-09-10",16
2017,9,"2017-09-11",13
2017,9,"2017-09-12",17
2017,9,"2017-09-13",19
2017,9,"2017-09-14",27
2017,9,"2017-09-15",19
2017,9,"2017-09-16",25
2017,9,"2017-09-17",18
2017,9,"2017-09-18",11
2017,9,"2017-09-19",20
2017,9,"2017-09-20",37
2017,9,"2017-09-21",19
2017,9,"2017-09-22",23
2017,9,"2017-09-23",23
2017,9,"2017-09-24",17
2017,9,"2017-09-25",12
2017,9,"2017-09-26",18
2017,9,"2017-09-27",17
2017,9,"2017-09-28",14
2017,9,"2017-09-29",3
2017,9,"2017-09-30",8
2017,10,"2017-10-01",25
2017,10,"2017-10-02",12
2017,10,"2017-10-03",20
2017,10,"2017-10-04",14
2017,10,"2017-10-05",14
2017,10,"2017-10-06",19
2017,10,"2017-10-07",16
2017,10,"2017-10-08",17
2017,10,"2017-10-09",14
2017,10,"2017-10-10",19
2017,10,"2017-10-11",6
2017,10,"2017-10-12",12
2017,10,"2017-10-13",15
2017,10,"2017-10-14",7
2017,10,"2017-10-15",6
2017,10,"2017-10-16",12
2017,10,"2017-10-17",14
2017,10,"2017-10-18",22
2017,10,"2017-10-19",25
2017,10,"2017-10-20",23
2017,10,"2017-10-21",15
2017,10,"2017-10-22",13
2017,10,"2017-10-23",11
2017,10,"2017-10-24",16
2017,10,"2017-10-25",15
2017,10,"2017-10-26",11
2017,10,"2017-10-27",11
2017,10,"2017-10-28",7
2017,10,"2017-10-29",16
2017,10,"2017-10-30",8
2017,10,"2017-10-31",8
2017,11,"2017-11-01",18
2017,11,"2017-11-02",6
2017,11,"2017-11-03",7
2017,11,"2017-11-04",11
2017,11,"2017-11-05",7
2017,11,"2017-11-06",11
2017,11,"2017-11-07",11
2017,11,"2017-11-08",9
2017,11,"2017-11-09",6
2017,11,"2017-11-10",9
2017,11,"2017-11-11",14
2017,11,"2017-11-12",13
2017,11,"2017-11-13",15
2017,11,"2017-11-14",13
2017,11,"2017-11-15",14
2017,11,"2017-11-16",11
2017,11,"2017-11-17",4
2017,11,"2017-11-18",2
2017,11,"2017-11-19",8
2017,11,"2017-11-20",17
2017,11,"2017-11-21",6
2017,11,"2017-11-22",8
2017,11,"2017-11-23",10
2017,11,"2017-11-24",12
2017,11,"2017-11-25",9
2017,11,"2017-11-26",6
2017,11,"2017-11-27",3
2017,11,"2017-11-28",9
2017,11,"2017-11-29",9
2017,11,"2017-11-30",3
2017,12,"2017-12-01",12
2017,12,"2017-12-02",7
2017,12,"2017-12-03",7
2017,12,"2017-12-04",6
2017,12,"2017-12-05",6
2017,12,"2017-12-06",3
2017,12,"2017-12-07",2
2017,12,"2017-12-08",5
2017,12,"2017-12-09",5
2017,12,"2017-12-11",2
2017,12,"2017-12-12",6
2017,12,"2017-12-13",5
2017,12,"2017-12-14",1
2017,12,"2017-12-15",2
2017,12,"2017-12-16",3
2017,12,"2017-12-17",4
2017,12,"2017-12-18",4
2017,12,"2017-12-19",6
2017,12,"2017-12-20",3
2017,12,"2017-12-21",5
2017,12,"2017-12-22",3
2017,12,"2017-12-23",1
2017,12,"2017-12-24",6
2017,12,"2017-12-25",1
2017,12,"2017-12-27",2
2017,12,"2017-12-30",2
2018,1,"2018-01-01",3
2018,1,"2018-01-02",2
2018,1,"2018-01-03",2
2018,1,"2018-01-04",4
2018,1,"2018-01-05",3
2018,1,"2018-01-08",4
2018,1,"2018-01-09",5
2018,1,"2018-01-10",1
2018,1,"2018-01-11",4
2018,1,"2018-01-12",3
2018,1,"2018-01-13",5
2018,1,"2018-01-14",3
2018,1,"2018-01-15",2
2018,1,"2018-01-18",4
2018,1,"2018-01-19",7
2018,1,"2018-01-20",3
2018,1,"2018-01-21",5
2018,1,"2018-01-22",5
2018,1,"2018-01-23",3
2018,1,"2018-01-24",1
2018,1,"2018-01-25",5
2018,1,"2018-01-26",2
2018,1,"2018-01-27",4
2018,1,"2018-01-28",3
2018,1,"2018-01-29",3
2018,1,"2018-01-30",2
2018,2,"2018-02-01",5
2018,2,"2018-02-02",1
2018,2,"2018-02-03",2
2018,2,"2018-02-04",2
2018,2,"2018-02-05",6
2018,2,"2018-02-06",5
2018,2,"2018-02-07",6
2018,2,"2018-02-08",3
2018,2,"2018-02-09",3
2018,2,"2018-02-11",3
2018,2,"2018-02-12",2
2018,2,"2018-02-15",6
2018,2,"2018-02-16",3
2018,2,"2018-02-17",5
2018,2,"2018-02-18",5
2018,2,"2018-02-19",6
2018,2,"2018-02-21",5
2018,2,"2018-02-22",5
2018,2,"2018-02-23",9
2018,2,"2018-02-24",4
2018,2,"2018-02-25",5
2018,2,"2018-02-26",4
2018,2,"2018-02-27",3
2018,2,"2018-02-28",3
2018,3,"2018-03-01",2
2018,3,"2018-03-02",6
2018,3,"2018-03-03",1
2018,3,"2018-03-04",2
2018,3,"2018-03-05",4
2018,3,"2018-03-06",2
2018,3,"2018-03-07",1
2018,3,"2018-03-08",5
2018,3,"2018-03-09",7
2018,3,"2018-03-10",5
2018,3,"2018-03-12",5
2018,3,"2018-03-13",3
2018,3,"2018-03-14",3
2018,3,"2018-03-15",2
2018,3,"2018-03-16",4
2018,3,"2018-03-17",8
2018,3,"2018-03-18",3
2018,3,"2018-03-19",5
2018,3,"2018-03-20",4
2018,3,"2018-03-21",8
2018,3,"2018-03-22",7
2018,3,"2018-03-23",3
2018,3,"2018-03-24",6
2018,3,"2018-03-25",4
2018,3,"2018-03-26",6
2018,3,"2018-03-27",6
2018,3,"2018-03-28",4
2018,3,"2018-03-29",7
2018,3,"2018-03-30",6
2018,3,"2018-03-31",2
2018,4,"2018-04-01",4
2018,4,"2018-04-02",6
2018,4,"2018-04-03",6
2018,4,"2018-04-04",3
2018,4,"2018-04-05",9
2018,4,"2018-04-06",3
2018,4,"2018-04-07",8
2018,4,"2018-04-08",5
2018,4,"2018-04-09",8
2018,4,"2018-04-10",5
2018,4,"2018-04-11",8
2018,4,"2018-04-12",11
2018,4,"2018-04-13",8
2018,4,"2018-04-14",3
2018,4,"2018-04-15",4
2018,4,"2018-04-16",6
2018,4,"2018-04-17",3
2018,4,"2018-04-18",5
2018,4,"2018-04-19",6
2018,4,"2018-04-20",5
2018,4,"2018-04-21",16
2018,4,"2018-04-22",5
2018,4,"2018-04-23",10
2018,4,"2018-04-24",10
2018,4,"2018-04-25",7
2018,4,"2018-04-26",10
2018,4,"2018-04-27",11
2018,4,"2018-04-28",3
2018,4,"2018-04-29",8
2018,4,"2018-04-30",10
2018,5,"2018-05-01",16
2018,5,"2018-05-02",14
2018,5,"2018-05-03",6
2018,5,"2018-05-04",19
2018,5,"2018-05-05",15
2018,5,"2018-05-06",5
2018,5,"2018-05-07",9
2018,5,"2018-05-08",19
2018,5,"2018-05-09",18
2018,5,"2018-05-10",19
2018,5,"2018-05-11",12
2018,5,"2018-05-12",9
2018,5,"2018-05-13",18
2018,5,"2018-05-14",17
2018,5,"2018-05-15",12
2018,5,"2018-05-16",21
2018,5,"2018-05-17",16
2018,5,"2018-05-18",10
2018,5,"2018-05-19",10
2018,5,"2018-05-20",13
2018,5,"2018-05-21",14
2018,5,"2018-05-22",14
2018,5,"2018-05-23",14
2018,5,"2018-05-24",27
2018,5,"2018-05-25",17
2018,5,"2018-05-26",9
2018,5,"2018-05-27",10
2018,5,"2018-05-28",8
2018,5,"2018-05-29",12
2018,5,"2018-05-30",13
2018,5,"2018-05-31",10
2018,6,"2018-06-01",16
2018,6,"2018-06-02",13
2018,6,"2018-06-03",18
2018,6,"2018-06-04",22
2018,6,"2018-06-05",13
2018,6,"2018-06-06",20
2018,6,"2018-06-07",23
2018,6,"2018-06-08",33
2018,6,"2018-06-09",16
2018,6,"2018-06-10",17
2018,6,"2018-06-11",33
2018,6,"2018-06-12",16
2018,6,"2018-06-13",25
2018,6,"2018-06-14",16
2018,6,"2018-06-15",23
2018,6,"2018-06-16",30
2018,6,"2018-06-17",12
2018,6,"2018-06-18",22
2018,6,"2018-06-19",26
2018,6,"2018-06-20",22
2018,6,"2018-06-21",23
2018,6,"2018-06-22",19
2018,6,"2018-06-23",15
2018,6,"2018-06-24",11
2018,6,"2018-06-25",20
2018,6,"2018-06-26",14
2018,6,"2018-06-27",20
2018,6,"2018-06-28",14
2018,6,"2018-06-29",14
2018,6,"2018-06-30",13
2018,7,"2018-07-01",20
2018,7,"2018-07-02",14
2018,7,"2018-07-03",8
2018,7,"2018-07-04",25
2018,7,"2018-07-05",17
2018,7,"2018-07-06",15
2018,7,"2018-07-07",16
2018,7,"2018-07-08",16
2018,7,"2018-07-09",31
2018,7,"2018-07-10",20
2018,7,"2018-07-11",23
2018,7,"2018-07-12",31
2018,7,"2018-07-13",21
2018,7,"2018-07-14",20
2018,7,"2018-07-15",15
2018,7,"2018-07-16",20
2018,7,"2018-07-17",21
2018,7,"2018-07-18",24
2018,7,"2018-07-19",27
2018,7,"2018-07-20",29
2018,7,"2018-07-21",22
2018,7,"2018-07-22",16
2018,7,"2018-07-23",18
2018,7,"2018-07-24",29
2018,7,"2018-07-25",29
2018,7,"2018-07-26",25
2018,7,"2018-07-27",16
2018,7,"2018-07-28",18
2018,7,"2018-07-29",21
2018,7,"2018-07-30",20
2018,7,"2018-07-31",15
2018,8,"2018-08-01",24
2018,8,"2018-08-02",20
2018,8,"2018-08-03",19
2018,8,"2018-08-04",20
2018,8,"2018-08-05",6
2018,8,"2018-08-06",19
2018,8,"2018-08-07",14
2018,8,"2018-08-08",17
2018,8,"2018-08-09",27
2018,8,"2018-08-10",29
2018,8,"2018-08-11",21
2018,8,"2018-08-12",25
2018,8,"2018-08-13",23
2018,8,"2018-08-14",23
2018,8,"2018-08-15",39
2018,8,"2018-08-16",28
2018,8,"2018-08-17",10
2018,8,"2018-08-18",26
2018,8,"2018-08-19",22
2018,8,"2018-08-20",29
2018,8,"2018-08-21",12
2018,8,"2018-08-22",25
2018,8,"2018-08-23",20
2018,8,"2018-08-24",14
2018,8,"2018-08-25",15
2018,8,"2018-08-26",11
2018,8,"2018-08-27",13
2018,8,"2018-08-28",16
2018,8,"2018-08-29",17
2018,8,"2018-08-30",14
2018,8,"2018-08-31",6
2018,9,"2018-09-01",12
2018,9,"2018-09-02",8
2018,9,"2018-09-03",12
2018,9,"2018-09-04",16
2018,9,"2018-09-05",18
2018,9,"2018-09-06",20
2018,9,"2018-09-07",15
2018,9,"2018-09-08",23
2018,9,"2018-09-09",13
2018,9,"2018-09-10",9
2018,9,"2018-09-11",14
2018,9,"2018-09-12",15
2018,9,"2018-09-13",13
2018,9,"2018-09-14",24
2018,9,"2018-09-15",23
2018,9,"2018-09-16",18
2018,9,"2018-09-17",26
2018,9,"2018-09-18",21
2018,9,"2018-09-19",27
2018,9,"2018-09-20",18
2018,9,"2018-09-21",9
2018,9,"2018-09-22",14
2018,9,"2018-09-23",12
2018,9,"2018-09-24",19
2018,9,"2018-09-25",5
2018,9,"2018-09-26",10
2018,9,"2018-09-27",13
2018,9,"2018-09-28",11
2018,9,"2018-09-29",8
2018,9,"2018-09-30",11
2018,10,"2018-10-01",16
2018,10,"2018-10-02",10
2018,10,"2018-10-03",9
2018,10,"2018-10-04",10
2018,10,"2018-10-05",13
2018,10,"2018-10-06",13
2018,10,"2018-10-07",10
2018,10,"2018-10-08",14
2018,10,"2018-10-09",12
2018,10,"2018-10-10",20
2018,10,"2018-10-11",17
2018,10,"2018-10-12",18
2018,10,"2018-10-13",10
2018,10,"2018-10-14",20
2018,10,"2018-10-15",7
2018,10,"2018-10-16",15
2018,10,"2018-10-17",13
2018,10,"2018-10-18",16
2018,10,"2018-10-19",13
2018,10,"2018-10-20",13
2018,10,"2018-10-21",12
2018,10,"2018-10-22",11
2018,10,"2018-10-23",14
2018,10,"2018-10-24",16
2018,10,"2018-10-25",10
2018,10,"2018-10-26",13
2018,10,"2018-10-27",10
2018,10,"2018-10-28",7
2018,10,"2018-10-29",16
2018,10,"2018-10-30",6
2018,10,"2018-10-31",2
2018,11,"2018-11-01",10
2018,11,"2018-11-02",7
2018,11,"2018-11-03",6
2018,11,"2018-11-04",4
2018,11,"2018-11-05",6
2018,11,"2018-11-06",6
2018,11,"2018-11-07",6
2018,11,"2018-11-08",10
2018,11,"2018-11-09",13
2018,11,"2018-11-10",4
2018,11,"2018-11-11",5
2018,11,"2018-11-12",9
2018,11,"2018-11-13",8
2018,11,"2018-11-14",14
2018,11,"2018-11-15",6
2018,11,"2018-11-16",6
2018,11,"2018-11-17",4
2018,11,"2018-11-18",8
2018,11,"2018-11-19",6
2018,11,"2018-11-20",5
2018,11,"2018-11-21",5
2018,11,"2018-11-22",5
2018,11,"2018-11-23",6
2018,11,"2018-11-24",2
2018,11,"2018-11-25",5
2018,11,"2018-11-26",9
2018,11,"2018-11-27",9
2018,11,"2018-11-28",3
2018,11,"2018-11-29",7
2018,11,"2018-11-30",2
2018,12,"2018-12-01",13
2018,12,"2018-12-02",5
2018,12,"2018-12-03",2
2018,12,"2018-12-04",3
2018,12,"2018-12-05",3
2018,12,"2018-12-06",2
2018,12,"2018-12-07",3
2018,12,"2018-12-09",3
2018,12,"2018-12-10",6
2018,12,"2018-12-11",9
2018,12,"2018-12-12",2
2018,12,"2018-12-13",2
2018,12,"2018-12-14",5
2018,12,"2018-12-15",4
2018,12,"2018-12-16",4
2018,12,"2018-12-17",3
2018,12,"2018-12-18",9
2018,12,"2018-12-19",5
2018,12,"2018-12-20",9
2018,12,"2018-12-21",1
2018,12,"2018-12-22",9
2018,12,"2018-12-23",5
2018,12,"2018-12-24",8
2018,12,"2018-12-25",2
2018,12,"2018-12-26",1
2018,12,"2018-12-27",2
2018,12,"2018-12-28",4
2018,12,"2018-12-29",3
2018,12,"2018-12-30",4
2018,12,"2018-12-31",2
2019,1,"2019-01-01",8
2019,1,"2019-01-02",4
2019,1,"2019-01-03",4
2019,1,"2019-01-04",4
2019,1,"2019-01-05",6
2019,1,"2019-01-06",10
2019,1,"2019-01-07",8
2019,1,"2019-01-08",8
2019,1,"2019-01-09",4
2019,1,"2019-01-10",6
2019,1,"2019-01-11",2
2019,1,"2019-01-12",3
2019,1,"2019-01-13",2
2019,1,"2019-01-14",5
2019,1,"2019-01-15",5
2019,1,"2019-01-17",6
2019,1,"2019-01-18",6
2019,1,"2019-01-19",3
2019,1,"2019-01-20",3
2019,1,"2019-01-21",5
2019,1,"2019-01-22",1
2019,1,"2019-01-23",1
2019,1,"2019-01-24",4
2019,1,"2019-01-25",3
2019,1,"2019-01-26",1
2019,1,"2019-01-27",4
2019,1,"2019-01-28",2
2019,1,"2019-01-29",1
2019,1,"2019-01-31",3
2019,2,"2019-02-01",3
2019,2,"2019-02-03",2
2019,2,"2019-02-04",2
2019,2,"2019-02-05",4
2019,2,"2019-02-06",1
2019,2,"2019-02-07",8
2019,2,"2019-02-08",1
2019,2,"2019-02-09",2
2019,2,"2019-02-10",1
2019,2,"2019-02-11",4
2019,2,"2019-02-12",3
2019,2,"2019-02-13",1
2019,2,"2019-02-14",3
2019,2,"2019-02-15",2
2019,2,"2019-02-16",4
2019,2,"2019-02-18",1
2019,2,"2019-02-19",1
2019,2,"2019-02-20",5
2019,2,"2019-02-21",1
2019,2,"2019-02-22",5
2019,2,"2019-02-23",5
2019,2,"2019-02-24",1
2019,2,"2019-02-25",1
2019,2,"2019-02-26",2
2019,2,"2019-02-27",3
2019,2,"2019-02-28",2
2019,3,"2019-03-01",7
2019,3,"2019-03-02",2
2019,3,"2019-03-03",1
2019,3,"2019-03-04",1
2019,3,"2019-03-05",2
2019,3,"2019-03-06",1
2019,3,"2019-03-07",3
2019,3,"2019-03-08",3
2019,3,"2019-03-09",1
2019,3,"2019-03-10",4
2019,3,"2019-03-11",1
2019,3,"2019-03-12",3
2019,3,"2019-03-13",3
2019,3,"2019-03-14",3
2019,3,"2019-03-15",6
2019,3,"2019-03-16",5
2019,3,"2019-03-17",2
2019,3,"2019-03-18",6
2019,3,"2019-03-19",1
2019,3,"2019-03-20",2
2019,3,"2019-03-21",3
2019,3,"2019-03-22",4
2019,3,"2019-03-23",6
2019,3,"2019-03-24",2
2019,3,"2019-03-25",6
2019,3,"2019-03-26",8
2019,3,"2019-03-27",6
2019,3,"2019-03-28",7
2019,3,"2019-03-29",8
2019,3,"2019-03-30",3
2019,3,"2019-03-31",3
2019,4,"2019-04-01",4
2019,4,"2019-04-02",5
2019,4,"2019-04-03",7
2019,4,"2019-04-04",11
2019,4,"2019-04-05",2
2019,4,"2019-04-06",3
2019,4,"2019-04-07",8
2019,4,"2019-04-08",6
2019,4,"2019-04-09",3
2019,4,"2019-04-10",7
2019,4,"2019-04-11",8
2019,4,"2019-04-12",3
2019,4,"2019-04-13",6
2019,4,"2019-04-14",5
2019,4,"2019-04-15",8
2019,4,"2019-04-16",2
2019,4,"2019-04-17",7
2019,4,"2019-04-18",8
2019,4,"2019-04-19",6
2019,4,"2019-04-20",7
2019,4,"2019-04-21",11
2019,4,"2019-04-22",6
2019,4,"2019-04-23",6
2019,4,"2019-04-24",7
2019,4,"2019-04-25",5
2019,4,"2019-04-26",4
2019,4,"2019-04-27",6
2019,4,"2019-04-28",10
2019,4,"2019-04-29",9
2019,4,"2019-04-30",8
2019,5,"2019-05-01",6
2019,5,"2019-05-02",5
2019,5,"2019-05-03",10
