country,state,county,lat,lng,type,measure,beds,population,year,source,source_url
US,IA,page,41.878003,-93.097702,ACUTE,1000HAB,1.624115,15393,2012,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,page,41.878003,-93.097702,ICU,1000HAB,3.24823,15393,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,page,41.878003,-93.097702,PSYCHIATRIC,1000HAB,2.273761,15393,2012,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,palo alto,41.878003,-93.097702,ACUTE,1000HAB,5.159166,9110,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,palo alto,41.878003,-93.097702,ICU,1000HAB,0.0,9110,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IA,plymouth,41.878003,-93.097702,ICU,1000HAB,0.998921,25027,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,pocahontas,41.878003,-93.097702,ICU,1000HAB,3.585772,6972,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,polk,41.878003,-93.097702,ACUTE,1000HAB,3.811786,467235,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,polk,41.878003,-93.097702,ICU,1000HAB,0.239708,467235,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IA,polk,41.878003,-93.097702,OTHER,1000HAB,0.044945,467235,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,polk,41.878003,-93.097702,PSYCHIATRIC,1000HAB,0.038525,467235,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,pottawattamie,41.878003,-93.097702,ACUTE,1000HAB,5.509878,93287,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,pottawattamie,41.878003,-93.097702,ICU,1000HAB,0.310869,93287,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IA,poweshiek,41.878003,-93.097702,ACUTE,1000HAB,2.658997,18428,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,poweshiek,41.878003,-93.097702,ICU,1000HAB,0.271326,18428,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IA,ringgold,41.878003,-93.097702,ACUTE,1000HAB,3.208985,4986,2012,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,ringgold,41.878003,-93.097702,ICU,1000HAB,3.208985,4986,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,sac,41.878003,-93.097702,ICU,1000HAB,2.516103,9936,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,scott,41.878003,-93.097702,ACUTE,1000HAB,6.664995,171493,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,scott,41.878003,-93.097702,ICU,1000HAB,0.268233,171493,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IA,scott,41.878003,-93.097702,OTHER,1000HAB,0.291557,171493,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,shelby,41.878003,-93.097702,ICU,1000HAB,2.123683,11772,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,sioux,41.878003,-93.097702,ACUTE,1000HAB,5.592067,34692,2012,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,sioux,41.878003,-93.097702,ICU,1000HAB,2.767209,34692,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,story,41.878003,-93.097702,ACUTE,1000HAB,2.732354,95888,2016,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,story,41.878003,-93.097702,ICU,1000HAB,0.17729,95888,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,tama,41.878003,-93.097702,ICU,1000HAB,0.0,17236,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IA,taylor,41.878003,-93.097702,ICU,1000HAB,0.0,6214,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IA,union,41.878003,-93.097702,ICU,1000HAB,2.00048,12497,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,van buren,41.878003,-93.097702,ICU,1000HAB,3.420909,7308,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,wapello,41.878003,-93.097702,ACUTE,1000HAB,6.143654,35321,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,wapello,41.878003,-93.097702,ICU,1000HAB,0.311429,35321,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IA,warren,41.878003,-93.097702,ICU,1000HAB,0.0,48630,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IA,washington,41.878003,-93.097702,ICU,1000HAB,1.131478,22095,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,wayne,41.878003,-93.097702,ICU,1000HAB,3.903201,6405,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,webster,41.878003,-93.097702,ACUTE,1000HAB,5.413452,36945,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,webster,41.878003,-93.097702,ICU,1000HAB,0.216538,36945,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IA,winnebago,41.878003,-93.097702,ICU,1000HAB,0.0,10545,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IA,winneshiek,41.878003,-93.097702,ICU,1000HAB,1.215067,20575,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,woodbury,41.878003,-93.097702,ACUTE,1000HAB,8.105706,102397,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IA,woodbury,41.878003,-93.097702,ICU,1000HAB,0.322275,102397,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IA,worth,41.878003,-93.097702,ICU,1000HAB,0.0,7502,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IA,wright,41.878003,-93.097702,ICU,1000HAB,3.653607,12864,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,ada,44.068202,-114.742041,ACUTE,1000HAB,2.879685,435117,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,ada,44.068202,-114.742041,ICU,1000HAB,0.241314,435117,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,ada,44.068202,-114.742041,OTHER,1000HAB,0.19535,435117,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,ada,44.068202,-114.742041,PSYCHIATRIC,1000HAB,0.036772,435117,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,adams,44.068202,-114.742041,ICU,1000HAB,0.0,3946,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,bannock,44.068202,-114.742041,ACUTE,1000HAB,2.437198,84113,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,bannock,44.068202,-114.742041,ICU,1000HAB,0.237775,84113,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,bannock,44.068202,-114.742041,PSYCHIATRIC,1000HAB,0.166443,84113,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,bear lake,44.068202,-114.742041,ACUTE,1000HAB,3.534164,5942,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,bear lake,44.068202,-114.742041,ICU,1000HAB,0.0,5942,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,benewah,44.068202,-114.742041,ACUTE,1000HAB,2.099448,9050,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,benewah,44.068202,-114.742041,ICU,1000HAB,0.0,9050,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,bingham,44.068202,-114.742041,ACUTE,1000HAB,0.727369,45369,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,bingham,44.068202,-114.742041,ICU,1000HAB,0.110207,45369,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,bingham,44.068202,-114.742041,PSYCHIATRIC,1000HAB,2.644978,45369,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,blaine,44.068202,-114.742041,ICU,1000HAB,0.0,21583,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,blaine,44.068202,-114.742041,OTHER,1000HAB,1.158319,21583,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,boise,44.068202,-114.742041,ICU,1000HAB,0.0,6968,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,bonner,44.068202,-114.742041,ACUTE,1000HAB,0.5973,41855,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,bonner,44.068202,-114.742041,ICU,1000HAB,0.095568,41855,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,bonneville,44.068202,-114.742041,ACUTE,1000HAB,3.007137,110404,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,bonneville,44.068202,-114.742041,ICU,1000HAB,0.317017,110404,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,boundary,44.068202,-114.742041,ACUTE,1000HAB,1.766316,11323,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,boundary,44.068202,-114.742041,ICU,1000HAB,0.0,11323,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,butte,44.068202,-114.742041,ACUTE,1000HAB,5.357826,2613,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,butte,44.068202,-114.742041,ICU,1000HAB,0.0,2613,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,camas,44.068202,-114.742041,ICU,1000HAB,0.0,886,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,canyon,44.068202,-114.742041,ACUTE,1000HAB,1.458747,207027,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,canyon,44.068202,-114.742041,ICU,1000HAB,0.198042,207027,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,caribou,44.068202,-114.742041,ACUTE,1000HAB,3.643253,6862,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,caribou,44.068202,-114.742041,ICU,1000HAB,0.0,6862,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,cassia,44.068202,-114.742041,ACUTE,1000HAB,1.065099,23472,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,cassia,44.068202,-114.742041,ICU,1000HAB,0.255624,23472,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,clark,44.068202,-114.742041,ICU,1000HAB,0.0,1055,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,clearwater,44.068202,-114.742041,ACUTE,1000HAB,2.695418,8533,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,clearwater,44.068202,-114.742041,ICU,1000HAB,0.0,8533,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,clearwater,44.068202,-114.742041,PSYCHIATRIC,1000HAB,7.031525,8533,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,custer,44.068202,-114.742041,ICU,1000HAB,0.0,4141,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,elmore,44.068202,-114.742041,ICU,1000HAB,0.953034,26232,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,franklin,44.068202,-114.742041,ACUTE,1000HAB,1.52439,13120,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,franklin,44.068202,-114.742041,ICU,1000HAB,0.0,13120,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,fremont,44.068202,-114.742041,ICU,1000HAB,0.0,12889,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,gem,44.068202,-114.742041,ACUTE,1000HAB,0.949555,16850,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,gem,44.068202,-114.742041,ICU,1000HAB,0.0,16850,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,gooding,44.068202,-114.742041,ACUTE,1000HAB,1.191264,15110,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,gooding,44.068202,-114.742041,ICU,1000HAB,0.0,15110,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,idaho,44.068202,-114.742041,ACUTE,1000HAB,0.983103,16275,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,idaho,44.068202,-114.742041,ICU,1000HAB,1.536098,16275,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,jefferson,44.068202,-114.742041,ICU,1000HAB,0.0,27410,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,jerome,44.068202,-114.742041,ACUTE,1000HAB,1.085117,23039,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,jerome,44.068202,-114.742041,ICU,1000HAB,0.0,23039,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,kootenai,44.068202,-114.742041,ACUTE,1000HAB,2.17148,150128,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,kootenai,44.068202,-114.742041,ICU,1000HAB,0.366354,150128,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,kootenai,44.068202,-114.742041,OTHER,1000HAB,0.466269,150128,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,latah,44.068202,-114.742041,ACUTE,1000HAB,0.646045,38697,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,latah,44.068202,-114.742041,ICU,1000HAB,0.0,38697,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,lemhi,44.068202,-114.742041,ICU,1000HAB,2.321083,7755,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,lewis,44.068202,-114.742041,ICU,1000HAB,0.0,3824,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,lincoln,44.068202,-114.742041,ICU,1000HAB,0.0,5296,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,madison,44.068202,-114.742041,ACUTE,1000HAB,1.804346,38241,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,madison,44.068202,-114.742041,ICU,1000HAB,0.1046,38241,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,minidoka,44.068202,-114.742041,ACUTE,1000HAB,1.222613,20448,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,minidoka,44.068202,-114.742041,ICU,1000HAB,0.0,20448,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,nez perce,44.068202,-114.742041,ACUTE,1000HAB,3.623732,40014,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,nez perce,44.068202,-114.742041,ICU,1000HAB,0.224921,40014,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,oneida,44.068202,-114.742041,ACUTE,1000HAB,2.567694,4284,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,oneida,44.068202,-114.742041,ICU,1000HAB,0.0,4284,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,owyhee,44.068202,-114.742041,ICU,1000HAB,0.0,11384,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,payette,44.068202,-114.742041,ICU,1000HAB,0.0,22839,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,power,44.068202,-114.742041,ACUTE,1000HAB,1.304291,7667,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,power,44.068202,-114.742041,ICU,1000HAB,0.0,7667,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,shoshone,44.068202,-114.742041,ACUTE,1000HAB,2.001601,12490,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,shoshone,44.068202,-114.742041,ICU,1000HAB,0.0,12490,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,teton,44.068202,-114.742041,ACUTE,1000HAB,1.206385,10776,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,teton,44.068202,-114.742041,ICU,1000HAB,0.0,10776,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,twin falls,44.068202,-114.742041,ACUTE,1000HAB,2.72347,82248,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,twin falls,44.068202,-114.742041,ICU,1000HAB,0.364751,82248,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,twin falls,44.068202,-114.742041,PSYCHIATRIC,1000HAB,0.352592,82248,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,valley,44.068202,-114.742041,ACUTE,1000HAB,2.474268,10104,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,ID,valley,44.068202,-114.742041,ICU,1000HAB,0.0,10104,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,ID,washington,44.068202,-114.742041,ICU,1000HAB,2.501,9996,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IL,adams,40.633125,-89.398528,ACUTE,1000HAB,5.015946,66787,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IL,adams,40.633125,-89.398528,ICU,1000HAB,0.374324,66787,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IL,alexander,40.633125,-89.398528,ICU,1000HAB,0.0,6776,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IL,bond,40.633125,-89.398528,ACUTE,1000HAB,8.805918,17034,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IL,bond,40.633125,-89.398528,ICU,1000HAB,0.0,17034,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IL,boone,40.633125,-89.398528,ICU,1000HAB,0.0,53638,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IL,brown,40.633125,-89.398528,ICU,1000HAB,0.0,6791,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IL,bureau,40.633125,-89.398528,ICU,1000HAB,0.743627,33619,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IL,calhoun,40.633125,-89.398528,ICU,1000HAB,0.0,4897,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IL,carroll,40.633125,-89.398528,ICU,1000HAB,0.0,14704,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IL,cass,40.633125,-89.398528,ICU,1000HAB,0.0,12880,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IL,champaign,40.633125,-89.398528,ACUTE,1000HAB,2.418897,207946,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IL,champaign,40.633125,-89.398528,ICU,1000HAB,0.245256,207946,2019,khn,https://khn.org/news/as-coronavirus-spreads-widely-millions-of-older-americans-live-in-counties-with-no-icu-beds/
US,IL,champaign,40.633125,-89.398528,PSYCHIATRIC,1000HAB,0.221211,207946,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
US,IL,christian,40.633125,-89.398528,ICU,1000HAB,1.996305,33562,2018,arcgis,https://services1.arcgis.com/Hp6G80Pky0om7QvQ/arcgis/rest/services/Hospitals_1/FeatureServer/0
