featureNam,pcode,featureRef,featureAlt,featureA_1,popPlaceCl,popPlace_1,admin4Name,admin4Pcod,admin3Name,admin3Pcod,admin2Name,admin2Pcod,admin1Name,admin1Pcod,admin0Name,admin0Pcod,date,validOn,validTo,featureA_2,featureA_3,POINT_X,POINT_Y,Latitude,Longitude,,
Karagok,BM-0486,Karagok,Wardengjalab,,6,Village,Patiir,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.73429417300,6.72236710100,"6° 43' 20.522"" N","29° 44' 3.459"" E",,
Yinh Madit,BN-0759,Yinh Madit,,,6,Village,Tin_Mayen,,Yali,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.44121666700,6.72258300000,"6° 43' 21.299"" N","30° 26' 28.380"" E",,
Khap Long,BN-0760,Khap Long,Kap centre,Khap,6,Village,Tin_Mayen,,Yali,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.45500000000,6.72275000000,"6° 43' 21.900"" N","30° 27' 18.000"" E",,
War Ameth,BN-0761,War Ameth,Warameth,,6,Village,"Mamer
Mamer",,Adior,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.65770000000,6.72283300000,"6° 43' 22.199"" N","30° 39' 27.720"" E",,
Wer Alel,BN-0762,Wer Alel,,,6,Village,Cuiedit,,Nyang Town,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.59888333300,6.72320000000,"6° 43' 23.520"" N","30° 35' 55.980"" E",,
Marial,BN-0763,Marial,,,6,Village,Achigor,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.47256666700,6.72338300000,"6° 43' 24.179"" N","30° 28' 21.240"" E",,
Timbar,BM-0487,Timbar,,,6,Village,Biling_Cok,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.76478333300,6.72350000000,"6° 43' 24.600"" N","29° 45' 53.220"" E",,
Nyikana,BM-0488,Nyikana,,,6,Village,Patiir,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.71419243400,6.72352170300,"6° 43' 24.678"" N","29° 42' 51.093"" E",,
Cuei Chok,BM-0489,Cuei Chok,Cuei Cok,Mathiangabuoi,5,Secondary Town / Small Town,,,,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,Cueicok,,29.74416667000,6.72444445000,"6° 43' 28.000"" N","29° 44' 39.000"" E",,
Ciry,BN-0764,Ciry,,,6,Village,Alel,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.53100939000,6.72475660300,"6° 43' 29.124"" N","30° 31' 51.634"" E",,
Alokkur,BM-0490,Alokkur,,,6,Village,Biling_Cok,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.75676666700,6.72505000000,"6° 43' 30.180"" N","29° 45' 24.360"" E",,
Tiem Gar,BN-0765,Tiem Gar,Tiemgar,,6,Village,Cuiedit,,Nyang Town,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.58351666700,6.72526700000,"6° 43' 30.961"" N","30° 35' 0.660"" E",,
Kac-rol,BN-0766,Kac-rol,,,6,Village,Achigor,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.50495000000,6.72530000000,"6° 43' 31.080"" N","30° 30' 17.820"" E",,
Wer Lou,BN-0767,Wer Lou,,,6,Village,Pul_Winy,,Nyang Town,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.61201666700,6.72541700000,"6° 43' 31.501"" N","30° 36' 43.260"" E",,
Ajot Bek,BM-0491,Ajot Bek,,,6,Village,Majak,,Malengagok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.80623333300,6.72543300000,"6° 43' 31.559"" N","29° 48' 22.440"" E",,
Malek Nhom One,BM-0492,Malek Nhom One,Malek-Malok,,6,Village,Abinajok,,Jiir,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.67654225500,6.72602053900,"6° 43' 33.674"" N","29° 40' 35.552"" E",,
Guet,BN-0768,Guet,Guetet,Gueet,6,Village,Achigor,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.51851666700,6.72628300000,"6° 43' 34.619"" N","30° 31' 6.660"" E",,
Mayom Cueie,BN-0769,Mayom Cueie,Mayom-cuei,,6,Village,"Mamer
Mamer",,Adior,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.66566666700,6.72633300000,"6° 43' 34.799"" N","30° 39' 56.400"" E",,
Paralbek,BN-0770,Paralbek,Parialbeek,,6,Village,Amerachier,,Malek,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.78088333300,6.72730000000,"6° 43' 38.280"" N","30° 46' 51.180"" E",,
Malual Cuom,BN-0771,Malual Cuom,,,6,Village,Achigor,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.54096666700,6.72746700000,"6° 43' 38.881"" N","30° 32' 27.480"" E",,
Majok-mikot,BM-0493,Majok-mikot,,,6,Village,Colocok,,Matangai,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.61464060700,6.72753733600,"6° 43' 39.134"" N","29° 36' 52.706"" E",,
Rangtit,BM-0494,Rangtit,Riangtit,,6,Village,Abinajok,,Jiir,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.66629225500,6.72755353900,"6° 43' 39.193"" N","29° 39' 58.652"" E",,
Adol,BM-0495,Adol,,,6,Village,Karic,,Atiaba,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.96576898500,6.72770614700,"6° 43' 39.742"" N","29° 57' 56.768"" E",,
Wua-abiei,BN-0772,Wua-abiei,,,6,Village,Achigor,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.49690000000,6.72876700000,"6° 43' 43.561"" N","30° 29' 48.840"" E",,
Aluakluak,BN-0773,Aluakluak,,,6,Village,Tin_Mayen,,Yali,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.45155000000,6.72910000000,"6° 43' 44.760"" N","30° 27' 5.580"" E",,
Liet Anion,BN-0774,Liet Anion,Lietic,,6,Village,Tin_Mayen,,Yali,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.44301666700,6.72960000000,"6° 43' 46.560"" N","30° 26' 34.860"" E",,
Marial,BN-0775,Marial,,,6,Village,Tin_Mayen,,Yali,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.42541338000,6.73062052300,"6° 43' 50.234"" N","30° 25' 31.488"" E",,
Titamak,BN-0776,Titamak,Tit-amak,,6,Village,Amerachier,,Malek,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.78873333300,6.73066700000,"6° 43' 50.401"" N","30° 47' 19.440"" E",,
Pan-apach,BN-0777,Pan-apach,,,6,Village,Pul_Winy,,Nyang Town,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.61470000000,6.73068300000,"6° 43' 50.459"" N","30° 36' 52.920"" E",,
Agu Kuel,BM-0496,Agu Kuel,,,6,Village,Majak,,Malengagok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.80345000000,6.73151700000,"6° 43' 53.461"" N","29° 48' 12.420"" E",,
Juong Ayol,BN-0778,Juong Ayol,,,6,Village,Alel,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.53192256700,6.73251771600,"6° 43' 57.064"" N","30° 31' 54.921"" E",,
Goofakoon,BN-0779,Goofakoon,,,6,Village,Cuiedit,,Nyang Town,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.58853333300,6.73256700000,"6° 43' 57.241"" N","30° 35' 18.720"" E",,
Majak,BM-0497,Majak,,,6,Village,Majak,,Malengagok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.79213333300,6.73268300000,"6° 43' 57.659"" N","29° 47' 31.680"" E",,
Acuolic,BM-0498,Acuolic,,,6,Village,Biling_Cok,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.76908333300,6.73273300000,"6° 43' 57.839"" N","29° 46' 8.700"" E",,
Makoi-agap,BM-0499,Makoi-agap,,,6,Village,Colocok,,Matangai,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.56869060700,6.73283733600,"6° 43' 58.214"" N","29° 34' 7.286"" E",,
Maraurau,BM-0500,Maraurau,,,6,Village,Colocok,,Matangai,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.56869060700,6.73283733600,"6° 43' 58.214"" N","29° 34' 7.286"" E",,
Tot,BN-0780,Tot,,,6,Village,Amerachier,,Malek,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.76411757800,6.73289979900,"6° 43' 58.439"" N","30° 45' 50.823"" E",,
Jier,BN-0781,Jier,,,6,Village,Machuor,,Pagarou,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.58831666700,6.73295000000,"6° 43' 58.620"" N","30° 35' 17.940"" E",,
Akuet,BN-0782,Akuet,,,6,Village,Tin_Mayen,,Yali,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.43546666700,6.73305000000,"6° 43' 58.980"" N","30° 26' 7.680"" E",,
Tinagou,BN-0783,Tinagou,Tinagau,,6,Village,Alel,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.55486035500,6.73403556700,"6° 44' 2.528"" N","30° 33' 17.497"" E",,
Pankar,BM-0501,Pankar,,,6,Village,Colocok,,Matangai,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.64215727400,6.73408733600,"6° 44' 2.714"" N","29° 38' 31.766"" E",,
Maliel,BN-0784,Maliel,,,6,Village,Alel,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.51943333300,6.73513300000,"6° 44' 6.479"" N","30° 31' 9.960"" E",,
Patir,BM-0502,Patir,,,6,Village,Patiir,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.73131666700,6.73640000000,"6° 44' 11.040"" N","29° 43' 52.740"" E",,
Amerachier Centre,BN-0785,Amerachier Centre,,,6,Village,Amerachier,,Malek,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.81978333300,6.73645000000,"6° 44' 11.220"" N","30° 49' 11.220"" E",,
Pulcuei,BM-0503,Pulcuei,,,6,Village,Colocok,,Matangai,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.56330727400,6.73688733600,"6° 44' 12.794"" N","29° 33' 47.906"" E",,
Manga Alony,BN-0786,Manga Alony,Manga-Alony,,6,Village,Tin_Mayen,,Yali,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.45140000000,6.73743300000,"6° 44' 14.759"" N","30° 27' 5.040"" E",,
Manyang Chien,BN-0787,Manyang Chien,Manyangcien,,6,Village,Achigor,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.51655000000,6.73760000000,"6° 44' 15.360"" N","30° 30' 59.580"" E",,
Wun-rak,BN-0788,Wun-rak,Wunrak,,6,Village,Alel,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.54726666700,6.73761700000,"6° 44' 15.421"" N","30° 32' 50.160"" E",,
Cumanyor,BM-0504,Cumanyor,,,6,Village,Ameth duol,,Abiriu,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.50051800000,6.73772100000,"6° 44' 15.796"" N","29° 30' 1.865"" E",,
Thony Nhom,BN-0789,Thony Nhom,,,6,Village,"Mamer
Mamer",,Adior,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.69043333300,6.73780000000,"6° 44' 16.080"" N","30° 41' 25.560"" E",,
Agander,BM-0505,Agander,Aganyder,,6,Village,Biling_Cok,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.78990000000,6.73800000000,"6° 44' 16.800"" N","29° 47' 23.640"" E",,
Berkau,BN-0790,Berkau,Gutyimur,,6,Village,"Mamer
Mamer",,Adior,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.69470000000,6.73833300000,"6° 44' 17.999"" N","30° 41' 40.920"" E",,
Dhionh,BN-0791,Dhionh,Titngong,,6,Village,Machuor,,Pagarou,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.41175000000,6.73860000000,"6° 44' 18.960"" N","30° 24' 42.300"" E",,
Aguaric,BM-0506,Aguaric,,,6,Village,Patiir,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.73745000000,6.73881700000,"6° 44' 19.741"" N","29° 44' 14.820"" E",,
Pul Mager,BN-0792,Pul Mager,Pulemager,,6,Village,"Mamer
Mamer",,Adior,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.65071666700,6.73883300000,"6° 44' 19.799"" N","30° 39' 2.580"" E",,
Manyang,BN-0793,Manyang,Dhor Manyang,,6,Village,,,,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.62055556000,6.73944445000,"6° 44' 22.000"" N","30° 37' 14.000"" E",,
Malual,BM-0507,Malual,,,6,Village,Karic,,Atiaba,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.97301898500,6.73947214700,"6° 44' 22.100"" N","29° 58' 22.868"" E",,
Bun-thok-rou,BM-0508,Bun-thok-rou,,,6,Village,Karic,,Atiaba,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.96376898500,6.73987214700,"6° 44' 23.540"" N","29° 57' 49.568"" E",,
Liet Amuk,BN-0794,Liet Amuk,,,6,Village,"Mamer
Mamer",,Adior,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.65255000000,6.73995000000,"6° 44' 23.820"" N","30° 39' 9.180"" E",,
Palouch,BN-0795,Palouch,,,7,IDP camp,,,,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.12999900000,6.74000000000,"6° 44' 24.000"" N","30° 7' 47.996"" E",,
Pankacdiak,BM-0509,Pankacdiak,,,6,Village,Majak,,Malengagok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.79701666700,6.74005000000,"6° 44' 24.180"" N","29° 47' 49.260"" E",,
Mathiang,BN-0796,Mathiang,,,6,Village,Achigor,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.49916666700,6.74013300000,"6° 44' 24.479"" N","30° 29' 57.000"" E",,
Mabor-tit,BM-0510,Mabor-tit,Mabortit,,6,Village,Colocok,,Matangai,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.63162394100,6.74112033600,"6° 44' 28.033"" N","29° 37' 53.846"" E",,
Timic,BM-0511,Timic,,,6,Village,Abinajok,,Jiir,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.68467558900,6.74135353900,"6° 44' 28.873"" N","29° 41' 4.832"" E",,
Abel Mathon,BN-0797,Abel Mathon,Abelmathon,,6,Village,"Mamer
Mamer",,Adior,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.67855000000,6.74138300000,"6° 44' 28.979"" N","30° 40' 42.780"" E",,
Pagarau,BN-0798,Pagarau,,,5,Secondary Town / Small Town,,,,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.40972222000,6.74166667000,"6° 44' 30.000"" N","30° 24' 35.000"" E",,
Karagok,BM-0512,Karagok,Gorok,,6,Village,Adol,,Amongpiny,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.71625000000,6.74180000000,"6° 44' 30.480"" N","29° 42' 58.500"" E",,
Aben Pur,BN-0799,Aben Pur,,,6,Village,"Mamer
Mamer",,Adior,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.67231666700,6.74273300000,"6° 44' 33.839"" N","30° 40' 20.340"" E",,
Pankacdiak,BM-0513,Pankacdiak,,,6,Village,Biling_Cok,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.79541666700,6.74275000000,"6° 44' 33.900"" N","29° 47' 43.500"" E",,
Cueichok,BN-0800,Cueichok,,,6,Village,Amerachier,,Malek,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.75731757800,6.74308379900,"6° 44' 35.102"" N","30° 45' 26.343"" E",,
Maguei,BN-0801,Maguei,Maguai,,6,Village,Tin_Mayen,,Yali,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.43820000000,6.74335000000,"6° 44' 36.060"" N","30° 26' 17.520"" E",,
Locadil,BM-0514,Locadil,Locadiel,,6,Village,Biling_Cok,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.76555000000,6.74365000000,"6° 44' 37.140"" N","29° 45' 55.980"" E",,
Angot Cibiel,BN-0802,Angot Cibiel,,,6,Village,"Mamer
Mamer",,Adior,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.65533333300,6.74400000000,"6° 44' 38.400"" N","30° 39' 19.200"" E",,
Wun-abiei,BN-0803,Wun-abiei,Wunabiei,,6,Village,Alel,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.51386624100,6.74423287200,"6° 44' 39.238"" N","30° 30' 49.918"" E",,
Atit,BN-0804,Atit,,,6,Village,Bun_Agany,,Lekakudu,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.59035929300,6.74444009800,"6° 44' 39.984"" N","30° 35' 25.293"" E",,
Ameer,BM-0515,Ameer,,,6,Village,Patiir,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.74963333300,6.74511700000,"6° 44' 42.421"" N","29° 44' 58.680"" E",,
Manhai,BM-0516,Manhai,,,6,Village,Colocok,,Matangai,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.56659060700,6.74528733600,"6° 44' 43.034"" N","29° 33' 59.726"" E",,
Titmakalagot,BM-0517,Titmakalagot,,,6,Village,Patiir,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.76208333300,6.74530000000,"6° 44' 43.080"" N","29° 45' 43.500"" E",,
Rumanok,BM-0518,Rumanok,,,6,Village,Colocok,,Matangai,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.56659060700,6.74538733600,"6° 44' 43.394"" N","29° 33' 59.726"" E",,
Makoiagot,BM-0519,Makoiagot,,,6,Village,MAKEMBELE,,Cueicok,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.72632520000,6.74546680000,"6° 44' 43.680"" N","29° 43' 34.771"" E",,
Akanayak,BM-0520,Akanayak,,,6,Village,Biling_Cok,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.77651666700,6.74561700000,"6° 44' 44.221"" N","29° 46' 35.460"" E",,
Nyiriany,BN-0805,Nyiriany,,,6,Village,Alel,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.52865303500,6.74569558200,"6° 44' 44.504"" N","30° 31' 43.151"" E",,
Billing,BN-0806,Billing,,,6,Village,"Mamer
Mamer",,Adior,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.65675000000,6.74583300000,"6° 44' 44.999"" N","30° 39' 24.300"" E",,
Kathuong Jumur,BN-0807,Kathuong Jumur,,,6,Village,Bun_Agany,,Lekakudu,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.58372239200,6.74603334300,"6° 44' 45.720"" N","30° 35' 1.401"" E",,
Payok,BM-0521,Payok,,,6,Village,Karic,,Atiaba,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.96225231800,6.74683914700,"6° 44' 48.621"" N","29° 57' 44.108"" E",,
Meenjot,BN-0808,Meenjot,,,6,Village,Golkou,,Paloc,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.05733333300,6.74686700000,"6° 44' 48.721"" N","30° 3' 26.400"" E",,
Jooklei,BN-0809,Jooklei,,,6,Village,Golkou,,Paloc,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.09736666700,6.74688300000,"6° 44' 48.779"" N","30° 5' 50.520"" E",,
Wunthou,BN-0810,Wunthou,,,6,Village,Alel,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.50166666700,6.74696700000,"6° 44' 49.081"" N","30° 30' 6.000"" E",,
Kuel Amuom,BN-0811,Kuel Amuom,,,6,Village,Alel,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.49309452500,6.74699962400,"6° 44' 49.199"" N","30° 29' 35.140"" E",,
Kol-yuith,BM-0522,Kol-yuith,,,6,Village,Karic,,Atiaba,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.98545231800,6.74768914700,"6° 44' 51.681"" N","29° 59' 7.628"" E",,
Nyilum,BM-0523,Nyilum,,,6,Village,Biling_Cok,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.77971666700,6.74776700000,"6° 44' 51.961"" N","29° 46' 46.980"" E",,
Aciengchier,BN-0812,Aciengchier,,,6,Village,Amerachier,,Malek,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.76575091100,6.74779979900,"6° 44' 52.079"" N","30° 45' 56.703"" E",,
Ayany,BN-0813,Ayany,,,6,Village,Bun_Agany,,Lekakudu,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.55827645400,6.74896949700,"6° 44' 56.290"" N","30° 33' 29.795"" E",,
Weer Pook,BN-0814,Weer Pook,,,6,Village,Bun_Agany,,Lekakudu,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.61775214500,6.74984532900,"6° 44' 59.443"" N","30° 37' 3.908"" E",,
Wutrual,BM-0524,Wutrual,Wunrual,,6,Village,Abinajok,,Jiir,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.69327558900,6.74992053900,"6° 44' 59.714"" N","29° 41' 35.792"" E",,
Amerachir,BN-0815,Amerachir,,,5,Secondary Town / Small Town,,,,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.87500000000,6.75000000000,"6° 45' 0.000"" N","30° 52' 30.000"" E",,
Agorbar,BN-0816,Agorbar,,,6,Village,,,,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,31.22000000000,6.75000000000,"6° 45' 0.000"" N","31° 13' 12.000"" E",,
"Mer Alath
Mer Alath",BN-0817,"Mer Alath
Mer Alath",,,6,Village,Bun_Agany,,Lekakudu,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.56565947700,6.75059262800,"6° 45' 2.133"" N","30° 33' 56.374"" E",,
Nguel Kuac,BN-0818,Nguel Kuac,,,6,Village,Alel,,Tit Agau,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.48270609900,6.75103716300,"6° 45' 3.734"" N","30° 28' 57.742"" E",,
Majak Jok,BN-0819,Majak Jok,,,6,Village,Bun_Agany,,Lekakudu,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.59845572500,6.75116734300,"6° 45' 4.202"" N","30° 35' 54.441"" E",,
Butic,BN-0820,Butic,,,6,Village,Machuor,,Pagarou,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.38663333300,6.75125000000,"6° 45' 4.500"" N","30° 23' 11.880"" E",,
Kotic,BM-0525,Kotic,,,6,Village,Adol,,Amongpiny,,Rumbek Centre,SS8403,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.72943333300,6.75181700000,"6° 45' 6.541"" N","29° 43' 45.960"" E",,
Mading Thon,BM-0526,Mading Thon,,,6,Village,Biling_Cok,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.78543333300,6.75190000000,"6° 45' 6.840"" N","29° 47' 7.560"" E",,
Mangok,BN-0821,Mangok,,,6,Village,Pajot,,Pagarou,,Yirol East,SS8407,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,30.41229692400,6.75203997800,"6° 45' 7.344"" N","30° 24' 44.269"" E",,
Biling Cok,BM-0527,Biling Cok,BILINGCOK,,6,Village,Biling_Cok,,Cuei - Cok,,Rumbek East,SS8405,Lakes,SS84,South Sudan,SS,12/2/2015,2/2/2016,,,,29.77316666700,6.75216700000,"6° 45' 7.801"" N","29° 46' 23.400"" E",,
